POA_CODE_2016,M_0_299_DS_DS_Sept_house,M_0_299_DS_DS_sd_row_tce_hs_t,M_0_299_DS_DS_Flat_apart,M_0_299_DS_DS_Other_dwg,M_0_299_DS_ns,M_0_299_Tot,M_300_449_DS_Separate_hse,M_300_449_DS_sd_row_tc_hse_th,M_300_449_DS_Flat_apart,M_300_449_DS_Other_dwg,M_300_449_DS_ns,M_300_449_Tot,M_450_599_DS_Separate_hse,M_450_599_DS_sd_row_tce_hs_th,M_450_599_DS_Flat_apart,M_450_599_DS_Other_dwg,M_450_599_DS_ns,M_450_599_Tot,M_600_799_DS_Separate_hse,M_600_799_DS_sd_row_tc_hs_th,M_600_799_DS_Flat_apart,M_600_799_DS_Other_dwg,M_600_799_DS_ns,M_600_799_Tot,M_800_999_DS_Separate_hse,M_800_999_DS_sd_row_tc_hs_th,M_800_999_DS_Flat_apart,M_800_999_DS_Other_dwg,M_800_999_DS_ns,M_800_999_Tot,M_1000_1399_DS_Separate_hse,M_1000_1399_DS_sd_rw_tc_h_th,M_1000_1399_DS_Flat_apart,M_1000_1399_DS_Other_dwg,M_1000_1399_DS_ns,M_1000_1399_Tot,M_1400_1799_DS_Separate_hse,M_1400_1799_DS_sd_rw_tc_h_th,M_1400_1799_DS_Flat_apart,M_1400_1799_DS_Other_dwg,M_1400_1799_DS_ns,M_1400_1799_Tot,M_1800_2399_DS_Separate_hse,M_1800_2399_DS_sd_rw_tc_h_th,M_1800_2399_DS_Flat_apart,M_1800_2399_DS_Other_dwg,M_1800_2399_DS_ns,M_1800_2399_Tot,M_2400_2999_DS_Separate_hse,M_2400_2999_DS_sd_rw_tc_h_th,M_2400_2999_DS_Flat_apart,M_2400_2999_DS_Other_dwg,M_2400_2999_DS_ns,M_2400_2999_Tot,M_3000_3999_DS_Separate_hse,M_3000_3999_DS_sd_rw_tc_h_th,M_3000_3999_DS_Flt_apart,M_3000_3999_DS_Other_dwg,M_3000_3999_DS_ns,M_3000_3999_Tot,M_4000_over_DS_Separate_hse,M_4000_ov_DS_sd_rw_tce_hs_th,M_4000_over_DS_Flat_apart,M_4000_over_DS_Other_dwg,M_4000_DS_over_ns,M_4000_over_Tot,Mort_Rpmnt_ns_DS_Separat_hs,Mrt_Rpmt_ns_DS_sd_rw_tc_hs_th,Mrt_Rpmt_ns_DS_Flat_apart,Mort_Rpmnt_ns_DS_Other_dwg,Mort_Rpmnt_ns_DS_ns,Mort_Rpmnt_ns_Total,Tot_DS_Separate_hse,Tot_DS_sd_row_tce_hse_thse,Tot_DS_Flat_apartment,Tot_DS_Other_dwg,Tot_DS_ns,Tot_Tot
POA4405,96,0,0,0,0,96,25,0,0,0,0,25,41,0,0,0,0,41,81,0,0,0,0,82,154,0,0,0,0,154,316,0,0,4,0,316,341,4,0,0,0,342,276,0,0,0,0,276,105,0,0,0,0,107,46,0,0,0,0,46,31,0,0,0,0,31,70,0,0,0,0,65,1572,8,0,4,3,1588
POA4406,40,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,7,6,0,0,0,0,8,6,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,5,4,0,0,0,0,4,3,0,0,0,0,3,9,0,0,0,0,9,15,0,0,0,0,15,104,6,0,0,0,105
POA4407,9,0,0,0,0,9,3,0,0,0,0,3,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,6,3,0,0,0,0,3,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,45,0,0,0,0,45
POA4408,3,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,11,5,0,0,0,0,5,19,0,0,0,0,19,8,0,0,0,0,8,7,0,0,0,0,7,8,0,0,0,0,8,7,0,0,0,0,7,3,0,0,0,0,3,5,0,0,0,0,5,73,0,0,0,3,75
POA4410,11,0,0,0,0,12,8,0,0,0,0,8,3,0,0,0,0,3,12,0,0,0,0,12,18,0,0,0,0,18,24,0,0,0,0,24,5,0,0,0,0,5,9,0,0,0,0,9,0,0,0,0,0,0,9,0,0,0,0,9,4,0,0,0,0,4,6,0,0,0,0,6,105,0,0,0,0,109
POA4411,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,18,0,0,0,0,18
POA4412,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,19,0,0,0,0,19
POA4413,28,0,0,0,0,28,12,0,0,0,0,12,10,0,0,0,0,9,30,0,0,0,0,30,48,0,0,0,0,45,96,0,0,0,0,98,133,0,0,0,0,134,141,4,0,0,0,148,72,0,0,0,0,72,42,0,0,0,0,37,22,0,0,0,0,22,24,0,0,0,0,24,654,10,0,0,4,664
POA4415,13,0,0,0,0,13,3,0,0,0,0,8,3,0,0,0,0,3,7,0,0,0,0,12,10,0,0,0,0,10,29,0,0,0,0,29,13,0,0,0,0,13,19,0,0,0,0,19,10,0,0,0,0,10,10,0,0,0,0,10,0,0,0,0,0,0,5,0,0,0,0,11,132,0,0,3,0,138
POA4416,12,0,0,0,0,12,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,8,0,0,0,0,8,32,0,0,0,0,32
POA4417,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,7,0,0,0,0,13,9,0,0,0,0,9,3,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,62,0,0,0,0,60
POA4418,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,6
POA4419,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,32,0,0,0,0,32
POA4420,22,0,0,0,0,22,7,0,0,0,0,8,7,0,0,0,0,7,3,0,0,0,0,3,6,0,0,0,0,6,15,0,0,0,0,15,6,0,0,0,0,6,7,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,11,0,0,0,0,15,88,0,0,0,0,85
POA4421,11,0,0,0,0,11,17,0,0,0,0,18,22,0,0,0,0,22,27,0,0,0,0,28,19,0,0,0,0,19,36,0,0,0,0,42,19,0,0,0,0,20,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,9,0,0,0,0,9,177,0,0,0,3,178
POA4422,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,29,0,0,0,0,29
POA4423,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,23,0,0,0,0,23
POA4424,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13
POA4425,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17
POA4426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12
POA4427,10,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,5,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,3,0,27
POA4428,10,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,17,0,0,0,0,17,11,0,0,0,0,9,6,0,0,0,0,6,3,0,0,0,0,3,8,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,64,0,0,0,4,67
POA4454,5,0,0,0,0,5,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,6,0,0,0,0,6,8,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,9,52,0,0,0,0,50
POA4455,47,0,0,0,0,56,20,0,0,0,0,20,19,0,0,0,0,19,31,0,0,0,0,31,61,0,0,0,0,59,150,0,0,0,0,153,163,0,0,0,0,170,154,0,0,0,0,154,62,0,0,0,0,62,57,0,0,0,0,57,28,0,0,0,0,28,54,0,0,0,0,54,862,4,3,3,4,873
POA4461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
POA4462,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
POA4465,17,0,0,0,0,17,4,0,0,0,0,6,4,0,0,0,0,4,9,0,0,0,0,8,14,0,0,0,0,12,22,0,0,0,0,22,10,0,0,0,0,10,8,0,0,0,0,8,4,0,0,0,0,6,0,0,0,0,0,0,5,0,0,0,0,6,15,0,0,0,0,20,112,0,0,0,4,118
POA4467,7,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,21,0,0,0,0,21
POA4468,10,0,0,0,0,10,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,27
POA4470,33,0,0,0,0,36,18,0,0,0,0,20,16,0,0,0,0,16,38,0,0,0,0,37,51,0,0,0,0,51,86,0,0,0,0,86,44,0,0,0,0,44,43,0,0,0,0,45,12,0,0,0,0,12,8,0,0,0,0,8,8,0,0,0,0,13,22,0,0,0,0,25,380,0,0,3,0,383
POA4472,12,0,0,0,0,12,7,0,0,0,0,7,14,0,0,0,0,14,16,0,0,0,0,16,13,0,0,0,0,13,31,0,0,0,0,31,7,0,0,0,0,7,7,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,6,9,0,0,0,0,9,121,0,0,0,0,124
POA4474,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
POA4475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4477,10,0,0,0,0,10,9,0,0,0,0,8,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,32,0,0,0,0,30
POA4478,8,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,7,7,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,40,0,0,0,0,36
POA4479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
POA4480,6,0,0,0,0,9,5,0,0,0,0,3,11,0,0,0,0,11,12,0,0,0,0,12,8,0,0,0,0,8,16,0,0,0,0,16,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,73,0,0,0,0,71
POA4481,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11
POA4482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
POA4486,14,0,0,0,0,14,3,0,0,0,0,3,6,0,0,0,0,6,5,0,0,0,0,5,5,0,0,0,0,5,0,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,9,0,0,0,0,9,48,0,0,0,0,51
POA4487,28,0,0,0,0,28,13,0,0,0,0,9,8,0,0,0,0,8,22,0,0,0,0,22,22,0,0,0,0,22,75,0,0,0,0,73,37,0,0,0,0,36,34,0,0,0,0,34,15,0,0,0,0,15,10,0,0,0,0,10,6,0,0,0,0,6,21,0,0,0,0,21,293,0,0,3,0,298
POA4488,7,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,14
POA4489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,5
POA4490,25,0,0,0,0,25,16,0,0,0,0,16,5,0,0,0,0,5,12,0,0,0,0,12,4,0,0,0,0,4,14,0,0,0,0,14,8,0,0,0,0,8,6,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,8,10,0,0,0,0,11,92,0,0,0,3,100
POA4491,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
POA4492,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,33
POA4493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4494,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,4
POA4496,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,12,0,0,0,0,16
POA4497,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,16,0,0,0,0,16
POA4498,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18
POA4500,211,17,4,0,0,231,103,6,0,0,0,111,72,10,3,0,0,84,177,6,3,0,0,186,247,23,6,0,0,276,732,76,18,0,0,824,1216,69,12,0,0,1300,1776,35,3,0,0,1823,716,3,0,0,0,722,510,4,0,0,0,518,172,3,0,0,0,175,199,10,0,0,0,212,6138,265,47,4,3,6464
POA4501,26,7,0,0,0,27,10,4,0,0,0,19,11,3,0,0,0,10,23,0,0,0,0,24,37,9,0,0,0,48,93,40,0,0,0,132,191,30,4,0,0,222,195,9,0,0,0,205,42,0,0,0,0,42,19,0,0,0,0,19,7,0,0,0,0,7,27,0,0,0,0,26,683,97,6,0,0,795
POA4502,50,0,0,0,0,50,23,0,0,0,0,23,26,0,0,0,0,26,48,0,0,0,0,52,55,0,0,0,0,56,206,0,7,0,0,213,329,6,0,0,0,341,398,6,0,0,0,407,115,0,0,0,0,115,66,0,0,0,0,71,24,0,0,0,0,24,52,0,0,0,0,57,1394,21,8,0,0,1424
POA4503,201,7,0,0,0,208,92,9,0,0,0,101,68,4,0,4,0,79,154,11,0,0,0,164,209,17,0,0,0,231,723,69,0,0,5,797,1192,70,3,0,0,1264,1699,40,0,3,0,1745,509,8,0,0,0,519,256,0,0,0,3,260,120,3,0,0,0,127,202,9,0,0,0,206,5428,256,7,5,7,5714
POA4504,97,0,0,0,0,103,43,0,0,0,0,44,35,0,0,0,0,34,58,0,0,0,0,58,94,0,0,0,0,94,326,5,0,0,0,331,544,22,0,0,0,565,1051,7,0,0,0,1054,400,3,0,0,0,403,197,0,0,0,0,196,64,0,0,0,0,64,115,0,0,0,0,118,3024,41,0,0,0,3068
POA4505,104,5,0,0,0,109,54,3,0,0,0,56,40,3,0,0,0,42,74,6,0,0,0,82,132,3,0,0,0,131,377,28,0,0,0,403,530,9,0,0,0,542,788,0,0,0,0,790,348,0,0,0,0,348,196,0,0,0,0,200,65,0,0,0,0,71,121,0,0,0,0,122,2836,60,3,0,3,2901
POA4506,99,0,0,0,0,107,50,0,0,0,0,47,41,3,0,0,0,44,92,7,0,0,0,97,132,3,0,0,0,133,380,18,0,0,0,396,586,6,0,0,0,599,535,0,0,0,0,536,222,0,0,0,0,220,112,0,0,0,0,112,55,0,0,0,0,56,99,0,0,0,0,107,2399,47,3,3,0,2453
POA4507,102,14,3,0,0,114,48,7,0,0,0,52,31,3,4,0,0,37,62,8,3,3,0,76,77,7,6,0,0,95,180,30,21,0,0,229,219,30,10,0,4,263,303,14,13,0,3,328,115,3,0,0,0,121,91,3,3,0,0,101,57,0,0,0,0,58,68,3,3,0,0,76,1359,131,58,10,7,1553
POA4508,99,5,0,0,0,103,36,3,0,0,0,41,45,3,0,0,0,45,77,7,4,0,0,89,121,5,3,0,0,133,384,36,8,0,0,427,552,12,4,0,0,572,476,9,3,0,0,486,130,0,0,0,0,138,60,0,3,0,0,62,25,0,0,0,0,25,87,3,3,0,0,93,2101,81,27,0,0,2210
POA4509,102,0,0,0,0,106,48,0,0,0,0,43,35,3,0,0,0,37,70,0,0,0,0,70,89,3,0,0,0,98,295,5,5,0,0,311,566,26,5,0,0,594,1182,26,4,0,4,1208,642,8,0,0,0,658,340,0,0,0,0,343,144,0,0,0,0,146,125,0,0,0,0,122,3652,75,15,0,3,3742
POA4510,217,5,0,0,0,223,128,9,0,0,0,141,109,4,0,0,0,122,184,8,0,0,0,194,228,18,3,0,0,249,892,46,3,0,3,939,1125,19,3,0,3,1156,1112,11,0,0,4,1130,367,3,0,0,0,375,222,3,0,0,0,221,92,0,0,0,0,89,216,3,0,0,0,228,4904,134,18,4,13,5068
POA4511,45,3,0,0,0,51,34,3,0,0,0,39,24,0,0,0,0,28,32,0,0,0,0,39,39,0,0,0,0,39,151,10,4,0,0,157,199,3,0,0,0,205,260,3,0,0,0,268,97,0,0,0,0,97,71,0,0,0,0,71,24,0,0,0,0,24,47,5,0,0,0,48,1026,19,4,4,0,1058
POA4512,30,0,0,0,0,30,12,0,0,0,0,12,20,0,0,0,0,20,15,0,0,0,0,15,8,0,0,0,0,8,63,0,0,0,0,63,63,0,0,0,0,63,122,0,0,0,0,122,89,0,0,0,0,89,54,0,0,0,0,54,19,0,0,0,0,19,26,0,0,0,0,26,514,0,0,0,0,514
POA4514,35,0,0,0,0,38,23,0,0,0,0,26,19,0,0,0,0,19,44,0,0,0,0,44,49,0,0,0,0,49,124,0,0,0,0,131,190,0,0,0,0,190,227,0,0,0,3,229,89,0,0,0,0,91,58,0,0,0,0,58,11,0,0,0,0,13,53,0,0,0,0,53,927,0,0,7,5,939
POA4515,24,0,0,0,0,24,14,0,0,0,0,14,11,0,0,0,0,11,24,0,0,0,0,24,36,0,0,0,0,36,97,0,0,0,0,97,83,0,0,0,0,83,93,0,0,0,0,93,24,0,0,0,0,24,26,0,0,0,3,22,14,0,0,0,0,14,21,0,0,0,0,22,464,0,0,0,5,473
POA4516,28,0,0,0,0,32,14,0,0,0,0,14,14,0,0,0,0,14,13,0,0,0,0,13,38,0,0,0,0,38,71,0,0,0,0,71,109,0,0,0,0,109,154,0,0,0,0,154,92,0,0,0,0,91,49,0,0,0,0,54,21,0,0,0,0,21,28,0,0,0,0,29,641,3,0,0,0,648
POA4517,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,3,0,0,0,0,3,21,0,0,0,0,19,21,0,0,0,0,21,34,0,0,0,0,38,8,0,0,0,0,8,8,0,0,0,0,8,8,0,0,0,0,8,3,0,0,0,0,5,111,9,0,0,0,121
POA4518,33,0,0,0,0,33,28,0,0,0,0,27,20,0,0,0,0,20,31,0,0,0,0,29,28,0,0,0,0,28,103,0,0,0,0,103,126,0,0,0,0,126,205,0,0,0,0,203,80,0,0,0,0,80,53,0,0,0,0,53,22,0,0,0,0,22,44,0,0,0,0,44,755,0,0,4,0,759
POA4519,42,3,0,0,0,50,22,0,0,0,0,19,21,0,0,0,0,21,32,0,0,0,0,32,51,0,0,0,0,57,153,5,0,0,0,158,216,7,0,0,0,223,300,4,0,0,0,298,103,0,0,0,0,109,66,0,0,0,0,65,25,0,0,0,0,25,56,0,0,0,0,59,1085,25,4,0,3,1119
POA4520,92,0,0,0,0,93,32,0,0,0,0,32,32,0,0,0,0,34,45,0,0,0,3,44,69,0,0,0,3,72,200,0,0,0,0,199,209,0,0,0,0,206,323,0,0,0,0,322,269,0,0,0,0,269,406,0,0,0,0,407,281,0,0,0,0,283,129,0,0,0,0,136,2085,3,0,6,12,2106
POA4521,28,0,0,0,0,27,11,0,0,0,0,11,9,0,0,0,0,9,22,0,0,0,0,22,29,0,0,0,0,29,76,0,0,0,0,76,110,0,0,0,0,112,188,0,0,0,0,192,124,0,0,0,0,124,106,0,0,0,0,106,49,0,0,0,0,48,37,0,0,0,0,37,789,0,4,0,0,796
POA4550,31,0,0,0,0,31,14,0,0,0,0,14,13,0,0,0,0,13,21,0,0,0,0,21,33,0,0,0,0,33,97,3,0,0,0,100,119,0,0,0,0,123,157,0,0,0,0,160,55,0,0,0,0,50,29,0,0,0,0,29,8,0,0,0,0,8,26,0,0,0,0,26,599,3,0,3,0,612
POA4551,233,23,31,0,3,287,95,16,9,0,0,123,79,6,12,0,0,103,170,14,16,7,0,204,224,30,27,3,3,289,629,86,59,3,3,779,893,100,65,0,3,1058,1621,69,73,0,5,1772,744,13,30,0,3,789,445,5,25,0,0,479,197,7,9,0,0,211,226,15,17,0,3,255,5554,381,379,14,22,6344
POA4552,61,0,0,3,0,65,29,4,0,0,0,29,25,0,0,0,0,28,45,0,0,0,0,50,58,0,0,0,0,64,128,0,0,0,3,130,137,0,0,0,0,142,178,3,0,0,0,185,73,0,0,0,0,74,70,0,0,0,0,69,33,0,0,0,3,35,48,0,0,0,0,49,891,13,9,7,6,930
POA4553,35,0,0,0,0,35,22,0,0,0,0,22,15,0,0,0,0,15,27,0,0,0,0,27,40,0,0,0,0,40,110,0,0,0,0,105,160,0,0,0,0,160,258,0,0,0,0,256,147,0,0,0,0,148,89,0,0,0,0,91,36,0,0,0,0,36,31,0,0,0,0,30,956,0,0,4,0,963
POA4554,20,0,0,0,0,20,4,0,0,0,0,4,9,0,0,0,0,9,7,0,0,0,0,7,8,0,0,0,0,8,50,0,0,0,0,50,52,0,0,0,0,52,48,0,0,0,0,48,33,0,0,0,0,33,27,0,0,0,0,27,18,0,0,0,0,18,12,0,0,0,0,12,294,0,0,0,0,294
POA4555,43,0,0,0,0,43,27,0,0,0,0,31,10,0,0,0,0,12,35,0,0,0,0,39,56,0,0,0,0,56,138,4,0,0,0,139,177,0,0,0,0,181,246,0,0,0,3,245,102,0,0,0,0,105,70,0,0,0,0,73,38,0,0,0,0,38,46,0,0,0,0,46,995,9,0,0,6,1010
