POA_CODE_2016,M_0_299_DS_DS_Sept_house,M_0_299_DS_DS_sd_row_tce_hs_t,M_0_299_DS_DS_Flat_apart,M_0_299_DS_DS_Other_dwg,M_0_299_DS_ns,M_0_299_Tot,M_300_449_DS_Separate_hse,M_300_449_DS_sd_row_tc_hse_th,M_300_449_DS_Flat_apart,M_300_449_DS_Other_dwg,M_300_449_DS_ns,M_300_449_Tot,M_450_599_DS_Separate_hse,M_450_599_DS_sd_row_tce_hs_th,M_450_599_DS_Flat_apart,M_450_599_DS_Other_dwg,M_450_599_DS_ns,M_450_599_Tot,M_600_799_DS_Separate_hse,M_600_799_DS_sd_row_tc_hs_th,M_600_799_DS_Flat_apart,M_600_799_DS_Other_dwg,M_600_799_DS_ns,M_600_799_Tot,M_800_999_DS_Separate_hse,M_800_999_DS_sd_row_tc_hs_th,M_800_999_DS_Flat_apart,M_800_999_DS_Other_dwg,M_800_999_DS_ns,M_800_999_Tot,M_1000_1399_DS_Separate_hse,M_1000_1399_DS_sd_rw_tc_h_th,M_1000_1399_DS_Flat_apart,M_1000_1399_DS_Other_dwg,M_1000_1399_DS_ns,M_1000_1399_Tot,M_1400_1799_DS_Separate_hse,M_1400_1799_DS_sd_rw_tc_h_th,M_1400_1799_DS_Flat_apart,M_1400_1799_DS_Other_dwg,M_1400_1799_DS_ns,M_1400_1799_Tot,M_1800_2399_DS_Separate_hse,M_1800_2399_DS_sd_rw_tc_h_th,M_1800_2399_DS_Flat_apart,M_1800_2399_DS_Other_dwg,M_1800_2399_DS_ns,M_1800_2399_Tot,M_2400_2999_DS_Separate_hse,M_2400_2999_DS_sd_rw_tc_h_th,M_2400_2999_DS_Flat_apart,M_2400_2999_DS_Other_dwg,M_2400_2999_DS_ns,M_2400_2999_Tot,M_3000_3999_DS_Separate_hse,M_3000_3999_DS_sd_rw_tc_h_th,M_3000_3999_DS_Flt_apart,M_3000_3999_DS_Other_dwg,M_3000_3999_DS_ns,M_3000_3999_Tot,M_4000_over_DS_Separate_hse,M_4000_ov_DS_sd_rw_tce_hs_th,M_4000_over_DS_Flat_apart,M_4000_over_DS_Other_dwg,M_4000_DS_over_ns,M_4000_over_Tot,Mort_Rpmnt_ns_DS_Separat_hs,Mrt_Rpmt_ns_DS_sd_rw_tc_hs_th,Mrt_Rpmt_ns_DS_Flat_apart,Mort_Rpmnt_ns_DS_Other_dwg,Mort_Rpmnt_ns_DS_ns,Mort_Rpmnt_ns_Total,Tot_DS_Separate_hse,Tot_DS_sd_row_tce_hse_thse,Tot_DS_Flat_apartment,Tot_DS_Other_dwg,Tot_DS_ns,Tot_Tot
POA4217,133,25,80,0,0,242,41,8,27,0,0,75,16,13,29,0,0,67,44,10,58,3,0,113,54,26,93,0,5,178,144,75,251,0,3,471,144,78,262,0,3,482,274,84,293,0,3,654,215,48,88,0,3,363,265,37,78,0,3,382,333,33,74,0,0,442,92,12,69,0,0,174,1745,448,1409,9,19,3635
POA4218,135,29,41,0,0,210,41,8,12,0,0,52,33,10,16,0,0,48,52,11,25,0,0,98,65,31,44,0,0,148,240,82,146,0,0,469,191,114,202,0,0,507,405,90,160,0,0,667,324,25,59,0,0,407,305,25,46,0,0,377,261,18,35,0,3,313,119,20,38,0,0,177,2173,452,838,3,8,3477
POA4220,134,34,32,0,0,202,51,23,9,0,0,80,31,28,15,0,0,70,68,28,24,0,0,113,91,46,30,0,0,175,252,160,87,0,0,502,338,190,95,0,0,627,588,210,115,0,0,922,409,69,38,0,0,513,335,38,32,0,0,405,156,14,13,0,3,182,131,36,22,0,0,187,2591,864,511,5,8,3981
POA4221,129,16,19,0,0,163,51,9,3,0,0,67,45,12,5,0,0,60,77,23,24,0,0,116,83,26,25,0,0,127,282,62,97,0,0,444,340,134,102,0,0,570,650,103,45,0,0,797,434,45,12,0,3,497,294,19,14,0,0,320,120,11,8,0,0,139,128,16,16,0,0,159,2627,473,358,0,4,3460
POA4222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4223,66,11,0,0,0,82,26,7,5,0,0,38,23,7,3,0,0,25,28,5,5,0,0,44,57,15,7,0,0,72,175,46,8,0,0,232,202,61,25,0,0,289,371,55,28,0,0,457,222,6,10,0,0,244,166,5,5,0,0,176,96,6,4,0,0,106,73,8,4,0,0,81,1507,231,107,6,0,1849
POA4224,26,11,5,0,0,41,15,4,3,0,0,17,13,6,6,0,0,21,23,14,3,0,0,34,20,6,7,0,0,35,76,32,30,0,0,139,82,43,25,0,0,151,162,41,21,0,0,223,71,16,5,0,0,96,36,4,4,0,0,47,18,4,4,0,0,26,27,8,4,0,0,41,556,184,125,0,3,868
POA4225,14,3,12,0,0,29,8,0,10,0,0,14,0,0,9,0,0,13,7,0,10,0,0,22,7,0,20,0,0,35,20,6,76,0,0,107,16,8,75,0,0,97,35,5,65,0,0,109,16,5,17,0,0,39,11,0,18,0,0,32,20,4,9,0,0,35,11,0,16,0,0,33,167,43,344,3,0,559
POA4226,155,40,0,0,0,196,59,18,0,0,0,84,47,8,4,0,0,65,77,26,4,0,0,112,110,42,9,0,0,165,294,124,15,0,0,435,387,173,25,0,0,593,702,158,21,0,0,881,418,54,6,0,0,483,317,23,10,0,0,344,149,12,0,0,0,162,124,25,3,0,0,153,2847,719,98,0,5,3667
POA4227,67,39,3,0,0,111,31,17,0,0,0,49,22,19,0,0,0,44,35,29,4,0,0,67,51,50,10,0,0,110,182,175,15,0,0,370,216,239,21,0,0,475,466,209,26,0,0,701,363,55,9,0,0,419,283,22,10,0,0,315,112,14,3,0,0,124,68,35,5,0,0,104,1898,893,98,0,0,2894
POA4228,28,0,0,0,0,28,17,0,0,0,0,23,16,0,0,0,0,19,10,0,0,0,0,10,39,0,0,0,0,39,87,0,0,0,0,87,75,0,0,0,0,80,145,4,0,0,0,150,100,3,0,0,0,102,109,3,0,0,0,117,77,0,0,0,0,76,43,0,0,0,0,47,748,17,0,0,3,768
POA4229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4230,0,7,9,0,0,12,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,8,0,6,0,0,0,3,0,6,3,0,0,15,0,15,5,0,0,22,0,19,11,0,0,25,0,10,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,68,36,0,0,106
POA4270,32,0,0,0,0,32,16,0,0,0,0,16,6,0,0,0,0,6,20,0,0,0,0,20,23,0,0,0,0,23,76,0,0,0,0,76,101,0,0,0,0,98,182,0,0,0,0,183,113,0,0,0,0,113,95,0,0,0,0,98,40,0,0,0,0,40,37,0,0,0,0,37,739,0,0,0,0,743
POA4271,19,0,0,0,0,20,11,0,0,0,0,11,12,0,0,0,0,12,22,0,0,0,0,22,24,0,0,0,0,26,78,0,0,0,0,79,84,0,0,0,0,88,112,0,0,0,0,112,41,0,0,0,0,41,26,0,0,3,0,27,9,0,0,0,0,11,23,0,0,0,0,22,462,0,3,7,0,468
POA4272,42,0,0,0,0,45,15,0,0,0,0,15,14,0,0,0,0,14,20,0,0,0,0,24,25,0,0,0,0,25,82,0,0,0,0,88,90,0,0,0,0,88,134,0,0,0,0,137,91,0,0,0,0,92,44,0,0,3,0,51,29,0,0,3,0,27,21,0,0,0,0,21,606,8,0,6,0,618
POA4275,20,0,0,0,0,20,13,0,0,0,0,13,12,0,0,0,0,12,18,0,0,0,0,18,15,0,0,0,0,21,65,0,0,0,0,63,87,0,0,0,0,88,122,0,0,0,0,122,62,0,0,0,0,62,42,0,0,0,0,42,21,0,0,0,0,17,36,0,0,0,0,35,513,0,0,0,3,516
POA4280,74,0,0,0,0,78,36,0,0,0,0,36,31,0,0,0,0,31,57,0,0,0,0,63,110,0,0,0,0,110,332,0,0,0,0,330,468,0,0,0,0,468,913,0,0,0,0,912,437,0,0,3,4,443,200,0,0,0,0,201,63,0,0,0,0,63,153,0,0,0,0,158,2877,3,0,7,3,2886
POA4285,78,0,3,0,0,80,43,3,0,0,0,43,39,3,0,0,0,41,85,7,0,0,0,89,109,4,3,0,0,112,397,16,0,0,0,418,499,5,0,0,3,509,707,0,0,0,0,713,322,0,0,0,0,326,129,0,0,0,0,134,74,0,0,0,0,71,134,0,0,3,0,137,2621,41,7,8,5,2675
POA4287,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,7,0,0,0,0,5,13,0,0,0,0,13,9,0,0,0,0,9,7,0,0,0,0,7,3,0,0,0,0,3,4,0,0,0,0,4,3,0,0,0,0,3,6,0,0,0,0,6,68,0,0,0,0,71
POA4300,206,0,0,0,0,209,95,3,0,0,0,99,90,9,0,0,0,97,171,12,0,0,0,189,259,20,0,0,0,279,918,53,0,0,0,972,1481,56,0,0,0,1533,2007,56,0,0,0,2066,756,7,0,0,0,762,459,3,0,0,0,461,219,5,0,3,0,226,263,7,0,0,0,270,6920,224,5,9,3,7165
POA4301,105,0,0,0,0,104,49,0,0,0,0,46,51,3,0,0,0,55,80,3,0,0,0,87,143,19,0,0,0,159,583,28,3,0,0,614,856,11,4,0,0,870,550,8,0,0,0,560,109,0,0,0,0,109,63,0,0,0,0,63,27,0,0,0,0,27,101,3,0,0,0,107,2710,77,7,0,0,2795
POA4303,21,0,0,0,0,21,12,0,0,0,0,12,14,0,0,0,0,14,18,0,0,0,0,18,23,0,0,0,0,26,107,0,0,0,0,106,57,0,0,0,0,57,27,0,0,0,0,27,3,0,0,0,0,3,4,0,0,0,0,4,3,0,0,0,0,3,13,0,0,0,0,13,303,0,4,0,0,308
POA4304,62,3,0,0,0,69,43,0,0,0,0,50,39,4,0,0,0,47,76,4,0,0,0,80,122,6,3,0,0,126,520,16,6,0,0,537,516,7,3,0,0,535,258,3,0,3,0,266,37,0,0,0,0,43,37,0,0,0,0,37,12,0,0,0,0,12,60,0,0,0,0,62,1790,42,15,4,0,1853
POA4305,292,4,0,0,0,299,167,9,0,0,0,180,147,0,0,0,0,149,265,12,0,0,0,275,444,6,4,0,0,455,1633,41,6,0,0,1681,1812,27,3,3,3,1848,1237,7,0,3,0,1256,311,0,0,0,0,313,176,0,0,0,0,181,63,0,0,0,0,66,252,6,3,0,0,262,6811,122,16,12,7,6966
POA4306,209,0,0,0,0,211,117,0,0,0,0,119,102,0,0,0,0,104,184,0,0,0,0,188,257,0,0,3,0,259,742,0,3,0,0,753,940,5,0,3,0,950,1355,6,0,0,7,1371,638,0,0,0,0,639,455,0,0,0,0,454,165,0,0,0,0,170,275,0,0,6,0,283,5448,14,8,18,16,5503
POA4307,6,0,0,0,0,6,8,0,0,0,0,8,3,0,0,0,0,3,20,0,0,0,0,20,11,0,0,0,0,11,26,0,0,0,0,26,32,0,0,0,0,30,35,0,0,0,0,35,23,0,0,0,0,23,17,0,0,0,0,17,5,0,0,0,0,5,13,0,0,0,0,13,198,0,0,0,0,199
POA4309,22,0,0,0,0,22,11,0,0,0,0,11,7,0,0,0,0,7,18,0,0,0,0,21,29,0,0,0,0,29,78,0,0,0,0,76,65,0,0,0,0,65,63,0,0,0,0,64,22,0,0,0,0,24,19,0,0,0,0,19,4,0,0,0,0,4,21,0,0,0,0,20,366,0,0,4,0,373
POA4310,37,0,0,0,0,37,33,0,0,0,0,33,20,0,0,0,0,20,39,0,0,0,0,39,42,0,0,0,0,42,148,0,0,3,0,148,128,0,0,0,0,128,115,0,0,0,0,112,43,0,0,0,0,43,32,0,0,0,0,31,19,0,0,0,0,20,22,0,0,0,0,26,671,0,0,8,0,677
POA4311,58,0,0,0,0,58,50,0,0,0,0,45,44,0,0,0,0,44,69,0,0,0,0,73,101,0,0,0,0,101,264,0,0,0,0,265,276,0,0,0,0,280,237,0,0,4,0,243,75,0,0,0,0,78,52,0,0,0,0,53,18,0,0,0,0,17,69,0,0,0,0,69,1303,4,0,11,8,1322
POA4312,17,0,0,0,0,17,10,0,0,0,0,13,14,0,0,0,0,14,23,0,0,0,0,23,34,0,0,0,0,34,70,0,0,0,0,77,56,0,0,0,0,56,45,0,0,0,0,45,12,0,0,0,0,12,6,0,0,0,0,6,0,0,0,0,0,0,11,0,0,0,0,11,313,0,0,0,0,311
POA4313,13,0,0,0,0,13,0,0,0,0,0,0,13,0,0,0,0,13,26,0,0,0,0,26,40,0,0,0,0,38,56,0,0,0,0,62,44,0,0,0,0,44,26,0,0,0,0,26,10,0,0,0,0,10,6,0,0,0,3,12,4,0,0,0,0,4,18,0,0,0,0,23,264,3,0,0,3,263
POA4340,21,0,0,0,0,21,22,0,0,0,0,22,11,0,0,0,0,11,28,0,0,0,0,28,49,0,0,0,0,49,120,0,0,0,0,120,142,0,0,0,3,145,95,0,0,0,0,93,44,0,0,0,0,48,37,0,0,0,0,37,16,0,0,0,0,16,22,0,0,0,0,22,615,3,0,0,3,617
POA4341,62,0,0,0,0,62,67,0,0,0,0,67,51,0,0,0,0,51,106,0,0,0,0,107,126,0,0,0,0,126,423,3,0,0,0,426,453,3,0,0,0,457,472,0,0,0,0,475,138,0,0,0,0,140,58,0,0,0,0,58,29,0,0,0,0,29,93,0,0,0,0,93,2069,4,0,3,0,2081
POA4342,11,0,0,0,0,11,11,0,0,0,0,11,11,0,0,0,0,11,18,0,0,0,0,18,17,0,0,0,0,17,87,0,0,0,0,94,44,0,0,0,0,44,56,0,0,0,0,59,10,0,0,0,0,10,15,0,0,0,0,15,9,0,0,0,0,9,16,0,0,0,0,16,307,0,0,0,3,309
POA4343,36,0,0,0,0,37,20,0,0,0,0,26,22,0,0,0,0,24,40,0,0,3,0,48,67,3,0,7,0,82,204,5,0,7,3,220,203,3,0,13,3,224,204,0,0,10,0,219,57,0,0,0,0,63,40,0,0,0,0,42,15,0,0,0,0,16,48,0,0,4,0,45,969,10,3,45,14,1043
POA4344,18,0,0,0,0,18,3,0,0,0,0,3,10,0,0,0,0,10,14,0,0,0,0,15,29,0,0,0,0,29,74,0,0,0,0,74,77,0,0,0,0,80,65,0,0,0,0,63,17,0,0,0,0,17,24,0,0,0,0,24,5,0,0,0,0,5,12,0,0,0,0,16,348,0,0,3,5,352
POA4345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4346,4,0,0,0,0,4,3,0,0,0,0,3,4,0,0,0,0,4,5,0,0,0,0,5,6,0,0,0,0,6,34,0,0,0,0,34,30,0,0,0,0,30,27,0,0,0,0,27,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,4,0,0,0,0,4,134,0,0,0,0,134
POA4347,10,0,0,0,0,10,5,0,0,0,0,5,3,0,0,0,0,3,15,0,0,0,0,15,16,0,0,0,0,16,35,0,0,0,0,35,26,0,0,0,0,26,27,0,0,0,0,27,7,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10,153,0,0,0,0,154
POA4350,470,22,12,0,0,505,270,23,11,3,0,312,214,20,9,0,0,249,477,33,19,4,0,534,639,66,23,0,0,724,2231,179,56,6,10,2482,2608,145,28,9,9,2790,2169,71,19,7,3,2276,752,15,6,3,0,770,494,13,4,3,3,514,265,5,3,0,3,280,332,21,3,3,0,362,10931,601,191,36,32,11790
POA4352,161,0,0,3,3,166,103,0,0,0,0,103,88,0,0,0,3,95,144,0,0,0,0,144,187,0,0,3,0,188,590,3,0,4,4,605,880,8,0,0,7,893,1130,9,0,0,8,1145,496,0,0,0,0,498,273,0,0,0,0,279,110,0,0,0,3,117,146,0,0,0,0,152,4313,21,7,13,21,4376
POA4353,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,10,0,0,0,0,10,8,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,41,0,0,0,0,39
POA4354,8,0,0,0,0,8,8,0,0,0,0,9,3,0,0,0,0,5,9,0,0,0,0,9,15,0,0,0,0,15,57,0,0,0,0,59,23,0,0,0,0,23,21,0,0,0,0,25,4,0,0,0,0,4,8,0,0,0,0,8,4,0,0,0,0,4,7,0,0,0,0,7,160,0,0,0,4,165
POA4355,20,0,0,0,0,20,13,0,0,0,0,13,8,0,0,0,0,8,21,0,0,0,0,21,25,0,0,0,0,25,68,0,0,0,0,68,48,0,0,0,0,48,36,0,0,0,0,33,8,0,0,0,0,8,5,0,0,0,0,5,3,0,0,0,0,3,13,0,0,0,0,13,263,0,0,0,0,264
POA4356,36,0,0,0,0,34,21,0,0,0,0,21,19,0,0,0,0,19,17,0,0,0,0,17,44,0,0,0,0,44,113,0,0,0,0,113,101,0,0,0,0,101,103,0,0,0,0,103,36,0,0,3,0,41,28,0,0,0,0,28,13,0,0,0,0,13,25,0,0,0,0,25,545,0,0,4,0,552
POA4357,11,0,0,0,0,11,18,0,0,0,0,17,10,0,0,0,0,14,24,0,0,0,0,25,31,0,0,0,0,31,61,0,0,0,0,62,32,0,0,0,0,32,24,0,0,0,0,24,17,0,0,0,0,17,5,0,0,0,0,5,0,0,0,0,0,0,12,0,0,0,0,12,239,0,0,3,0,247
POA4358,16,0,0,0,0,17,12,0,0,0,0,12,3,0,0,0,0,3,16,0,0,0,0,14,26,0,0,0,0,27,70,3,0,0,0,72,71,0,0,0,0,71,60,0,0,0,0,60,31,0,0,0,0,31,8,0,0,0,0,8,17,0,0,0,0,17,11,0,0,0,0,11,332,3,3,0,0,340
POA4359,6,0,0,0,0,6,6,0,0,0,0,6,3,0,0,0,0,3,10,0,0,0,0,10,17,0,0,0,0,17,51,0,0,0,0,51,36,0,0,0,0,36,13,0,0,0,0,13,6,0,0,0,0,6,15,0,0,0,0,17,8,0,0,0,0,8,7,0,0,0,0,7,184,0,0,0,0,188
POA4360,4,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,7,0,0,0,0,7,21,0,0,0,0,21,19,0,0,0,0,19,14,0,0,0,0,14,3,0,0,0,0,3,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,4,81,0,0,3,0,87
POA4361,31,0,0,0,0,31,11,0,0,0,0,11,12,0,0,0,0,12,19,0,0,0,0,20,26,0,0,0,0,30,57,0,0,0,0,60,45,0,0,0,0,45,30,0,0,0,3,34,18,0,0,0,0,18,8,0,0,0,0,8,8,0,0,0,0,8,22,0,0,0,0,21,280,4,3,0,3,285
POA4362,18,0,0,0,0,15,5,0,0,0,0,5,12,0,0,0,0,12,20,0,0,0,0,20,25,0,0,0,0,25,67,0,0,0,0,67,52,0,0,0,0,52,47,0,0,0,0,47,11,0,0,0,0,11,8,0,0,0,0,6,8,0,0,0,0,8,17,0,0,0,0,17,289,0,0,0,0,286
POA4363,6,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,6,3,0,0,0,0,3,24,0,0,0,0,24,14,0,0,0,0,14,14,0,0,0,0,14,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,79,0,0,0,0,79
POA4364,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,9,0,0,0,0,9
POA4365,6,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,7,11,0,0,0,0,11,11,0,0,0,0,10,7,0,0,0,0,10,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,58,0,0,0,5,68
POA4370,102,0,0,0,0,105,67,3,0,0,0,68,51,0,0,0,0,57,120,0,0,0,0,125,174,4,0,0,0,178,495,13,0,3,0,508,371,0,0,0,0,375,300,0,0,0,0,307,81,0,0,0,0,84,64,0,0,0,0,67,36,0,0,0,3,38,88,0,0,0,0,90,1952,33,4,3,5,1997
POA4371,9,0,0,0,0,9,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,6,0,0,0,0,6,23,0,0,0,0,23,9,0,0,0,0,9,16,0,0,0,0,16,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,94,0,0,0,0,94
POA4372,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17
POA4373,4,0,0,0,0,4,4,0,0,0,0,4,7,0,0,0,0,7,4,0,0,0,0,4,10,0,0,0,0,10,30,0,0,0,0,30,14,0,0,0,0,14,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,6,5,0,0,0,0,6,89,0,0,3,0,94
POA4374,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,11,0,0,0,0,11,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,52
POA4375,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,6,0,0,0,0,6,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,22
POA4376,8,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,8,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,39,0,0,0,0,39
POA4377,4,0,0,0,0,4,3,0,0,0,0,3,3,0,0,0,0,3,9,0,0,0,0,9,9,0,0,0,0,10,18,0,0,0,0,16,9,0,0,0,0,9,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,71,0,0,0,0,72
POA4378,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,4,4,0,0,0,0,4,3,0,0,0,0,3,7,0,0,0,0,7,17,0,0,0,0,17,11,0,0,0,0,11,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,56,0,0,0,0,62
POA4380,49,0,0,0,0,53,29,0,0,0,0,29,29,0,0,0,0,30,57,0,0,0,0,57,87,4,0,0,0,94,190,3,0,3,0,200,153,0,0,0,3,157,85,0,0,0,0,85,26,0,0,0,0,26,20,0,0,0,0,19,9,0,0,3,0,16,33,0,0,0,0,33,779,3,6,12,3,801
POA4381,3,0,0,0,0,3,8,0,0,0,0,8,3,0,0,0,0,3,3,0,0,0,0,5,9,0,0,0,0,9,22,0,0,0,0,22,13,0,0,0,0,13,8,0,0,0,0,8,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,7,73,0,0,0,0,75
POA4382,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,7,0,0,0,0,0,0,8,0,0,0,0,8,9,0,0,0,0,9,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,40
POA4383,9,0,0,0,0,9,10,0,0,0,0,10,0,0,0,0,0,0,8,0,0,0,0,12,7,0,0,0,0,7,11,0,0,0,0,11,9,0,0,0,0,9,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,73,0,0,0,0,73
POA4384,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
POA4385,13,0,0,0,0,13,8,0,0,0,0,8,4,0,0,0,0,5,10,0,0,0,0,10,14,0,0,0,0,14,24,0,0,0,0,24,3,0,0,0,0,3,6,0,0,0,0,6,6,0,0,0,0,6,3,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,8,105,0,0,0,0,104
POA4387,9,0,0,0,0,15,7,0,0,0,0,12,9,0,0,0,0,9,16,0,0,0,0,18,14,0,0,0,0,14,30,0,0,0,0,34,4,0,0,0,0,3,10,0,0,0,0,8,3,0,0,0,0,3,4,0,0,0,0,4,3,0,0,0,0,3,4,0,0,0,0,3,110,0,0,0,8,118
POA4388,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,7,0,0,0,0,7,3,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,28
POA4390,41,0,0,0,0,38,7,0,0,0,0,8,7,0,0,0,0,7,25,0,0,0,0,25,53,0,0,0,0,52,133,0,0,0,0,135,155,0,0,0,0,156,136,0,0,0,0,136,43,0,0,0,0,43,34,0,0,0,0,33,14,0,0,0,0,14,32,0,0,0,0,32,683,6,9,0,0,693
POA4400,11,0,0,0,0,16,13,0,0,0,0,13,14,0,0,0,0,14,23,0,0,0,0,23,28,0,0,0,0,28,66,0,0,0,0,66,87,0,0,0,0,86,57,0,0,0,0,59,12,0,0,0,0,12,12,0,0,0,0,12,6,0,0,0,0,6,8,0,0,0,0,8,332,0,0,3,0,335
POA4401,24,0,0,0,0,30,12,0,0,0,0,12,16,0,0,0,0,16,28,0,0,0,0,28,69,0,0,0,0,69,138,0,0,0,0,143,120,0,0,0,0,116,94,0,0,0,0,95,23,0,0,0,0,23,17,0,0,0,0,15,12,0,0,0,0,12,19,0,0,0,0,19,582,0,3,7,3,592
POA4402,4,0,0,0,0,3,5,0,0,0,0,8,4,0,0,0,0,4,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,29,0,0,3,0,31
POA4403,10,0,0,0,0,10,4,0,0,0,0,6,3,0,0,0,0,4,3,0,0,0,0,3,10,0,0,0,0,10,11,0,0,0,0,11,9,0,0,0,0,6,8,0,0,0,0,8,3,0,0,0,0,3,4,0,0,0,0,4,3,0,0,0,0,3,10,0,0,0,0,10,74,0,0,0,0,74
POA4404,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,3,0,0,0,0,3,8,0,0,0,0,8,3,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,4,5,0,0,0,0,5,5,0,0,0,0,5,3,0,0,0,0,3,49,0,0,0,0,49
