POA_CODE_2016,Separate_house_NofB_0_i_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Se_d_r_or_t_h_t_1_s_NofB_0_ib,Se_d_r_or_t_h_t_1_st_NofB_1,Se_d_r_or_t_h_t_1_st_NofB_2,Se_d_r_or_t_h_t_1_st_NofB_3,Se_d_r_or_t_h_t_1_st_NofB_4,Se_d_r_or_t_h_t_1_st_NofB_5,Se_d_r_or_t_h_t_1_st_NofB_6_m,Se_d_r_or_t_h_t_1_st_NofB_NS,Se_d_r_or_t_h_t_1_st_Total,Se_d_r_or_t_h_t_2_s_NofB_0_ib,Se_d_r_or_t_h_t_2_sts_NofB_1,Se_d_r_or_t_h_t_2_sts_NofB_2,Se_d_r_or_t_h_t_2_sts_NofB_3,Se_d_r_or_t_h_t_2_sts_NofB_4,Se_d_r_or_t_h_t_2_sts_NofB_5,Se_d_r_or_t_h_t_2_st_NofB_6_m,Se_d_r_or_t_h_t_2_sts_NofB_NS,Se_d_r_or_t_h_t_2_sts_Total,Se_d_r_or_t_h_t_Tot_NofB_0_ib,Se_d_r_or_t_h_t_Tot_NofB_1,Se_d_r_or_t_h_t_Tot_NofB_2,Se_d_r_or_t_h_t_Tot_NofB_3,Se_d_r_or_t_h_t_Tot_NofB_4,Se_d_r_or_t_h_t_Tot_NofB_5,Se_d_r_or_t_h_t_Tot_NofB_6_m,Se_d_r_or_t_h_t_Tot_NofB_NS,Se_d_r_or_t_h_t_Tot_Total,Flt_at_1_or2_st_bl_NofB_0_ib,Flt_at_In_1_or2_s_b_NofB_1,Flt_at_In_1_or2_s_b_NofB_2,Flt_at_In_1_or2_s_b_NofB_3,Flt_at_In_1_or2_s_b_NofB_4,Flt_at_In_1_or2_s_b_NofB_5,Flt_at_In_1_or2_s_b_NoB_6_m,Flt_at_In_1_or2_s_b_NoB_NS,Flt_at_In_1_or2_s_b_Total,Flt_apt_3_st_bl_NoB_0_ib,Flt_apt_In_3_st_bl_NofB_1,Flt_apt_In_3_st_bl_NofB_2,Flt_apt_In_3_st_bl_NofB_3,Flt_apt_In_3_st_bl_NofB_4,Flt_apt_In_3_st_bl_NofB_5,Flt_apt_In_3_s_bl_NofB_6_m,Flt_apt_In_3_st_bl_NofB_NS,Flt_apt_In_3_st_bl_Total,Flt_apt_4_or_m_s_b_NofB_0_ib,Flt_apt_4_or_m_s_b_NofB_1,Flt_apt_4_or_m_s_b_NofB_2,Flt_apt_4_or_m_s_b_NofB_3,Flt_apt_4_or_m_s_b_NofB_4,Flt_apt_4_or_m_s_b_NofB_5,Flt_apt_4_or_m_s_b_NofB_6_m,Flt_apt_4_or_m_s_b_NofB_NS,Flt_apt_4_or_m_s_b_Total,Flt_apt_At_to_a_h_NofB_0_ib,Flt_apt_At_to_a_hse_NofB_1,Flt_apt_At_to_a_hse_NofB_2,Flt_apt_At_to_a_hse_NofB_3,Flt_apt_At_to_a_hse_NofB_4,Flt_apt_At_to_a_hse_NofB_5,Flt_apt_At_to_a_hs_NofB_6_m,Flt_apt_At_to_a_hs_NofB_NS,Flt_apt_At_to_a_hse_Total,Flt_apart_Tot_NofB_0_i_b,Flt_apart_Tot_NofB_1,Flt_apart_Tot_NofB_2,Flt_apart_Tot_NofB_3,Flt_apart_Tot_NofB_4,Flt_apart_Tot_NofB_5,Flt_apart_Tot_NofB_6_or_m,Flt_apart_Tot_NofB_NS,Flt_apart_Tot_Total,Other_dwelling_NofB_0_i_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dweling_structu_NS_NofB_0_i_b,Dweling_structur_NS_NofB_1,Dweling_structur_NS_NofB_2,Dweling_structur_NS_NofB_3,Dweling_structur_NS_NofB_4,Dweling_structur_NS_NofB_5,Dwelig_struct_NS_NofB_6_or_m,Dweling_structur_NS_NofB_NS,Dweling_structur_NS_Total,Total_NofB_0_i_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
POA4065,5,18,317,993,842,381,83,43,2678,0,4,12,9,3,0,0,0,27,0,12,44,131,15,4,0,8,211,0,11,54,144,14,4,0,7,240,3,62,97,49,7,0,0,3,209,0,3,27,14,0,0,0,0,44,0,3,3,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,64,125,65,6,0,0,7,270,0,0,0,0,3,0,0,0,3,0,4,0,4,0,3,0,4,19,9,96,495,1208,869,385,83,56,3202
POA4066,3,14,261,887,765,319,84,37,2368,0,3,3,7,0,0,0,0,17,0,0,37,109,4,3,0,3,155,0,3,45,109,8,3,0,3,175,10,141,334,130,10,0,9,20,662,4,129,1307,263,4,0,0,18,1735,12,170,997,344,17,3,0,18,1566,0,0,0,0,0,0,0,0,0,27,444,2641,740,34,4,11,60,3954,0,0,4,3,0,0,0,0,4,0,3,4,4,0,0,0,0,16,33,468,2947,1741,806,327,92,101,6519
POA4067,3,13,61,344,465,194,93,25,1205,0,0,7,6,3,0,0,0,23,0,4,34,152,18,7,3,0,229,0,6,50,158,27,7,3,0,250,0,42,286,101,7,0,3,13,459,3,59,564,172,18,5,5,11,847,0,18,507,295,14,0,0,10,843,0,3,0,0,0,0,0,0,3,3,118,1356,573,47,8,13,31,2146,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,9,9,140,1464,1080,537,211,112,59,3605
POA4068,0,31,300,1517,1546,607,156,69,4239,0,10,9,13,3,0,0,0,32,0,37,186,355,51,12,0,15,655,0,49,196,367,57,11,0,15,687,0,136,526,187,22,3,3,25,903,18,149,1554,343,21,0,0,35,2122,3,69,643,268,12,0,0,20,1014,0,0,0,0,0,0,0,0,0,22,358,2728,801,47,3,4,80,4037,0,0,0,0,0,0,0,0,3,0,7,28,17,16,0,5,33,101,21,441,3252,2703,1657,625,162,197,9065
POA4069,8,66,248,2821,5021,1811,411,125,10507,0,50,64,27,3,0,0,12,163,0,9,25,116,12,3,0,3,169,0,56,92,141,14,3,0,17,329,0,7,19,24,0,0,0,0,49,0,0,7,7,0,0,0,0,20,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,25,35,4,0,0,0,65,0,0,0,4,0,0,0,0,9,0,0,3,4,8,3,7,3,22,11,126,371,3006,5045,1816,414,141,10935
POA4070,0,16,42,707,2220,444,89,55,3583,0,0,45,67,6,0,0,3,116,0,0,0,13,7,0,0,0,18,0,0,45,74,14,0,0,3,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,18,86,787,2233,445,89,61,3730
POA4072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,6,8
POA4073,0,3,28,753,1449,355,46,23,2660,0,10,0,3,0,0,0,0,15,0,0,29,214,0,0,0,0,250,0,15,36,213,0,0,0,4,266,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,20,68,967,1453,361,47,28,2940
POA4074,3,14,79,2891,3481,868,136,69,7555,0,0,34,66,11,0,0,0,121,0,0,44,308,53,0,0,5,409,0,3,77,375,64,0,0,7,527,6,26,8,3,0,0,0,3,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,26,8,3,0,0,0,3,57,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,6,16,46,170,3271,3548,869,136,78,8143
POA4075,0,34,509,2752,2156,716,125,66,6369,0,30,37,44,4,0,0,6,129,3,45,144,473,37,0,0,22,727,4,83,183,522,39,0,0,31,853,0,85,315,65,10,0,0,18,494,0,27,215,64,4,0,0,6,321,0,16,62,9,0,0,0,3,101,0,0,0,0,0,0,0,0,0,0,130,594,137,18,0,0,25,907,0,3,6,4,0,0,0,0,14,0,3,3,9,10,0,0,4,31,4,251,1290,3420,2228,718,127,126,8176
POA4076,0,13,161,801,259,83,31,38,1384,0,3,15,0,0,0,0,0,16,0,0,32,166,13,0,0,4,216,0,3,44,171,13,0,0,7,239,0,4,10,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,11,0,27,223,971,273,83,35,45,1655
POA4077,15,106,676,3938,2053,337,100,246,7472,9,102,145,40,12,0,0,24,339,9,34,156,1007,11,6,0,37,1259,19,138,302,1049,20,6,0,55,1593,3,98,125,34,0,0,0,24,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,98,125,34,0,0,0,24,290,11,67,47,49,13,0,0,8,195,0,6,8,41,3,0,0,4,63,56,411,1159,5103,2092,347,104,347,9614
POA4078,7,16,144,3567,3325,513,84,145,7798,0,0,54,52,3,0,0,3,112,0,0,48,287,10,3,0,11,360,0,0,102,342,16,3,0,15,471,7,36,17,0,0,0,0,7,68,0,0,52,14,0,0,0,5,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,40,70,18,0,0,0,7,139,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,4,22,56,315,3925,3341,519,84,174,8419
POA4101,6,54,276,913,593,251,96,62,2250,0,10,20,13,7,0,3,0,51,3,25,102,155,23,6,3,9,334,3,39,118,166,30,12,6,11,389,34,468,382,67,21,4,14,39,1027,32,328,753,246,24,5,3,24,1415,14,967,1984,531,39,6,0,59,3602,0,0,0,0,0,0,0,0,0,85,1753,3122,843,81,16,18,127,6042,0,3,13,0,3,0,0,0,18,0,11,18,11,3,0,3,13,67,103,1867,3554,1927,709,277,125,212,8775
POA4102,0,26,170,499,267,139,78,43,1208,0,6,3,11,10,0,3,0,35,0,3,9,17,10,5,3,0,56,0,14,11,36,21,5,4,4,86,20,226,186,37,13,4,3,23,510,14,91,108,13,0,0,0,11,236,3,229,405,52,0,0,0,26,712,0,0,0,0,0,0,0,0,3,38,548,695,99,12,7,5,59,1462,0,3,3,22,11,0,3,0,44,5,8,11,11,0,0,0,8,44,38,595,890,660,312,146,89,113,2851
POA4103,8,28,420,1132,626,261,65,49,2599,0,0,18,11,0,0,0,3,30,6,91,299,399,21,8,0,12,835,6,91,311,408,21,5,3,16,860,9,421,603,171,21,3,6,33,1278,0,83,541,46,8,0,3,7,691,3,32,79,11,0,0,0,0,121,0,0,3,0,0,0,0,0,3,13,537,1226,228,27,6,6,43,2087,0,0,0,3,0,0,0,0,5,0,6,3,5,3,0,0,3,30,22,668,1958,1780,680,277,80,120,5589
POA4104,0,10,114,480,400,146,45,15,1215,0,4,13,8,0,0,0,3,24,3,18,133,235,22,0,0,7,421,3,27,146,243,22,0,0,10,444,5,106,120,25,0,0,0,12,264,26,92,270,57,3,0,0,8,463,0,0,89,64,3,0,0,6,165,0,0,0,0,0,0,0,0,0,31,201,478,150,9,0,3,27,894,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,33,235,741,871,430,153,44,53,2559
POA4105,0,18,445,1577,741,207,66,60,3120,0,6,16,11,0,0,0,3,41,0,65,268,339,14,0,0,18,710,0,78,286,353,14,0,0,22,751,12,219,393,62,0,0,0,23,718,8,51,306,20,3,0,0,6,393,0,0,38,110,11,0,0,0,155,0,0,0,0,0,0,0,0,3,17,268,739,201,10,3,0,36,1278,0,0,0,0,0,0,0,0,4,0,0,8,7,3,0,0,0,21,20,362,1477,2141,769,211,67,119,5166
POA4106,0,7,113,255,68,18,0,16,482,0,0,3,12,0,0,0,0,12,0,0,0,9,0,0,0,0,8,0,0,0,21,0,0,0,0,23,0,7,16,11,0,0,0,0,37,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,25,11,0,0,0,0,42,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,5,3,13,141,292,71,15,0,22,561
POA4107,3,26,176,1111,470,105,41,47,1979,0,5,9,7,3,0,0,0,21,0,0,21,53,23,0,0,3,104,0,5,29,58,25,0,0,5,130,0,15,36,0,3,0,0,4,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,14,36,0,3,0,0,4,65,0,0,0,0,0,0,0,0,4,0,3,0,0,3,0,0,3,9,6,48,242,1177,505,108,40,53,2180
POA4108,3,34,182,847,384,102,45,51,1643,0,17,31,27,0,0,0,3,78,0,31,72,40,10,0,0,6,153,0,45,102,63,8,0,0,8,228,0,18,16,0,0,0,0,0,34,3,17,47,29,5,0,0,3,106,3,8,9,4,0,0,0,3,27,0,0,0,0,0,0,0,0,0,7,45,66,36,5,0,0,8,164,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,6,15,14,123,348,944,404,105,45,70,2054
POA4109,23,88,212,3423,3764,1545,599,233,9890,5,13,112,67,36,0,4,209,442,3,14,171,719,71,6,0,29,1009,3,27,280,781,105,10,4,242,1452,0,6,63,22,5,0,0,3,95,0,0,35,3,0,0,0,0,43,0,0,20,17,0,3,0,0,48,0,0,3,0,0,0,0,0,3,0,7,121,46,5,3,0,3,181,6,47,12,4,0,0,0,10,81,0,18,20,5,3,3,3,84,130,36,181,649,4267,3870,1561,604,568,11745
POA4110,3,19,149,1706,966,186,45,75,3147,0,6,22,9,3,0,0,7,52,0,8,55,172,3,0,0,10,251,0,10,85,186,3,0,0,18,302,0,10,34,13,3,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,34,14,0,0,0,0,61,0,0,0,5,0,0,0,0,5,0,0,3,3,4,0,0,3,15,4,43,271,1909,977,182,45,94,3525
POA4111,0,0,3,154,39,23,3,3,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,37,18,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,37,18,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,42,169,45,23,3,3,303
POA4112,0,0,35,395,1157,351,48,26,2017,0,0,0,62,3,0,0,4,71,0,0,18,227,12,0,0,10,266,0,0,22,291,8,0,0,8,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,3,4,55,685,1165,353,48,40,2356
POA4113,7,35,128,2228,3011,832,166,110,6513,0,0,78,233,7,0,0,7,331,0,5,202,1853,80,3,0,49,2194,0,4,277,2086,85,6,0,55,2525,0,20,10,34,0,0,0,5,77,0,0,0,0,0,0,0,0,3,3,28,37,7,0,0,0,3,83,0,0,0,0,0,0,0,0,0,3,46,49,47,0,0,0,6,158,29,170,92,30,3,3,0,18,344,3,9,6,6,19,3,0,3,51,45,263,555,4391,3119,848,168,196,9590
POA4114,10,41,270,4484,1018,290,71,206,6385,5,53,304,202,15,0,0,16,592,5,93,825,441,11,0,0,59,1441,10,143,1132,641,27,0,0,75,2037,3,53,327,83,0,0,0,28,496,0,3,25,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,17,8,0,0,0,10,41,3,53,376,86,3,0,0,43,563,0,0,17,52,3,0,0,12,84,0,23,14,8,0,0,0,11,56,26,260,1813,5262,1057,295,71,343,9121
POA4115,4,11,91,1492,3135,522,66,70,5387,0,4,23,55,0,0,0,0,85,0,0,66,345,78,0,0,7,507,3,3,92,405,84,0,0,7,595,0,3,32,3,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,32,3,0,0,0,0,41,15,32,3,0,0,0,0,4,55,0,0,0,0,5,0,0,0,6,18,49,220,1904,3222,522,71,82,6086
POA4116,5,14,50,877,3827,985,184,96,6034,0,0,40,122,8,0,0,4,178,0,6,57,1449,32,3,0,41,1585,0,6,95,1570,42,3,0,42,1762,0,0,0,3,0,0,0,0,3,0,0,0,15,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,4,13,15,143,2461,3875,982,192,145,7830
POA4117,0,0,5,80,274,12,0,3,375,0,0,0,22,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,5,97,277,12,0,3,396
POA4118,11,37,113,3901,3846,607,151,140,8804,0,3,17,42,12,6,0,3,78,0,3,83,482,11,0,0,11,595,0,6,101,524,27,6,0,12,675,0,0,15,29,3,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,29,3,0,0,0,50,0,0,0,0,3,0,0,3,8,0,0,0,9,5,0,0,0,12,11,43,231,4455,3883,612,152,160,9547
POA4119,0,9,22,655,774,185,22,26,1697,0,15,4,5,3,0,0,0,32,0,3,39,209,9,0,0,3,270,0,18,44,220,11,0,0,3,297,0,4,22,3,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,22,3,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,35,93,872,785,184,22,28,2024
POA4120,0,20,270,654,359,139,50,24,1510,0,4,7,4,0,0,0,0,13,0,24,112,161,11,4,0,8,317,0,29,116,160,11,4,0,8,328,10,299,428,114,12,0,0,29,889,15,88,670,73,10,0,0,20,880,0,15,46,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,33,397,1141,189,18,3,3,51,1826,0,3,0,3,0,0,0,0,3,0,4,11,7,0,0,0,0,24,33,450,1535,1015,394,142,51,80,3697
POA4121,3,46,713,3610,2211,670,131,108,7489,0,13,10,0,0,0,0,0,20,0,43,102,170,13,0,0,4,336,4,55,106,175,12,0,0,8,358,8,160,231,49,7,0,0,27,483,0,17,267,22,0,0,0,4,311,0,7,26,0,0,0,0,5,42,0,0,0,0,0,0,0,0,0,8,190,522,75,6,0,0,37,837,0,0,10,41,15,4,0,0,75,0,4,8,3,3,0,0,7,27,16,286,1363,3906,2243,673,130,160,8792
POA4122,20,90,657,5916,3765,973,231,203,11860,3,15,108,50,3,0,0,0,186,0,28,375,886,27,5,0,16,1345,3,42,487,934,35,3,0,21,1529,17,245,225,221,5,8,0,38,761,8,88,458,124,0,0,0,3,679,0,64,200,93,3,0,0,9,364,0,0,3,0,0,0,0,0,8,22,396,884,435,9,8,0,51,1810,0,4,3,0,3,0,0,0,12,0,10,14,15,3,0,0,7,42,53,542,2040,7295,3816,989,237,281,15247
POA4123,0,22,77,2939,1854,505,104,73,5571,6,6,160,47,0,0,0,4,226,0,3,168,143,4,0,0,3,329,6,7,329,192,7,3,0,11,549,0,52,47,21,0,0,0,3,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,47,21,0,0,0,3,131,0,5,35,8,0,0,0,0,47,0,0,0,3,3,0,0,0,7,11,80,484,3165,1861,507,107,98,6313
POA4124,8,16,115,1881,2603,673,210,90,5590,0,11,112,71,0,0,0,10,202,0,0,13,48,0,0,0,3,66,0,11,123,120,0,0,0,12,264,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,0,0,0,10,0,0,3,3,8,3,0,0,16,9,27,238,2011,2610,675,210,102,5881
POA4125,0,18,295,636,876,265,98,56,2239,5,14,44,5,0,0,0,0,74,0,0,0,0,0,0,0,0,0,5,14,44,5,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,32,0,0,3,0,5,62,4,0,0,0,5,0,0,5,10,7,57,364,643,878,266,102,66,2384
POA4127,10,41,139,3870,2226,540,127,129,7088,0,4,141,85,5,0,0,10,239,0,10,655,544,36,5,3,18,1273,0,15,793,631,39,5,3,27,1516,0,97,64,20,0,0,0,9,195,0,0,0,0,0,0,0,0,0,0,12,14,7,3,0,0,0,36,0,3,0,0,0,0,0,0,4,0,111,75,29,3,0,0,6,235,15,46,26,6,0,0,0,7,96,0,4,5,6,0,0,0,5,18,17,223,1043,4544,2276,547,134,173,8956
POA4128,8,17,62,1607,2364,545,96,72,4772,0,0,32,42,8,3,0,0,90,0,0,103,74,10,0,3,4,188,3,0,132,118,16,7,7,5,278,0,0,152,114,26,3,0,3,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,114,27,3,0,3,304,12,23,8,3,0,0,0,6,47,0,0,0,3,0,3,0,0,6,20,38,358,1841,2414,556,103,86,5412
POA4129,0,8,50,972,736,126,29,36,1963,0,0,6,27,0,0,0,0,41,0,0,0,3,0,0,0,0,4,0,0,6,35,0,0,3,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,64,1006,744,126,36,36,2011
POA4130,0,10,38,693,1207,380,99,37,2466,0,0,3,8,0,0,0,0,8,0,0,10,99,20,0,0,0,130,0,0,12,106,18,0,0,0,139,0,0,13,8,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,8,0,0,0,0,26,5,56,22,3,0,0,0,8,96,0,0,3,0,0,0,0,0,8,10,62,88,809,1226,384,99,53,2733
POA4131,0,9,64,1188,1062,126,33,54,2536,0,54,64,53,20,0,0,7,200,0,0,23,190,3,0,0,7,230,0,54,91,240,27,0,0,19,426,0,3,83,73,3,0,0,5,161,0,3,0,29,14,0,0,4,53,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,4,0,10,88,99,18,0,0,7,220,0,0,0,0,0,0,0,0,0,0,8,4,6,4,0,0,6,33,5,81,234,1534,1105,126,42,94,3217
POA4132,3,25,112,3165,2635,302,54,165,6451,0,0,57,62,24,0,0,11,156,0,21,53,359,32,0,0,16,492,0,22,112,422,57,0,0,28,650,0,56,0,0,0,0,0,9,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,9,67,0,0,0,29,8,0,0,0,39,0,3,7,15,0,0,0,3,30,8,111,231,3627,2696,301,55,211,7236
POA4133,5,36,471,1624,2201,320,100,112,4872,3,13,191,35,3,0,0,6,255,0,3,214,101,20,0,0,11,356,3,22,408,137,29,0,0,21,609,0,82,49,74,3,3,0,8,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,81,49,76,3,3,0,12,229,3,69,43,4,0,0,0,7,129,0,0,3,0,8,0,0,3,26,11,204,978,1842,2234,324,109,156,5863
POA4151,4,10,318,1093,947,401,79,44,2900,0,9,13,3,0,0,0,0,27,3,111,161,224,18,3,0,8,523,3,117,170,225,16,5,0,8,550,4,184,413,109,8,0,0,25,750,6,126,1536,173,4,0,3,32,1875,0,3,261,162,6,0,0,16,445,0,0,7,3,0,0,0,0,7,7,309,2217,451,22,0,3,70,3081,0,0,0,0,0,0,0,0,5,0,0,4,7,3,4,0,0,23,14,440,2718,1778,987,405,82,125,6552
POA4152,10,52,925,4600,4570,1505,231,180,12074,9,33,220,221,11,3,0,11,500,3,63,570,1609,136,3,0,32,2423,17,100,793,1828,143,4,0,46,2927,0,81,187,137,0,0,0,14,426,0,15,260,55,4,0,0,8,346,0,13,55,26,3,0,0,0,99,0,0,0,0,0,0,0,0,0,6,105,506,219,8,0,0,24,871,0,3,0,0,0,0,0,0,10,0,3,8,17,3,4,0,3,43,28,261,2240,6668,4729,1522,229,256,15930
POA4153,0,8,21,447,606,173,33,14,1301,0,0,9,0,0,0,0,0,14,0,0,0,128,3,0,0,3,132,0,0,12,126,3,0,0,3,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,8,37,574,608,173,33,19,1455
POA4154,0,7,41,407,1897,447,72,35,2907,0,0,4,40,0,0,0,0,44,0,0,3,314,13,0,0,0,333,0,0,3,349,13,0,0,0,371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,19,0,0,0,0,0,0,0,0,3,0,7,40,766,1919,452,72,37,3299
POA4155,0,4,17,79,139,104,39,9,399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,5,0,0,0,0,0,0,0,0,0,0,4,17,82,142,100,48,11,409
POA4156,0,6,3,112,518,188,40,10,891,0,3,7,0,0,0,0,0,6,0,0,0,9,6,0,0,0,23,0,3,8,9,6,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,8,0,13,13,124,534,192,46,8,931
POA4157,10,31,122,2341,2237,516,126,89,5483,0,86,220,89,4,0,0,25,430,12,34,351,299,12,0,0,16,730,17,122,576,394,20,0,0,41,1155,5,52,3,3,3,0,0,10,71,0,0,6,7,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,54,9,7,3,0,0,10,88,7,40,15,3,0,0,0,6,76,0,0,0,6,3,0,0,7,22,38,249,727,2751,2264,522,130,146,6820
