POA_CODE_2016,Separate_house_NofB_0_i_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Se_d_r_or_t_h_t_1_s_NofB_0_ib,Se_d_r_or_t_h_t_1_st_NofB_1,Se_d_r_or_t_h_t_1_st_NofB_2,Se_d_r_or_t_h_t_1_st_NofB_3,Se_d_r_or_t_h_t_1_st_NofB_4,Se_d_r_or_t_h_t_1_st_NofB_5,Se_d_r_or_t_h_t_1_st_NofB_6_m,Se_d_r_or_t_h_t_1_st_NofB_NS,Se_d_r_or_t_h_t_1_st_Total,Se_d_r_or_t_h_t_2_s_NofB_0_ib,Se_d_r_or_t_h_t_2_sts_NofB_1,Se_d_r_or_t_h_t_2_sts_NofB_2,Se_d_r_or_t_h_t_2_sts_NofB_3,Se_d_r_or_t_h_t_2_sts_NofB_4,Se_d_r_or_t_h_t_2_sts_NofB_5,Se_d_r_or_t_h_t_2_st_NofB_6_m,Se_d_r_or_t_h_t_2_sts_NofB_NS,Se_d_r_or_t_h_t_2_sts_Total,Se_d_r_or_t_h_t_Tot_NofB_0_ib,Se_d_r_or_t_h_t_Tot_NofB_1,Se_d_r_or_t_h_t_Tot_NofB_2,Se_d_r_or_t_h_t_Tot_NofB_3,Se_d_r_or_t_h_t_Tot_NofB_4,Se_d_r_or_t_h_t_Tot_NofB_5,Se_d_r_or_t_h_t_Tot_NofB_6_m,Se_d_r_or_t_h_t_Tot_NofB_NS,Se_d_r_or_t_h_t_Tot_Total,Flt_at_1_or2_st_bl_NofB_0_ib,Flt_at_In_1_or2_s_b_NofB_1,Flt_at_In_1_or2_s_b_NofB_2,Flt_at_In_1_or2_s_b_NofB_3,Flt_at_In_1_or2_s_b_NofB_4,Flt_at_In_1_or2_s_b_NofB_5,Flt_at_In_1_or2_s_b_NoB_6_m,Flt_at_In_1_or2_s_b_NoB_NS,Flt_at_In_1_or2_s_b_Total,Flt_apt_3_st_bl_NoB_0_ib,Flt_apt_In_3_st_bl_NofB_1,Flt_apt_In_3_st_bl_NofB_2,Flt_apt_In_3_st_bl_NofB_3,Flt_apt_In_3_st_bl_NofB_4,Flt_apt_In_3_st_bl_NofB_5,Flt_apt_In_3_s_bl_NofB_6_m,Flt_apt_In_3_st_bl_NofB_NS,Flt_apt_In_3_st_bl_Total,Flt_apt_4_or_m_s_b_NofB_0_ib,Flt_apt_4_or_m_s_b_NofB_1,Flt_apt_4_or_m_s_b_NofB_2,Flt_apt_4_or_m_s_b_NofB_3,Flt_apt_4_or_m_s_b_NofB_4,Flt_apt_4_or_m_s_b_NofB_5,Flt_apt_4_or_m_s_b_NofB_6_m,Flt_apt_4_or_m_s_b_NofB_NS,Flt_apt_4_or_m_s_b_Total,Flt_apt_At_to_a_h_NofB_0_ib,Flt_apt_At_to_a_hse_NofB_1,Flt_apt_At_to_a_hse_NofB_2,Flt_apt_At_to_a_hse_NofB_3,Flt_apt_At_to_a_hse_NofB_4,Flt_apt_At_to_a_hse_NofB_5,Flt_apt_At_to_a_hs_NofB_6_m,Flt_apt_At_to_a_hs_NofB_NS,Flt_apt_At_to_a_hse_Total,Flt_apart_Tot_NofB_0_i_b,Flt_apart_Tot_NofB_1,Flt_apart_Tot_NofB_2,Flt_apart_Tot_NofB_3,Flt_apart_Tot_NofB_4,Flt_apart_Tot_NofB_5,Flt_apart_Tot_NofB_6_or_m,Flt_apart_Tot_NofB_NS,Flt_apart_Tot_Total,Other_dwelling_NofB_0_i_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dweling_structu_NS_NofB_0_i_b,Dweling_structur_NS_NofB_1,Dweling_structur_NS_NofB_2,Dweling_structur_NS_NofB_3,Dweling_structur_NS_NofB_4,Dweling_structur_NS_NofB_5,Dwelig_struct_NS_NofB_6_or_m,Dweling_structur_NS_NofB_NS,Dweling_structur_NS_Total,Total_NofB_0_i_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
POA4304,8,50,732,3037,1190,197,47,113,5371,0,7,128,55,3,0,0,3,195,6,45,166,251,6,0,0,24,496,6,51,293,307,5,0,0,24,691,3,116,110,15,3,0,0,18,264,3,34,24,0,0,0,0,3,63,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,149,135,16,3,0,0,19,327,0,0,3,10,0,0,0,0,19,0,4,0,8,3,0,0,3,13,23,248,1155,3378,1204,198,46,164,6422
POA4305,18,138,1637,9703,6461,803,178,362,19296,48,368,712,489,35,0,0,90,1737,6,63,226,147,0,0,0,10,458,57,432,938,634,33,0,0,100,2195,6,117,168,49,3,0,3,16,371,0,0,30,0,0,0,0,0,34,3,12,11,7,0,0,0,0,37,0,3,0,0,0,0,0,0,3,7,135,213,58,7,3,3,25,447,4,35,21,17,4,5,0,3,86,0,14,11,23,6,0,0,5,60,89,750,2812,10437,6511,811,181,492,22076
POA4306,22,129,696,3821,5039,1031,258,191,11182,0,3,9,22,0,0,0,0,37,0,0,13,21,14,0,0,0,55,0,3,29,41,14,0,0,0,91,0,0,40,14,8,3,0,3,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,12,12,3,0,3,69,18,48,35,15,6,3,0,32,160,0,3,0,6,22,0,0,9,38,40,186,792,3900,5092,1039,267,235,11546
POA4307,0,9,56,248,138,39,11,8,505,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,3,0,0,0,0,4,0,14,56,250,137,39,15,8,516
POA4309,4,17,117,483,318,63,15,18,1040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,5,5,4,0,0,0,0,28,0,0,0,0,0,0,0,0,4,9,29,123,492,322,67,18,20,1072
POA4310,7,44,295,967,557,105,20,43,2041,0,3,20,5,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,3,20,12,0,0,0,0,32,0,8,36,3,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,36,3,0,0,0,0,52,6,17,4,8,0,0,0,0,38,0,0,0,0,3,0,0,0,9,13,74,354,988,561,103,20,45,2173
POA4311,4,61,358,1376,1265,198,60,83,3413,0,0,0,4,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,9,0,7,12,4,0,0,0,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,4,0,0,0,3,23,11,22,7,6,6,0,0,4,57,0,3,0,8,7,5,0,0,21,20,91,382,1402,1276,203,60,96,3530
POA4312,0,33,225,466,205,38,17,23,1000,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,11,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,9,5,0,0,3,0,0,0,3,12,3,12,14,5,0,0,0,14,41,7,49,235,486,209,38,17,36,1071
POA4313,4,14,160,411,199,43,13,19,856,0,4,20,4,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,4,20,4,0,0,0,0,33,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,5,23,181,420,201,43,10,24,902
POA4340,4,25,199,841,578,82,26,33,1771,0,14,33,19,0,0,0,6,75,0,0,0,0,0,0,0,0,0,0,14,33,19,0,0,0,6,75,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,7,44,230,860,581,82,26,35,1861
POA4341,16,77,373,1910,1860,335,83,138,4785,0,0,63,14,0,0,0,7,87,0,0,0,0,0,0,0,0,0,0,0,63,15,0,0,0,7,87,0,12,14,11,0,0,0,12,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,14,11,0,0,0,12,54,3,4,0,3,0,0,0,41,61,0,0,3,3,3,0,0,0,14,19,98,457,1945,1864,335,87,190,4991
POA4342,5,13,97,396,246,59,14,22,844,0,0,0,5,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,3,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,35,39,0,0,0,8,0,0,0,0,8,5,13,103,404,247,59,14,60,898
POA4343,12,41,204,1402,1134,178,52,88,3109,4,8,80,67,7,0,0,11,175,0,0,13,15,0,0,0,3,34,4,9,91,87,7,0,0,13,207,0,15,102,27,3,0,0,10,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,15,102,27,3,0,0,10,160,0,0,18,104,50,15,0,7,196,0,0,15,8,18,3,0,8,53,12,70,424,1635,1207,192,55,126,3726
POA4344,7,4,79,355,291,52,8,23,818,0,0,7,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,8,0,0,7,4,0,0,0,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,3,14,0,28,11,7,0,0,0,3,51,0,0,0,3,3,3,0,0,7,8,33,103,362,295,53,10,32,896
POA4345,0,0,4,9,0,0,0,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,3,17
POA4346,0,0,40,180,70,12,3,3,299,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,3,11,42,180,71,11,3,3,319
POA4347,0,7,42,186,117,31,8,16,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,45,187,117,31,11,16,412
POA4350,26,160,2115,15192,10716,1795,353,566,30920,16,599,2595,1349,52,11,3,165,4797,9,174,663,387,37,7,7,48,1331,21,777,3263,1738,90,18,6,210,6126,7,177,1508,495,32,3,0,81,2306,6,14,34,0,0,0,0,3,60,0,0,42,19,6,0,0,6,70,0,0,0,0,0,0,0,0,3,15,197,1587,518,40,3,3,83,2443,13,43,23,40,48,11,0,5,174,0,32,36,67,33,0,0,93,266,79,1204,7012,17556,10918,1820,366,968,39931
POA4352,21,84,383,2515,4561,957,192,128,8843,0,10,103,72,5,0,0,3,200,0,0,0,16,5,0,0,0,27,0,10,103,91,17,3,0,6,223,0,0,4,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,7,0,0,0,0,12,4,7,5,5,4,0,0,0,27,0,4,7,23,12,7,3,8,69,23,101,508,2635,4591,967,202,142,9173
POA4353,0,0,13,59,25,6,4,3,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,13,58,30,6,4,3,108
POA4354,0,6,57,222,89,27,4,11,423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,5,4,10,58,225,95,27,4,17,431
POA4355,4,27,137,539,223,34,13,25,994,0,3,14,0,0,0,0,3,23,0,0,0,0,0,0,0,0,0,0,3,14,0,0,0,0,3,23,0,8,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,10,4,6,0,0,0,0,0,3,11,0,0,0,0,0,0,0,4,11,11,43,161,540,219,37,13,34,1052
POA4356,6,21,127,764,556,89,27,41,1629,0,4,17,3,0,0,0,0,28,0,0,3,3,0,0,0,0,8,0,4,21,8,0,0,0,0,33,0,0,29,0,0,0,0,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,3,27,3,5,3,0,5,0,0,0,19,0,0,4,3,0,0,0,3,12,8,34,186,775,566,89,27,48,1716
POA4357,7,43,141,375,219,33,9,18,853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,0,0,0,0,17,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,0,0,0,0,23,3,12,0,0,0,0,0,0,13,0,0,3,0,3,0,0,0,8,7,53,160,385,221,33,9,20,894
POA4358,0,6,45,334,245,52,17,12,715,0,0,7,12,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,7,12,0,0,0,0,19,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,6,57,346,251,52,17,17,746
POA4359,0,3,48,207,110,26,4,10,405,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,53,211,110,26,3,10,416
POA4360,6,3,33,90,68,11,4,3,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,3,33,92,67,11,4,3,218
POA4361,0,16,126,485,238,40,9,32,943,0,3,23,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,3,23,0,0,0,0,0,31,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,5,6,0,0,0,0,0,0,15,0,0,0,3,0,0,0,0,4,5,30,150,499,235,40,9,30,1005
POA4362,5,29,148,412,211,47,11,34,884,0,0,7,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,9,0,7,10,3,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,3,0,0,0,0,21,0,3,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,4,37,160,415,211,48,9,37,926
POA4363,0,4,22,81,68,11,0,4,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,22,85,68,11,3,4,203
POA4364,0,3,12,27,32,4,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,12,29,32,4,0,0,70
POA4365,0,11,54,81,26,4,3,7,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,0,0,0,0,5,0,11,50,86,26,4,4,6,188
POA4370,10,74,681,2812,2038,350,67,129,6161,0,53,348,102,11,0,0,26,541,0,3,19,17,3,4,0,0,42,0,56,366,118,14,4,0,26,585,0,9,83,23,0,0,0,5,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,83,23,0,0,0,5,123,12,28,12,11,4,0,0,3,70,0,0,8,15,12,0,0,5,46,25,172,1152,2970,2070,349,68,177,6984
POA4371,0,8,39,131,74,13,3,11,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,10,40,129,74,13,3,11,275
POA4372,0,0,9,33,9,6,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,33,9,6,0,0,60
POA4373,0,10,71,168,79,9,8,12,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,10,0,3,4,0,0,0,0,0,8,0,0,5,4,3,0,0,0,14,0,10,83,176,84,9,4,11,387
POA4374,3,10,20,59,35,4,4,3,145,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,23,61,35,4,4,3,149
POA4375,0,0,17,31,30,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,31,30,0,0,0,86
POA4376,0,3,19,63,29,5,0,3,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,6,19,64,29,5,0,3,135
POA4377,0,5,43,89,51,7,4,5,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,44,89,50,5,4,5,210
POA4378,0,5,25,73,61,19,3,3,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,27,73,61,19,3,3,186
POA4380,5,59,342,1330,774,133,22,59,2734,0,10,81,10,0,0,0,3,100,0,0,0,0,0,0,0,0,0,0,10,81,10,0,0,0,3,100,0,21,114,25,0,0,0,18,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,118,25,0,0,0,18,178,3,12,8,9,3,0,0,0,44,0,0,3,4,3,0,3,0,16,14,99,547,1381,787,134,24,81,3075
POA4381,3,9,30,100,48,12,3,3,207,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,4,12,0,0,0,0,0,0,0,0,0,5,19,25,99,50,12,3,9,228
POA4382,4,6,33,68,34,13,0,3,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,4,8,9,42,70,36,13,0,3,183
POA4383,0,8,45,133,55,5,3,10,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,6,46,133,55,5,3,13,257
POA4384,0,0,6,8,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,3,0,0,0,20
POA4385,6,14,84,222,95,19,4,15,456,0,3,10,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,13,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,3,3,5,5,0,0,0,3,19,0,0,0,0,0,0,0,0,0,8,17,101,227,97,21,5,13,494
POA4387,0,12,79,216,93,18,12,10,443,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,5,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,7,0,3,0,0,0,0,0,0,6,0,0,3,25,3,0,0,0,34,0,24,90,238,104,25,12,14,496
POA4388,0,12,27,59,27,7,0,3,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,15,29,61,27,7,0,3,147
POA4390,3,20,165,889,764,109,26,53,2035,0,0,12,12,0,0,0,0,28,0,0,24,7,0,0,0,3,31,0,0,37,15,0,0,0,4,62,0,36,152,25,3,0,0,14,223,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,31,155,25,3,0,0,13,230,6,8,0,3,0,0,0,5,24,0,0,3,3,3,0,0,4,17,12,60,359,937,775,114,26,78,2363
POA4400,0,3,29,342,223,30,7,8,649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,29,347,224,30,7,8,651
POA4401,3,18,142,937,565,90,27,50,1836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,66,17,3,0,0,8,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,66,17,3,0,0,8,99,0,9,3,3,0,0,0,5,22,0,0,0,5,3,0,0,0,3,3,33,209,963,568,90,25,66,1953
POA4402,0,4,26,58,26,4,3,3,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,3,26,58,25,4,5,3,119
