POA_CODE_2016,F_Vietnam_0_4,F_Vietnam_5_14,F_Vietnam_15_24,F_Vietnam_25_44,F_Vietnam_45_54,F_Vietnam_55_64,F_Vietnam_65_74,F_Vietnam_75_84,F_Vietnam_85ov,F_Vietnam_Tot,F_Wales_0_4,F_Wales_5_14,F_Wales_15_24,F_Wales_25_44,F_Wales_45_54,F_Wales_55_64,F_Wales_65_74,F_Wales_75_84,F_Wales_85ov,F_Wales_Tot,F_Zimbabwe_0_4,F_Zimbabwe_5_14,F_Zimbabwe_15_24,F_Zimbabwe_25_44,F_Zimbabwe_45_54,F_Zimbabwe_55_64,F_Zimbabwe_65_74,F_Zimbabwe_75_84,F_Zimbabwe_85ov,F_Zimbabwe_Tot,F_Elsewhere_0_4,F_Elsewhere_5_14,F_Elsewhere_15_24,F_Elsewhere_25_44,F_Elsewhere_45_54,F_Elsewhere_55_64,F_Elsewhere_65_74,F_Elsewhere_75_84,F_Elsewhere_85ov,F_Elsewhere_Tot,F_COB_NS_0_4,F_COB_NS_5_14,F_COB_NS_15_24,F_COB_NS_25_44,F_COB_NS_45_54,F_COB_NS_55_64,F_COB_NS_65_74,F_COB_NS_75_84,F_COB_NS_85ov,F_COB_NS_Tot,F_Tot_0_4,F_Tot_5_14,F_Tot_15_24,F_Tot_25_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Afghanistan_0_4,P_Afghanistan_5_14,P_Afghanistan_15_24,P_Afghanistan_25_44,P_Afghanistan_45_54,P_Afghanistan_55_64,P_Afghanistan_65_74,P_Afghanistan_75_84,P_Afghanistan_85ov,P_Afghanistan_Tot,P_Australia_0_4,P_Australia_5_14,P_Australia_15_24,P_Australia_25_44,P_Australia_45_54,P_Australia_55_64,P_Australia_65_74,P_Australia_75_84,P_Australia_85ov,P_Australia_Tot,P_Bangladesh_0_4,P_Bangladesh_5_14,P_Bangladesh_15_24,P_Bangladesh_25_44,P_Bangladesh_45_54,P_Bangladesh_55_64,P_Bangladesh_65_74,P_Bangladesh_75_84,P_Bangladesh_85ov,P_Bangladesh_Tot,P_Bosnia_Herzegov_0_4,P_Bosnia_Herzegov_5_14,P_Bosnia_Herzegov_15_24,P_Bosnia_Herzegov_25_44,P_Bosnia_Herzegov_45_54,P_Bosnia_Herzegov_55_64,P_Bosnia_Herzegov_65_74,P_Bosnia_Herzegov_75_84,P_Bosnia_Herzegov_85ov,P_Bosnia_Herzegov_Tot,P_Cambodia_0_4,P_Cambodia_5_14,P_Cambodia_15_24,P_Cambodia_25_44,P_Cambodia_45_54,P_Cambodia_55_64,P_Cambodia_65_74,P_Cambodia_75_84,P_Cambodia_85ov,P_Cambodia_Tot,P_Canada_0_4,P_Canada_5_14,P_Canada_15_24,P_Canada_25_44,P_Canada_45_54,P_Canada_55_64,P_Canada_65_74,P_Canada_75_84,P_Canada_85ov,P_Canada_Tot,P_Chile_0_4,P_Chile_5_14,P_Chile_15_24,P_Chile_25_44,P_Chile_45_54,P_Chile_55_64,P_Chile_65_74,P_Chile_75_84,P_Chile_85ov,P_Chile_Tot,P_China_0_4,P_China_5_14,P_China_15_24,P_China_25_44,P_China_45_54,P_China_55_64,P_China_65_74,P_China_75_84,P_China_85ov,P_China_Tot,P_Croatia_0_4,P_Croatia_5_14,P_Croatia_15_24,P_Croatia_25_44,P_Croatia_45_54,P_Croatia_55_64,P_Croatia_65_74,P_Croatia_75_84,P_Croatia_85ov,P_Croatia_Tot,P_Egypt_0_4,P_Egypt_5_14,P_Egypt_15_24,P_Egypt_25_44,P_Egypt_45_54,P_Egypt_55_64,P_Egypt_65_74,P_Egypt_75_84,P_Egypt_85ov,P_Egypt_Tot,P_England_0_4,P_England_5_14,P_England_15_24,P_England_25_44,P_England_45_54,P_England_55_64,P_England_65_74,P_England_75_84,P_England_85ov,P_England_Tot,P_Fiji_0_4,P_Fiji_5_14,P_Fiji_15_24,P_Fiji_25_44,P_Fiji_45_54,P_Fiji_55_64,P_Fiji_65_74,P_Fiji_75_84,P_Fiji_85ov,P_Fiji_Tot,P_France_0_4,P_France_5_14,P_France_15_24,P_France_25_44,P_France_45_54,P_France_55_64,P_France_65_74,P_France_75_84,P_France_85ov,P_France_Tot,P_Germany_0_4,P_Germany_5_14,P_Germany_15_24,P_Germany_25_44,P_Germany_45_54,P_Germany_55_64,P_Germany_65_74,P_Germany_75_84,P_Germany_85ov,P_Germany_Tot
POA4054,0,4,4,8,4,3,0,0,0,14,0,0,0,3,3,0,3,0,0,12,0,0,0,0,6,0,0,0,0,5,0,7,11,50,24,24,7,5,4,135,12,21,24,65,35,25,31,25,8,245,461,869,740,2039,940,729,671,388,206,7045,0,0,0,0,0,0,0,0,0,3,949,1657,1308,3049,1315,1034,951,467,212,10946,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,3,15,5,3,0,0,0,30,0,0,0,0,0,0,0,0,0,0,3,0,13,18,4,5,3,0,0,44,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10,3,16,30,106,98,72,68,53,38,481,0,0,0,5,0,10,4,0,0,20,0,0,0,3,0,5,0,0,0,14,0,3,3,14,11,3,23,3,0,60
POA4055,0,0,0,3,0,0,0,0,0,5,0,0,0,5,0,0,4,0,0,8,0,0,3,8,12,7,0,0,0,24,0,7,10,70,34,15,14,8,3,154,11,33,27,76,42,37,38,30,51,346,674,1607,1155,2911,1535,1127,888,265,187,10355,0,0,0,0,0,0,0,0,0,0,1364,2941,2180,4339,2132,1624,1348,374,162,16463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,3,0,13,7,6,4,3,0,43,0,0,0,0,0,0,0,0,0,4,0,0,9,30,5,7,7,0,0,57,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,15,64,58,191,238,152,120,50,19,909,0,0,0,8,10,6,6,3,0,36,3,3,0,7,9,0,0,3,0,29,0,3,10,24,22,8,10,3,0,86
POA4059,3,5,8,27,0,0,0,0,0,49,0,0,3,0,3,0,0,0,0,5,0,0,4,7,3,0,0,0,0,15,38,53,76,216,23,8,0,3,0,422,21,15,105,191,43,35,32,17,31,490,293,578,1806,2523,653,408,268,128,103,6760,0,0,0,0,0,0,0,0,0,0,485,818,1741,2682,901,559,307,124,73,7691,7,0,8,41,0,0,0,0,0,57,0,0,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,5,30,6,3,3,3,0,52,0,0,3,0,3,0,0,0,0,3,7,16,616,273,26,10,7,0,0,959,0,0,0,5,0,0,0,3,0,5,0,0,3,6,0,0,0,0,0,16,3,14,56,154,79,58,45,15,6,430,0,3,8,12,7,3,0,0,0,26,0,4,4,16,6,0,0,0,0,34,0,0,7,29,11,3,6,3,3,70
POA4060,0,0,0,0,0,0,0,0,0,10,0,0,0,3,0,3,0,0,0,14,0,0,0,12,3,3,0,0,0,11,0,11,3,66,23,14,9,3,0,129,16,42,33,89,56,35,21,7,18,306,371,992,943,1756,1070,680,400,190,117,6526,0,0,3,0,0,0,0,0,0,3,742,1809,1689,2493,1499,1002,551,261,131,10180,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,3,12,10,5,0,0,0,41,0,0,0,3,0,0,0,0,0,10,0,0,9,28,5,0,4,6,0,53,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,12,51,48,118,142,58,58,10,3,503,0,0,0,3,4,4,3,3,0,17,3,0,5,8,7,3,3,0,0,24,0,0,0,20,12,5,15,0,0,54
POA4061,0,0,0,3,3,0,0,0,0,6,0,0,0,4,0,0,5,0,0,13,0,0,0,3,10,3,3,0,0,16,5,19,11,88,38,23,25,8,3,224,23,21,28,96,47,45,29,17,11,321,470,1224,1032,2010,1301,1049,867,439,175,8568,0,0,0,0,0,0,0,0,0,0,866,2176,1734,2486,1646,1362,1114,582,201,12171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,3,4,25,12,5,5,0,0,52,0,0,0,0,3,0,0,0,0,11,0,8,32,29,17,6,4,3,0,107,0,0,0,0,3,3,4,4,3,17,0,0,0,0,0,0,0,0,0,3,5,142,84,207,259,150,133,78,23,1093,0,0,5,9,12,8,7,0,0,43,0,0,0,16,9,3,3,0,0,35,0,5,9,30,14,9,19,13,0,98
POA4064,0,0,0,3,4,0,0,0,0,9,0,0,0,4,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,8,5,6,24,99,20,9,8,4,3,179,16,33,56,131,33,24,17,14,9,325,257,521,973,2094,658,500,299,130,73,5500,0,0,0,0,0,0,0,0,0,0,511,855,1370,2802,884,713,380,126,60,7696,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,3,0,3,11,25,9,6,0,0,0,52,0,0,0,3,0,0,0,0,0,5,0,4,64,39,5,4,3,0,0,123,0,0,0,0,0,0,0,4,0,4,0,0,0,3,0,0,0,0,0,7,3,27,46,160,101,69,39,18,3,456,0,0,0,5,3,0,0,3,3,16,3,0,4,33,3,0,0,0,0,45,0,0,3,20,5,0,11,0,0,46
POA4065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,7,5,0,0,0,0,10,0,5,4,46,19,11,4,3,4,85,8,24,31,63,38,20,20,7,4,217,288,750,664,1337,771,511,322,178,113,4939,0,0,0,0,0,0,0,0,0,0,579,1319,1075,1824,1101,722,454,226,124,7419,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,3,12,0,0,0,33,0,0,0,0,3,0,0,0,0,4,0,0,5,16,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,8,53,29,132,121,53,47,19,9,470,0,0,0,3,4,0,0,0,0,15,0,0,0,15,8,3,0,0,0,29,0,0,4,12,9,4,6,4,0,41
POA4066,0,0,10,15,0,0,0,0,0,30,0,0,4,4,0,0,0,0,0,10,0,0,4,6,0,0,0,0,0,9,0,4,54,164,18,14,11,9,0,292,16,17,173,221,45,62,41,19,6,599,362,598,2203,3078,781,696,515,212,86,8536,0,0,0,0,0,0,0,0,0,0,627,1018,2448,3461,989,867,661,281,96,10446,0,3,0,12,0,0,0,0,0,12,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,3,15,55,4,4,0,0,0,91,0,3,3,32,4,3,3,0,0,44,0,4,445,256,27,19,4,5,3,768,0,0,0,4,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,3,32,95,155,97,73,77,24,5,580,0,0,8,22,0,3,3,0,0,31,0,0,12,25,0,0,0,0,0,43,0,0,11,31,15,3,11,0,0,73
POA4067,10,14,22,74,3,3,0,0,0,126,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,11,5,23,81,99,13,9,7,7,3,251,7,13,145,97,33,21,20,15,7,364,179,350,2054,1452,367,366,314,166,74,5331,0,0,0,0,0,0,0,0,0,0,231,389,1351,867,356,432,372,197,78,4259,3,6,6,68,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,30,5,3,0,3,0,57,0,0,0,24,0,0,0,0,0,30,5,28,611,477,28,13,11,3,0,1183,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,3,0,7,5,21,60,53,39,30,32,21,5,259,0,0,7,9,0,3,3,0,0,21,0,0,16,9,0,0,0,0,0,31,0,9,3,19,9,5,9,0,3,52
POA4068,3,7,6,43,12,9,3,0,0,80,0,3,0,3,0,3,6,0,0,12,0,0,5,4,7,7,0,3,0,32,27,37,72,240,53,25,25,7,5,494,30,38,122,183,55,52,45,35,40,594,549,1076,2680,3698,1292,1118,871,437,286,12014,0,0,0,0,0,0,0,0,0,3,884,1655,3348,3671,1396,1378,1031,536,310,14197,0,0,0,15,3,3,0,0,0,22,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,3,8,15,54,12,10,6,0,0,103,0,5,5,33,4,0,3,0,0,59,4,29,537,457,71,38,23,11,3,1180,0,0,0,9,4,3,0,0,0,12,3,0,3,9,3,0,0,4,0,23,13,68,110,204,150,108,109,47,17,826,0,0,5,15,10,6,3,3,0,47,0,7,13,30,6,4,8,0,0,69,0,0,11,34,33,6,20,6,0,121
POA4069,0,0,10,20,16,3,6,0,0,58,3,3,3,6,12,5,9,3,0,40,0,3,8,30,32,23,6,0,0,99,5,59,45,167,92,84,40,25,10,528,13,54,66,108,74,92,65,49,24,553,849,2386,2236,3629,2751,2197,1670,890,531,17132,0,0,0,0,0,0,0,0,0,3,1556,4045,3361,4042,2965,2411,2060,1026,577,22030,0,0,0,11,5,3,3,0,0,28,0,0,0,3,0,3,0,0,0,6,0,0,0,0,0,3,3,0,0,8,5,25,22,47,42,27,13,3,0,188,0,0,7,6,10,0,4,0,0,23,11,53,62,224,74,51,29,15,4,520,0,0,0,0,8,3,0,0,0,13,0,0,0,0,3,0,5,3,0,13,23,232,208,333,477,341,319,175,67,2164,0,3,0,9,9,5,3,0,0,37,0,14,16,19,35,7,7,0,0,98,0,15,9,46,50,23,55,24,6,230
POA4070,0,0,0,0,7,0,3,0,0,13,0,0,0,3,3,0,5,0,0,13,0,0,8,14,15,3,4,3,0,43,0,11,13,59,26,21,14,3,0,147,14,24,26,59,29,17,20,15,0,204,358,903,788,1551,953,598,475,222,65,5922,0,0,0,0,0,0,0,0,0,0,702,1529,1118,1666,972,702,513,257,66,7522,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,6,4,0,4,0,36,0,3,0,3,3,3,0,0,0,16,0,10,19,39,6,5,3,0,0,83,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,106,115,181,232,111,134,64,16,960,0,0,3,13,13,3,0,3,0,36,0,3,0,16,3,0,0,0,0,22,0,0,7,10,12,6,22,6,4,69
POA4072,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,4,0,0,0,0,0,19,0,0,17,0,0,0,0,0,0,17,0,6,1157,34,7,4,4,0,0,1210,0,0,0,0,0,0,0,0,0,0,0,5,1477,25,4,9,11,0,0,1528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,38,13,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,3,0,0,0,0,0,62,0,0,3,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
POA4073,0,0,3,40,23,28,8,7,3,106,0,0,0,3,3,0,0,0,0,6,0,0,4,9,8,3,0,3,0,27,0,16,8,52,25,23,9,10,15,152,10,8,15,32,19,18,10,12,10,139,282,671,550,1238,740,554,349,199,201,4789,0,0,0,0,0,0,0,0,0,4,554,1185,796,1369,697,540,353,177,157,5835,0,0,0,7,3,6,0,0,0,28,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,3,4,3,8,0,0,0,27,0,0,0,0,3,0,0,0,0,5,3,5,21,78,28,22,6,3,10,189,0,0,0,0,3,3,3,0,0,9,0,0,0,0,0,0,0,0,0,0,7,23,8,78,85,83,66,47,25,428,0,0,3,34,22,22,8,4,0,90,0,0,0,8,0,7,4,0,0,15,0,0,7,14,11,11,14,3,3,65
POA4074,0,4,5,79,74,66,23,9,4,273,0,0,3,3,4,0,4,0,0,18,0,0,3,10,17,5,3,0,0,45,5,23,21,140,77,63,30,18,5,378,13,32,31,95,59,45,42,20,10,339,700,1508,1446,3215,1760,1595,1155,441,197,12024,0,0,4,8,0,0,0,0,0,12,1412,2655,2220,3809,1697,1565,1237,451,185,15219,0,5,3,20,10,4,0,0,0,46,0,0,0,3,3,0,0,0,0,8,0,0,0,3,0,0,0,0,0,3,0,4,7,35,20,6,12,0,0,84,0,3,3,11,7,7,7,0,0,32,3,15,67,151,91,70,42,22,9,479,0,0,0,0,6,0,0,4,0,17,0,7,0,0,3,3,9,0,0,24,5,63,67,192,205,221,201,98,28,1072,0,5,13,72,39,41,29,3,0,199,0,0,0,15,8,3,5,0,0,34,0,8,8,26,18,23,50,18,5,141
POA4075,0,6,10,96,53,54,16,3,0,240,0,3,0,6,5,0,3,0,0,18,0,0,3,13,4,3,0,0,0,22,11,30,30,149,61,33,24,14,4,354,35,55,86,217,90,57,59,47,101,738,789,1602,1500,3550,1625,1178,936,501,377,12048,0,0,0,4,0,0,0,0,0,11,1451,2655,2310,4318,1955,1505,1118,563,330,16197,0,3,4,9,3,0,0,0,0,24,0,0,0,7,0,3,3,0,0,13,0,7,0,4,0,0,0,0,0,11,0,8,0,46,20,5,0,0,0,87,0,0,3,4,12,0,4,0,0,28,3,8,42,81,20,24,6,3,4,196,0,0,0,0,0,0,0,0,0,3,3,3,3,8,0,0,3,0,0,18,11,89,66,236,221,156,113,59,27,982,0,7,6,40,14,15,9,9,0,107,0,9,3,25,9,0,4,0,0,47,0,0,5,35,23,9,42,8,4,132
POA4076,0,7,21,117,63,77,32,19,7,347,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,20,17,47,25,12,10,9,7,146,14,19,36,89,27,26,8,22,7,254,177,273,453,1033,323,258,147,114,44,2824,0,3,0,3,0,3,0,0,0,14,307,391,945,2329,543,307,155,65,22,5054,0,12,4,34,4,0,0,0,0,54,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,4,5,4,0,0,0,0,13,0,0,6,4,7,5,3,0,0,18,0,0,0,7,6,9,0,3,0,26,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,7,30,25,18,25,8,3,120,0,0,13,20,6,8,4,3,0,56,0,0,0,0,3,4,0,0,0,4,0,0,0,4,8,0,22,3,0,38
POA4077,11,89,206,1074,521,392,158,78,37,2558,0,0,0,0,4,0,9,0,0,12,0,3,0,6,0,3,0,0,0,14,38,200,310,517,247,116,57,31,16,1528,150,217,200,520,181,124,126,77,41,1633,1291,2165,2319,4619,1845,1458,1081,723,335,15842,0,0,26,54,3,3,0,0,0,91,2104,2932,2477,2752,1229,1079,856,563,265,14245,0,54,53,101,14,0,0,0,0,223,0,0,0,12,9,4,0,0,0,33,0,0,0,8,12,5,0,4,0,28,0,0,0,3,3,0,0,0,0,11,0,0,0,7,5,7,9,0,3,43,3,15,32,118,33,15,13,8,0,242,0,0,0,8,8,8,0,3,3,33,0,17,3,3,0,0,3,0,0,25,0,11,13,41,92,122,128,140,54,591,0,3,33,123,48,45,23,5,0,273,0,0,0,4,4,0,4,0,3,19,0,0,0,12,7,11,35,9,10,89
POA4078,0,11,30,283,135,85,27,10,11,594,0,0,0,6,0,0,4,0,0,11,0,4,4,21,11,5,5,0,0,46,8,43,76,214,133,84,50,22,12,637,44,89,62,183,99,76,55,21,7,628,912,1937,1746,3889,2098,1364,888,386,142,13355,0,4,4,21,6,0,0,0,0,41,1703,3089,2428,3584,1846,1219,796,333,99,15102,3,4,7,56,6,3,0,0,0,83,0,0,3,15,14,8,4,6,0,40,0,0,0,4,0,0,0,0,0,8,0,9,3,19,6,15,3,3,0,53,0,0,4,8,13,6,4,0,0,40,4,24,61,178,60,43,14,5,3,388,0,0,0,6,3,3,0,3,0,18,0,4,0,7,3,0,0,0,0,21,0,37,60,134,244,184,149,91,34,931,0,7,17,82,58,30,15,0,0,209,0,0,0,10,3,3,3,0,0,23,0,0,7,13,9,12,40,4,4,95
POA4101,0,14,28,83,31,38,21,9,0,225,0,0,0,4,0,0,0,3,0,7,0,0,3,8,0,4,0,0,0,17,13,24,101,381,47,23,23,17,3,641,23,56,175,443,134,121,41,22,9,1031,350,918,2194,4524,1375,1026,573,296,157,11412,0,0,4,5,4,0,3,0,0,22,559,1305,2260,4031,1444,1192,585,235,91,11695,0,3,0,18,0,3,0,0,0,30,0,0,0,12,4,0,0,0,0,16,0,0,3,0,3,3,0,3,0,11,0,6,21,113,16,16,3,0,0,172,0,0,4,17,3,0,3,0,0,36,3,42,335,293,93,26,19,3,9,820,0,0,0,8,7,0,0,3,0,14,0,0,3,5,4,5,11,3,0,35,7,38,95,347,178,95,81,44,8,885,0,0,0,11,13,7,0,0,0,31,0,10,36,89,17,3,4,0,0,156,0,3,10,85,25,12,15,5,4,161
POA4102,0,0,5,27,18,18,12,3,0,73,0,0,3,0,0,0,0,0,0,9,0,0,0,0,4,0,0,0,0,4,0,3,39,117,18,11,4,7,3,199,3,21,74,140,33,22,13,13,0,318,126,285,825,1473,369,263,156,102,46,3641,0,0,0,3,3,0,0,0,0,6,250,437,876,1398,466,318,192,76,46,4058,0,3,3,17,3,0,0,0,0,26,0,0,0,6,4,4,0,3,0,19,0,0,0,3,0,0,0,0,0,5,0,0,5,23,5,0,0,0,0,39,0,0,0,11,0,0,0,0,0,12,0,3,109,97,17,18,7,8,0,262,0,0,0,0,3,5,3,5,0,13,0,0,0,3,0,0,3,0,0,15,0,6,26,81,34,31,19,3,0,206,0,0,0,6,0,3,0,3,0,16,0,0,8,24,0,0,3,0,0,39,3,3,3,23,4,0,5,5,5,48
POA4103,0,7,17,44,26,23,7,0,3,119,0,0,0,5,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,10,4,7,53,168,28,22,21,13,3,316,18,22,78,198,59,38,26,18,4,449,352,544,1432,2798,823,625,326,197,100,7193,0,3,12,19,0,0,0,0,0,31,649,874,1885,3136,1024,805,362,178,104,9014,0,0,4,22,4,0,0,0,0,28,0,0,3,12,10,5,3,0,0,36,0,0,0,3,0,0,0,0,0,3,0,0,17,50,13,0,3,0,0,77,0,0,0,14,0,5,0,0,0,23,0,5,104,109,18,8,3,13,4,269,0,0,0,4,3,3,3,4,3,14,0,0,0,13,0,0,0,0,0,13,0,24,47,114,86,54,34,25,5,401,0,0,0,11,4,0,3,0,0,13,0,0,8,35,3,5,0,0,0,56,0,0,8,35,10,5,7,3,3,69
POA4104,0,0,3,3,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,11,0,7,12,78,10,9,17,3,3,145,9,12,36,71,38,27,15,18,10,242,161,282,508,998,465,348,239,201,145,3356,0,0,3,6,0,0,0,0,0,8,277,482,799,1169,600,458,287,259,166,4487,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,3,12,3,6,0,0,0,25,0,0,0,3,0,0,0,0,0,7,0,3,12,23,4,4,10,0,0,58,0,0,0,3,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,5,3,21,17,48,39,26,23,28,3,217,0,0,3,7,0,0,3,0,0,17,0,0,3,3,3,3,0,0,0,17,0,0,0,6,4,6,4,3,0,23
POA4105,0,0,3,27,26,16,5,9,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,8,3,9,35,148,48,31,14,13,4,302,23,27,60,124,53,31,33,23,6,377,407,673,926,2253,891,668,450,283,133,6679,0,3,19,33,8,3,0,0,0,69,816,1170,1351,2710,1162,889,528,312,152,9085,0,0,3,5,0,0,0,0,0,11,0,0,3,18,17,5,9,0,0,57,0,0,0,3,0,0,0,0,0,3,0,0,3,15,9,0,0,0,0,34,0,0,0,6,3,0,0,0,0,7,0,0,28,53,19,5,7,3,0,112,0,0,0,8,8,4,8,3,0,30,0,0,0,0,0,5,3,0,0,5,0,10,19,110,69,67,52,28,7,365,0,0,0,14,8,3,0,3,0,33,0,0,0,21,3,3,0,0,0,26,0,0,4,21,12,9,12,5,4,67
POA4106,0,0,0,3,4,3,3,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,9,21,3,0,4,3,10,58,3,0,7,24,3,3,0,0,0,51,53,51,114,257,86,56,39,28,38,724,0,0,5,19,3,0,0,0,0,25,100,96,140,269,125,81,39,16,24,890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,7,5,3,0,11,3,30,0,0,0,0,0,0,3,0,0,4,0,8,0,0,0,0,0,0,0,5,0,0,3,12,0,5,7,5,6,47,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,14
POA4107,0,3,3,16,3,11,4,3,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,5,21,56,16,10,8,0,4,124,10,17,20,54,23,24,14,15,3,185,211,391,366,1050,378,271,174,181,128,3149,0,0,0,0,0,0,0,0,0,3,401,631,538,1264,528,356,196,208,139,4258,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,31,57,10,5,10,3,3,117,0,0,0,0,0,4,0,3,0,4,4,0,0,4,0,0,0,0,0,5,0,8,9,47,31,28,15,23,7,162,0,0,0,8,3,0,0,0,0,16,0,3,0,3,0,0,0,0,3,9,0,0,3,12,0,4,4,0,4,30
POA4108,0,0,15,24,18,14,5,4,4,75,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,11,22,61,18,18,9,4,0,144,11,15,32,71,34,22,16,9,3,219,173,263,493,980,359,281,206,147,50,2961,0,3,10,15,4,4,3,0,0,28,321,388,451,666,341,278,221,148,49,2862,0,0,3,20,0,0,0,0,0,29,0,0,0,9,3,7,7,3,0,23,0,0,0,0,0,0,0,0,0,7,0,0,0,6,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,3,0,155,207,20,21,4,9,4,423,0,0,0,0,0,3,5,4,0,17,0,0,0,0,3,0,0,0,0,5,0,6,0,13,15,13,25,14,4,90,0,3,3,18,0,5,6,0,0,33,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,10,0,0,19
POA4109,4,7,54,156,106,67,30,14,8,445,0,0,0,0,0,0,7,3,0,7,0,0,5,6,3,6,0,0,0,24,11,65,107,225,97,90,68,41,16,720,39,67,137,267,100,82,91,64,89,933,956,1763,3199,5838,2063,2031,1663,896,555,18973,0,16,43,49,13,7,0,0,0,129,1665,2527,2373,2712,1252,1392,1460,807,437,14636,0,8,5,58,0,4,3,0,0,86,0,0,12,34,24,26,7,8,0,116,0,0,3,17,30,22,6,4,0,79,0,0,0,19,8,0,4,0,0,41,0,0,0,9,11,6,7,6,0,42,48,203,1807,2625,700,497,285,136,60,6365,0,0,5,9,18,10,18,11,7,81,0,0,5,5,6,3,5,3,0,32,8,16,35,86,89,91,148,88,49,622,0,5,24,70,28,32,22,16,3,211,0,0,3,12,5,0,3,0,0,24,0,4,4,15,9,8,53,8,3,100
