POA_CODE_2016,F_China_0_4,F_China_5_14,F_China_15_24,F_China_25_44,F_China_45_54,F_China_55_64,F_China_65_74,F_China_75_84,F_China_85ov,F_China_Tot,F_Croatia_0_4,F_Croatia_5_14,F_Croatia_15_24,F_Croatia_25_44,F_Croatia_45_54,F_Croatia_55_64,F_Croatia_65_74,F_Croatia_75_84,F_Croatia_85ov,F_Croatia_Tot,F_Egypt_0_4,F_Egypt_5_14,F_Egypt_15_24,F_Egypt_25_44,F_Egypt_45_54,F_Egypt_55_64,F_Egypt_65_74,F_Egypt_75_84,F_Egypt_85ov,F_Egypt_Tot,F_England_0_4,F_England_5_14,F_England_15_24,F_England_25_44,F_England_45_54,F_England_55_64,F_England_65_74,F_England_75_84,F_England_85ov,F_England_Tot,F_Fiji_0_4,F_Fiji_5_14,F_Fiji_15_24,F_Fiji_25_44,F_Fiji_45_54,F_Fiji_55_64,F_Fiji_65_74,F_Fiji_75_84,F_Fiji_85ov,F_Fiji_Tot,F_France_0_4,F_France_5_14,F_France_15_24,F_France_25_44,F_France_45_54,F_France_55_64,F_France_65_74,F_France_75_84,F_France_85ov,F_France_Tot,F_Germany_0_4,F_Germany_5_14,F_Germany_15_24,F_Germany_25_44,F_Germany_45_54,F_Germany_55_64,F_Germany_65_74,F_Germany_75_84,F_Germany_85ov,F_Germany_Tot,F_Greece_0_4,F_Greece_5_14,F_Greece_15_24,F_Greece_25_44,F_Greece_45_54,F_Greece_55_64,F_Greece_65_74,F_Greece_75_84,F_Greece_85ov,F_Greece_Tot,F_Hong_Kong_0_4,F_Hong_Kong_5_14,F_Hong_Kong_15_24,F_Hong_Kong_25_44,F_Hong_Kong_45_54,F_Hong_Kong_55_64,F_Hong_Kong_65_74,F_Hong_Kong_75_84,F_Hong_Kong_85ov,F_Hong_Kong_Tot,F_India_0_4,F_India_5_14,F_India_15_24,F_India_25_44,F_India_45_54,F_India_55_64,F_India_65_74,F_India_75_84,F_India_85ov,F_India_Tot,F_Indonesia_0_4,F_Indonesia_5_14,F_Indonesia_15_24,F_Indonesia_25_44,F_Indonesia_45_54,F_Indonesia_55_64,F_Indonesia_65_74,F_Indonesia_75_84,F_Indonesia_85ov,F_Indonesia_Tot,F_Iran_0_4,F_Iran_5_14,F_Iran_15_24,F_Iran_25_44,F_Iran_45_54,F_Iran_55_64,F_Iran_65_74,F_Iran_75_84,F_Iran_85ov,F_Iran_Tot,F_Iraq_0_4,F_Iraq_5_14,F_Iraq_15_24,F_Iraq_25_44,F_Iraq_45_54,F_Iraq_55_64,F_Iraq_65_74,F_Iraq_75_84,F_Iraq_85ov,F_Iraq_Tot,F_Ireland_0_4,F_Ireland_5_14,F_Ireland_15_24,F_Ireland_25_44,F_Ireland_45_54,F_Ireland_55_64,F_Ireland_65_74,F_Ireland_75_84,F_Ireland_85ov,F_Ireland_Tot,F_Italy_0_4,F_Italy_5_14,F_Italy_15_24,F_Italy_25_44,F_Italy_45_54,F_Italy_55_64,F_Italy_65_74,F_Italy_75_84,F_Italy_85ov,F_Italy_Tot,F_Japan_0_4,F_Japan_5_14,F_Japan_15_24,F_Japan_25_44,F_Japan_45_54,F_Japan_55_64,F_Japan_65_74,F_Japan_75_84,F_Japan_85ov,F_Japan_Tot,F_Korea_South_0_4,F_Korea_South_5_14,F_Korea_South_15_24,F_Korea_South_25_44,F_Korea_South_45_54,F_Korea_South_55_64,F_Korea_South_65_74,F_Korea_South_75_84,F_Korea_South_85ov,F_Korea_South_Tot,F_Lebanon_0_4,F_Lebanon_5_14,F_Lebanon_15_24,F_Lebanon_25_44,F_Lebanon_45_54,F_Lebanon_55_64,F_Lebanon_65_74,F_Lebanon_75_84,F_Lebanon_85ov,F_Lebanon_Tot,F_Malaysia_0_4,F_Malaysia_5_14,F_Malaysia_15_24,F_Malaysia_25_44,F_Malaysia_45_54,F_Malaysia_55_64,F_Malaysia_65_74,F_Malaysia_75_84,F_Malaysia_85ov,F_Malaysia_Tot,F_Malta_0_4,F_Malta_5_14,F_Malta_15_24,F_Malta_25_44,F_Malta_45_54,F_Malta_55_64,F_Malta_65_74,F_Malta_75_84,F_Malta_85ov,F_Malta_Tot
POA4174,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,7,5,3,0,0,32,0,0,0,3,7,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
POA4178,0,3,10,46,15,6,6,0,0,86,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,4,3,37,39,107,113,83,93,68,35,584,0,0,6,21,11,10,13,0,0,60,0,0,0,8,4,0,3,0,0,22,0,0,4,15,9,3,20,5,4,59,0,0,0,0,0,3,0,0,0,12,0,0,0,3,3,4,0,0,0,9,0,3,3,42,4,8,0,0,8,73,0,0,0,8,3,0,3,0,0,17,0,0,0,7,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,12,3,25,9,0,8,0,0,56,0,0,0,3,3,0,8,4,0,18,0,0,3,14,6,4,3,0,0,26,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,16,0,0,0,0,0,3,3,0,0,8
POA4179,0,3,3,14,4,8,4,0,0,34,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,3,0,0,3,6,31,28,123,113,76,65,44,26,528,0,0,3,9,3,3,0,0,0,18,0,0,0,5,3,0,0,0,0,10,0,0,0,7,8,0,6,0,0,31,0,0,0,0,0,0,3,0,0,7,0,0,0,3,4,0,0,0,0,12,0,7,0,21,3,4,3,0,0,39,0,0,0,4,4,0,0,0,0,10,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,20,11,4,7,0,0,46,0,0,0,0,0,3,0,0,0,8,0,3,3,10,9,0,0,0,0,21,0,0,0,7,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,3,7,0,0,0,0,16,0,0,0,0,0,0,0,0,0,5
POA4183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,10,6,4,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4184,0,0,0,0,3,7,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,49,99,43,3,226,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,13,15,6,3,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,4,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,9,0,0,10,0,0,0,6,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4205,0,0,0,3,0,0,0,17,14,37,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,4,4,0,0,0,5,17,29,50,46,45,200,0,0,3,3,5,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,4,0,29,0,0,0,0,0,0,3,3,0,4,0,0,0,0,0,3,0,0,0,6,0,0,0,3,0,0,3,0,3,6,0,0,0,0,0,0,0,4,4,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,10,0,0,0,0,0,0,0,0,0,0
POA4207,0,4,5,35,23,11,3,3,0,84,0,0,0,8,3,3,5,0,0,25,0,0,0,0,0,0,4,0,0,9,0,18,47,137,240,264,284,183,50,1226,0,5,6,39,25,23,8,4,3,119,0,0,0,7,5,0,4,0,0,13,0,0,3,23,13,26,38,14,7,129,0,0,0,0,0,4,0,0,0,5,0,0,0,4,3,3,0,0,0,15,3,6,9,45,6,7,5,3,0,79,0,4,3,14,4,5,4,4,0,41,0,0,5,3,4,4,0,0,0,15,0,0,0,5,0,0,0,0,0,12,0,5,0,12,4,11,10,7,0,48,0,0,0,0,3,3,5,6,5,26,0,4,3,20,8,5,0,0,3,43,0,0,0,18,6,3,0,0,0,25,0,0,0,0,3,0,3,0,0,9,0,0,0,11,7,7,4,0,0,41,0,0,0,0,3,7,0,0,0,14
POA4208,0,0,4,19,10,6,0,3,0,36,0,0,0,0,3,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,3,27,30,110,125,78,67,34,10,489,0,0,0,6,9,0,0,0,0,16,0,0,0,0,0,3,0,0,0,5,0,0,0,9,4,6,13,6,4,44,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,3,0,0,7,0,0,6,21,6,0,0,0,0,34,0,0,0,7,3,0,0,0,0,10,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,3,0,0,16,0,0,0,0,0,3,0,0,0,6,0,3,0,11,3,0,0,0,0,19,0,0,0,10,4,3,0,0,0,19,0,0,0,4,0,3,0,0,0,5,0,0,0,14,5,7,0,0,0,22,0,0,0,0,0,0,10,0,0,14
POA4209,0,4,10,89,14,10,3,3,0,141,0,0,0,7,4,3,0,0,0,20,0,0,0,6,4,5,0,3,0,22,10,150,121,356,253,167,132,43,19,1240,0,0,0,23,11,3,3,0,0,47,0,0,6,13,3,3,0,0,0,29,0,0,6,24,11,9,21,4,5,84,0,0,0,4,3,0,4,0,0,12,0,3,4,12,3,3,0,0,0,24,5,9,6,70,9,9,5,0,0,114,0,0,7,18,6,4,3,0,0,36,0,0,3,13,5,0,5,0,0,20,0,0,0,3,4,0,0,0,0,11,0,3,0,17,8,3,0,4,0,31,0,0,0,0,4,3,3,0,4,17,0,8,3,50,15,9,3,0,0,81,0,11,7,71,23,7,3,0,0,124,0,0,0,3,3,0,0,0,0,4,0,4,8,32,14,4,4,0,0,82,0,0,0,0,5,3,3,0,0,12
POA4210,0,0,3,34,16,3,3,0,0,60,0,0,0,4,9,3,0,5,0,20,0,0,0,0,0,0,0,0,0,5,4,52,69,150,152,92,86,29,9,648,0,0,0,4,4,4,0,0,0,11,0,0,0,3,0,0,0,0,0,3,0,0,3,0,7,12,18,3,0,41,0,0,0,0,3,0,0,0,0,3,0,0,0,4,3,3,3,0,0,14,0,3,3,22,9,10,3,0,0,45,0,0,4,6,0,0,0,4,0,20,0,0,0,0,0,6,0,0,0,4,0,0,3,0,0,0,0,0,0,3,0,3,0,3,3,3,0,0,0,11,0,0,0,0,3,4,3,0,0,13,0,4,3,19,13,8,3,0,0,45,0,3,6,15,7,3,0,0,0,30,0,0,0,0,0,0,0,0,0,4,0,0,0,3,4,3,0,0,0,18,0,0,0,0,0,0,0,0,0,3
POA4211,7,10,13,110,46,19,6,3,0,219,0,0,0,5,10,11,18,10,0,44,0,0,3,4,4,5,6,0,0,22,3,59,106,292,290,272,262,155,73,1511,0,3,6,30,8,15,3,0,0,65,0,0,5,16,8,11,12,0,0,43,0,0,3,32,15,33,39,39,11,170,0,0,3,4,3,3,9,5,0,25,0,0,10,14,15,15,0,0,0,49,3,12,21,107,14,9,6,4,3,178,0,3,3,28,12,7,5,3,3,61,0,0,3,20,3,10,3,0,0,38,0,0,3,5,3,3,0,0,0,12,3,7,3,14,9,6,10,4,0,54,0,0,0,6,5,8,16,7,3,52,3,16,10,94,79,17,11,3,0,231,0,7,14,44,39,10,9,3,0,128,0,0,0,4,4,10,0,0,0,13,0,3,9,29,22,21,14,3,0,97,0,0,0,0,0,5,7,4,0,22
POA4212,4,10,20,84,39,20,5,0,0,189,0,0,0,3,3,0,3,5,0,16,0,0,0,0,0,3,4,3,3,12,4,50,85,182,225,218,232,118,52,1171,0,0,0,8,4,7,4,0,0,24,0,0,0,0,3,0,3,0,0,8,0,0,3,14,15,15,25,12,3,94,0,0,0,0,0,0,0,0,0,6,0,0,7,8,6,7,3,0,0,31,0,0,3,29,7,10,6,3,0,67,0,0,6,12,12,4,3,3,3,35,0,0,0,12,5,3,0,0,0,26,0,0,0,3,0,0,0,0,0,7,0,11,0,16,9,3,7,0,5,50,0,0,0,0,3,3,8,0,0,21,0,3,3,42,29,13,4,4,0,100,0,3,3,31,9,3,3,0,0,56,0,0,0,0,0,0,0,0,0,6,0,3,8,14,11,7,5,0,3,45,0,0,0,3,0,5,3,0,0,15
POA4213,0,4,3,32,22,11,4,0,0,79,0,0,0,3,3,6,4,0,0,11,0,0,0,0,0,0,3,0,0,3,6,72,67,166,210,150,154,83,27,933,0,0,0,5,7,3,3,3,0,22,0,0,0,8,4,0,3,0,0,20,0,0,3,9,28,9,24,12,6,94,0,0,0,0,0,3,0,0,0,7,0,0,3,6,0,3,0,0,0,15,0,8,0,23,9,3,6,4,0,52,0,0,3,11,0,3,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,5,7,9,3,4,3,0,35,0,0,0,5,4,0,3,0,0,19,0,7,9,39,21,11,15,0,0,104,0,4,0,7,3,3,3,0,0,20,0,0,0,4,3,0,0,0,0,4,0,0,0,11,15,4,3,0,0,33,0,0,0,0,4,3,6,0,0,11
POA4214,5,7,128,212,66,42,17,3,3,480,0,0,3,6,0,13,7,7,3,46,0,0,3,3,6,3,3,7,4,32,11,42,62,133,185,133,153,112,55,882,0,3,4,9,10,7,4,3,0,42,0,0,0,3,5,0,3,3,3,21,0,0,13,15,16,16,25,14,7,127,0,0,0,0,4,3,23,5,3,39,0,0,9,15,15,12,0,0,0,53,0,3,23,62,11,9,8,7,4,126,0,6,5,19,13,5,6,0,3,49,0,0,0,8,8,7,0,0,0,17,0,0,4,4,0,0,0,0,0,11,3,3,3,18,7,7,8,3,3,59,0,0,4,3,3,9,15,7,6,42,3,12,15,96,63,28,15,11,0,248,0,9,48,68,62,14,4,0,0,204,0,3,0,4,3,0,0,0,0,9,0,0,10,30,23,17,3,6,0,100,0,0,0,0,0,3,13,3,3,21
POA4215,3,14,336,376,85,46,28,7,0,901,0,0,3,12,12,17,13,9,8,65,0,3,5,5,3,6,7,8,9,38,3,17,73,150,156,178,213,161,113,1065,0,0,7,17,15,6,0,7,0,55,0,0,10,18,4,6,9,9,0,49,0,0,9,30,13,18,41,27,18,155,0,0,0,0,3,3,14,6,0,28,0,6,57,42,9,14,9,0,0,136,13,20,27,191,12,11,10,4,3,300,0,6,11,36,12,9,5,0,0,75,0,15,3,48,6,7,3,3,0,84,3,8,5,14,9,3,0,0,0,41,0,3,3,12,4,11,11,4,0,49,0,3,0,7,5,12,28,23,8,86,3,16,56,267,82,29,13,8,0,485,4,20,118,275,64,16,12,8,0,525,0,0,0,3,3,0,0,0,0,13,0,5,17,43,21,16,9,0,3,117,0,0,0,0,0,10,9,8,0,24
POA4216,6,12,56,132,53,25,9,7,0,300,0,0,0,3,6,10,6,5,3,28,0,0,0,3,3,3,3,0,0,20,9,41,71,157,185,222,316,215,88,1304,0,0,0,5,3,8,3,4,0,29,0,0,0,4,9,4,11,3,3,24,0,0,6,15,13,13,43,30,12,125,0,0,0,0,0,3,10,4,0,15,0,3,9,10,11,11,3,0,0,40,0,3,8,52,7,9,11,5,3,104,3,3,3,19,12,8,0,3,0,49,0,3,5,20,6,3,6,0,0,47,0,0,3,11,3,0,0,3,0,21,0,0,3,7,14,13,10,8,0,54,0,0,0,7,0,6,18,11,3,45,3,16,3,62,35,8,5,4,0,133,0,0,4,23,17,6,6,0,0,68,0,0,0,0,0,3,0,0,0,8,0,0,9,10,12,10,9,4,0,50,0,0,0,0,0,9,11,5,3,31
POA4217,0,26,81,212,81,29,18,6,3,468,0,0,0,3,8,21,7,13,3,52,0,3,3,9,3,10,11,0,3,41,3,33,81,146,117,143,153,91,36,809,0,0,0,24,7,6,3,4,0,43,0,0,6,26,10,6,6,7,0,54,0,0,14,29,10,14,35,16,5,124,0,3,3,4,0,3,20,9,3,46,0,13,30,37,38,18,8,3,0,141,5,17,53,260,25,17,14,3,3,397,0,3,8,31,4,9,3,3,6,61,0,8,0,29,12,3,6,3,0,61,0,0,0,10,0,0,0,0,0,9,0,0,6,20,4,11,15,3,0,56,0,3,12,23,4,20,31,20,9,125,3,12,58,264,84,23,13,3,0,474,0,6,41,102,28,14,0,3,0,195,0,0,0,4,3,0,0,0,0,10,0,4,9,33,13,10,3,0,0,83,0,0,0,0,0,6,8,3,0,18
POA4218,0,13,17,70,41,24,19,5,5,194,0,0,0,4,4,0,13,4,7,43,0,0,0,0,0,3,6,3,9,24,0,21,51,144,127,105,127,79,24,688,0,0,0,13,9,3,0,0,0,26,0,0,3,15,7,3,0,5,0,40,0,0,0,19,9,10,15,13,5,78,0,0,0,0,0,4,7,11,0,30,0,4,0,13,4,8,4,0,0,43,0,5,7,52,9,11,3,3,0,80,0,0,0,9,6,9,3,0,0,28,0,0,0,12,0,3,3,0,4,18,0,0,0,0,0,0,0,0,0,0,0,3,5,22,7,4,5,5,5,53,0,0,3,3,10,17,27,21,8,87,0,10,18,121,39,12,5,9,0,213,0,0,5,23,3,3,3,0,0,39,0,0,0,0,7,0,7,0,0,12,0,0,3,19,9,4,0,4,0,44,0,0,0,0,0,3,3,7,0,16
POA4220,0,5,7,25,21,7,9,0,3,64,0,0,0,4,3,4,4,9,0,19,0,0,0,0,0,3,5,0,0,6,4,34,40,152,119,100,143,104,39,730,0,0,0,3,6,3,0,3,0,17,0,5,4,8,6,3,0,0,0,29,0,3,7,19,11,6,30,18,11,92,0,0,0,0,0,0,0,0,0,9,0,0,3,10,3,10,0,0,0,29,0,0,3,24,3,0,0,0,3,37,0,0,0,14,0,3,0,0,4,25,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,3,0,3,3,11,11,7,3,3,3,43,0,0,0,7,3,0,14,7,3,43,0,4,5,63,24,7,7,3,0,117,0,0,0,16,3,0,0,0,0,21,0,0,0,0,0,0,0,0,0,6,0,0,0,3,9,3,0,0,0,17,0,0,0,0,0,0,13,7,0,24
POA4221,0,0,7,9,12,3,0,7,0,44,0,0,0,3,4,0,3,0,0,12,0,0,0,0,0,0,9,0,0,7,4,28,30,113,121,88,128,65,46,606,0,0,0,8,0,3,3,0,0,14,0,3,3,10,3,3,3,0,0,23,0,0,0,6,3,6,5,7,4,40,0,0,0,0,3,0,0,0,0,7,0,0,0,4,0,0,0,0,0,8,0,3,5,9,7,0,4,0,0,26,0,3,5,10,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,21,0,0,0,0,5,6,3,9,0,23,0,0,6,58,10,0,0,0,0,72,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,0,0,0,12,0,0,0,0,0,3,6,0,0,11
POA4222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4223,0,0,4,3,4,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,15,18,68,70,55,76,38,25,357,0,0,0,0,4,3,3,0,0,14,0,0,0,3,0,4,0,3,3,12,0,3,0,10,3,4,9,10,5,39,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,5,0,0,3,3,3,0,0,0,0,12,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,5,3,0,17,0,0,0,4,3,0,3,0,0,12,0,5,7,11,10,0,3,0,0,39,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,14,0,0,0,0,0,0,3,0,0,3
POA4224,0,0,4,6,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,4,3,21,24,23,21,18,5,135,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,13,0,0,0,0,0,0,0,3,0,3,0,3,0,13,4,0,3,0,0,19,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3
POA4225,0,0,0,11,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,21,12,22,39,17,11,138,0,3,3,4,0,0,0,0,0,18,0,0,0,4,0,0,0,0,0,3,0,0,3,7,0,0,4,0,4,15,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,3,7,0,0,0,4,0,17,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,8,0,0,4,13,5,0,0,0,0,20,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,3,0,0,4
POA4226,3,17,73,210,89,43,18,16,4,469,0,0,0,0,3,3,6,13,3,36,0,0,0,0,4,6,6,5,6,34,4,63,81,137,186,131,167,100,49,917,0,0,3,13,11,9,0,0,0,40,0,0,0,3,5,5,6,3,0,31,0,0,9,17,9,14,32,21,14,107,0,3,0,3,0,3,4,3,3,18,4,8,16,32,22,25,8,3,0,110,0,8,16,59,19,3,8,4,7,130,0,0,4,11,11,12,8,3,0,48,0,0,0,13,4,13,0,0,3,30,0,0,0,0,0,0,0,0,0,4,0,3,4,8,6,4,9,4,3,44,0,0,3,12,10,11,11,12,14,64,4,27,27,104,60,25,12,4,3,275,0,6,18,48,27,9,6,0,0,115,0,0,0,0,0,3,0,0,0,12,0,0,6,30,24,17,13,0,3,99,0,0,0,0,0,4,9,0,8,21
POA4227,3,14,75,140,35,19,8,3,0,298,0,0,3,4,3,4,4,8,0,27,0,0,0,0,0,0,3,4,0,9,9,44,39,116,121,76,79,37,17,528,0,0,0,7,3,4,0,3,0,20,0,3,0,7,3,4,0,0,0,15,0,0,3,14,4,3,7,5,0,39,0,0,0,4,0,0,0,5,0,10,3,4,5,18,16,12,3,0,0,65,0,5,15,40,13,5,3,0,0,85,0,0,0,11,5,3,3,0,0,23,0,0,0,8,3,7,0,0,0,20,0,0,0,5,0,0,0,0,0,7,0,3,0,5,4,4,0,0,0,27,0,0,0,3,0,4,7,3,0,21,0,12,9,60,38,5,0,0,0,129,3,7,9,47,23,0,7,0,0,95,0,0,0,0,0,0,0,0,0,3,0,10,11,27,17,14,5,0,4,87,0,0,0,0,0,0,9,3,0,11
POA4228,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,25,48,35,22,17,18,180,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,6,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,12,0,0,0,0,0,3,0,0,0,6,0,0,0,4,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3
POA4229,0,0,7,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
POA4230,0,0,4,5,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,21,11,4,3,61,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,6,0,0,0,0,0,15,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,9,10,0,0,0,0,21,0,0,0,6,7,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0
