POA_CODE_2016,F_Mauritius_0_4,F_Mauritius_5_14,F_Mauritius_15_24,F_Mauritius_25_44,F_Mauritius_45_54,F_Mauritius_55_64,F_Mauritius_65_74,F_Mauritius_75_84,F_Mauritius_85ov,F_Mauritius_Tot,F_Myanmar_0_4,F_Myanmar_5_14,F_Myanmar_15_24,F_Myanmar_25_44,F_Myanmar_45_54,F_Myanmar_55_64,F_Myanmar_65_74,F_Myanmar_75_84,F_Myanmar_85ov,F_Myanmar_Tot,F_Nepal_0_4,F_Nepal_5_14,F_Nepal_15_24,F_Nepal_25_44,F_Nepal_45_54,F_Nepal_55_64,F_Nepal_65_74,F_Nepal_75_84,F_Nepal_85ov,F_Nepal_Tot,F_Netherlands_0_4,F_Netherlands_5_14,F_Netherlands_15_24,F_Netherlands_25_44,F_Netherlands_45_54,F_Netherlands_55_64,F_Netherlands_65_74,F_Netherlands_75_84,F_Netherlands_85ov,F_Netherlands_Tot,F_New_Zealand_0_4,F_New_Zealand_5_14,F_New_Zealand_15_24,F_New_Zealand_25_44,F_New_Zealand_45_54,F_New_Zealand_55_64,F_New_Zealand_65_74,F_New_Zealand_75_84,F_New_Zealand_85ov,F_New_Zealand_Tot,F_Nthern_Ireland_0_4,F_Nthern_Ireland_5_14,F_Nthern_Ireland_15_24,F_Nthern_Ireland_25_44,F_Nthern_Ireland_45_54,F_Nthern_Ireland_55_64,F_Nthern_Ireland_65_74,F_Nthern_Ireland_75_84,F_Nthern_Ireland_85ov,F_Nthern_Ireland_Tot,F_Pakistan_0_4,F_Pakistan_5_14,F_Pakistan_15_24,F_Pakistan_25_44,F_Pakistan_45_54,F_Pakistan_55_64,F_Pakistan_65_74,F_Pakistan_75_84,F_Pakistan_85ov,F_Pakistan_Tot,F_PNG_0_4,F_PNG_5_14,F_PNG_15_24,F_PNG_25_44,F_PNG_45_54,F_PNG_55_64,F_PNG_65_74,F_PNG_75_84,F_PNG_85ov,F_PNG_Tot,F_Philippines_0_4,F_Philippines_5_14,F_Philippines_15_24,F_Philippines_25_44,F_Philippines_45_54,F_Philippines_55_64,F_Philippines_65_74,F_Philippines_75_84,F_Philippines_85ov,F_Philippines_Tot,F_Poland_0_4,F_Poland_5_14,F_Poland_15_24,F_Poland_25_44,F_Poland_45_54,F_Poland_55_64,F_Poland_65_74,F_Poland_75_84,F_Poland_85ov,F_Poland_Tot,F_Scotland_0_4,F_Scotland_5_14,F_Scotland_15_24,F_Scotland_25_44,F_Scotland_45_54,F_Scotland_55_64,F_Scotland_65_74,F_Scotland_75_84,F_Scotland_85ov,F_Scotland_Tot,F_Singapore_0_4,F_Singapore_5_14,F_Singapore_15_24,F_Singapore_25_44,F_Singapore_45_54,F_Singapore_55_64,F_Singapore_65_74,F_Singapore_75_84,F_Singapore_85ov,F_Singapore_Tot,F_South_Africa_0_4,F_South_Africa_5_14,F_South_Africa_15_24,F_South_Africa_25_44,F_South_Africa_45_54,F_South_Africa_55_64,F_South_Africa_65_74,F_South_Africa_75_84,F_South_Africa_85ov,F_South_Africa_Tot,F_SE_Europe_nfd_0_4,F_SE_Europe_nfd_5_14,F_SE_Europe_nfd_15_24,F_SE_Europe_nfd_25_44,F_SE_Europe_nfd_45_54,F_SE_Europe_nfd_55_64,F_SE_Europe_nfd_65_74,F_SE_Europe_nfd_75_84,F_SE_Europe_nfd_85ov,F_SE_Europe_nfd_Tot,F_Sri_Lanka_0_4,F_Sri_Lanka_5_14,F_Sri_Lanka_15_24,F_Sri_Lanka_25_44,F_Sri_Lanka_45_54,F_Sri_Lanka_55_64,F_Sri_Lanka_65_74,F_Sri_Lanka_75_84,F_Sri_Lanka_85ov,F_Sri_Lanka_Tot,F_Taiwan_0_4,F_Taiwan_5_14,F_Taiwan_15_24,F_Taiwan_25_44,F_Taiwan_45_54,F_Taiwan_55_64,F_Taiwan_65_74,F_Taiwan_75_84,F_Taiwan_85ov,F_Taiwan_Tot,F_Thailand_0_4,F_Thailand_5_14,F_Thailand_15_24,F_Thailand_25_44,F_Thailand_45_54,F_Thailand_55_64,F_Thailand_65_74,F_Thailand_75_84,F_Thailand_85ov,F_Thailand_Tot,F_FYROM_0_4,F_FYROM_5_14,F_FYROM_15_24,F_FYROM_25_44,F_FYROM_45_54,F_FYROM_55_64,F_FYROM_65_74,F_FYROM_75_84,F_FYROM_85ov,F_FYROM_Tot,F_Turkey_0_4,F_Turkey_5_14,F_Turkey_15_24,F_Turkey_25_44,F_Turkey_45_54,F_Turkey_55_64,F_Turkey_65_74,F_Turkey_75_84,F_Turkey_85ov,F_Turkey_Tot,F_USA_0_4,F_USA_5_14,F_USA_15_24,F_USA_25_44,F_USA_45_54,F_USA_55_64,F_USA_65_74,F_USA_75_84,F_USA_85ov,F_USA_Tot
POA4179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,8,3,0,18,4,52,49,188,108,89,26,12,5,534,0,0,0,4,5,3,3,5,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,17,11,4,3,0,0,35,0,0,10,28,18,17,9,0,0,73,0,0,0,10,0,3,0,0,3,10,3,5,3,13,18,12,12,0,4,69,0,3,3,3,3,3,0,0,0,16,3,4,13,48,23,9,7,4,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,11,0,0,0,0,3,0,0,0,0,4,0,0,0,15,5,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,18,10,4,0,0,0,40
POA4183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6
POA4184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,16,0,3,31,0,5,7,32,48,62,61,18,3,233,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,5,0,0,8,0,3,4,9,9,14,9,0,0,53,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,9,20,6,4,31,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,5,4,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,3,0,3,0,0,15
POA4205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,10,0,9,28,0,16,17,50,30,20,15,21,7,177,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,3,15,0,0,4,21,9,18,4,0,0,52,0,0,0,0,0,0,0,0,3,3,0,0,0,3,3,3,9,12,3,31,0,0,0,3,0,0,0,0,0,3,0,0,0,0,4,3,3,3,3,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3
POA4207,0,0,0,0,5,8,3,0,0,12,0,0,0,0,3,0,0,0,0,4,0,3,0,0,0,0,0,0,0,6,0,0,0,0,12,13,48,20,4,100,23,207,296,781,414,290,179,48,14,2263,0,0,0,9,0,9,9,4,0,32,0,12,0,12,0,0,4,0,0,25,0,0,3,35,26,10,8,5,0,100,8,19,30,129,83,51,17,16,0,349,0,0,0,12,3,11,5,3,0,40,0,3,6,16,30,29,40,16,5,140,0,0,0,3,7,10,4,0,0,20,0,3,10,38,24,24,24,3,3,138,0,0,0,0,3,4,5,0,0,18,0,0,0,3,4,4,3,0,0,15,3,0,0,23,5,0,0,0,0,30,0,3,8,50,12,3,4,0,0,81,0,0,0,0,0,0,0,0,0,4,0,4,5,27,5,6,0,0,0,42,0,5,4,15,13,9,7,0,0,48
POA4208,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,14,5,3,36,13,100,113,336,163,88,65,22,4,917,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,9,5,0,0,0,0,9,0,3,0,17,5,4,0,0,0,29,0,0,0,5,0,5,0,0,0,11,0,4,7,14,12,19,11,10,0,73,0,0,0,4,3,0,0,0,0,13,0,23,23,72,28,14,3,0,3,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,0,3,13,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,7,0,6,3,13,0,5,3,0,0,30
POA4209,0,3,0,6,0,0,6,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,12,0,0,3,11,4,7,12,9,3,44,65,470,474,1350,430,223,115,31,6,3156,0,0,0,6,0,0,3,0,0,9,3,0,0,5,0,0,0,0,0,10,0,0,4,16,13,4,3,0,0,38,11,7,29,100,39,34,13,7,3,241,0,0,0,9,6,9,0,0,0,26,0,9,22,37,29,13,14,8,0,134,0,5,4,16,10,3,0,0,0,38,3,36,65,200,81,27,14,3,0,427,0,0,0,3,0,3,3,0,0,8,0,0,0,10,0,3,4,0,0,18,0,3,0,14,3,3,0,0,0,31,0,6,3,34,5,3,0,0,0,50,0,0,0,0,0,0,0,0,0,5,0,0,0,3,10,0,0,0,0,13,3,4,7,26,10,9,8,0,0,58
POA4210,0,0,0,6,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,10,4,0,27,4,78,120,353,191,136,66,17,4,966,0,0,3,0,3,3,0,0,0,9,0,0,0,0,3,0,0,0,0,0,0,0,4,7,7,3,0,0,0,22,0,3,3,36,20,11,3,3,0,71,0,0,0,10,0,3,4,0,0,19,0,0,0,12,11,10,6,3,0,46,0,3,0,8,3,0,0,0,0,17,0,12,29,65,49,18,10,0,0,190,0,0,0,0,7,3,3,0,0,12,0,0,0,3,4,0,4,0,0,12,0,0,0,3,0,0,0,0,0,12,0,0,0,8,0,3,0,0,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,4,6,9,7,0,5,0,0,34
POA4211,0,0,0,3,3,5,0,4,0,18,0,0,0,3,0,0,0,3,0,3,0,0,7,13,0,0,0,0,0,14,0,0,0,11,10,17,34,21,6,106,25,246,338,1009,527,397,253,96,32,2925,0,3,0,6,5,3,8,4,0,27,0,4,5,11,3,0,0,0,0,19,0,0,0,18,24,7,6,3,0,64,0,6,20,118,80,52,29,5,3,322,0,0,3,17,12,14,9,3,4,57,0,3,11,28,30,32,32,22,8,159,0,8,3,11,4,12,5,0,0,44,0,11,38,95,57,33,26,21,4,287,0,0,0,8,9,11,9,3,5,44,0,3,0,8,8,4,7,0,0,36,0,0,5,21,5,8,3,0,0,45,3,5,7,45,26,10,3,0,0,101,0,0,0,0,6,0,0,0,0,10,0,0,0,3,3,0,7,0,0,9,0,16,8,30,11,13,9,3,0,87
POA4212,0,0,0,0,0,6,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,3,6,5,12,22,8,6,60,4,89,113,300,256,200,123,62,18,1162,0,0,0,3,9,3,8,3,0,25,0,0,3,10,0,0,0,0,0,10,0,3,3,9,6,5,6,0,0,29,0,5,3,37,13,21,8,0,0,93,0,0,0,6,3,4,0,0,4,29,0,9,5,18,23,14,40,14,3,130,0,0,6,9,4,4,3,3,0,36,0,36,49,90,77,44,33,9,0,339,0,0,0,0,3,5,3,0,0,8,0,0,0,3,3,3,0,0,0,15,0,0,3,13,5,6,4,0,0,37,0,3,0,22,9,0,0,0,0,34,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,9,12,14,9,17,9,3,0,68
POA4213,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,7,7,11,11,8,3,50,10,53,74,290,207,174,80,33,10,932,0,0,0,0,3,5,3,4,0,18,0,0,0,0,0,0,0,0,0,0,0,0,4,13,12,4,3,0,0,26,0,3,10,26,21,16,10,0,0,85,0,0,0,7,0,10,3,3,4,27,0,8,3,16,26,16,29,10,0,103,0,0,0,0,6,5,3,0,0,13,0,21,40,90,70,28,14,11,4,281,0,0,0,0,0,3,0,4,0,12,0,0,0,3,3,0,5,0,0,7,0,0,3,10,3,3,4,0,0,22,0,3,0,19,5,3,0,0,0,34,0,0,3,3,3,0,3,0,0,13,0,0,0,0,3,0,4,0,0,9,0,17,17,17,13,13,6,0,3,84
POA4214,0,0,0,3,0,3,0,0,0,7,0,0,3,0,0,0,0,0,0,5,0,0,0,11,0,0,0,0,0,13,0,0,0,3,8,5,23,14,7,57,13,120,186,501,330,249,161,65,17,1646,0,0,0,3,6,3,3,0,3,16,0,4,3,8,4,0,0,0,0,23,0,0,4,11,9,9,4,0,0,44,0,9,21,92,66,55,25,3,7,277,0,0,0,9,3,12,3,4,3,32,0,7,0,17,19,17,23,17,5,106,0,0,18,12,9,12,3,0,0,57,0,4,23,48,43,46,22,4,3,199,0,0,0,3,11,4,8,0,0,29,0,13,5,24,7,4,3,0,0,48,0,6,10,45,14,12,3,0,0,89,0,0,3,49,17,10,0,0,0,83,0,0,0,0,0,0,3,0,0,3,0,0,0,3,4,0,3,0,0,10,0,12,14,27,8,7,0,0,0,74
POA4215,0,0,0,9,3,0,0,0,3,20,0,0,0,0,0,0,0,0,0,3,0,0,23,36,0,0,0,0,0,56,0,0,3,8,4,4,20,8,11,69,10,90,237,573,315,289,237,128,42,1923,0,0,0,3,4,3,9,0,0,29,0,0,0,13,0,0,0,0,0,14,0,8,17,20,13,15,5,3,0,86,7,18,43,208,101,73,40,12,3,497,0,0,3,10,3,21,16,8,5,60,0,3,3,12,17,25,35,23,15,130,0,7,17,24,10,7,3,0,0,60,3,0,31,68,35,33,17,4,5,202,0,0,0,3,13,11,7,9,3,52,0,3,3,19,0,5,3,0,3,41,3,0,28,102,13,5,3,4,0,155,0,9,10,90,31,19,0,3,0,161,0,0,0,0,5,4,0,3,0,18,3,0,0,9,4,4,12,3,0,37,3,3,14,38,13,13,10,4,3,110
POA4216,0,0,0,4,7,4,0,3,4,17,0,0,0,0,0,3,0,0,0,3,0,0,0,14,0,0,0,0,0,14,0,0,0,0,6,18,34,20,12,96,13,90,130,411,306,318,267,119,51,1712,0,0,0,4,0,6,7,3,3,25,0,3,3,18,3,5,3,0,0,30,0,0,0,3,12,14,0,3,0,33,4,10,16,101,49,47,17,3,0,248,0,0,6,14,3,7,7,4,4,45,0,3,0,6,16,37,42,28,14,148,0,0,7,3,9,12,4,0,3,32,0,8,26,59,41,43,26,13,5,212,0,0,0,3,0,4,3,7,0,16,0,0,3,3,3,3,3,0,0,14,0,0,8,22,3,6,3,0,0,41,0,3,10,39,10,8,0,0,3,72,0,0,0,3,3,0,0,0,0,5,0,0,0,0,3,7,4,0,0,19,5,14,7,21,12,15,5,3,0,80
POA4217,0,0,0,4,0,4,0,0,0,13,0,0,0,0,0,0,0,0,0,5,0,0,45,77,0,0,0,0,0,120,0,0,3,7,0,9,25,9,3,55,7,50,142,359,278,243,189,70,23,1365,0,0,0,3,0,0,10,3,0,16,0,0,0,5,0,0,3,0,0,11,3,0,5,8,14,3,0,0,0,37,0,7,23,102,39,25,11,4,0,213,0,0,0,19,6,10,10,5,5,58,0,0,0,16,17,21,25,17,0,93,0,0,7,16,5,7,3,0,0,41,0,9,31,50,37,23,26,19,3,195,0,0,0,0,3,5,3,3,0,17,0,3,0,9,3,7,3,0,0,22,3,3,33,115,23,20,4,5,0,204,4,7,21,109,23,7,7,0,0,167,0,0,0,7,4,0,0,0,0,9,0,0,0,0,3,0,3,3,0,14,3,7,24,34,14,9,16,9,0,118
POA4218,0,0,0,4,0,0,0,0,0,6,0,0,3,6,0,0,0,0,0,7,0,0,8,7,0,0,0,0,0,14,0,0,0,11,3,7,11,9,10,53,8,49,112,358,212,176,117,48,15,1094,0,0,3,6,9,6,6,3,0,30,0,0,0,0,0,0,0,0,0,0,0,0,3,13,8,8,3,3,0,33,0,8,11,58,29,32,16,3,0,172,0,0,0,18,6,5,6,12,5,47,0,3,0,20,11,20,20,8,0,86,0,3,0,10,8,8,7,0,0,30,0,8,14,58,15,16,4,9,3,125,0,0,0,0,3,7,3,4,0,27,0,0,0,0,0,0,0,4,0,9,0,0,7,34,4,15,9,0,0,76,0,5,10,50,19,4,5,0,0,94,0,0,0,4,3,3,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,9,17,42,10,4,3,3,0,84
POA4220,0,0,0,0,0,3,3,0,0,5,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,4,19,14,3,53,5,37,79,342,161,164,118,57,26,993,0,0,0,3,6,3,4,4,3,16,0,0,0,0,0,0,0,0,0,3,0,0,5,8,20,11,3,3,0,43,0,3,6,41,35,22,7,0,0,116,0,0,0,9,0,6,3,5,6,36,0,0,0,15,9,17,20,20,7,92,0,0,0,10,3,4,0,0,0,22,0,9,15,49,16,18,14,0,4,117,0,0,0,0,0,0,6,3,7,18,0,0,0,0,0,3,3,0,0,8,0,0,0,3,0,0,0,0,0,4,0,3,6,25,6,3,0,0,0,50,0,0,0,0,0,0,0,0,0,3,0,0,0,5,3,0,0,0,0,4,3,3,5,37,11,11,7,0,0,78
POA4221,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,13,7,0,40,3,32,52,215,122,127,67,28,15,659,0,0,0,3,3,0,8,3,3,27,0,0,0,0,0,0,0,0,0,0,0,0,3,11,10,7,3,0,0,37,0,0,15,28,23,16,0,0,0,84,0,3,3,11,4,3,7,0,0,29,0,0,3,13,10,9,25,8,5,77,0,0,0,0,0,3,0,0,0,10,0,14,11,37,18,12,12,5,0,110,0,0,0,0,0,5,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,6,0,3,0,20,4,3,0,0,0,33,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,12,28,12,5,7,0,0,69
POA4222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4223,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,11,15,10,3,42,3,8,17,102,66,70,31,16,9,319,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,8,13,11,10,0,0,0,42,0,0,4,3,3,0,0,0,3,12,0,4,0,7,3,4,10,6,5,44,0,0,0,0,0,3,0,3,0,9,0,3,3,14,3,9,5,0,0,47,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,9,3,17,9,17,7,0,0,62
POA4224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,9,11,58,31,14,12,7,3,149,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,9,0,0,5,15,4,3,0,0,0,29,0,0,0,0,0,3,0,0,0,6,0,0,0,3,3,3,8,3,0,24,0,0,0,0,0,0,0,0,0,3,0,0,0,6,4,3,3,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,12,5,3,3,0,0,21
POA4225,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,8,0,3,14,44,29,46,23,14,7,173,0,0,0,3,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,20,9,5,3,0,0,41,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,6,4,3,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,19,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,6,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,6,6,0,3,5,0,0,25
POA4226,0,0,0,8,3,4,0,0,0,14,0,0,0,0,0,0,0,0,0,6,0,0,0,9,0,0,0,0,0,9,0,3,3,3,8,10,19,12,8,57,12,95,132,382,244,234,158,51,30,1335,0,0,0,0,3,8,3,3,0,17,0,0,0,7,0,0,0,0,0,5,0,0,3,16,0,0,0,0,0,23,0,8,21,72,47,40,12,3,0,195,0,0,0,5,5,10,9,3,4,34,0,3,0,13,15,22,31,15,10,109,0,3,5,12,4,6,4,0,0,40,3,14,43,93,47,58,25,11,3,301,0,0,0,0,4,4,3,3,0,22,0,0,5,11,4,7,5,0,0,34,0,3,14,55,24,15,8,0,0,123,0,11,5,38,9,9,0,0,0,75,0,0,0,0,8,0,0,0,0,8,0,0,3,0,0,3,0,0,0,4,6,12,9,15,9,14,9,0,4,79
POA4227,0,0,3,3,5,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,11,5,3,0,26,4,67,106,257,166,114,74,24,12,836,0,0,0,5,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,9,0,3,3,9,10,4,0,0,0,25,0,7,21,46,25,27,10,0,0,128,0,0,0,9,7,3,5,0,0,26,0,4,3,10,9,13,9,3,4,51,0,4,6,6,3,5,0,0,0,27,0,11,37,68,40,11,8,3,0,183,0,0,0,3,0,0,0,0,0,8,0,3,3,10,3,0,4,0,0,25,0,3,4,22,4,5,3,0,0,41,0,0,7,35,8,3,0,0,0,57,0,0,0,0,0,7,0,0,0,5,0,0,0,0,4,0,0,0,0,11,5,8,9,29,3,4,3,0,0,59
POA4228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,8,0,3,0,25,28,21,18,3,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,5,3,0,0,0,0,9,0,0,0,4,0,0,0,0,0,6,0,0,0,0,3,8,10,0,3,19,0,0,0,0,0,0,0,0,0,0,0,0,3,11,4,7,3,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,15
POA4229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4
POA4230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,11,5,12,7,36,16,15,13,3,0,108,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,3,0,0,7,0,0,0,8,0,0,0,0,0,12,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
POA4270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,8,0,5,3,36,25,18,9,0,0,104,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,9,0,0,0,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
