POA_CODE_2016,MOL_SAL_Oth_SOLSE_NWorNAA,MOL_SAL_Oth_SOLSE_Tot,MOL_SAL_Oth_NS,MOL_SAL_Oth_Tot,MOL_SAL_Tot_SEO,MOL_SAL_Tot_SOLSE_VWorW,MOL_SAL_Tot_SOLSE_NWorNAA,MOL_SAL_Tot_SOLSE_Tot,MOL_SAL_Tot_NS,MOL_SAL_Tot_Tot,MOL_Spanish_SEO,MOL_Spanish_SOLSE_VWorW,MOL_Spanish_SOLSE_NWorNAA,MOL_Spanish_SOLSE_Tot,MOL_Spanish_NS,MOL_Spanish_Tot,MOL_Tamil_SEO,MOL_Tamil_SOLSE_VWorW,MOL_Tamil_SOLSE_NWorNAA,MOL_Tamil_SOLSE_Tot,MOL_Tamil_NS,MOL_Tamil_Tot,MOL_Thai_SEO,MOL_Thai_SOLSE_VWorW,MOL_Thai_SOLSE_NWorNAA,MOL_Thai_SOLSE_Tot,MOL_Thai_NS,MOL_Thai_Tot,MOL_Turkish_SEO,MOL_Turkish_SOLSE_VWorW,MOL_Turkish_SOLSE_NWorNAA,MOL_Turkish_SOLSE_Tot,MOL_Turkish_NS,MOL_Turkish_Tot,MOL_Vietnamese_SEO,MOL_Vietnamese_SOLSE_VWorW,MOL_Vietnamese_SOLSE_NWorNAA,MOL_Vietnamese_SOLSE_Tot,MOL_Vietnamese_NS,MOL_Vietnamese_Tot,MOL_Oth_SEO,MOL_Oth_SOLSE_VWorW,MOL_Oth_SOLSE_NWorNAA,MOL_Oth_SOLSE_Tot,MOL_Oth_NS,MOL_Oth_Tot,MOL_Tot_SEO,MOL_Tot_SOLSE_VWorW,MOL_Tot_SOLSE_NWorNAA,MOL_Tot_SOLSE_Tot,MOL_Tot_NS,MOL_Tot_Tot,M_LSatH_NS_SEO,M_LSatH_NS_SOLSE_VWorW,M_LSatH_NS_SOLSE_NWorNAA,M_LSatH_NS_SOLSE_Tot,M_LSatH_NS_NS,M_LSatH_NS_Tot,M_Tot_SEO,M_Tot_SOLSE_VWorW,M_Tot_SOLSE_NWorNAA,M_Tot_SOLSE_Tot,M_Tot_NS,M_Tot_Tot,FSEO_SEO,FSEO_SOLSE_VWorW,FSEO_SOLSE_NWorNAA,FSEO_SOLSE_Tot,FSEO_NS,FSEO_Tot,FOL_Afrikaans_SEO,FOL_Afrikaans_SOLSE_VWorW,FOL_Afrikaans_SOLSE_NWorNAA,FOL_Afrikaans_SOLSE_Tot,FOL_Afrikaans_NS,FOL_Afrikaans_Tot,FOL_Arabic_SEO,FOL_Arabic_SOLSE_VWorW,FOL_Arabic_SOLSE_NWorNAA,FOL_Arabic_SOLSE_Tot,FOL_Arabic_NS,FOL_Arabic_Tot,FOL_AIndLng_SEO,FOL_AIndLng_SOLSE_VWorW,FOL_AIndLng_SOLSE_NWorNAA,FOL_AIndLng_SOLSE_Tot,FOL_AIndLng_NS,FOL_AIndLng_Tot,FOL_CL_Cantones_SEO,FOL_CL_Cantones_SOLSE_VWorW,FOL_CL_Cantones_SOLSE_NWorNAA,FOL_CL_Cantones_SOLSE_Tot,FOL_CL_Cantones_NS,FOL_CL_Cantones_Tot,FOL_CL_Mandarin_SEO,FOL_CL_Mandarin_SOLSE_VWorW,FOL_CL_Mandarin_SOLSE_NWorNAA,FOL_CL_Mandarin_SOLSE_Tot,FOL_CL_Mandarin_NS,FOL_CL_Mandarin_Tot,FOL_CL_Oth_SEO,FOL_CL_Oth_SOLSE_VWorW,FOL_CL_Oth_SOLSE_NWorNAA,FOL_CL_Oth_SOLSE_Tot,FOL_CL_Oth_NS,FOL_CL_Oth_Tot,FOL_CL_Tot_SEO,FOL_CL_Tot_SOLSE_VWorW,FOL_CL_Tot_SOLSE_NWorNAA,FOL_CL_Tot_SOLSE_Tot,FOL_CL_Tot_NS,FOL_CL_Tot_Tot,FOL_Croatian_SEO,FOL_Croatian_SOLSE_VWorW,FOL_Croatian_SOLSE_NWorNAA,FOL_Croatian_SOLSE_Tot,FOL_Croatian_NS,FOL_Croatian_Tot,FOL_Dutch_SEO,FOL_Dutch_SOLSE_VWorW,FOL_Dutch_SOLSE_NWorNAA,FOL_Dutch_SOLSE_Tot,FOL_Dutch_NS,FOL_Dutch_Tot,FOL_French_SEO,FOL_French_SOLSE_VWorW,FOL_French_SOLSE_NWorNAA,FOL_French_SOLSE_Tot,FOL_French_NS,FOL_French_Tot,FOL_German_SEO,FOL_German_SOLSE_VWorW,FOL_German_SOLSE_NWorNAA,FOL_German_SOLSE_Tot,FOL_German_NS,FOL_German_Tot,FOL_Greek_SEO,FOL_Greek_SOLSE_VWorW,FOL_Greek_SOLSE_NWorNAA,FOL_Greek_SOLSE_Tot,FOL_Greek_NS,FOL_Greek_Tot,FOL_IAL_Bengali_SEO,FOL_IAL_Bengali_SOLSE_VWorW,FOL_IAL_Bengali_SOLSE_NWorNAA,FOL_IAL_Bengali_SOLSE_Tot,FOL_IAL_Bengali_NS,FOL_IAL_Bengali_Tot,FOL_IAL_Hindi_SEO,FOL_IAL_Hindi_SOLSE_VWorW,FOL_IAL_Hindi_SOLSE_NWorNAA,FOL_IAL_Hindi_SOLSE_Tot,FOL_IAL_Hindi_NS,FOL_IAL_Hindi_Tot,FOL_IAL_Punjabi_SEO,FOL_IAL_Punjabi_SOLSE_VWorW,FOL_IAL_Punjabi_SOLSE_NWorNAA,FOL_IAL_Punjabi_SOLSE_Tot,FOL_IAL_Punjabi_NS,FOL_IAL_Punjabi_Tot,FOL_IAL_Sinhalese_SEO,FOL_IAL_Sinhalese_SOLSE_VWorW,FOL_IAL_Sinhale_SOLSE_NWorNAA,FOL_IAL_Sinhalese_SOLSE_Tot,FOL_IAL_Sinhalese_NS,FOL_IAL_Sinhalese_Tot,FOL_IAL_Urdu_SEO,FOL_IAL_Urdu_SOLSE_VWorW,FOL_IAL_Urdu_SOLSE_NWorNAA,FOL_IAL_Urdu_SOLSE_Tot,FOL_IAL_Urdu_NS,FOL_IAL_Urdu_Tot,FOL_IAL_Oth_SEO,FOL_IAL_Oth_SOLSE_VWorW,FOL_IAL_Oth_SOLSE_NWorNAA,FOL_IAL_Oth_SOLSE_Tot,FOL_IAL_Oth_NS,FOL_IAL_Oth_Tot,FOL_IAL_Tot_SEO,FOL_IAL_Tot_SOLSE_VWorW,FOL_IAL_Tot_SOLSE_NWorNAA,FOL_IAL_Tot_SOLSE_Tot,FOL_IAL_Tot_NS,FOL_IAL_Tot_Tot,FOL_Italian_SEO,FOL_Italian_SOLSE_VWorW,FOL_Italian_SOLSE_NWorNAA,FOL_Italian_SOLSE_Tot,FOL_Italian_NS,FOL_Italian_Tot,FOL_Japanese_SEO,FOL_Japanese_SOLSE_VWorW,FOL_Japanese_SOLSE_NWorNAA,FOL_Japanese_SOLSE_Tot,FOL_Japanese_NS,FOL_Japanese_Tot,FOL_Korean_SEO,FOL_Korean_SOLSE_VWorW,FOL_Korean_SOLSE_NWorNAA,FOL_Korean_SOLSE_Tot
POA4165,0,3,0,3,..,36,0,36,0,36,..,40,3,42,0,42,..,9,0,9,0,9,..,9,0,9,0,9,..,3,0,3,0,3,..,10,0,11,0,11,..,155,40,196,0,203,..,737,76,809,11,821,..,35,3,35,792,831,16293,774,78,847,800,17944,17053,..,..,..,..,17053,..,98,0,103,0,103,..,16,4,21,0,21,..,9,0,9,0,9,..,7,6,9,0,9,..,38,3,39,0,37,..,0,0,0,0,0,..,43,8,50,0,49,..,16,0,12,0,12,..,42,0,42,0,42,..,31,0,36,0,35,..,69,0,69,6,69,..,30,3,28,0,28,..,4,0,4,0,4,..,28,3,26,0,26,..,29,0,27,0,27,..,3,0,3,0,3,..,0,0,0,0,0,..,10,0,10,0,10,..,71,4,75,0,75,..,31,3,34,6,39,..,32,0,29,0,29,..,3,3,6
POA4169,0,8,0,8,..,40,3,46,0,50,..,159,25,192,0,192,..,9,0,9,0,9,..,12,9,21,0,21,..,18,3,20,0,20,..,45,4,52,0,48,..,262,30,298,3,299,..,1316,177,1492,14,1506,..,20,0,20,549,569,5142,1340,177,1515,569,7222,4678,..,..,..,..,4678,..,16,0,16,0,16,..,28,3,33,0,33,..,0,0,0,0,0,..,60,12,72,0,72,..,145,36,181,4,187,..,9,3,10,0,13,..,213,52,266,5,270,..,0,0,3,0,3,..,15,0,15,0,15,..,46,0,51,0,51,..,31,0,30,0,32,..,36,6,39,0,39,..,4,0,4,0,4,..,39,0,41,0,42,..,14,3,10,0,10,..,12,0,12,0,12,..,0,0,0,0,0,..,49,3,49,0,56,..,127,4,128,3,129,..,67,5,69,0,69,..,49,9,65,0,62,..,42,22,61
POA4170,0,4,0,4,..,62,0,65,0,65,..,78,6,90,0,90,..,21,3,23,0,23,..,25,4,37,0,34,..,3,0,3,0,3,..,18,7,24,0,24,..,198,28,226,0,230,..,1217,162,1378,13,1389,..,21,3,26,730,754,9817,1239,163,1406,739,11965,10232,..,..,..,..,10232,..,25,0,25,0,26,..,21,0,24,0,22,..,0,0,0,0,0,..,53,12,62,0,62,..,141,26,171,3,171,..,7,4,12,0,12,..,195,42,238,3,236,..,15,3,21,0,21,..,16,0,16,0,16,..,47,0,52,3,57,..,66,0,65,0,65,..,48,6,56,0,56,..,9,3,11,0,11,..,63,0,63,0,63,..,61,4,66,0,66,..,15,0,15,0,15,..,10,0,10,0,10,..,35,0,37,0,37,..,191,10,203,0,203,..,50,3,57,0,57,..,48,17,69,0,69,..,43,34,82
POA4171,0,3,0,3,..,11,0,11,0,11,..,74,3,78,0,78,..,3,0,3,0,3,..,5,0,6,0,6,..,4,0,3,0,3,..,7,0,12,0,12,..,114,15,128,10,132,..,586,61,646,14,657,..,11,0,11,494,506,6472,599,61,660,506,7639,6843,..,..,..,..,6843,..,20,0,22,0,26,..,10,0,10,0,10,..,0,0,0,0,0,..,28,3,29,0,29,..,54,13,62,0,62,..,3,0,3,0,3,..,86,10,94,0,94,..,3,0,3,0,3,..,30,0,30,0,27,..,45,5,47,0,47,..,52,0,52,0,52,..,35,0,35,0,35,..,4,0,4,0,4,..,11,3,11,0,11,..,7,0,13,0,13,..,10,0,10,0,10,..,0,0,0,0,0,..,6,0,7,0,7,..,38,3,48,0,48,..,43,5,47,0,48,..,28,0,30,0,28,..,15,7,19
POA4172,0,3,0,3,..,11,0,11,0,11,..,18,4,22,0,22,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,17,3,20,0,20,..,41,6,53,4,52,..,266,42,306,5,308,..,0,0,3,135,137,1708,267,43,310,137,2157,1678,..,..,..,..,1678,..,6,0,6,0,6,..,0,0,0,0,0,..,4,0,4,0,4,..,18,5,20,0,20,..,23,11,36,0,36,..,0,0,0,0,0,..,41,15,52,0,52,..,0,0,0,0,0,..,5,0,5,0,5,..,10,0,10,0,10,..,11,0,8,0,8,..,8,0,8,0,8,..,0,0,0,0,0,..,22,0,22,0,22,..,10,0,12,0,12,..,4,0,4,0,4,..,0,0,0,0,0,..,15,0,12,0,12,..,50,4,51,0,51,..,9,0,9,0,9,..,5,0,4,0,6,..,21,11,26
POA4173,0,3,0,3,..,39,0,41,0,41,..,30,4,33,0,28,..,10,3,13,0,13,..,5,3,11,0,11,..,0,0,0,0,0,..,21,10,24,0,24,..,87,21,113,3,114,..,460,63,521,3,524,..,17,0,14,189,203,3311,473,67,536,196,4044,3449,..,..,..,..,3449,..,4,0,4,0,4,..,3,0,6,0,6,..,0,0,0,0,0,..,22,6,23,0,23,..,32,11,37,0,37,..,3,0,3,0,3,..,50,17,67,0,67,..,8,0,11,0,11,..,7,0,7,0,7,..,14,0,11,0,11,..,13,0,13,0,13,..,36,3,36,0,36,..,0,0,0,0,0,..,47,0,52,0,52,..,11,0,11,0,11,..,21,3,18,0,18,..,0,0,0,0,0,..,16,5,21,0,21,..,96,7,98,0,98,..,20,0,22,0,26,..,6,0,10,0,10,..,3,0,3
POA4174,0,0,0,0,..,18,0,16,0,16,..,3,0,4,0,4,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,3,0,3,..,23,6,25,0,25,..,109,19,129,0,129,..,3,0,4,58,60,981,111,20,134,56,1167,1017,..,..,..,..,1017,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,3,8,0,8,..,4,3,8,0,8,..,0,0,0,0,0,..,5,6,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,4,0,4,0,4,..,3,0,3,0,3,..,0,0,0,0,0,..,7,0,7,0,7,..,9,0,13,0,13,..,4,3,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,21,3,28,0,28,..,0,0,4,0,4,..,4,0,4,0,4,..,0,0,0
POA4178,0,4,0,4,..,93,0,90,0,90,..,59,9,68,0,65,..,3,0,3,0,3,..,10,0,14,0,14,..,0,0,0,0,0,..,46,7,52,0,52,..,190,25,216,9,223,..,867,90,960,13,973,..,28,4,30,625,655,10601,898,95,988,639,12228,11090,..,..,..,..,11090,..,18,0,21,0,21,..,9,0,9,0,9,..,6,0,6,0,6,..,31,9,34,0,34,..,82,19,95,0,95,..,4,0,4,0,4,..,116,26,138,0,138,..,9,3,5,0,5,..,18,0,18,0,18,..,47,3,44,0,44,..,51,3,56,0,56,..,27,3,33,3,37,..,0,0,0,0,0,..,43,3,48,0,46,..,22,5,26,0,26,..,20,0,20,0,20,..,0,0,0,0,0,..,23,4,26,0,26,..,111,9,120,0,121,..,32,3,39,0,39,..,32,3,39,0,39,..,14,0,12
POA4179,0,0,0,0,..,24,3,28,0,28,..,32,3,36,0,36,..,7,0,4,0,4,..,4,0,4,0,4,..,4,0,3,0,3,..,13,0,9,0,9,..,110,9,121,7,130,..,479,52,536,11,543,..,20,0,18,398,417,8384,497,53,554,410,9344,8897,..,..,..,..,8897,..,14,0,14,0,14,..,18,3,25,0,25,..,3,0,3,0,3,..,16,5,19,0,19,..,21,6,27,0,27,..,3,0,3,0,3,..,36,13,57,0,57,..,3,0,8,0,8,..,17,0,17,0,17,..,31,0,31,0,31,..,32,0,32,0,32,..,18,0,18,0,18,..,0,0,0,0,0,..,15,0,20,0,20,..,7,0,7,0,7,..,7,0,7,0,7,..,0,0,0,0,0,..,12,0,12,0,12,..,42,0,43,0,43,..,22,0,23,0,21,..,31,0,28,0,28,..,11,4,13
POA4183,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,17,0,14,0,21,..,3,0,4,104,111,951,15,3,21,110,1079,894,..,..,..,..,894,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,5,0,5,0,5,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,4,0,4,0,4,..,0,0,0
POA4184,0,0,0,0,..,12,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,4,0,4,..,3,0,3,0,3,..,39,10,48,0,48,..,132,22,157,0,161,..,9,0,9,220,231,3082,143,22,168,218,3472,3012,..,..,..,..,3012,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,10,0,10,..,0,0,0,0,0,..,8,3,13,0,13,..,9,0,9,0,7,..,13,0,14,0,14,..,6,3,11,0,11,..,27,0,27,0,27,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,12,0,12,0,12,..,5,0,5,0,5,..,0,0,0
POA4205,0,3,0,3,..,14,0,14,0,14,..,21,0,23,0,23,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,46,8,52,0,47,..,162,40,201,3,200,..,12,0,15,161,181,2122,173,40,214,167,2504,2412,..,..,..,..,2412,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,11,15,28,0,31,..,17,13,30,0,34,..,0,0,0,0,0,..,35,33,64,0,66,..,0,0,0,0,0,..,13,0,9,0,12,..,0,0,4,0,4,..,9,0,10,0,10,..,4,0,3,0,3,..,0,0,0,0,0,..,11,3,15,3,13,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,14,3,16,3,18,..,4,3,6,0,7,..,3,0,4,0,4,..,4,0,0
POA4207,0,13,0,13,..,167,0,167,3,171,..,76,7,86,3,87,..,6,0,6,0,6,..,25,3,25,0,25,..,91,17,106,0,111,..,36,30,65,0,65,..,656,131,784,11,795,..,1935,284,2211,28,2240,..,78,8,82,1681,1758,23172,2007,290,2292,1704,27171,23729,..,..,..,..,23729,..,39,4,44,0,44,..,25,3,22,0,22,..,5,3,7,0,8,..,31,7,34,4,42,..,95,20,115,4,121,..,0,0,6,0,6,..,128,34,157,4,163,..,15,3,21,0,21,..,43,0,38,0,38,..,55,3,56,0,59,..,80,0,84,0,88,..,26,0,28,0,28,..,7,0,7,0,7,..,80,4,86,0,88,..,34,4,35,0,35,..,11,0,11,0,11,..,25,0,25,0,25,..,17,3,15,0,15,..,162,9,171,0,175,..,36,4,41,0,41,..,54,4,60,0,60,..,13,9,24
POA4208,0,0,0,0,..,15,0,15,0,15,..,29,0,30,0,29,..,3,0,3,0,3,..,4,0,4,0,4,..,8,0,11,0,11,..,0,0,0,0,0,..,166,20,187,7,190,..,568,53,616,6,630,..,19,0,23,581,604,8680,588,54,640,592,9912,8808,..,..,..,..,8808,..,60,0,60,0,60,..,10,3,11,0,11,..,0,0,0,0,0,..,10,3,16,0,15,..,43,10,52,0,52,..,3,0,5,0,5,..,58,16,80,0,76,..,13,0,15,0,15,..,18,0,14,0,14,..,22,0,25,0,25,..,41,0,41,0,41,..,9,3,12,0,12,..,0,0,0,0,0,..,16,0,16,0,16,..,17,3,16,0,16,..,4,0,4,0,4,..,4,0,4,0,4,..,3,0,3,0,3,..,42,3,42,0,42,..,11,0,11,0,11,..,16,3,17,0,15,..,8,11,18
POA4209,0,14,0,14,..,114,4,119,0,119,..,85,6,92,0,96,..,20,0,21,0,21,..,18,0,18,0,18,..,31,5,40,0,40,..,14,6,15,3,24,..,401,72,467,6,476,..,1820,235,2062,23,2087,..,67,9,69,1636,1703,20732,1887,243,2134,1656,24524,21571,..,..,..,..,21571,..,124,0,125,0,125,..,52,10,63,0,63,..,3,0,3,0,3,..,52,9,60,0,60,..,169,36,209,0,209,..,13,3,16,0,16,..,235,48,287,0,287,..,29,0,28,0,35,..,27,0,27,0,27,..,55,0,55,0,55,..,64,3,69,0,70,..,31,9,37,0,37,..,3,0,3,0,3,..,45,4,52,0,47,..,39,8,44,0,49,..,14,0,14,0,15,..,5,0,12,0,12,..,32,5,34,0,34,..,137,17,149,3,153,..,51,4,53,0,58,..,110,11,118,3,117,..,100,45,147
POA4210,0,3,0,3,..,27,0,28,0,28,..,33,0,33,0,32,..,0,0,0,0,3,..,6,0,6,0,6,..,4,3,7,0,7,..,4,4,6,0,6,..,116,26,143,0,143,..,608,78,686,7,694,..,21,0,21,566,587,8258,629,78,707,571,9537,8487,..,..,..,..,8487,..,56,0,56,0,56,..,12,0,12,0,12,..,0,0,0,0,0,..,19,4,19,0,19,..,62,20,80,0,80,..,3,0,3,0,3,..,80,25,108,0,108,..,21,0,21,0,21,..,9,0,9,0,9,..,19,0,19,0,19,..,38,0,38,0,38,..,22,3,20,0,20,..,3,0,6,0,6,..,19,0,19,0,19,..,4,0,4,0,4,..,3,0,3,0,3,..,8,0,8,0,8,..,16,0,16,0,16,..,55,0,57,0,57,..,20,0,23,0,23,..,58,3,61,0,65,..,32,10,35
POA4211,0,20,0,20,..,138,5,142,0,148,..,107,16,118,3,127,..,16,0,16,0,16,..,27,7,34,0,34,..,15,0,15,0,15,..,27,5,35,0,35,..,506,48,560,13,574,..,2540,289,2831,35,2865,..,66,5,69,1656,1724,25078,2607,294,2903,1689,29673,25924,..,..,..,..,25924,..,74,0,74,0,74,..,52,9,65,0,65,..,4,0,4,0,4,..,87,19,105,0,105,..,213,91,303,3,308,..,15,4,18,0,18,..,315,113,422,3,432,..,56,5,63,0,67,..,58,3,60,0,60,..,101,4,100,3,105,..,129,5,138,3,137,..,65,4,70,0,70,..,39,5,39,0,39,..,50,0,50,0,50,..,60,5,66,0,66,..,25,0,25,0,25,..,25,0,28,0,28,..,50,3,50,3,53,..,243,13,259,3,259,..,72,5,79,0,83,..,247,50,298,0,298,..,105,45,144
POA4212,0,3,0,3,..,32,0,33,0,33,..,37,0,38,0,38,..,10,0,10,0,10,..,8,0,11,0,11,..,14,3,15,0,15,..,30,3,30,0,30,..,128,16,146,0,144,..,1071,125,1201,9,1207,..,22,0,22,989,1011,11416,1097,132,1224,995,13643,11833,..,..,..,..,11833,..,102,0,102,0,102,..,24,3,27,0,27,..,0,0,0,0,0,..,41,11,50,0,52,..,182,59,244,0,243,..,10,3,10,0,10,..,226,74,301,3,307,..,19,0,19,0,19,..,38,0,38,0,38,..,69,0,69,0,69,..,75,0,76,0,78,..,23,0,23,0,28,..,11,0,11,0,11,..,29,0,29,0,29,..,10,0,10,0,10,..,7,0,7,0,7,..,18,0,15,0,15,..,10,0,10,0,10,..,86,3,86,0,86,..,51,3,49,0,49,..,99,18,117,0,117,..,43,17,58
POA4213,0,0,0,0,..,21,3,26,0,26,..,34,4,37,4,39,..,0,0,0,0,0,..,12,0,12,0,12,..,9,0,9,0,9,..,3,3,3,0,3,..,161,15,178,3,180,..,869,73,946,7,955,..,36,0,33,801,834,12441,902,79,976,810,14228,12760,..,..,..,..,12760,..,79,0,79,0,79,..,9,0,11,0,11,..,0,0,0,0,0,..,29,6,41,0,41,..,83,29,107,6,107,..,11,0,8,0,8,..,125,30,154,6,161,..,5,0,5,0,5,..,25,3,31,0,31,..,59,0,63,0,63,..,77,3,80,3,85,..,18,0,21,0,21,..,0,0,0,0,0,..,25,0,25,0,25,..,3,0,7,0,7,..,6,0,7,0,6,..,3,0,3,0,3,..,10,0,5,0,5,..,42,4,48,0,50,..,36,3,39,0,39,..,107,21,126,0,125,..,13,9,18
POA4214,0,10,0,10,..,106,3,113,0,114,..,79,4,88,0,88,..,15,0,15,0,16,..,38,3,39,0,37,..,19,0,20,0,20,..,42,15,60,0,60,..,362,45,404,6,412,..,2420,370,2792,22,2815,..,41,0,41,1071,1112,14191,2462,370,2835,1095,18119,14795,..,..,..,..,14795,..,37,0,37,0,37,..,65,0,65,0,64,..,0,0,0,0,0,..,126,36,163,0,163,..,480,150,629,4,632,..,25,12,33,0,33,..,630,199,828,4,835,..,63,8,71,0,71,..,31,0,30,0,31,..,68,11,77,0,77,..,89,0,87,4,93,..,73,7,81,0,81,..,33,3,41,0,41,..,55,5,54,0,54,..,15,0,11,0,11,..,30,3,33,0,33,..,22,0,22,0,22,..,39,5,47,0,47,..,192,15,207,0,205,..,63,6,68,0,68,..,255,50,301,0,299,..,184,54,238
POA4215,0,23,0,28,..,229,8,233,0,239,..,162,19,182,0,182,..,25,0,32,0,32,..,67,8,77,0,77,..,46,7,51,0,51,..,68,11,79,0,79,..,661,141,801,21,815,..,4113,850,4971,50,5012,..,72,14,85,2411,2497,16659,4186,865,5058,2458,24172,17741,..,..,..,..,17741,..,23,0,30,0,31,..,122,47,172,0,171,..,6,0,6,0,7,..,185,61,246,0,246,..,833,233,1066,8,1070,..,59,13,68,0,70,..,1073,310,1384,4,1389,..,64,8,73,0,71,..,36,0,36,0,36,..,139,11,146,0,146,..,105,7,112,0,113,..,68,5,77,0,77,..,28,3,33,0,33,..,95,3,106,3,102,..,76,10,82,0,85,..,21,0,26,0,26,..,14,3,16,0,16,..,87,4,92,0,89,..,329,29,355,4,356,..,101,15,115,0,123,..,414,148,557,4,566,..,363,203,566
POA4216,0,11,0,11,..,80,0,77,0,77,..,80,11,93,0,93,..,11,0,12,0,12,..,16,0,18,0,18,..,14,4,17,0,17,..,27,0,33,0,33,..,278,31,309,4,311,..,1658,238,1900,20,1923,..,55,5,61,1218,1282,14534,1717,248,1962,1237,17732,15983,..,..,..,..,15983,..,41,0,41,0,41,..,55,7,62,0,62,..,0,0,0,0,0,..,64,28,93,0,93,..,251,67,319,3,325,..,23,8,34,0,34,..,337,108,446,3,455,..,27,3,32,0,32,..,45,0,45,0,45,..,76,4,88,0,89,..,91,0,91,0,91,..,37,0,44,0,44,..,21,3,25,0,25,..,19,0,16,0,16,..,29,3,31,0,31,..,8,0,8,0,8,..,31,5,38,0,38,..,30,7,33,0,33,..,131,18,150,0,150,..,80,8,87,0,87,..,121,33,147,0,150,..,46,26,69
POA4217,0,12,0,12,..,99,8,103,0,103,..,206,16,223,3,224,..,25,0,25,0,25,..,63,20,81,3,87,..,22,0,23,0,23,..,38,3,45,0,42,..,610,76,686,14,695,..,3697,575,4267,47,4316,..,47,6,54,2604,2655,13467,3744,575,4317,2651,20438,13251,..,..,..,..,13251,..,24,0,24,0,24,..,106,27,135,3,136,..,0,0,0,0,0,..,156,38,191,0,191,..,481,205,688,3,689,..,25,8,38,0,38,..,666,256,923,3,922,..,51,9,63,0,60,..,33,3,33,0,33,..,116,10,126,0,127,..,97,3,105,0,105,..,118,17,130,0,130,..,8,0,11,0,11,..,112,7,119,0,119,..,150,23,171,3,168,..,13,0,11,0,11,..,7,0,7,0,7,..,188,9,200,3,209,..,483,38,520,6,529,..,179,7,184,0,186,..,352,140,492,3,495,..,123,60,186
POA4218,0,5,0,5,..,61,0,58,0,58,..,123,16,135,3,137,..,3,0,3,0,3,..,30,15,42,0,40,..,21,0,20,0,20,..,27,6,27,0,27,..,360,30,382,8,395,..,1706,251,1959,31,1989,..,49,3,53,1279,1331,12280,1755,257,2010,1310,15606,12545,..,..,..,..,12545,..,23,0,24,0,24,..,26,3,30,0,30,..,0,0,0,0,0,..,78,25,104,0,104,..,191,82,275,0,275,..,16,14,28,0,28,..,281,126,402,0,406,..,45,6,55,0,56,..,30,0,30,0,31,..,69,3,73,4,75,..,87,0,87,0,87,..,85,13,99,0,99,..,3,0,3,0,3,..,21,0,21,0,21,..,52,18,67,0,67,..,0,0,0,0,0,..,0,0,0,0,0,..,24,0,21,0,21,..,99,18,114,0,114,..,125,12,134,0,140,..,208,51,256,0,256,..,17,9,26
POA4220,0,3,0,3,..,38,0,38,0,38,..,98,7,104,0,106,..,0,0,0,0,0,..,15,3,20,0,20,..,14,4,15,0,15,..,13,0,19,0,19,..,257,26,284,3,288,..,926,106,1029,22,1051,..,33,0,38,984,1020,12822,964,104,1065,1005,14892,13883,..,..,..,..,13883,..,20,0,20,0,20,..,8,3,7,0,7,..,3,0,3,0,3,..,34,13,51,0,51,..,52,15,66,0,64,..,3,0,3,0,3,..,90,31,126,0,121,..,31,3,34,0,34,..,33,0,33,0,33,..,64,3,71,3,68,..,73,0,75,0,75,..,35,3,32,0,33,..,0,0,0,0,0,..,8,0,8,0,8,..,13,0,13,0,13,..,0,0,0,0,0,..,0,0,0,0,4,..,8,0,8,0,8,..,23,0,23,0,29,..,56,5,58,0,58,..,102,23,129,0,129,..,14,3,17
