POA_CODE_2016,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1749_15_19_yrs,P_1500_1749_20_24_yrs,P_1500_1749_25_34_yrs,P_1500_1749_35_44_yrs,P_1500_1749_45_54_yrs,P_1500_1749_55_64_yrs,P_1500_1749_65_74_yrs,P_1500_1749_75_84_yrs,P_1500_1749_85ov,P_1500_1749_Tot,P_1750_1999_15_19_yrs,P_1750_1999_20_24_yrs,P_1750_1999_25_34_yrs,P_1750_1999_35_44_yrs,P_1750_1999_45_54_yrs,P_1750_1999_55_64_yrs,P_1750_1999_65_74_yrs,P_1750_1999_75_84_yrs,P_1750_1999_85ov,P_1750_1999_Tot,P_2000_2999_15_19_yrs,P_2000_2999_20_24_yrs,P_2000_2999_25_34_yrs,P_2000_2999_35_44_yrs,P_2000_2999_45_54_yrs,P_2000_2999_55_64_yrs,P_2000_2999_65_74_yrs,P_2000_2999_75_84_yrs,P_2000_2999_85ov,P_2000_2999_Tot,P_3000_more_15_19_yrs,P_3000_more_20_24_yrs,P_3000_more_25_34_yrs,P_3000_more_35_44_yrs,P_3000_more_45_54_yrs,P_3000_more_55_64_yrs,P_3000_more_65_74_yrs,P_3000_more_75_84_yrs,P_3000_more_85ov,P_3000_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
POA4474,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,3,4,6,9,21,10,13,4,3,77
POA4475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4477,0,3,13,3,3,6,0,0,0,38,0,0,0,0,0,0,5,0,0,12,0,0,0,4,3,0,0,0,0,11,0,0,5,0,4,0,0,0,0,7,0,0,0,4,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,3,3,6,13,8,7,8,4,47,15,23,49,56,66,69,54,33,12,371
POA4478,0,3,9,12,8,11,6,0,0,49,0,0,0,11,0,3,0,0,0,21,0,0,0,8,0,4,0,0,0,17,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,9,0,0,0,0,3,3,0,0,0,6,3,3,4,0,12,4,3,9,0,38,12,13,51,72,67,77,67,18,5,383
POA4479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,11
POA4480,0,8,26,8,11,11,0,0,0,65,0,5,17,8,13,5,0,0,0,50,0,0,4,0,5,5,3,0,0,26,0,0,7,7,3,4,0,0,0,16,0,0,3,5,14,9,0,0,0,28,0,0,0,0,3,0,0,0,0,3,5,3,8,3,7,13,5,3,0,58,28,46,124,74,127,109,62,16,9,599
POA4481,0,3,5,3,0,3,0,0,0,14,0,0,0,0,9,3,0,0,0,11,0,0,0,0,4,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,6,7,9,9,12,23,19,13,5,0,103
POA4482,0,0,3,3,4,3,0,0,0,15,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,3,0,0,0,8,6,24,29,18,22,20,6,0,0,131
POA4486,0,0,9,3,8,10,3,3,0,35,0,3,4,3,6,11,3,0,0,32,0,3,0,6,17,6,0,0,0,34,0,0,3,0,3,4,0,0,0,10,0,0,4,3,3,4,0,0,0,17,0,0,0,0,0,0,0,0,0,14,17,3,13,13,25,14,16,9,0,104,37,30,100,59,127,119,71,35,12,585
POA4487,0,15,51,51,49,41,18,6,3,243,0,8,29,35,42,27,9,3,0,156,0,8,27,22,36,14,4,0,0,112,0,3,11,21,15,19,0,0,0,64,0,0,9,20,16,10,3,0,0,67,0,0,3,12,12,3,10,0,0,42,40,15,26,27,43,24,41,18,9,239,199,161,363,403,438,374,280,141,42,2399
POA4488,0,3,3,3,4,0,6,0,0,22,0,0,0,0,4,3,0,0,0,10,0,0,0,0,3,0,0,0,0,4,0,0,0,0,3,4,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,12,0,0,27,7,13,21,35,41,38,42,3,6,202
POA4489,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,7,3,3,0,0,14,9,4,10,6,19,21,22,4,0,89
POA4490,0,5,23,18,17,13,9,0,0,87,0,3,18,14,9,10,3,0,0,58,0,4,13,5,4,9,3,0,0,36,0,0,3,8,5,8,0,0,0,27,0,0,3,0,11,3,0,0,3,18,0,0,0,3,4,0,0,0,0,14,8,9,15,22,18,33,12,11,8,125,56,74,161,148,192,249,153,85,26,1132
POA4491,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,4,0,0,0,0,4,3,0,11,8,19,21,21,3,0,81
POA4492,0,3,7,3,9,3,0,0,0,22,0,0,4,7,3,0,0,0,0,18,0,0,3,3,3,3,0,0,0,20,0,0,0,0,3,3,0,0,0,8,0,0,0,4,0,5,0,0,0,11,0,0,3,0,0,0,0,0,0,3,0,0,3,3,0,11,9,0,0,29,11,15,44,42,41,57,25,7,7,246
POA4493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,7,0,0,0,0,0,6,3,3,0,23
POA4494,0,0,6,3,0,0,0,0,0,15,0,0,3,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,6,6,0,29,23,18,15,14,3,0,103
POA4496,0,3,0,7,4,4,0,0,0,17,0,0,0,4,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,10,0,0,0,7,3,0,0,0,0,10,0,0,0,4,0,7,0,0,0,7,3,0,5,6,7,4,0,0,0,20,13,12,33,38,44,31,23,4,0,197
POA4497,0,4,3,3,3,0,3,0,0,16,0,0,3,7,8,3,0,0,0,17,0,0,3,3,5,0,0,0,0,6,0,0,0,4,6,5,0,0,0,10,0,0,3,0,0,0,3,0,0,7,0,0,0,8,0,3,4,0,0,16,0,0,0,10,5,4,0,3,3,33,24,9,26,48,52,43,32,17,6,256
POA4498,0,0,4,7,3,6,0,0,0,14,0,0,3,4,0,0,0,0,0,19,0,0,0,0,3,3,0,0,0,11,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,5,0,0,0,0,3,0,0,0,0,4,0,0,0,5,4,8,3,0,0,25,16,13,27,34,35,27,11,0,0,166
POA4500,10,252,858,797,719,497,123,27,3,3289,3,116,733,599,520,340,66,11,0,2387,0,33,458,623,516,293,51,5,0,1982,0,14,216,370,291,173,29,0,0,1091,0,10,220,520,455,248,27,3,0,1487,5,8,65,203,209,92,18,7,3,606,164,168,318,272,246,248,204,133,103,1855,2906,2863,6183,6189,5563,4664,3068,1122,393,32951
POA4501,6,21,122,104,88,68,24,0,3,437,0,13,76,76,52,36,9,0,0,270,0,3,53,63,48,22,3,0,0,203,0,0,18,27,25,15,3,0,0,98,0,0,16,41,32,18,9,0,0,107,0,0,5,11,8,3,4,0,0,34,37,22,64,46,60,35,41,51,52,405,385,388,838,779,753,582,513,258,118,4607
POA4502,3,44,132,196,164,123,27,4,0,696,0,17,125,123,106,73,11,0,0,460,0,3,98,133,108,76,12,0,0,427,0,4,47,76,65,38,4,0,0,231,0,0,50,94,92,61,0,0,0,303,0,0,6,24,30,22,0,0,0,86,37,31,67,66,65,67,44,17,17,417,550,497,1112,1336,1230,1091,657,208,62,6747
POA4503,11,305,1124,825,724,496,150,25,19,3675,5,134,721,586,444,319,67,11,3,2285,0,52,462,517,400,221,46,3,3,1698,0,21,241,335,233,152,18,0,0,993,0,17,250,393,332,174,24,0,0,1193,0,11,52,128,127,66,22,0,3,418,175,234,520,351,330,250,249,153,136,2393,2521,3329,7303,6016,5159,4279,3128,1319,605,33647
POA4504,3,94,340,403,364,209,42,5,3,1461,4,32,228,288,272,126,27,3,0,979,0,16,185,281,280,93,13,3,0,878,0,5,101,200,155,61,3,0,0,533,0,8,101,299,232,93,10,0,0,740,0,7,37,73,75,25,4,0,0,232,86,63,117,152,125,89,74,18,7,733,1590,1060,2248,3093,2678,1605,965,296,79,13600
POA4505,6,121,299,355,390,275,83,18,0,1543,0,46,195,227,252,142,35,3,0,902,0,16,128,209,238,141,13,7,0,747,0,12,69,141,149,66,4,0,0,441,0,8,83,175,200,112,17,0,0,599,4,3,22,67,74,37,14,3,3,223,88,87,129,168,186,137,169,126,75,1173,1451,1392,2142,2605,2944,2527,2082,1028,344,16505
POA4506,4,129,384,327,348,238,70,17,3,1523,0,39,235,201,220,137,24,3,0,859,0,17,120,155,168,111,23,0,0,596,0,6,64,83,111,71,7,3,0,358,0,7,63,107,128,65,8,4,0,378,0,0,22,35,49,28,12,3,0,155,130,143,244,173,153,192,144,82,63,1327,1554,1728,3189,2556,2845,2448,1632,647,202,16787
POA4507,4,20,89,130,207,233,158,76,25,949,4,16,60,104,142,118,52,28,6,519,0,10,34,91,130,120,63,14,3,460,0,3,26,61,92,74,43,12,0,312,0,0,22,83,96,94,38,14,3,347,0,3,13,49,56,55,34,20,0,233,66,33,76,94,133,226,329,273,246,1473,722,548,957,1394,2103,3114,4144,2329,876,16183
POA4508,5,69,237,318,316,187,48,13,8,1191,0,24,150,187,165,88,31,3,0,657,0,10,96,145,147,109,8,0,0,510,0,3,45,76,78,42,7,0,0,250,0,4,35,86,82,42,6,0,0,264,0,0,15,21,37,23,5,0,0,110,148,124,202,248,241,185,173,199,178,1706,1365,1267,2275,2543,2674,2289,1794,978,386,15562
POA4509,7,180,680,604,452,216,62,21,12,2231,0,64,517,507,361,163,48,12,3,1671,3,28,302,535,376,118,27,8,0,1397,0,12,191,319,233,73,12,5,4,847,0,4,244,562,386,125,13,0,0,1337,0,8,68,239,192,58,9,14,5,585,135,112,319,308,227,114,107,52,20,1398,2045,1778,4628,5295,3758,1923,1464,663,328,21875
POA4510,13,174,695,651,657,446,191,35,10,2866,0,78,408,468,404,259,74,14,14,1725,0,36,261,339,314,232,41,10,3,1242,0,7,132,178,218,122,14,3,4,678,0,9,145,190,210,117,24,6,3,692,0,12,49,69,96,55,28,12,3,326,269,270,527,448,458,532,531,407,410,3859,3047,3194,6583,5727,5761,5602,4847,2294,1031,38091
POA4511,0,24,92,110,126,92,52,16,3,499,0,11,60,77,85,61,25,6,3,334,0,10,30,57,68,57,17,0,0,238,0,3,26,41,50,29,9,0,0,159,0,0,24,44,57,32,11,10,0,181,0,0,5,22,28,16,12,11,0,84,53,29,81,81,106,91,157,59,30,677,520,367,792,962,1135,1291,1539,706,153,7462
POA4512,0,18,37,54,57,40,21,3,4,228,0,8,21,39,61,21,6,0,0,163,0,3,24,45,36,23,7,0,0,140,0,0,16,32,32,9,0,0,0,96,0,0,19,26,41,18,5,0,0,108,0,0,9,15,17,11,0,4,0,57,35,18,23,48,71,79,54,20,7,365,261,185,327,471,566,460,368,99,38,2778
POA4514,0,22,82,86,102,77,25,6,3,411,0,6,59,73,75,39,10,3,0,261,0,3,35,47,50,54,6,0,0,198,0,3,27,52,36,22,0,3,0,145,0,0,19,40,36,25,8,3,0,137,0,0,3,13,13,13,7,0,0,51,96,224,423,347,158,124,100,59,33,1567,433,505,1018,1078,1052,960,748,299,115,6204
POA4515,0,17,101,73,63,48,20,3,0,325,3,3,39,43,33,24,10,0,0,158,0,3,24,39,30,24,5,0,0,121,0,0,13,16,20,13,3,3,0,69,0,0,14,24,21,10,3,0,0,74,0,0,3,8,0,11,5,0,0,32,34,14,21,37,47,55,54,28,5,305,228,177,477,482,530,560,525,214,73,3279
POA4516,3,21,31,68,83,44,9,4,0,260,0,12,36,58,71,25,10,4,0,205,0,0,31,44,52,13,0,0,0,148,0,0,14,35,38,12,0,0,0,100,0,0,16,35,42,18,3,0,0,112,0,0,7,13,18,10,0,0,0,43,31,21,36,34,59,37,31,19,3,280,365,219,382,578,668,464,344,118,30,3170
POA4517,0,0,6,5,7,11,0,0,0,36,0,3,11,7,9,5,0,0,0,38,0,0,3,9,10,8,0,0,0,30,0,0,3,5,0,0,0,0,0,9,0,0,3,3,10,7,0,0,0,22,0,0,0,0,0,0,3,0,0,10,8,7,11,7,12,0,8,9,3,68,54,42,84,71,106,92,103,51,12,626
POA4518,0,21,40,86,104,59,28,9,3,345,0,12,47,49,71,42,15,0,0,228,0,3,28,40,46,32,3,0,0,156,0,0,17,25,27,17,3,0,0,96,0,0,16,46,51,36,11,0,0,158,0,0,8,13,18,20,3,0,0,57,21,29,27,35,44,49,51,24,3,287,353,246,473,664,755,693,610,255,62,4111
POA4519,0,23,125,115,134,91,39,13,8,547,0,14,68,92,95,66,20,3,0,348,0,3,37,66,97,40,13,0,6,260,0,5,27,40,35,22,3,0,0,129,0,0,18,40,73,34,8,7,0,183,0,0,22,24,27,21,5,0,0,100,57,27,72,77,81,65,87,55,72,594,520,436,970,1038,1195,1053,902,425,180,6730
POA4520,6,51,100,136,236,180,92,12,3,816,0,11,75,136,169,128,42,7,3,573,0,10,59,185,222,138,36,0,0,651,0,7,29,120,193,91,29,3,0,479,0,5,58,274,326,160,48,4,0,871,3,0,27,270,282,129,36,8,0,755,80,46,69,118,170,113,111,29,6,742,988,610,789,1893,2456,1871,1259,379,91,10344
POA4521,3,11,44,66,73,62,22,3,3,296,3,0,30,66,65,34,19,3,0,215,0,3,32,80,84,40,10,0,0,260,0,0,18,44,54,14,7,0,0,140,0,0,19,85,74,48,10,0,0,233,0,0,9,31,54,26,13,3,0,136,40,11,39,85,65,57,47,27,9,372,267,182,368,739,801,666,503,166,45,3735
POA4550,0,18,55,58,78,46,18,0,0,274,0,4,20,38,34,45,4,0,0,153,0,4,22,33,44,31,9,3,0,156,0,0,16,30,24,16,5,3,0,92,0,0,21,29,19,20,3,0,0,87,0,0,3,4,18,7,7,0,0,45,37,25,45,44,45,53,39,13,5,320,281,249,460,554,626,657,442,170,45,3484
POA4551,17,150,707,772,850,633,339,138,53,3652,4,66,447,591,607,377,172,45,11,2311,0,25,363,548,568,340,99,21,15,1968,3,17,168,333,378,184,62,20,4,1180,0,11,217,489,467,273,94,33,15,1601,0,5,75,233,269,174,70,33,17,873,239,180,372,397,494,433,552,464,427,3557,3439,2501,5479,6903,7468,7039,7366,4384,1951,46536
POA4552,3,9,29,64,106,113,90,29,6,448,0,3,18,44,55,70,61,10,3,262,0,0,18,50,81,89,25,8,0,275,0,0,10,22,46,52,20,8,0,152,0,0,18,43,67,48,32,3,3,212,0,3,6,31,52,33,23,9,0,156,38,21,30,47,73,121,121,66,64,581,378,266,444,810,1182,1571,1687,707,221,7270
POA4553,4,22,52,108,109,72,25,3,0,394,0,10,42,72,77,45,17,0,0,269,0,3,28,71,72,38,3,3,0,219,0,3,23,41,51,30,3,0,0,146,0,3,19,65,77,27,4,0,0,204,0,0,8,35,34,14,3,3,0,106,58,16,51,59,54,57,21,16,8,342,414,292,527,887,963,790,509,200,54,4636
POA4554,0,0,13,29,32,32,18,0,0,124,0,0,10,18,20,16,3,0,0,72,0,0,12,12,18,14,6,0,0,64,0,0,4,4,16,12,0,0,0,45,0,0,10,12,21,19,4,0,0,61,0,0,3,9,14,8,4,0,0,44,20,15,13,20,18,30,14,6,3,141,107,83,160,281,312,323,178,52,22,1525
POA4555,0,21,83,105,134,87,28,15,0,472,0,13,48,80,87,66,13,0,0,301,0,0,24,65,79,41,13,5,0,231,0,3,12,48,48,28,3,0,0,139,0,0,18,62,82,26,4,0,0,200,0,0,4,39,40,19,10,0,0,114,31,23,29,51,79,65,51,53,63,444,451,282,601,910,1079,902,744,373,171,5514
POA4556,6,133,509,563,628,477,233,106,51,2708,0,56,351,454,507,333,141,52,22,1923,4,18,260,437,532,331,99,35,18,1729,0,7,146,307,339,187,49,23,14,1076,0,14,208,380,534,273,75,19,7,1512,3,5,72,303,360,211,74,25,10,1069,237,204,306,311,354,312,324,350,345,2745,3174,2574,4252,5192,5942,5053,4595,3066,1429,35294
POA4557,3,92,333,314,335,199,66,19,10,1378,0,43,232,243,179,141,69,17,3,931,0,18,150,203,200,133,27,15,3,748,0,10,97,142,125,78,17,4,0,472,0,7,133,194,170,114,28,12,0,651,0,3,53,86,120,68,26,9,0,370,107,131,245,198,217,190,141,99,46,1369,1210,1460,2747,2634,2605,2260,1602,671,220,15400
POA4558,0,116,382,262,263,233,118,50,15,1447,0,31,220,146,157,146,70,16,4,795,0,23,148,150,130,126,40,10,5,631,0,3,80,99,107,66,24,3,4,392,0,6,94,107,126,95,35,5,0,463,0,3,43,51,71,50,28,17,4,265,78,131,249,178,213,257,263,249,221,1841,802,1363,2865,2128,2346,2750,2402,1530,684,16869
POA4559,3,22,67,91,110,66,47,12,3,423,0,5,45,54,90,37,9,7,3,261,0,5,31,63,68,41,13,0,0,214,0,0,18,42,48,39,5,4,3,155,0,0,16,44,57,30,10,0,0,161,0,3,14,32,40,17,11,0,0,109,31,24,38,58,70,79,77,46,28,455,395,286,548,837,988,875,677,300,117,5021
POA4560,7,83,419,451,499,395,171,48,14,2085,0,42,250,293,297,245,86,16,4,1235,0,21,180,250,268,168,55,7,6,959,0,13,101,140,157,126,21,13,3,577,0,6,117,168,191,142,47,9,3,695,6,8,23,62,101,76,23,9,3,316,152,134,256,291,321,313,325,303,297,2390,1756,1527,3469,3823,4268,4296,3820,2088,891,25933
POA4561,4,28,73,100,109,118,27,3,3,465,0,13,41,84,86,81,22,5,3,337,0,3,34,75,89,55,9,0,0,268,0,3,26,50,43,33,10,3,0,157,0,0,23,45,49,39,11,5,0,180,0,0,5,30,36,20,11,0,0,111,42,27,71,69,74,98,76,20,6,478,427,371,700,939,1134,1134,753,277,68,5812
POA4562,0,20,61,103,158,113,59,7,3,534,0,7,21,71,118,71,30,11,0,336,0,0,30,73,100,44,22,0,3,275,0,3,11,40,67,41,16,3,0,181,0,0,14,52,79,49,27,0,0,232,0,0,9,56,78,28,23,0,3,200,36,20,46,88,109,98,92,36,7,525,490,287,504,1048,1480,1263,998,292,74,6427
POA4563,4,10,65,110,123,122,48,13,6,504,0,3,35,67,94,53,29,8,0,303,0,0,30,61,78,79,30,6,0,287,0,3,15,27,49,36,17,3,0,151,0,0,9,50,67,46,26,5,0,199,0,0,7,24,27,37,18,6,0,119,42,27,45,68,87,103,90,63,49,578,486,279,606,1001,1314,1422,1178,516,164,6975
POA4564,3,29,136,147,170,145,75,26,8,732,0,9,94,112,167,91,40,14,3,525,0,6,65,84,132,87,19,8,0,400,0,3,19,66,71,45,21,3,0,234,0,3,30,73,111,55,14,8,0,288,7,4,12,48,66,40,12,3,3,194,42,47,78,92,107,103,90,39,14,623,624,563,1085,1293,1688,1566,1294,558,134,8802
POA4565,0,25,132,187,216,173,99,37,13,883,0,8,63,110,127,99,46,14,3,479,0,3,44,110,118,86,27,5,4,408,0,0,15,60,63,33,14,8,0,203,0,0,25,63,73,49,19,4,0,237,0,0,18,34,39,34,17,8,4,149,59,36,74,115,152,156,211,179,243,1230,791,538,1088,1620,2054,2178,2204,1130,593,12207
POA4566,0,15,58,93,100,114,109,37,11,524,0,9,36,74,72,77,45,17,4,338,0,4,20,66,79,92,51,18,3,328,0,0,13,43,39,46,29,13,3,188,0,0,24,37,76,70,41,9,6,264,0,0,12,39,60,61,40,11,3,235,26,29,43,68,88,119,128,72,47,614,399,267,531,841,1096,1343,1509,779,291,7049
POA4567,4,26,91,134,210,161,95,25,11,755,0,9,69,93,126,118,66,20,3,494,0,4,51,94,135,90,53,15,5,451,0,0,24,40,105,67,32,9,3,281,0,0,33,94,133,90,72,17,4,444,0,3,10,87,117,98,99,21,8,449,61,35,68,131,139,136,131,50,28,774,631,408,944,1337,1782,1796,1582,618,213,9304
POA4568,0,10,34,56,72,53,20,7,0,243,0,0,9,40,35,26,13,0,0,123,0,0,20,27,26,16,3,0,0,96,0,0,4,25,16,16,0,0,0,67,0,3,9,28,28,13,4,0,0,85,0,0,0,12,15,11,4,3,0,47,20,9,18,42,33,47,40,24,11,242,198,129,258,466,582,613,467,177,38,2924
POA4569,0,0,21,30,31,20,5,0,0,108,0,0,3,20,15,13,0,0,0,58,0,0,5,10,25,3,3,0,0,42,0,0,0,3,5,9,0,0,0,25,0,0,5,4,7,5,0,0,0,25,0,0,0,5,4,0,0,0,0,17,4,7,3,20,27,24,22,7,5,124,69,40,122,236,285,275,162,81,25,1296
POA4570,6,105,359,429,532,439,172,58,23,2130,3,46,232,296,348,259,83,12,3,1288,0,21,167,232,300,216,43,17,6,1006,0,8,86,151,210,140,25,5,0,622,0,22,92,190,212,143,40,5,3,707,3,6,30,74,111,66,29,13,4,338,289,146,365,398,602,615,613,404,233,3663,2524,1927,4001,4625,6113,6426,5435,2490,887,34427
POA4571,0,0,3,3,7,16,0,3,0,33,0,0,0,3,7,7,0,0,0,13,0,0,0,6,15,7,0,0,0,22,0,0,0,3,0,5,0,0,0,9,0,0,0,5,5,3,0,0,0,15,0,0,3,3,0,5,0,0,0,16,9,0,7,17,23,18,19,13,0,106,38,20,37,98,137,171,118,47,0,659
POA4572,0,19,75,37,72,65,25,6,10,318,0,12,73,35,47,36,18,0,4,226,0,3,61,37,46,40,13,3,0,201,0,0,16,20,31,25,11,7,0,105,0,0,41,31,64,34,16,3,3,191,0,0,15,33,38,22,12,3,0,113,25,32,58,45,50,59,53,77,87,478,226,252,669,413,586,565,383,238,214,3546
POA4573,0,69,365,434,434,309,147,47,16,1818,0,36,207,344,306,210,82,19,3,1208,0,5,162,327,287,184,54,16,3,1045,0,9,86,210,176,106,35,5,7,636,0,5,128,282,244,134,39,10,0,852,0,0,49,166,168,82,33,11,6,515,137,90,225,311,258,228,220,181,185,1834,1477,1046,2728,4039,3768,3256,2513,1313,538,20684
POA4574,0,0,8,19,19,12,4,5,0,67,0,0,10,6,11,13,4,0,0,43,0,0,7,4,7,11,6,0,0,32,0,0,0,9,11,3,4,0,0,27,0,0,0,6,10,3,0,0,0,26,0,0,3,3,10,7,0,0,0,22,9,0,8,15,21,17,24,3,0,92,42,35,106,153,222,247,189,56,20,1078
POA4575,3,110,360,342,333,256,115,47,20,1601,0,47,227,220,247,196,70,25,9,1043,0,15,193,250,254,184,49,23,5,974,0,11,120,165,169,94,36,15,3,614,0,8,158,248,262,146,44,14,3,889,0,0,45,188,187,147,62,10,8,657,88,119,189,227,237,222,216,170,147,1608,1349,1338,2670,3078,3233,3041,2615,1552,667,19546
POA4580,0,0,15,30,23,31,35,4,3,144,0,3,6,23,9,19,11,3,0,77,0,0,3,9,14,15,4,3,3,58,0,0,0,9,11,15,5,0,0,37,0,0,8,3,13,10,3,0,0,42,0,0,4,6,6,3,7,0,0,26,32,12,28,25,57,98,131,82,34,497,166,127,243,337,554,960,1305,487,121,4292
POA4581,0,8,18,12,19,12,7,0,0,80,0,0,6,3,8,5,6,0,0,32,0,0,3,3,12,13,3,3,0,37,0,0,0,5,8,8,0,4,0,27,0,0,3,3,3,15,0,0,0,23,0,0,0,0,4,3,3,0,0,14,12,30,33,29,38,59,45,11,0,268,57,94,153,160,208,287,264,87,14,1327
POA4600,0,0,8,8,11,7,3,0,0,41,0,0,0,5,4,7,3,0,0,20,0,0,4,4,4,0,0,0,0,16,0,0,0,3,8,9,4,3,0,20,0,0,0,3,7,3,0,0,0,18,0,0,0,0,3,0,0,0,0,0,8,4,4,4,8,19,9,4,0,62,45,29,76,75,138,187,131,51,13,742
POA4601,0,9,7,14,12,12,4,3,0,59,0,0,9,3,11,5,3,0,0,27,0,0,0,7,4,0,0,0,0,16,0,0,3,0,3,0,0,0,0,10,0,0,0,3,3,6,0,0,0,12,0,0,0,0,0,3,0,6,0,15,0,8,6,9,20,16,26,16,0,98,60,47,85,124,158,187,192,83,6,947
POA4605,0,7,35,47,62,28,6,3,0,189,0,4,20,11,21,26,7,0,0,99,0,0,11,23,24,20,5,0,0,83,0,0,10,9,14,8,0,0,0,48,0,0,3,11,11,10,3,0,0,39,0,0,6,3,7,10,5,0,0,30,43,47,41,46,60,40,60,47,13,390,348,286,463,520,607,550,521,272,106,3667
POA4606,0,4,25,19,37,23,13,0,3,122,0,6,18,17,21,14,5,0,0,77,0,0,11,8,14,10,0,0,0,45,0,0,6,13,10,0,0,0,0,24,0,0,4,15,11,5,3,0,0,36,0,0,3,0,9,5,3,0,0,18,15,7,18,16,34,29,49,32,12,212,127,104,195,212,337,311,408,229,85,2007
POA4608,0,3,9,10,11,11,4,4,0,63,0,0,4,4,3,10,3,0,0,24,0,0,3,9,3,5,0,0,0,20,0,0,7,0,0,4,0,0,0,15,0,0,7,7,8,7,0,0,0,21,0,0,0,0,0,3,0,0,5,4,5,5,8,14,16,12,16,4,4,89,45,30,72,97,140,159,146,50,12,753
POA4610,3,79,186,184,172,141,55,29,4,848,4,33,96,99,119,91,19,6,4,475,0,9,90,100,93,85,10,3,0,396,0,8,38,72,70,53,13,0,0,253,0,12,69,114,133,74,11,4,3,421,0,0,28,37,43,35,9,4,0,162,130,66,104,128,159,149,139,101,39,1027,909,857,1604,1751,1882,1955,1652,835,335,11774
