POA_CODE_2016,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_H_or_W_in_RM_0_14,P_H_or_W_in_RM_15_24,P_H_or_W_in_RM_25_34,P_H_or_W_in_RM_35_44,P_H_or_W_in_RM_45_54,P_H_or_W_in_RM_55_64,P_H_or_W_in_RM_65_74,P_H_or_W_in_RM_75_84,P_H_or_W_in_RM_85ov,P_H_or_W_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
POA4065,..,82,81,13,12,10,5,6,0,214,..,21,35,33,39,80,75,68,44,397,15,23,25,9,6,8,3,8,0,102,979,620,497,764,726,471,299,157,70,4577,..,3,285,972,1008,566,359,134,18,3355,..,40,228,175,140,85,30,3,0,708,..,0,15,60,109,44,24,14,10,280,1999,..,..,..,..,..,..,..,..,1999,..,615,..,..,..,..,..,..,..,615,..,173,87,39,15,12,3,0,0,333,..,50,17,8,14,14,18,8,12,143,..,40,39,11,5,3,0,0,0,103,..,188,177,39,21,14,11,8,0,460,..,25,75,67,87,119,110,84,61,620,27,42,49,19,14,19,6,10,3,180,2020,1181,970,1393,1425,883,562,264,103,8804
POA4066,..,868,413,67,29,21,13,3,0,1417,..,105,192,137,113,134,159,87,50,991,15,95,71,14,13,10,11,5,3,241,901,1885,1801,982,728,626,458,194,77,7651,..,57,957,1032,827,710,479,195,21,4274,..,342,824,264,127,69,30,8,0,1660,..,3,23,79,104,67,19,15,18,333,1754,..,..,..,..,..,..,..,..,1754,..,545,..,..,..,..,..,..,..,545,..,142,118,35,19,13,3,0,0,331,..,282,132,24,15,19,18,10,3,516,..,191,135,19,11,3,5,0,0,364,..,1546,892,140,67,43,22,11,0,2729,..,208,402,307,236,226,252,124,62,1814,26,160,140,37,26,17,18,3,3,426,1781,3462,3615,1928,1445,1175,854,362,112,14738
POA4067,..,1213,274,32,6,10,6,3,0,1550,..,65,59,36,28,64,81,75,36,445,5,52,22,9,10,3,8,0,0,114,497,1796,827,476,332,329,279,151,71,4760,..,12,446,591,393,396,363,154,51,2413,..,125,228,78,44,39,22,4,0,544,..,4,18,37,71,29,14,6,6,175,997,..,..,..,..,..,..,..,..,997,..,315,..,..,..,..,..,..,..,315,..,66,60,29,11,3,3,0,0,166,..,191,54,10,14,21,11,5,9,306,..,170,103,18,4,3,0,0,0,297,..,2262,687,72,21,16,8,3,0,3072,..,145,144,77,53,110,112,92,39,781,9,116,50,17,17,10,5,3,3,228,1001,3400,1779,930,621,622,542,269,111,9291
POA4068,..,1040,411,60,20,28,22,7,0,1588,..,98,170,155,112,171,234,172,164,1277,17,110,61,17,11,25,18,7,9,272,1515,2516,2002,1450,1218,1042,803,403,252,11207,..,61,1209,1801,1477,1258,932,419,124,7285,..,351,841,294,167,114,49,3,0,1824,..,10,34,130,236,139,31,30,34,643,3209,..,..,..,..,..,..,..,..,3209,..,1192,..,..,..,..,..,..,..,1192,..,297,233,73,55,29,4,0,0,684,..,327,148,34,24,33,27,21,14,624,..,253,136,28,10,10,4,0,0,439,..,2052,948,140,45,56,36,14,3,3294,..,203,373,337,259,302,328,228,214,2238,23,188,115,41,28,34,30,19,16,500,3233,4921,4039,2879,2294,1972,1452,740,400,21938
POA4069,..,93,60,25,22,33,26,7,0,276,..,32,41,39,74,157,261,251,138,991,29,52,35,15,25,23,15,17,9,218,3152,2145,1175,2302,2645,2048,1546,779,279,16074,..,19,883,3167,3928,2975,2361,964,199,14499,..,107,306,379,339,199,89,23,0,1439,..,13,49,202,357,178,74,50,44,960,6549,..,..,..,..,..,..,..,..,6549,..,2797,..,..,..,..,..,..,..,2797,..,848,549,152,87,40,12,0,0,1687,..,129,75,28,23,50,84,65,52,503,..,146,110,54,22,18,9,4,0,371,..,239,196,74,50,65,48,20,0,692,..,58,91,99,159,249,358,324,188,1531,74,106,68,38,48,50,35,22,14,453,6622,4460,2318,4194,5016,3834,3064,1465,500,31476
POA4070,..,15,10,4,3,11,5,0,0,56,..,9,16,19,25,49,67,58,22,267,14,20,19,3,8,11,5,5,0,77,1224,764,563,915,902,577,449,219,61,5673,..,20,480,1251,1332,881,662,296,48,4970,..,57,198,165,107,51,14,0,0,604,..,9,33,110,166,60,27,15,10,424,2543,..,..,..,..,..,..,..,..,2543,..,894,..,..,..,..,..,..,..,894,..,393,180,43,18,6,3,0,0,649,..,56,24,8,15,14,27,26,17,189,..,52,19,14,3,10,0,0,0,95,..,36,30,12,13,29,14,0,0,130,..,21,42,48,61,73,93,78,29,442,30,38,25,14,19,14,15,9,0,156,2571,1565,1035,1662,1738,1133,851,427,105,11094
POA4072,..,0,0,0,0,0,0,0,0,0,..,0,0,0,5,0,0,0,0,6,0,15,0,0,0,0,0,0,0,15,0,15,3,0,5,0,3,0,0,26,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,5,5,0,0,0,7,0,29,0,0,0,0,0,0,0,29,0,29,3,0,5,5,3,0,0,36
POA4073,..,17,11,13,6,11,3,0,0,57,..,5,13,31,28,56,57,46,24,263,15,14,6,6,5,8,8,3,0,57,918,532,453,740,714,527,316,140,50,4388,..,14,426,1042,1027,786,459,157,33,3938,..,29,114,127,96,66,9,0,0,445,..,3,18,67,75,43,22,8,13,256,1878,..,..,..,..,..,..,..,..,1878,..,647,..,..,..,..,..,..,..,647,..,205,164,46,29,12,0,0,0,457,..,35,35,7,11,14,20,23,14,160,..,36,13,10,6,3,0,0,0,67,..,23,32,16,14,22,7,5,0,112,..,13,32,52,54,87,73,59,24,404,37,18,17,12,12,13,4,3,0,120,1910,1028,849,1390,1321,1043,600,260,84,8490
POA4074,..,54,52,22,27,33,22,7,3,219,..,9,49,53,83,151,193,138,68,745,27,45,28,13,11,35,23,7,9,198,2139,1399,1443,1666,1687,1533,1087,409,151,11516,..,37,1224,2231,2232,2161,1603,460,84,10041,..,115,512,331,253,124,61,7,0,1403,..,14,78,195,284,159,66,47,23,860,4443,..,..,..,..,..,..,..,..,4443,..,1520,..,..,..,..,..,..,..,1520,..,707,512,153,73,32,6,0,0,1485,..,142,85,39,30,59,61,61,43,511,..,123,55,25,26,14,4,0,0,250,..,130,150,56,57,51,43,12,3,512,..,26,135,137,176,247,279,187,94,1269,43,79,57,44,35,48,39,6,11,372,4486,2884,2814,3211,3156,2903,2165,783,258,22662
POA4075,..,158,142,24,32,28,19,8,0,411,..,42,96,92,102,189,243,178,136,1083,22,52,37,20,20,21,23,10,10,221,2295,1395,1613,1678,1523,1106,859,434,247,11149,..,43,1325,2231,1942,1347,965,409,129,8391,..,171,643,373,249,127,35,7,0,1606,..,5,50,187,273,141,68,35,43,807,4599,..,..,..,..,..,..,..,..,4599,..,1334,..,..,..,..,..,..,..,1334,..,500,304,95,71,41,9,0,0,1020,..,158,106,23,36,62,58,38,16,490,..,108,87,33,25,13,4,0,0,275,..,288,311,79,68,62,28,18,3,865,..,72,215,231,214,314,349,237,190,1824,53,97,78,38,42,39,31,12,5,411,4646,2784,3115,3289,2923,2144,1557,765,392,21624
POA4076,..,20,15,8,19,7,5,0,0,68,..,4,13,16,17,40,30,27,15,167,9,8,12,4,8,7,3,3,3,54,409,328,413,295,267,226,139,94,37,2206,..,39,340,362,267,232,145,77,14,1475,..,66,139,64,45,27,8,3,0,345,..,9,36,52,53,48,15,12,13,232,854,..,..,..,..,..,..,..,..,854,..,229,..,..,..,..,..,..,..,229,..,155,108,33,19,15,3,0,0,337,..,40,49,29,24,32,25,27,7,222,..,38,40,10,13,16,0,0,0,118,..,60,59,33,37,21,14,3,0,230,..,15,51,66,53,85,67,35,26,388,14,20,22,16,20,15,10,10,4,135,876,666,843,662,524,490,278,158,58,4566
POA4077,..,82,84,36,62,55,33,16,0,373,..,26,61,70,112,199,286,288,141,1197,87,80,63,35,29,25,22,11,7,355,3169,2133,2317,1848,1710,1356,982,663,264,14446,..,208,1877,1987,1813,1380,882,491,133,8786,..,223,536,299,253,127,57,12,0,1505,..,116,300,494,478,298,132,84,45,1951,6232,..,..,..,..,..,..,..,..,6232,..,1703,..,..,..,..,..,..,..,1703,..,1057,678,233,150,55,11,0,0,2181,..,411,219,85,141,189,105,96,36,1280,..,191,160,87,89,43,30,5,3,612,..,182,211,116,147,136,72,25,8,885,..,58,181,227,336,408,440,388,194,2227,162,141,130,86,59,62,34,24,15,714,6396,4297,4303,3619,3460,2693,1760,1121,437,28074
POA4078,..,48,59,40,32,42,22,5,0,239,..,17,63,92,158,207,227,117,34,916,45,51,30,30,24,17,21,10,3,230,2733,1684,1715,1998,2017,1284,826,354,82,12686,..,77,1433,2345,2417,1573,948,371,51,9213,..,219,580,432,264,112,50,3,0,1657,..,24,190,368,412,200,57,27,14,1293,5464,..,..,..,..,..,..,..,..,5464,..,1607,..,..,..,..,..,..,..,1607,..,999,493,134,59,27,4,0,0,1716,..,156,128,48,78,101,81,62,29,690,..,146,92,41,36,22,4,0,0,344,..,88,140,76,81,62,40,7,0,496,..,35,142,186,287,305,293,162,45,1459,101,89,93,54,42,34,32,14,6,465,5560,3454,3286,3685,3681,2432,1503,646,148,24399
POA4101,..,544,563,116,31,48,14,4,4,1323,..,117,291,231,172,190,170,115,56,1332,24,74,95,41,24,23,23,10,11,321,1134,1739,2344,1558,1203,868,510,262,116,9738,..,61,868,1326,1197,903,504,231,59,5147,..,369,1235,470,313,144,64,12,3,2605,..,6,38,195,237,105,38,28,22,671,2296,..,..,..,..,..,..,..,..,2296,..,884,..,..,..,..,..,..,..,884,..,262,157,56,37,33,3,0,0,542,..,225,131,36,14,39,29,20,17,511,..,188,252,49,27,16,4,0,0,534,..,1093,1229,292,105,86,32,13,7,2851,..,238,664,503,431,389,303,186,85,2793,44,145,163,76,65,40,31,16,11,576,2338,3454,4727,3007,2420,1750,1003,508,200,19416
POA4102,..,264,196,29,13,18,3,3,0,527,..,45,93,64,42,43,53,30,18,394,3,36,32,14,9,7,6,0,0,107,387,709,869,432,332,240,133,92,27,3222,..,30,414,388,335,211,119,66,15,1568,..,160,383,159,83,32,21,0,0,834,..,0,15,49,66,41,22,12,10,217,791,..,..,..,..,..,..,..,..,791,..,230,..,..,..,..,..,..,..,230,..,76,53,29,19,12,3,0,0,197,..,73,68,11,7,21,10,12,3,216,..,112,156,19,10,5,0,0,0,309,..,569,491,86,34,27,15,4,0,1229,..,79,192,129,122,128,130,63,31,885,14,60,60,34,19,9,3,3,0,203,800,1388,1827,900,697,495,333,163,54,6667
POA4103,..,498,331,62,30,22,10,3,0,959,..,60,152,118,134,140,124,74,46,841,13,54,54,21,14,10,8,6,3,186,851,1350,1626,935,756,583,301,169,82,6655,..,58,862,939,704,555,232,113,33,3498,..,254,705,318,215,99,31,3,0,1624,..,18,34,100,148,82,34,31,11,450,1669,..,..,..,..,..,..,..,..,1669,..,486,..,..,..,..,..,..,..,486,..,234,159,46,38,9,4,0,0,491,..,187,134,27,24,33,18,22,14,451,..,182,174,33,20,9,5,0,0,421,..,965,783,161,81,65,15,5,0,2078,..,100,294,263,268,285,212,109,64,1593,21,111,98,39,27,19,16,11,5,345,1692,2586,3245,1932,1521,1157,564,290,132,13110
POA4104,..,120,80,19,4,14,6,5,0,252,..,16,49,50,60,68,78,80,56,460,12,26,17,3,13,10,10,5,3,85,415,469,516,391,424,309,219,170,92,3012,..,13,322,449,489,340,221,146,63,2051,..,67,218,91,56,51,11,3,0,506,..,3,17,39,61,28,19,8,12,183,822,..,..,..,..,..,..,..,..,822,..,345,..,..,..,..,..,..,..,345,..,91,58,21,9,5,0,0,0,195,..,68,44,7,9,17,7,10,6,169,..,40,32,6,8,3,0,0,0,89,..,241,165,42,19,28,12,9,0,516,..,35,105,110,120,124,123,119,60,795,14,51,32,14,19,18,9,5,7,179,839,961,991,789,797,616,415,300,146,5859
POA4105,..,152,126,45,26,18,6,3,0,377,..,19,93,85,103,146,133,115,68,768,11,29,21,7,20,12,8,12,0,123,1025,862,1143,963,834,620,407,262,124,6247,..,42,826,1093,909,619,432,228,49,4194,..,185,535,286,199,107,29,4,0,1342,..,16,42,103,138,84,26,27,20,463,2122,..,..,..,..,..,..,..,..,2122,..,562,..,..,..,..,..,..,..,562,..,273,160,48,39,22,0,0,0,543,..,108,71,24,39,34,27,24,16,350,..,82,87,27,13,12,0,0,0,222,..,328,329,119,84,63,19,3,3,950,..,57,191,187,238,272,239,157,95,1421,32,56,70,24,33,29,9,13,0,278,2158,1708,2305,1917,1696,1240,784,456,187,12450
POA4106,..,18,26,7,4,3,0,0,0,54,..,3,8,9,12,5,3,6,4,59,0,8,8,0,3,0,0,0,0,22,101,100,142,91,86,52,28,20,9,631,..,11,101,87,72,40,28,15,3,365,..,28,55,26,21,11,0,0,0,149,..,4,7,19,22,12,10,3,3,73,237,..,..,..,..,..,..,..,..,237,..,59,..,..,..,..,..,..,..,59,..,28,20,10,3,3,0,0,0,55,..,19,15,3,4,10,3,11,0,67,..,13,9,9,4,0,3,0,0,37,..,43,61,25,23,21,5,4,0,176,..,8,30,23,26,26,20,9,9,151,0,7,6,10,10,3,0,3,0,43,240,212,298,212,195,128,68,43,22,1410
POA4107,..,77,47,15,14,15,4,0,0,172,..,8,20,24,34,46,42,60,36,271,7,13,5,0,3,9,7,0,3,41,574,336,526,470,352,248,154,155,65,2883,..,12,405,623,380,253,148,139,30,1984,..,43,193,107,80,33,8,0,0,465,..,4,35,50,81,36,21,20,17,271,1123,..,..,..,..,..,..,..,..,1123,..,198,..,..,..,..,..,..,..,198,..,147,70,38,41,25,0,0,0,321,..,59,29,13,12,29,15,23,4,186,..,76,75,18,8,3,0,0,0,181,..,162,155,60,34,35,10,3,0,466,..,23,51,56,78,77,67,78,45,478,15,21,25,13,13,7,4,3,3,108,1139,744,1037,975,733,505,276,264,100,5771
POA4108,..,103,79,12,17,9,4,4,0,228,..,12,27,22,27,47,45,52,25,263,9,21,14,3,7,3,8,3,4,61,409,451,575,340,332,258,188,131,46,2737,..,29,464,411,314,248,204,104,11,1785,..,69,149,62,56,35,14,5,0,393,..,3,22,53,74,49,23,19,4,257,835,..,..,..,..,..,..,..,..,835,..,245,..,..,..,..,..,..,..,245,..,133,106,38,27,4,0,0,0,321,..,70,43,14,13,22,21,15,8,212,..,79,112,20,15,8,4,0,0,248,..,231,228,63,44,29,13,9,0,612,..,24,73,57,81,96,70,68,39,501,16,32,31,10,12,8,10,8,4,139,855,925,1235,726,641,506,366,225,72,5551
POA4109,..,707,590,91,76,59,36,13,4,1574,..,47,84,71,81,146,255,273,184,1134,30,93,91,37,21,28,26,16,10,362,2621,3035,3311,2219,1954,1929,1542,807,353,17782,..,110,2221,2695,2390,2415,2136,850,188,13009,..,271,608,279,194,121,56,14,6,1553,..,26,122,344,360,286,117,94,61,1404,5273,..,..,..,..,..,..,..,..,5273,..,1866,..,..,..,..,..,..,..,1866,..,860,817,311,158,63,17,0,0,2231,..,424,297,87,91,172,114,98,58,1339,..,951,905,177,97,54,27,7,3,2217,..,1495,1504,269,151,116,66,31,4,3631,..,108,236,192,217,280,412,358,238,2048,62,180,193,83,56,55,50,24,17,721,5334,6292,6907,4428,3718,3574,2996,1486,576,35306
POA4110,..,41,21,16,23,15,13,3,0,129,..,6,25,36,48,69,83,51,31,356,40,33,26,10,9,12,4,4,4,139,1034,725,846,701,670,486,351,180,61,5063,..,61,736,821,696,534,370,169,23,3411,..,84,285,138,119,65,26,0,0,719,..,25,85,153,166,89,47,38,21,620,2099,..,..,..,..,..,..,..,..,2099,..,549,..,..,..,..,..,..,..,549,..,398,202,65,60,21,3,0,0,758,..,125,75,31,34,48,38,34,7,390,..,75,66,20,24,10,7,3,0,217,..,89,114,56,58,37,36,9,5,403,..,21,74,90,116,139,117,86,42,677,64,53,52,33,28,26,5,14,4,264,2159,1479,1705,1398,1296,966,659,338,104,10107
POA4111,..,3,5,3,0,0,0,0,0,15,..,3,3,10,6,6,6,6,0,48,0,8,3,0,0,0,3,0,0,23,49,59,56,60,49,35,38,14,4,360,..,3,55,55,58,39,55,10,3,270,..,12,28,15,8,0,0,0,0,68,..,0,0,5,12,4,3,0,0,24,115,..,..,..,..,..,..,..,..,115,..,32,..,..,..,..,..,..,..,32,..,8,6,10,3,0,0,0,0,28,..,10,3,0,0,3,0,0,0,18,..,3,3,0,0,0,0,0,0,13,..,8,20,4,4,3,3,0,0,50,..,3,7,17,12,10,9,13,0,83,0,18,7,0,0,4,3,0,0,28,117,99,126,110,102,68,77,19,9,726
POA4112,..,11,21,14,7,6,0,0,0,59,..,6,10,20,9,33,30,11,10,128,8,10,8,3,0,10,8,3,0,52,975,583,575,578,499,395,243,81,25,3949,..,41,627,880,764,595,371,108,21,3405,..,24,75,54,34,26,9,0,0,225,..,4,30,57,93,42,26,11,7,265,1874,..,..,..,..,..,..,..,..,1874,..,630,..,..,..,..,..,..,..,630,..,258,151,50,26,7,0,0,0,484,..,82,33,19,10,22,31,16,8,230,..,63,57,19,5,8,4,0,0,157,..,41,73,27,12,14,4,0,0,177,..,14,28,40,30,51,52,29,12,257,20,28,24,9,0,10,9,3,0,105,1897,1182,1105,1153,980,775,514,162,43,7811
POA4113,..,266,302,59,32,26,9,3,0,711,..,28,103,83,111,164,177,100,59,835,27,31,51,23,23,16,19,21,6,215,2560,2033,2895,2050,1625,1559,908,425,140,14196,..,161,2586,2796,2045,2008,1223,493,80,11395,..,234,583,247,167,89,33,18,0,1370,..,34,126,262,312,213,74,43,27,1090,5086,..,..,..,..,..,..,..,..,5086,..,1549,..,..,..,..,..,..,..,1549,..,705,596,181,77,34,7,0,0,1597,..,347,275,65,83,133,98,69,34,1102,..,515,634,103,37,28,13,0,0,1333,..,663,774,141,90,62,30,6,0,1778,..,72,242,226,248,288,268,145,93,1581,52,86,116,65,38,36,33,25,5,460,5136,4362,5927,4085,3098,2894,1778,807,246,28339
POA4114,..,67,83,54,76,61,36,11,0,385,..,42,59,90,158,223,282,148,34,1036,76,83,58,39,36,37,22,11,3,361,3174,2071,1931,1661,1557,1308,1064,384,86,13247,..,216,1373,1452,1284,1221,1066,319,53,6991,..,294,499,425,290,167,67,15,0,1754,..,164,422,504,443,259,156,81,23,2040,6381,..,..,..,..,..,..,..,..,6381,..,1390,..,..,..,..,..,..,..,1390,..,1165,580,229,129,38,6,0,0,2152,..,342,169,83,138,176,131,61,25,1131,..,206,145,106,68,40,21,3,0,590,..,279,364,232,202,147,78,29,0,1343,..,80,193,284,407,491,483,243,66,2250,150,152,154,105,88,54,40,21,3,764,6528,4298,3904,3419,3036,2592,2051,771,176,26782
POA4115,..,48,69,23,24,15,13,6,0,202,..,14,42,37,41,86,99,68,33,421,19,37,25,17,14,16,9,3,0,136,1923,1150,1466,1413,1315,1046,580,248,74,9215,..,50,1381,1971,1792,1437,836,273,50,7791,..,114,376,236,174,81,40,3,0,1018,..,21,105,186,216,104,46,25,13,716,4005,..,..,..,..,..,..,..,..,4005,..,1049,..,..,..,..,..,..,..,1049,..,727,399,106,48,15,3,0,0,1298,..,139,108,49,36,98,60,38,18,552,..,114,146,43,22,19,6,0,0,351,..,97,180,55,47,33,27,6,0,454,..,23,97,106,103,154,157,85,49,787,45,66,55,33,28,29,16,7,0,283,4049,2398,2844,2786,2468,1981,1190,443,144,18307
POA4116,..,125,172,39,13,13,14,3,0,380,..,23,93,67,44,83,90,65,15,471,34,52,51,19,8,27,14,5,3,211,2597,1721,2515,1948,1534,1277,677,267,67,12599,..,115,2311,2758,2166,1799,1002,332,42,10521,..,168,533,252,147,97,29,0,0,1233,..,15,134,228,272,160,50,26,17,905,5201,..,..,..,..,..,..,..,..,5201,..,1550,..,..,..,..,..,..,..,1550,..,764,638,150,60,30,6,0,0,1636,..,277,183,47,58,123,93,63,26,871,..,223,286,55,34,19,5,4,0,623,..,275,388,89,37,39,16,5,0,846,..,45,187,134,90,137,122,79,24,812,79,78,90,38,28,38,17,12,3,382,5284,3510,4749,3744,2890,2438,1343,519,113,24583
POA4117,..,3,3,6,0,3,3,0,0,18,..,0,6,0,0,4,5,0,0,17,7,0,4,0,0,3,0,0,0,12,164,71,156,77,72,57,30,11,4,644,..,3,156,126,85,63,46,11,0,488,..,12,53,18,7,8,0,0,0,100,..,4,20,9,19,4,0,3,0,56,343,..,..,..,..,..,..,..,..,343,..,51,..,..,..,..,..,..,..,51,..,41,20,5,9,0,0,0,0,72,..,18,16,3,7,8,9,3,3,59,..,3,4,3,3,0,0,0,0,17,..,9,7,3,4,3,3,0,0,32,..,3,11,7,0,4,5,0,0,39,7,3,4,3,0,6,0,0,0,22,346,145,294,184,136,91,62,23,4,1279
POA4118,..,62,75,33,49,55,23,3,0,301,..,23,46,76,107,162,153,77,38,672,54,74,54,25,38,21,6,8,0,282,3218,2054,2191,2005,2088,1621,818,301,89,14389,..,142,1681,2251,2450,2162,1083,314,48,10131,..,335,944,534,454,195,50,14,4,2524,..,71,300,447,410,218,83,49,25,1606,6518,..,..,..,..,..,..,..,..,6518,..,1510,..,..,..,..,..,..,..,1510,..,1438,597,174,78,37,8,0,0,2332,..,262,148,61,83,117,87,60,31,845,..,164,129,50,57,40,13,0,0,449,..,117,188,100,124,106,44,7,0,686,..,55,175,199,253,313,261,107,48,1407,103,139,118,56,79,48,18,22,0,580,6612,4244,4274,3877,3986,3230,1639,575,148,28594
POA4119,..,16,10,6,6,7,3,0,0,49,..,0,15,16,26,35,36,28,3,156,10,9,12,0,3,9,3,0,0,50,732,355,561,476,375,294,161,75,14,3041,..,47,600,694,503,369,218,64,7,2507,..,40,121,67,47,29,13,0,0,324,..,3,45,60,61,35,11,8,6,235,1406,..,..,..,..,..,..,..,..,1406,..,326,..,..,..,..,..,..,..,326,..,151,120,38,16,8,0,0,0,322,..,60,50,10,19,31,23,8,7,208,..,53,44,15,10,8,3,0,0,128,..,42,45,30,16,10,6,0,0,154,..,18,38,53,49,56,60,34,3,318,18,24,25,6,6,17,3,3,0,104,1424,757,1098,974,728,563,342,123,21,6037
POA4120,..,197,176,42,16,16,11,5,0,453,..,29,117,82,77,116,98,66,45,635,5,17,34,13,13,9,4,4,3,112,548,627,1097,647,447,368,232,123,66,4158,..,44,705,660,454,293,188,64,22,2427,..,166,540,212,92,34,13,3,0,1065,..,7,19,64,72,44,12,12,4,235,1105,..,..,..,..,..,..,..,..,1105,..,273,..,..,..,..,..,..,..,273,..,103,70,27,12,19,0,0,0,234,..,87,80,21,16,24,21,11,3,270,..,94,81,25,6,3,3,0,0,211,..,451,408,93,52,33,24,6,0,1067,..,60,225,171,170,220,173,104,58,1174,19,40,60,34,20,23,9,12,3,222,1119,1322,2183,1315,898,690,451,218,99,8291
POA4121,..,160,172,51,49,41,11,3,0,481,..,39,74,104,148,222,205,203,138,1129,42,59,53,14,22,23,9,12,4,245,2513,1420,1783,1995,1632,1207,763,527,258,12104,..,42,1388,2654,2004,1296,905,488,143,8918,..,186,707,461,330,164,43,11,0,1900,..,12,88,202,267,156,61,76,62,925,5030,..,..,..,..,..,..,..,..,5030,..,1308,..,..,..,..,..,..,..,1308,..,552,301,117,105,80,13,0,0,1169,..,166,123,36,44,76,51,36,27,554,..,154,119,33,24,13,7,0,0,360,..,366,377,119,99,73,28,4,0,1068,..,71,155,211,283,368,321,265,182,1857,69,100,103,50,50,35,26,17,7,449,5094,2956,3365,3886,3208,2249,1444,909,416,23533
