POA_CODE_2016,M_SE_Europe_nfd_0_4,M_SE_Europe_nfd_5_14,M_SE_Europe_nfd_15_24,M_SE_Europe_nfd_25_44,M_SE_Europe_nfd_45_54,M_SE_Europe_nfd_55_64,M_SE_Europe_nfd_65_74,M_SE_Europe_nfd_75_84,M_SE_Europe_nfd_85ov,M_SE_Europe_nfd_Tot,M_Sri_Lanka_0_4,M_Sri_Lanka_5_14,M_Sri_Lanka_15_24,M_Sri_Lanka_25_44,M_Sri_Lanka_45_54,M_Sri_Lanka_55_64,M_Sri_Lanka_65_74,M_Sri_Lanka_75_84,M_Sri_Lanka_85ov,M_Sri_Lanka_Tot,M_Taiwan_0_4,M_Taiwan_5_14,M_Taiwan_15_24,M_Taiwan_25_44,M_Taiwan_45_54,M_Taiwan_55_64,M_Taiwan_65_74,M_Taiwan_75_84,M_Taiwan_85ov,M_Taiwan_Tot,M_Thailand_0_4,M_Thailand_5_14,M_Thailand_15_24,M_Thailand_25_44,M_Thailand_45_54,M_Thailand_55_64,M_Thailand_65_74,M_Thailand_75_84,M_Thailand_85ov,M_Thailand_Tot,M_FYROM_0_4,M_FYROM_5_14,M_FYROM_15_24,M_FYROM_25_44,M_FYROM_45_54,M_FYROM_55_64,M_FYROM_65_74,M_FYROM_75_84,M_FYROM_85ov,M_FYROM_Tot,M_Turkey_0_4,M_Turkey_5_14,M_Turkey_15_24,M_Turkey_25_44,M_Turkey_45_54,M_Turkey_55_64,M_Turkey_65_74,M_Turkey_75_84,M_Turkey_85ov,M_Turkey_Tot,M_USA_0_4,M_USA_5_14,M_USA_15_24,M_USA_25_44,M_USA_45_54,M_USA_55_64,M_USA_65_74,M_USA_75_84,M_USA_85ov,M_USA_Tot,M_Vietnam_0_4,M_Vietnam_5_14,M_Vietnam_15_24,M_Vietnam_25_44,M_Vietnam_45_54,M_Vietnam_55_64,M_Vietnam_65_74,M_Vietnam_75_84,M_Vietnam_85ov,M_Vietnam_Tot,M_Wales_0_4,M_Wales_5_14,M_Wales_15_24,M_Wales_25_44,M_Wales_45_54,M_Wales_55_64,M_Wales_65_74,M_Wales_75_84,M_Wales_85ov,M_Wales_Tot,M_Zimbabwe_0_4,M_Zimbabwe_5_14,M_Zimbabwe_15_24,M_Zimbabwe_25_44,M_Zimbabwe_45_54,M_Zimbabwe_55_64,M_Zimbabwe_65_74,M_Zimbabwe_75_84,M_Zimbabwe_85ov,M_Zimbabwe_Tot,M_Elsewhere_0_4,M_Elsewhere_5_14,M_Elsewhere_15_24,M_Elsewhere_25_44,M_Elsewhere_45_54,M_Elsewhere_55_64,M_Elsewhere_65_74,M_Elsewhere_75_84,M_Elsewhere_85ov,M_Elsewhere_Tot,M_COB_NS_0_4,M_COB_NS_5_14,M_COB_NS_15_24,M_COB_NS_25_44,M_COB_NS_45_54,M_COB_NS_55_64,M_COB_NS_65_74,M_COB_NS_75_84,M_COB_NS_85ov,M_COB_NS_Tot,M_Tot_0_4,M_Tot_5_14,M_Tot_15_24,M_Tot_25_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Afghanistan_0_4,F_Afghanistan_5_14,F_Afghanistan_15_24,F_Afghanistan_25_44,F_Afghanistan_45_54,F_Afghanistan_55_64,F_Afghanistan_65_74,F_Afghanistan_75_84,F_Afghanistan_85ov,F_Afghanistan_Tot,F_Australia_0_4,F_Australia_5_14,F_Australia_15_24,F_Australia_25_44,F_Australia_45_54,F_Australia_55_64,F_Australia_65_74,F_Australia_75_84,F_Australia_85ov,F_Australia_Tot,F_Bangladesh_0_4,F_Bangladesh_5_14,F_Bangladesh_15_24,F_Bangladesh_25_44,F_Bangladesh_45_54,F_Bangladesh_55_64,F_Bangladesh_65_74,F_Bangladesh_75_84,F_Bangladesh_85ov,F_Bangladesh_Tot,F_Bosnia_Herzegov_0_4,F_Bosnia_Herzegov_5_14,F_Bosnia_Herzegov_15_24,F_Bosnia_Herzegov_25_44,F_Bosnia_Herzegov_45_54,F_Bosnia_Herzegov_55_64,F_Bosnia_Herzegov_65_74,F_Bosnia_Herzegov_75_84,F_Bosnia_Herzegov_85ov,F_Bosnia_Herzegov_Tot,F_Cambodia_0_4,F_Cambodia_5_14,F_Cambodia_15_24,F_Cambodia_25_44,F_Cambodia_45_54,F_Cambodia_55_64,F_Cambodia_65_74,F_Cambodia_75_84,F_Cambodia_85ov,F_Cambodia_Tot,F_Canada_0_4,F_Canada_5_14,F_Canada_15_24,F_Canada_25_44,F_Canada_45_54,F_Canada_55_64,F_Canada_65_74,F_Canada_75_84,F_Canada_85ov,F_Canada_Tot,F_Chile_0_4,F_Chile_5_14,F_Chile_15_24,F_Chile_25_44,F_Chile_45_54,F_Chile_55_64,F_Chile_65_74,F_Chile_75_84,F_Chile_85ov,F_Chile_Tot
POA4000,0,0,0,0,0,0,0,0,0,8,0,0,0,12,4,3,0,0,0,21,0,4,33,70,10,3,5,3,0,123,0,0,25,24,3,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,12,23,3,10,3,0,0,62,0,0,7,12,0,3,0,0,0,25,0,0,3,3,3,0,3,0,0,11,0,0,6,15,0,0,3,0,0,23,10,21,251,651,41,17,15,3,0,1006,20,23,166,445,149,89,62,18,6,980,177,250,1932,4205,938,734,409,143,35,8819,0,0,0,0,0,0,0,0,0,0,152,147,576,895,322,318,178,73,26,2682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,16,19,0,6,0,0,0,40,0,0,5,13,0,0,0,0,0,18
POA4005,0,0,0,4,0,0,0,0,0,6,0,0,0,10,3,0,0,0,0,10,0,0,7,21,3,0,0,0,0,28,0,0,3,15,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,3,0,3,45,10,7,4,3,0,72,0,0,0,8,9,10,9,0,3,33,0,0,0,11,0,3,0,0,0,14,0,0,0,3,0,0,0,0,0,9,5,11,16,178,29,25,19,19,0,302,42,31,82,538,174,144,112,64,29,1224,318,412,804,4049,1169,991,647,294,94,8772,0,0,0,0,0,0,0,0,0,0,278,304,690,2338,670,583,385,142,81,5470,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,3,7,53,3,6,3,0,0,73,0,0,0,3,0,0,0,0,0,6
POA4006,0,0,0,7,0,0,0,0,0,5,0,0,0,14,3,0,0,0,0,22,0,0,9,39,0,0,0,0,0,47,0,0,3,35,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,11,0,3,10,29,11,8,3,0,0,72,0,6,0,24,3,3,3,0,0,43,0,0,3,3,3,0,0,0,0,16,0,0,0,6,3,0,0,0,0,15,4,14,68,348,13,10,7,3,0,475,31,17,163,633,148,105,66,24,3,1195,211,173,1231,4281,766,550,322,126,26,7680,0,0,3,0,0,0,0,0,0,5,128,98,821,1426,274,262,183,68,50,3313,0,3,0,13,0,0,0,0,0,14,0,0,0,7,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,35,5,0,0,0,0,40,0,0,0,5,0,0,0,0,0,9
POA4007,0,0,0,0,0,0,0,0,0,3,0,0,0,9,4,0,0,0,0,9,0,0,0,16,4,0,0,0,0,23,0,0,3,11,3,0,0,0,0,19,0,3,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,7,9,6,9,7,0,0,48,0,0,0,3,7,0,0,0,0,8,0,0,0,3,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,12,4,8,12,98,24,30,11,3,0,189,18,19,63,212,98,85,45,21,17,577,270,531,772,2049,961,780,527,227,72,6187,0,0,0,0,0,0,0,0,0,0,225,477,678,1150,619,514,350,213,82,4309,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,3,0,0,0,23,0,0,0,0,4,0,0,0,0,3
POA4008,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,12,0,0,0,9,4,7,0,0,0,17,10,8,21,89,47,31,20,6,0,229,0,0,0,0,0,0,0,0,0,0,4,8,16,16,13,14,16,3,7,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,4,0,0,0,0,41,0,8,12,53,7,6,5,4,0,92,49,84,149,530,118,89,56,24,10,1104,0,0,0,0,0,0,0,0,0,0,52,48,123,317,85,71,43,28,37,813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
POA4011,0,0,0,0,0,0,0,0,0,0,0,3,0,14,7,0,0,3,0,26,0,0,3,8,0,0,0,0,0,18,0,3,4,7,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,9,5,0,4,0,31,0,0,0,5,3,0,0,0,0,9,0,0,0,4,0,0,3,0,0,9,0,0,0,6,0,4,0,0,0,13,4,16,19,84,29,21,10,6,0,184,31,37,37,167,81,64,40,18,10,497,448,824,870,2384,1086,813,543,246,92,7309,0,0,0,0,0,0,0,0,0,0,332,700,801,1521,784,599,425,223,130,5523,0,0,0,5,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,6,0,4,3,16,10,3,0,0,0,34,0,0,0,0,0,0,0,0,0,4
POA4012,0,0,0,0,0,3,0,0,0,3,0,8,10,35,3,0,3,0,0,59,0,0,3,19,0,0,0,0,0,26,0,3,3,11,0,0,0,0,0,17,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,3,3,19,5,3,3,0,0,36,0,4,4,8,3,0,0,0,0,15,0,0,3,5,0,3,7,0,0,15,0,0,0,15,3,0,3,0,0,26,7,8,25,107,26,23,9,3,5,217,29,29,78,246,89,62,33,35,18,620,734,1152,1295,4084,1361,1052,588,278,146,10688,0,3,0,0,0,0,0,0,0,4,602,884,990,2564,939,767,446,276,199,7667,0,0,0,9,0,0,0,0,0,5,0,0,0,3,3,0,0,0,0,3,0,0,0,6,0,3,0,0,0,10,0,0,3,21,4,4,0,0,0,35,0,0,0,0,3,0,0,0,0,3
POA4013,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,3,0,3,0,0,9,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,31,6,8,3,0,0,53,7,7,10,54,22,14,16,3,0,134,154,220,278,886,291,230,148,49,18,2270,0,0,0,0,0,0,0,0,0,0,133,193,237,540,206,174,99,42,19,1638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
POA4014,0,0,0,0,0,0,0,0,0,0,0,0,4,7,6,3,0,0,0,29,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,16,0,0,0,3,6,3,3,0,0,18,0,0,0,0,4,0,0,0,0,5,0,0,0,3,0,0,0,0,0,9,0,7,14,47,23,8,10,0,4,111,10,27,27,105,53,53,31,9,15,328,418,741,700,1900,782,639,398,196,77,5846,0,0,0,0,0,0,0,0,0,0,383,607,500,1272,508,448,294,208,113,4335,0,3,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0
POA4017,0,0,0,0,0,3,0,0,0,10,0,3,0,9,4,10,3,3,0,33,0,0,0,0,0,0,0,0,0,3,0,9,3,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,4,9,13,10,7,5,0,0,54,0,0,3,9,5,0,0,0,0,15,0,3,0,3,13,7,5,4,0,26,0,0,0,9,8,0,0,0,0,22,0,20,36,90,63,36,37,18,3,299,48,78,85,219,146,119,94,55,35,881,1155,2509,2147,4633,2754,2206,1562,761,287,18003,0,0,0,3,0,0,0,0,0,0,1035,2036,1660,3448,1902,1639,1237,650,359,13969,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,7,0,0,0,4,0,0,0,0,0,5,0,3,8,20,5,5,3,0,0,48,0,0,0,4,0,0,0,0,0,11
POA4018,0,0,0,0,0,0,0,0,0,0,0,9,0,17,8,6,3,0,0,40,0,0,0,4,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,0,0,0,0,10,0,4,3,3,4,3,3,0,0,15,0,0,0,3,3,0,0,0,0,9,0,0,0,0,3,0,3,3,0,7,0,3,0,8,0,3,0,0,0,20,3,17,19,81,25,24,9,4,4,188,23,34,32,98,27,21,24,15,7,286,515,661,681,1929,622,510,372,263,133,5673,0,0,0,7,0,3,0,0,0,12,402,425,445,954,392,363,332,309,159,3786,0,0,0,3,0,0,0,0,0,3,0,0,0,3,3,6,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3
POA4019,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,5,10,0,6,8,0,0,36,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,3,0,0,0,13,0,0,0,0,3,3,0,0,0,11,3,6,6,38,26,23,33,22,5,165,35,43,55,135,127,88,77,50,13,622,545,1191,1054,2265,1542,1354,1134,537,187,9794,0,0,0,0,0,0,0,0,0,0,491,958,739,1799,1015,1027,808,438,212,7494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,5,0,0,7,15,7,3,3,0,0,34,0,0,0,4,4,0,3,0,0,6
POA4020,0,0,0,0,0,4,3,0,0,6,0,0,0,3,0,3,10,0,0,16,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,12,6,9,13,3,0,44,0,0,3,7,0,0,3,0,0,16,0,0,3,4,4,6,4,3,0,30,0,0,4,3,9,0,3,0,0,12,3,19,26,52,41,26,34,25,6,228,27,56,52,171,111,119,136,86,41,802,424,1191,1134,2074,1568,1572,1451,767,252,10443,0,0,0,0,0,0,0,0,0,0,413,865,844,1518,1092,1193,1011,596,306,7832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,6,0,0,0,25,0,0,0,6,0,0,0,0,0,12
POA4021,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,6,0,0,13,0,0,0,5,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,5,23,21,8,6,4,6,78,14,28,27,70,33,29,40,32,24,289,297,650,581,1141,539,525,499,239,102,4574,0,0,0,0,0,0,0,0,0,0,283,548,473,861,396,432,385,208,93,3676,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,7
POA4022,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,0,0,0,0,16,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,3,3,0,3,0,0,0,13,0,9,10,21,12,8,14,0,4,76,13,25,26,48,30,19,27,15,18,227,230,498,472,685,405,311,352,246,125,3317,0,0,0,0,0,0,0,0,0,0,183,399,370,592,318,242,268,245,174,2786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0
POA4025,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,22,12,4,5,0,0,51,0,8,22,86,33,26,26,7,0,208,0,0,0,0,0,0,0,0,0,0,4,0,11,18,9,9,3,4,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,6,0,0,0,3,25,3,0,6,6,5,3,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4030,0,0,0,0,0,0,0,0,0,5,0,3,3,21,4,0,0,0,0,32,0,0,0,14,3,0,0,0,0,22,0,3,3,13,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,3,11,13,9,3,3,0,0,47,0,0,0,3,0,4,0,0,0,12,0,0,3,4,3,3,0,0,0,14,0,0,0,3,0,0,0,0,0,8,3,4,27,125,30,20,13,5,3,229,17,25,83,196,64,59,27,17,17,510,483,846,1246,3278,1088,725,404,142,78,8298,0,0,0,0,0,0,0,0,0,0,397,648,1011,1886,723,475,257,138,92,5616,0,0,0,12,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,23,4,0,0,0,0,44,0,0,0,3,3,0,0,0,0,9
POA4031,0,0,0,0,0,0,0,0,0,0,0,3,4,8,3,7,7,0,0,32,0,3,0,3,0,0,0,0,0,9,0,7,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,7,4,11,12,3,0,0,0,32,0,0,3,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,3,5,4,0,0,0,0,0,14,0,10,10,59,18,12,7,4,0,126,14,23,56,149,43,27,28,13,9,357,473,878,868,2318,943,605,319,168,81,6651,0,0,0,0,0,0,0,0,0,6,396,685,723,1651,688,433,235,161,134,5100,0,0,3,4,0,0,0,0,0,5,0,0,0,5,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0
POA4032,0,0,0,0,3,3,0,0,0,8,0,0,0,7,0,3,3,0,0,15,0,0,0,10,0,0,0,0,0,14,0,5,12,3,3,0,0,0,0,27,0,0,0,0,0,3,0,0,0,3,0,0,0,7,0,3,0,0,0,9,0,5,0,16,3,6,0,0,0,25,0,0,0,6,3,4,3,0,0,15,0,0,0,4,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,9,3,11,24,106,25,32,13,10,6,217,18,24,57,153,52,40,33,49,77,500,471,752,972,2493,857,709,484,465,245,7440,0,0,0,3,0,0,0,3,0,6,342,543,750,1335,537,507,504,445,221,5196,0,0,0,6,3,0,0,0,0,12,0,0,0,3,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,18,0,0,0,3,0,3,0,0,0,5
POA4034,0,0,0,0,0,7,0,0,3,11,0,3,7,45,16,15,8,3,0,95,0,4,3,25,3,6,6,0,0,48,3,15,15,13,6,0,0,0,0,53,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,4,11,9,29,13,6,3,0,0,87,0,3,3,15,14,11,3,0,0,53,0,0,0,11,4,3,3,0,0,19,0,0,5,11,6,7,0,0,0,31,3,28,47,210,102,65,44,25,8,545,61,92,111,348,141,135,104,65,54,1102,1430,2593,2845,6436,2652,2326,1821,1116,471,21684,0,0,8,7,0,0,0,0,0,15,1255,1955,1916,3735,1727,1666,1481,1146,624,15502,0,4,3,9,0,0,0,0,0,17,0,0,0,3,0,0,0,3,3,10,0,0,0,3,0,0,0,0,0,4,0,0,3,21,3,4,3,0,0,39,0,0,0,6,3,0,0,0,0,11
POA4035,0,0,0,0,0,3,0,0,0,6,0,0,0,3,3,7,10,0,0,19,0,0,0,6,3,0,3,0,0,14,0,3,0,4,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,9,8,14,9,5,7,0,0,53,0,0,0,7,7,4,5,0,0,21,0,3,4,3,10,4,0,0,0,21,0,0,0,6,11,16,0,3,0,31,3,19,15,61,41,31,15,12,0,192,13,42,35,91,80,59,39,40,24,425,627,1825,1731,2560,1890,1512,1029,450,147,11767,0,0,0,3,0,0,0,0,0,4,577,1531,1344,1973,1421,1083,768,422,213,9327,0,0,0,3,3,0,0,0,0,8,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,3,6,5,0,6,0,0,26,0,0,0,0,0,0,0,0,0,3
POA4036,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,0,0,4,0,0,15,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,5,3,19,11,10,7,0,0,57,3,9,11,33,19,9,8,6,5,112,237,441,400,946,429,333,260,102,41,3197,0,0,0,3,0,0,0,0,0,3,231,365,300,733,286,271,199,84,45,2522,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,3
POA4037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,0,0,0,0,16,0,0,0,3,5,4,0,0,0,11,0,3,3,16,15,10,7,3,0,50,5,10,17,30,28,18,14,3,0,124,251,715,610,947,699,421,236,60,16,3951,0,0,0,0,0,0,0,0,0,0,236,646,459,797,488,277,175,43,8,3131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3
POA4051,0,0,0,0,0,0,0,0,0,3,0,0,0,19,3,0,3,0,0,31,0,0,4,3,0,0,0,0,0,14,0,5,6,6,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,7,3,18,13,29,22,9,0,0,0,90,0,3,4,10,5,5,3,0,0,27,0,0,3,4,4,7,0,0,0,23,0,0,6,14,0,0,0,0,0,16,3,21,36,142,32,18,24,4,4,278,32,57,118,267,112,72,45,29,23,745,860,1742,2459,4529,1888,1142,693,305,136,13752,0,0,0,3,0,0,0,0,0,3,818,1433,1727,3157,1425,847,525,321,188,10433,0,0,0,8,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,14,6,33,5,3,0,0,0,56,0,0,0,8,0,0,0,0,0,13
POA4053,0,0,0,0,0,0,0,0,0,7,0,3,0,25,9,17,5,7,0,69,0,4,3,7,0,0,3,0,0,22,0,18,12,15,5,0,0,0,0,44,0,0,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,15,12,36,10,10,3,4,0,90,0,0,3,10,11,3,3,0,0,38,0,0,0,8,5,3,3,0,0,23,0,0,4,21,3,5,0,0,0,39,8,22,54,160,70,48,31,24,10,422,42,78,124,310,126,106,72,53,23,930,1575,2727,2760,6637,2743,2046,1601,842,313,21243,0,3,7,0,0,0,0,0,0,9,1399,2312,2325,5037,2062,1720,1360,809,459,17495,0,0,3,5,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,8,28,11,3,3,0,0,60,0,0,0,4,0,0,0,0,0,6
