POA_CODE_2016,Pre_school_M,Pre_school_F,Pre_school_P,Infants_Primary_Government_M,Infants_Primary_Government_F,Infants_Primary_Government_P,Infants_Primary_Catholic_M,Infants_Primary_Catholic_F,Infants_Primary_Catholic_P,Infnts_Primry_Othr_Non_Govt_M,Infnts_Primry_Othr_Non_Govt_F,Infnts_Primry_Othr_Non_Govt_P,Infants_Primary_Tot_M,Infants_Primary_Tot_F,Infants_Primary_Tot_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_Non_Govt_M,Secondary_Other_Non_Govt_F,Secondary_Other_Non_Govt_P,Secondary_Tot_M,Secondary_Tot_F,Secondary_Tot_P,Tec_Furt_Educ_inst_Ft_15_24_M,Tec_Furt_Educ_inst_Ft_15_24_F,Tec_Furt_Educ_inst_Ft_15_24_P,Tec_Furt_Educ_inst_Ft_25_ov_M,Tec_Furt_Educ_inst_Ft_25_ov_F,Tec_Furt_Educ_inst_Ft_25_ov_P,Tec_Furt_Educ_inst_Pt_15_24_M,Tec_Furt_Educ_inst_Pt_15_24_F,Tec_Furt_Educ_inst_Pt_15_24_P,Tec_Furt_Educ_inst_Pt_25_ov_M,Tec_Furt_Educ_inst_Pt_25_ov_F,Tec_Furt_Educ_inst_Pt_25_ov_P,Tec_Furt_Educ_inst_F_Pt_ns_M,Tec_Furt_Educ_inst_F_Pt_ns_F,Tec_Furt_Educ_inst_F_Pt_ns_P,Tec_Furt_Educ_inst_Tot_M,Tec_Furt_Educ_inst_Tot_F,Tec_Furt_Educ_inst_Tot_P,Uni_othr_Tert_Inst_Ft_15_24_M,Uni_othr_Tert_Inst_Ft_15_24_F,Uni_othr_Tert_Inst_Ft_15_24_P,Uni_othr_Tert_Inst_Ft_25_ov_M,Uni_othr_Tert_Inst_Ft_25_ov_F,Uni_othr_Tert_Inst_Ft_25_ov_P,Uni_othr_Tert_Inst_Pt_15_24_M,Uni_othr_Tert_Inst_Pt_15_24_F,Uni_othr_Tert_Inst_Pt_15_24_P,Uni_othr_Tert_Inst_Pt_25_ov_M,Uni_othr_Tert_Inst_Pt_25_ov_F,Uni_othr_Tert_Inst_Pt_25_ov_P,Uni_othr_Tert_Inst_F_Pt_ns_M,Uni_othr_Tert_Inst_F_Pt_ns_F,Uni_othr_Tert_Inst_F_Pt_ns_P,Uni_other_Tert_Instit_Tot_M,Uni_other_Tert_Instit_Tot_F,Uni_other_Tert_Instit_Tot_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P
POA4726,0,0,4,26,18,41,0,0,0,4,0,4,28,18,50,3,11,15,0,0,0,0,0,0,6,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,4,17,15,32,54,56,104
POA4727,0,0,0,13,9,21,0,0,0,0,0,0,15,9,21,6,8,12,0,0,0,0,0,3,12,6,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,11,27,43,32,74
POA4728,0,0,3,9,11,23,0,0,0,0,0,0,9,11,23,0,8,7,0,0,0,0,0,3,3,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,4,16,28,29,53
POA4730,20,19,41,90,82,165,41,40,82,6,3,9,132,122,255,71,85,155,0,0,3,0,5,7,70,93,162,11,10,23,0,3,6,11,5,17,8,15,20,3,3,3,34,37,65,7,8,11,3,10,9,0,9,8,13,22,32,0,0,0,22,42,63,5,3,9,6,10,19,0,0,0,12,14,25,161,174,338,446,512,956
POA4731,0,0,0,7,3,7,0,0,0,0,0,0,7,3,7,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,6,14,23,20,22,44
POA4732,0,0,0,10,3,13,0,0,0,0,0,3,10,7,11,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,11,19,10,31
POA4733,0,0,4,3,6,10,0,0,3,0,0,0,7,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,16,10,22,18,23,44
POA4735,6,0,8,23,20,46,11,12,18,0,0,0,34,33,65,20,22,42,3,0,3,0,0,3,22,25,40,0,0,0,0,0,3,0,3,3,0,3,3,0,0,0,3,11,14,0,3,3,0,5,5,0,4,4,3,6,9,0,0,0,4,17,18,0,0,0,0,0,4,0,0,0,0,3,7,48,44,95,117,126,245
POA4736,0,0,0,3,3,5,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,14,21
POA4737,43,38,81,298,231,532,87,77,168,0,3,3,389,312,702,198,202,407,40,46,90,12,19,28,250,268,519,0,0,3,4,9,13,14,21,33,9,38,42,0,0,0,29,63,87,5,25,28,3,19,16,8,11,22,9,41,52,0,0,0,29,93,119,4,7,7,8,34,42,0,0,0,17,38,53,524,409,928,1279,1218,2500
POA4738,7,4,13,46,41,90,3,9,10,0,0,0,52,46,99,28,28,61,3,0,6,0,0,0,33,35,69,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,3,5,0,6,6,0,0,0,0,0,0,0,5,5,0,0,0,0,12,13,0,0,0,0,7,7,0,0,0,0,7,7,73,58,126,167,164,334
POA4739,3,0,3,12,12,18,0,0,0,0,0,0,12,12,18,17,10,23,0,0,0,0,0,0,17,10,23,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,13,13,22,36,33,76
POA4740,488,435,927,2311,2179,4493,931,970,1899,350,314,664,3596,3464,7056,1529,1476,3005,859,860,1721,296,286,587,2689,2628,5315,53,58,115,40,83,122,165,157,327,164,372,529,6,5,11,426,678,1106,249,442,697,91,267,362,93,190,282,299,588,887,5,6,9,738,1496,2230,48,52,105,123,260,388,0,6,5,174,319,498,3747,2784,6532,11860,11807,23661
POA4741,32,26,54,251,199,455,43,52,90,10,7,21,310,260,569,170,156,326,63,48,107,11,20,37,245,218,466,3,3,12,0,3,7,15,10,26,5,18,23,0,0,0,33,36,66,16,24,41,0,18,16,8,12,12,17,30,47,0,0,0,39,77,119,0,0,0,3,11,15,0,0,0,3,19,21,551,389,943,1215,1016,2235
POA4742,3,6,11,37,43,82,0,0,0,0,0,0,37,43,82,9,12,21,3,0,3,4,0,3,18,16,25,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,4,8,11,0,0,0,0,0,3,0,0,0,0,7,7,0,0,0,5,3,7,0,0,0,0,3,3,0,0,0,0,3,3,147,89,233,209,166,377
POA4743,3,6,4,37,43,79,0,0,0,0,0,0,36,43,76,27,16,44,0,0,0,0,3,3,27,19,51,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,3,3,0,0,0,0,3,3,0,0,0,3,4,5,0,0,0,4,4,14,0,0,0,0,0,3,0,0,0,0,0,3,60,15,81,140,93,232
POA4744,84,84,164,531,510,1045,0,0,0,3,8,8,535,519,1049,248,235,479,0,4,3,3,12,13,253,249,498,6,4,15,3,3,7,17,21,40,20,57,75,0,0,0,50,89,137,4,13,19,3,19,20,4,9,10,47,74,119,0,0,0,57,116,169,3,4,10,8,35,48,0,0,0,16,41,54,642,446,1083,1627,1530,3157
POA4745,23,13,40,174,150,327,0,0,0,5,4,5,181,153,335,71,71,144,0,0,0,5,0,6,75,74,149,0,0,0,3,4,7,4,5,8,3,14,18,0,0,0,8,22,29,3,4,9,4,9,13,0,6,8,5,8,17,0,0,0,13,24,37,3,0,5,4,6,10,0,0,0,3,11,19,429,215,644,734,515,1253
POA4746,15,21,36,112,116,229,0,0,0,3,3,9,118,121,236,39,54,94,0,0,0,0,0,7,42,55,97,0,4,4,0,0,0,3,3,7,0,15,20,0,0,0,3,24,26,0,3,6,0,6,5,0,4,4,13,12,29,0,0,0,21,26,46,0,0,0,3,11,14,0,0,0,3,11,11,188,64,253,385,320,700
POA4750,42,31,74,252,223,481,65,83,153,14,15,37,340,325,666,157,162,321,46,44,87,27,30,57,233,234,470,6,3,5,3,4,10,7,8,21,13,29,38,0,0,0,31,48,73,11,18,33,8,18,25,9,18,21,27,47,74,0,0,0,55,104,150,4,5,11,12,31,41,0,3,3,17,34,53,248,164,411,956,937,1897
POA4751,19,25,46,144,120,263,74,49,125,0,7,11,217,182,400,72,93,160,63,59,128,9,9,19,145,162,304,3,5,4,0,3,3,11,8,15,5,17,24,0,0,0,16,30,50,15,22,38,4,5,10,3,9,13,14,33,46,0,0,0,34,71,104,0,0,4,5,12,16,0,0,0,8,14,22,224,174,402,672,652,1328
POA4753,36,31,70,217,224,441,19,20,35,5,7,7,237,249,483,140,125,262,19,23,36,8,6,17,168,152,321,0,5,8,0,4,4,9,6,15,13,26,40,0,0,0,22,44,65,8,21,34,3,13,13,7,14,19,4,22,28,0,0,0,21,72,93,0,0,0,0,19,22,0,0,4,3,22,22,217,133,354,706,702,1410
POA4754,15,11,28,108,92,205,3,6,6,3,0,0,117,102,215,85,72,153,3,0,10,0,0,4,87,76,166,0,0,0,0,4,4,5,4,12,3,9,12,0,0,0,7,14,27,4,4,12,0,0,0,4,0,5,3,14,20,0,0,0,6,29,36,0,3,3,0,7,9,0,0,0,0,14,12,143,98,244,380,343,724
POA4756,4,0,5,28,29,61,0,0,0,0,0,0,31,29,60,19,22,40,0,0,0,0,3,0,17,22,41,0,0,0,0,0,0,0,0,3,0,3,7,0,0,0,0,8,7,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,31,23,56,86,89,175
POA4757,0,3,3,14,12,31,0,0,0,5,0,5,19,12,33,15,8,23,0,0,0,0,3,3,15,10,27,0,0,0,0,3,4,0,0,0,0,3,3,0,0,0,0,5,8,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,26,22,47,61,61,119
POA4798,3,3,9,29,34,57,0,0,0,0,0,0,29,32,57,24,14,35,0,0,3,4,3,5,25,21,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,3,3,0,0,0,0,3,4,37,31,67,90,91,182
POA4799,3,3,3,46,38,87,6,6,11,0,0,0,51,42,93,39,29,66,0,0,0,0,0,3,34,29,70,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,4,3,3,0,0,0,0,3,3,0,0,0,0,4,4,0,0,0,0,9,9,0,0,0,0,4,4,0,0,0,0,4,4,77,51,128,172,143,309
POA4800,47,50,98,271,235,501,133,139,266,29,16,44,429,385,812,235,240,482,72,57,127,16,16,32,322,313,636,3,3,6,4,4,12,27,19,40,19,53,72,0,0,3,47,86,131,3,9,16,3,13,14,4,12,13,6,33,41,0,0,0,16,76,90,0,4,6,5,33,38,0,0,0,8,39,46,537,443,977,1412,1391,2799
POA4801,0,4,4,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,0,0,0,0,0,0,4,4,9,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,3,4,5,0,0,3,0,4,3,0,0,0,3,3,3,12,4,13,26,16,39
POA4802,64,60,122,237,244,486,69,66,134,67,57,125,376,371,747,140,138,279,42,33,72,19,34,55,204,207,407,5,15,19,11,8,19,13,10,23,17,63,80,0,0,0,44,103,145,9,14,24,3,15,16,0,13,8,21,63,78,0,0,0,34,104,136,9,8,10,13,50,68,0,0,3,25,56,80,753,655,1404,1493,1551,3049
POA4803,4,0,4,33,20,57,0,0,0,0,0,0,33,20,57,4,0,4,3,0,4,3,8,11,7,7,15,3,3,5,3,4,3,9,0,5,5,13,20,0,0,0,17,20,40,0,9,9,0,8,6,0,0,3,4,3,14,0,0,0,11,18,28,0,0,0,4,3,5,0,0,0,6,3,11,395,301,698,475,375,847
POA4804,11,8,15,48,56,98,14,13,30,0,0,0,59,65,129,43,32,70,0,0,0,0,0,0,43,30,73,0,0,0,0,0,0,6,0,6,4,3,11,0,0,0,11,3,18,0,3,3,0,0,0,0,0,0,0,7,5,0,0,0,3,10,14,0,0,0,0,3,3,0,0,0,0,4,4,130,97,230,257,220,478
POA4805,58,43,98,394,351,740,31,39,72,10,9,18,431,401,832,280,240,521,15,19,33,10,13,18,304,267,573,9,6,15,3,10,13,9,11,17,17,55,74,0,0,0,44,83,119,8,17,27,4,19,24,4,12,15,16,34,46,0,0,0,35,76,114,6,4,10,16,29,37,0,0,0,18,27,44,709,599,1310,1592,1497,3095
POA4806,15,16,30,122,101,221,34,32,64,7,5,15,166,133,299,117,96,215,23,26,49,0,0,3,144,125,272,0,5,7,0,3,3,12,3,15,4,9,13,0,0,0,23,21,45,5,19,22,0,5,9,3,7,7,6,21,27,0,0,0,20,53,70,0,0,0,3,11,14,0,0,0,3,16,13,199,179,383,566,538,1108
POA4807,49,57,104,287,291,575,99,93,191,66,36,101,452,418,868,188,191,375,136,155,286,13,11,28,333,363,689,9,4,14,0,4,6,25,12,35,11,34,43,4,0,4,47,56,99,18,33,48,10,15,19,10,15,19,18,35,48,0,0,0,47,86,133,4,3,7,6,18,30,0,3,3,11,25,38,482,456,939,1414,1466,2878
POA4808,3,5,13,34,29,62,10,13,23,3,3,6,50,42,91,18,14,30,17,13,38,0,4,3,44,30,69,0,0,0,0,0,0,4,0,4,0,4,4,0,0,0,8,5,9,3,5,3,0,3,3,3,0,5,3,3,7,0,0,0,6,9,21,0,0,4,0,0,0,0,0,0,3,0,6,38,36,72,150,134,284
POA4809,3,8,12,29,18,47,4,9,16,3,8,6,34,33,72,17,12,32,11,22,26,0,4,4,29,33,61,0,0,0,0,0,0,6,3,8,0,3,5,0,0,0,5,8,18,3,3,7,0,0,0,0,0,0,0,7,4,0,0,0,5,9,18,0,0,0,3,0,3,0,0,0,3,0,3,49,32,85,129,130,265
POA4810,101,79,182,360,368,724,150,165,318,100,87,180,605,617,1224,205,181,386,123,200,316,245,228,475,572,603,1173,34,30,63,23,49,70,35,36,67,62,96,159,0,0,0,155,212,364,163,288,453,138,191,334,26,51,75,184,245,429,0,3,3,518,777,1289,40,41,81,38,59,97,0,6,6,83,103,186,1305,1149,2453,3335,3545,6875
POA4811,70,58,123,353,316,676,114,132,249,71,92,161,542,538,1081,220,196,410,114,115,227,72,69,144,408,375,780,19,20,33,9,28,38,25,25,45,20,47,73,0,0,0,69,116,189,105,203,310,39,59,91,13,40,53,71,118,186,0,0,0,227,412,647,15,17,29,21,33,49,5,3,8,37,47,83,1228,619,1848,2579,2174,4757
POA4812,100,94,197,515,451,965,144,145,288,69,75,148,728,673,1397,335,312,647,159,152,319,166,147,318,662,620,1281,27,28,60,22,50,73,21,31,59,50,86,139,3,0,3,123,202,331,155,239,390,77,141,220,20,38,59,100,167,273,0,7,7,356,592,947,20,25,46,43,61,103,3,5,7,61,90,154,644,701,1342,2677,2969,5648
POA4814,276,241,514,1233,1159,2391,465,509,979,339,325,659,2036,1988,4029,793,800,1585,430,376,807,293,269,558,1511,1441,2950,73,64,143,60,127,186,94,58,158,100,210,302,6,3,7,331,462,795,1161,1603,2764,327,383,715,76,96,171,247,386,629,10,11,14,1816,2485,4300,52,58,112,51,151,203,0,3,7,110,211,319,2051,1523,3575,8134,8348,16484
POA4815,132,149,275,711,718,1431,314,263,575,78,80,160,1103,1062,2171,522,484,1008,204,202,401,124,50,175,849,737,1580,24,32,61,14,40,58,43,36,76,45,102,153,0,3,5,128,220,347,99,240,345,53,114,165,23,27,52,59,153,207,0,0,0,232,545,773,23,35,52,39,79,112,0,3,3,58,110,170,885,828,1717,3385,3645,7034
POA4816,47,39,79,315,289,603,114,90,204,22,31,51,449,406,858,132,127,259,56,64,118,35,25,55,222,214,437,4,3,12,4,12,9,9,11,22,10,19,25,4,0,4,30,35,71,17,31,45,10,21,28,4,3,8,15,44,58,0,0,0,44,98,143,6,14,14,6,24,32,0,0,0,18,30,46,385,310,691,1187,1140,2330
POA4817,190,182,379,944,911,1858,445,477,926,124,147,269,1511,1532,3045,629,634,1262,441,454,887,116,113,229,1181,1195,2379,50,45,92,23,75,99,52,62,114,78,179,253,4,7,11,201,361,563,253,428,681,82,153,233,43,58,102,132,249,382,0,0,0,513,889,1397,22,50,69,51,99,150,3,3,5,71,152,223,963,911,1869,4631,5221,9853
POA4818,259,210,472,759,756,1518,632,640,1271,99,98,200,1495,1492,2989,511,421,934,354,355,704,107,74,178,966,845,1809,41,36,74,19,53,67,58,69,126,67,156,225,0,3,3,184,313,494,111,246,356,43,139,177,16,70,91,85,275,363,0,3,3,254,730,990,23,21,37,49,106,162,3,0,5,75,128,204,1040,894,1930,4271,4613,8884
POA4819,12,7,15,52,57,101,3,0,4,0,3,3,50,60,107,28,24,46,4,11,14,13,10,22,44,47,86,0,0,0,0,0,0,3,5,3,3,3,5,0,0,0,3,4,13,4,3,5,12,8,13,0,0,0,7,18,22,0,0,0,19,25,43,0,0,0,0,13,18,0,0,0,0,14,15,160,143,305,297,301,592
POA4820,37,46,84,330,300,629,115,111,233,72,91,156,514,507,1019,169,153,326,143,140,283,232,210,437,544,501,1045,3,7,7,3,15,18,10,23,30,12,52,63,0,0,0,29,90,123,5,16,24,7,13,20,0,3,3,22,43,65,0,3,3,32,91,120,10,8,17,14,24,38,0,0,0,24,35,60,597,633,1224,1787,1899,3687
POA4821,6,7,9,33,27,59,16,20,36,0,0,0,45,42,90,22,19,42,0,0,0,3,4,7,25,23,50,0,0,0,0,0,0,0,3,3,0,0,5,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,3,10,8,0,0,0,3,3,3,0,0,0,3,3,3,72,67,136,157,155,313
POA4822,4,8,10,34,37,73,0,0,0,0,4,6,38,36,72,9,0,10,0,0,0,3,0,3,11,0,10,0,0,0,0,0,0,3,3,8,0,0,4,0,0,0,4,8,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,42,33,70,98,91,188
POA4823,3,10,12,28,34,54,7,0,6,0,0,0,30,31,63,3,5,11,0,3,3,3,0,3,5,10,15,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,7,0,0,0,0,4,3,0,0,0,8,3,9,0,0,0,9,7,15,0,0,0,0,0,0,0,0,0,0,0,0,46,34,79,91,96,188
POA4824,15,16,28,54,45,98,43,44,88,0,0,0,94,98,189,45,41,84,6,15,21,3,3,4,52,62,108,3,0,4,0,0,0,3,0,3,7,15,20,0,0,0,10,18,33,0,3,3,0,0,0,0,4,6,11,27,39,0,0,0,18,34,47,0,0,0,8,3,14,3,0,3,6,3,16,258,201,464,458,433,882
POA4825,137,138,283,700,673,1373,185,221,403,18,14,31,906,910,1816,312,329,637,237,211,442,8,11,21,556,545,1103,10,9,21,13,11,28,36,38,69,61,132,197,0,0,0,124,190,315,12,40,52,15,37,49,6,30,34,98,181,285,0,0,0,135,287,422,8,16,23,31,68,98,0,0,0,39,87,126,1252,1086,2337,3155,3239,6388
POA4828,0,0,0,10,15,21,0,0,0,0,0,0,10,15,21,0,7,7,0,0,0,0,0,0,0,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,3,18,21,39,32,44,73
POA4829,0,4,4,18,21,38,0,0,0,0,0,0,18,21,38,6,0,5,0,0,0,0,0,5,6,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,5,5,0,0,0,0,5,5,42,49,96,75,85,159
POA4830,19,19,42,161,120,283,0,0,0,0,0,4,167,122,289,49,48,96,4,0,4,10,11,25,60,60,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,63,52,109,315,259,574
POA4849,10,0,10,24,23,49,6,7,14,0,0,0,33,33,63,14,18,29,3,4,5,0,0,0,16,18,39,0,0,0,0,0,0,0,3,3,4,0,5,0,0,0,4,3,6,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,3,4,12,0,0,0,0,3,4,0,0,0,0,4,3,71,77,147,139,140,281
POA4850,38,36,77,240,232,474,130,125,252,0,9,6,374,360,735,200,200,392,218,108,319,4,13,13,416,311,734,11,6,13,0,7,10,15,10,29,9,36,44,0,0,0,34,61,93,21,26,43,5,16,24,11,14,20,17,21,39,0,0,0,48,75,127,0,3,3,5,26,30,0,0,0,4,29,34,508,516,1023,1434,1401,2829
POA4852,17,11,24,133,107,232,16,12,24,0,0,0,144,115,259,84,78,161,14,16,33,0,0,0,99,94,192,0,0,0,5,10,13,6,3,4,3,10,11,0,0,0,14,21,36,4,3,7,6,12,20,0,4,4,5,8,18,0,0,0,19,23,39,3,7,7,3,13,22,0,0,0,5,18,28,250,222,473,547,506,1053
POA4854,22,25,44,181,133,314,47,53,106,3,3,9,234,196,426,150,150,294,16,12,32,3,3,3,165,167,333,0,3,8,0,5,7,15,8,22,3,18,18,0,0,0,25,37,56,8,7,16,0,7,9,3,3,6,8,18,28,0,0,0,21,39,53,4,9,11,0,8,8,0,0,0,8,17,22,261,233,500,732,698,1434
POA4855,3,3,3,22,22,42,9,9,15,0,0,0,30,27,56,19,10,30,7,0,8,0,0,0,32,7,38,0,0,0,0,0,0,4,4,9,0,3,4,0,0,0,4,6,8,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,66,48,111,132,101,232
POA4856,7,4,10,8,19,29,8,8,16,0,0,0,16,28,43,10,25,32,0,3,3,0,0,0,8,30,35,0,0,0,0,0,0,0,0,4,0,3,7,0,0,0,5,3,6,5,4,5,0,0,0,0,0,0,0,7,7,0,0,0,5,12,16,0,0,0,0,0,0,0,0,0,0,0,0,33,46,82,78,124,199
POA4858,9,8,16,50,40,90,15,13,34,0,0,0,68,51,124,26,36,64,14,26,41,0,0,0,47,66,110,0,0,0,0,3,5,0,3,4,0,3,4,0,0,0,6,7,12,0,3,6,0,7,7,0,0,0,9,3,13,0,0,0,11,12,18,0,0,0,3,3,4,0,0,0,3,3,4,63,63,120,197,209,410
POA4859,0,3,3,9,10,25,4,5,13,0,0,0,20,16,35,3,4,12,7,4,9,0,0,0,7,13,21,0,0,0,0,3,4,0,0,0,0,4,6,0,0,0,0,9,13,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,25,18,44,59,58,115
POA4860,38,47,87,346,299,646,134,95,237,19,16,32,501,416,918,229,207,438,115,109,218,9,9,14,348,323,669,4,5,12,8,16,24,16,18,36,18,41,55,3,0,4,40,82,125,14,31,42,7,24,31,5,10,13,29,46,74,0,0,0,51,104,160,12,9,21,12,25,40,0,0,3,26,39,63,666,640,1304,1675,1652,3324
POA4861,3,9,10,47,55,101,10,5,23,0,0,0,60,62,122,41,36,72,14,7,18,0,0,0,49,36,91,4,0,6,0,6,3,0,5,5,4,3,7,0,0,0,6,15,18,0,3,3,0,4,5,0,0,0,0,4,3,0,0,0,5,10,18,0,5,3,5,4,11,0,0,0,5,10,12,59,65,118,189,201,392
POA4865,36,54,93,264,260,531,132,131,263,22,18,31,415,409,825,229,225,451,55,49,110,13,13,23,291,290,587,3,11,13,8,24,28,13,15,26,9,26,38,0,0,0,39,73,109,20,51,69,3,24,28,10,15,22,20,47,68,0,3,3,51,137,188,12,4,11,15,27,45,0,0,0,30,32,56,353,353,706,1216,1344,2564
POA4868,145,145,292,557,491,1050,405,402,809,76,82,155,1042,968,2010,430,404,837,296,259,558,64,62,128,795,721,1518,20,23,45,23,54,70,33,34,61,53,104,159,3,3,8,126,216,343,74,114,193,38,89,127,17,33,54,63,137,201,0,5,4,194,381,572,19,20,39,51,88,140,0,3,3,68,111,184,926,987,1909,3297,3531,6826
POA4869,136,136,277,796,712,1505,295,333,629,74,47,126,1167,1094,2262,552,497,1047,186,182,367,39,41,80,778,716,1488,14,27,42,10,44,56,37,41,78,37,97,135,0,0,0,99,215,313,38,107,143,28,64,92,16,29,45,49,141,189,0,0,0,127,351,479,19,21,38,25,70,96,3,0,3,49,91,135,792,782,1575,3144,3384,6530
POA4870,379,332,707,1784,1703,3491,779,855,1638,279,225,504,2846,2786,5631,1408,1355,2758,693,664,1350,216,269,488,2313,2283,4599,82,84,173,139,239,371,102,121,225,196,365,566,10,12,20,530,818,1351,296,440,735,225,365,587,54,118,174,290,588,877,4,11,14,865,1517,2383,101,132,232,138,255,392,8,3,9,239,395,633,4154,4027,8184,11329,12163,23489
POA4871,59,40,104,446,408,857,60,83,145,23,21,38,528,511,1046,242,254,495,74,67,135,12,14,29,327,330,658,0,4,6,3,13,22,7,10,17,20,31,49,0,0,0,28,63,91,12,19,27,4,10,13,7,9,18,11,37,54,0,0,0,29,79,109,8,3,11,7,21,27,0,0,0,16,23,37,692,601,1284,1689,1646,3331
POA4872,17,14,28,113,95,205,32,37,71,14,5,14,156,137,290,78,85,162,20,29,48,3,6,6,103,118,223,0,0,4,0,5,11,6,6,12,0,11,14,0,0,0,5,24,35,5,12,15,0,0,0,0,3,3,6,12,20,0,0,0,13,32,37,4,3,7,4,16,17,0,0,0,6,19,25,264,195,457,561,537,1097
POA4873,30,32,62,244,167,412,32,54,88,3,0,5,276,224,502,174,161,340,15,9,25,3,0,3,195,177,366,4,3,6,3,11,9,3,3,11,8,18,29,0,0,0,18,33,56,3,12,15,3,22,19,0,4,5,11,25,32,0,0,0,13,62,76,4,3,8,3,22,27,0,0,0,13,24,40,403,440,850,949,995,1943
POA4874,47,51,95,238,225,457,42,37,79,4,8,8,282,267,546,163,183,337,7,6,12,10,14,19,177,201,374,0,3,3,0,5,5,11,3,11,13,21,30,0,0,0,19,33,50,3,0,5,3,20,18,0,13,13,21,30,52,0,0,0,25,60,83,3,3,10,5,5,10,0,0,0,7,12,17,275,209,483,826,828,1651
