POA_CODE_2016,M_0_149_CFNC,M_0_149_CF_C_und15,M_0_149_CFNC_und15,M_0_149_1PF_C_und15,M_0_149_1PFNC_und15,M_0_149_OthF,M_0_149_Tot,M_150_299_CFNC,M_150_299_CF_C_und15,M_150_299_CFNC_und15,M_150_299_1PF_C_und15,M_150_299_1PFNC_und15,M_150_299_OthF,M_150_299_Tot,M_300_449_CFNC,M_300_449_CF_C_und15,M_300_449_CFNC_und15,M_300_449_1PF_C_und15,M_300_449_1PFNC_und15,M_300_449_OthF,M_300_449_Tot,M_450_599_CFNC,M_450_599_CF_C_und15,M_450_599_CFNC_und15,M_450_599_1PF_C_und15,M_450_599_1PFNC_und15,M_450_599_OthF,M_450_599_Tot,M_600_799_CFNC,M_600_799_CF_C_und15,M_600_799_CFNC_und15,M_600_799_1PF_C_und15,M_600_799_1PFNC_und15,M_600_799_OthF,M_600_799_Tot,M_800_999_CFNC,M_800_999_CF_C_und15,M_800_999_CFNC_und15,M_800_999_1PF_C_und15,M_800_999_1PFNC_und15,M_800_999_OthF,M_800_999_Tot,M_1000_1199_CFNC,M_1000_1199_CF_C_und15,M_1000_1199_CFNC_und15,M_1000_1199_1PF_C_und15,M_1000_1199_1PFNC_und15,M_1000_1199_OthF,M_1000_1199_Tot,M_1200_1399_CFNC,M_1200_1399_CF_C_und15,M_1200_1399_CFNC_und15,M_1200_1399_1PF_C_und15,M_1200_1399_1PFNC_und15,M_1200_1399_OthF,M_1200_1399_Tot,M_1400_1599_CFNC,M_1400_1599_CF_C_und15,M_1400_1599_CFNC_und15,M_1400_1599_1PF_C_und15,M_1400_1599_1PFNC_und15,M_1400_1599_OthF,M_1400_1599_Tot,M_1600_1799_CFNC,M_1600_1799_CF_C_und15,M_1600_1799_CFNC_und15,M_1600_1799_1PF_C_und15,M_1600_1799_1PFNC_und15,M_1600_1799_OthF,M_1600_1799_Tot,M_1800_1999_CFNC,M_1800_1999_CF_C_und15,M_1800_1999_CFNC_und15,M_1800_1999_1PF_C_und15,M_1800_1999_1PFNC_und15,M_1800_1999_OthF,M_1800_1999_Tot,M_2000_2199_CFNC,M_2000_2199_CF_C_und15,M_2000_2199_CFNC_und15,M_2000_2199_1PF_C_und15,M_2000_2199_1PFNC_und15,M_2000_2199_OthF,M_2000_2199_Tot,M_2200_2399_CFNC,M_2200_2399_CF_C_und15,M_2200_2399_CFNC_und15,M_2200_2399_1PF_C_und15,M_2200_2399_1PFNC_und15,M_2200_2399_OthF,M_2200_2399_Tot,M_2400_2599_CFNC,M_2400_2599_CF_C_und15,M_2400_2599_CFNC_und15,M_2400_2599_1PF_C_und15,M_2400_2599_1PFNC_und15,M_2400_2599_OthF,M_2400_2599_Tot,M_2600_2999_CFNC,M_2600_2999_CF_C_und15,M_2600_2999_CFNC_und15,M_2600_2999_1PF_C_und15,M_2600_2999_1PFNC_und15,M_2600_2999_OthF,M_2600_2999_Tot,M_3000_3999_CFNC,M_3000_3999_CF_C_und15,M_3000_3999_CFNC_und15,M_3000_3999_1PF_C_und15,M_3000_3999_1PFNC_und15,M_3000_3999_OthF,M_3000_3999_Tot,M_4000_4999_CFNC,M_4000_4999_CF_C_und15,M_4000_4999_CFNC_und15,M_4000_4999_1PF_C_und15,M_4000_4999_1PFNC_und15,M_4000_4999_OthF,M_4000_4999_Tot,M_5000over_CFNC,M_5000over_CF_C_und15,M_5000over_CFNC_und15,M_5000over_1PF_C_und15,M_5000over_1PFNC_und15,M_5000over_OthF,M_5000over_Tot,M_NS_CFNC,M_NS_CF_C_und15,M_NS_CFNC_und15,M_NS_1PF_C_und15,M_NS_1PFNC_und15,M_NS_OthF,M_NS_Tot,Tot_CFNC,Tot_CF_C_und15,Tot_CFNC_und15,Tot_1PF_C_und15,Tot_1PFNC_und15,Tot_OthF,Tot_Tot
POA4156,3,7,4,0,0,0,17,0,0,0,0,0,0,5,3,3,3,0,0,0,4,3,0,4,0,0,0,9,5,0,0,0,0,0,10,0,4,7,0,0,0,16,6,4,4,0,0,0,18,0,8,4,0,0,0,19,0,17,11,0,0,0,28,3,18,5,0,0,0,25,3,5,3,0,0,0,14,7,26,7,3,0,0,49,0,12,0,0,0,0,16,7,9,0,0,0,0,21,7,34,12,0,0,0,54,10,46,20,5,0,0,81,7,16,5,0,0,0,33,0,14,6,0,0,0,23,4,15,4,0,0,0,22,75,243,106,13,9,0,457
POA4157,32,14,19,4,9,0,82,9,3,0,0,0,0,18,12,6,9,7,0,0,37,22,15,9,0,5,0,43,25,11,25,7,6,0,75,35,27,19,9,9,0,93,30,30,27,8,12,0,114,55,50,28,12,15,0,161,47,59,38,16,11,0,169,60,110,57,15,15,0,260,70,118,30,7,11,3,231,89,152,48,15,17,5,324,35,86,23,7,4,3,163,37,75,23,0,0,0,135,81,124,39,10,3,0,254,49,89,38,8,15,0,199,21,43,16,3,3,0,85,8,13,7,0,0,0,31,27,40,18,4,12,0,96,735,1055,478,126,160,17,2564
POA4158,3,0,5,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,3,0,0,0,0,8,3,0,0,0,0,0,11,9,3,3,0,6,0,20,6,3,3,3,4,0,23,15,5,0,3,5,0,29,10,17,3,0,3,0,32,18,23,6,8,5,0,60,10,15,0,4,0,0,26,13,32,13,0,0,3,62,0,0,8,0,3,0,12,6,5,0,0,0,0,14,8,30,7,0,3,0,48,21,21,7,0,0,0,41,3,8,0,0,0,0,13,0,0,0,0,0,0,3,3,0,3,0,0,0,10,130,175,54,29,35,4,431
POA4159,34,8,11,0,9,4,64,9,0,6,0,0,0,19,14,3,8,0,0,0,29,8,4,7,0,3,0,28,15,10,5,0,8,0,49,20,20,16,3,8,0,60,25,27,34,4,4,0,102,28,41,30,5,3,0,112,23,49,20,9,11,0,112,40,56,30,9,10,0,148,34,68,19,10,5,0,148,57,130,36,13,4,0,243,38,61,17,14,0,0,130,17,55,16,4,4,0,93,50,93,38,3,3,0,188,46,106,30,7,3,0,202,12,31,13,0,3,0,55,10,17,3,0,0,0,25,14,37,13,3,10,0,75,502,825,356,88,95,16,1875
POA4160,36,20,24,5,11,0,86,14,6,7,0,0,0,27,16,8,10,3,4,0,38,11,6,16,0,3,0,33,25,16,9,0,8,0,58,43,21,29,3,9,0,108,36,29,39,0,15,0,115,34,56,39,6,11,0,148,24,54,22,6,10,0,120,37,72,24,11,13,4,164,40,62,22,9,3,3,135,65,139,70,19,11,3,299,20,79,27,8,3,0,139,22,65,23,6,0,0,118,51,124,42,11,0,0,229,67,173,64,13,16,5,325,35,41,21,3,0,3,108,14,21,17,3,0,0,49,21,37,26,5,3,3,94,601,1022,519,107,127,21,2401
POA4161,26,17,7,3,5,0,55,13,0,4,0,3,0,20,14,4,15,0,6,0,41,10,10,10,5,4,0,37,22,9,16,6,9,0,66,37,26,24,6,3,3,106,29,43,23,3,8,3,111,52,42,40,15,14,0,164,56,74,40,18,9,0,197,73,115,32,14,22,0,263,82,119,39,15,14,3,274,98,191,68,25,20,0,395,46,89,26,5,8,0,182,21,57,11,3,3,0,94,39,79,24,12,5,3,163,37,55,29,0,3,0,123,11,19,0,0,0,0,28,10,6,0,0,0,0,10,33,29,19,4,5,0,95,706,976,434,145,156,20,2440
POA4163,34,8,20,4,4,0,71,3,0,3,0,4,0,7,13,8,6,3,3,0,28,12,7,3,3,3,0,22,23,4,5,0,3,0,38,17,7,15,3,4,0,48,29,16,8,7,4,0,59,22,21,17,3,8,0,87,32,18,20,9,10,0,86,23,28,25,7,7,0,79,24,30,19,3,3,0,77,46,62,34,9,8,3,157,17,38,19,8,0,0,82,25,29,13,0,0,0,72,27,63,29,4,3,0,125,45,64,26,3,5,0,142,20,25,21,7,3,0,69,17,16,11,5,0,0,45,23,21,12,3,0,0,63,425,462,315,80,79,9,1368
POA4164,32,9,21,0,3,0,58,0,0,8,0,0,0,11,13,3,4,3,3,0,24,10,6,8,6,3,0,35,22,5,11,3,4,0,44,25,10,13,4,7,0,64,21,27,15,4,8,0,81,22,40,41,4,3,0,113,27,38,21,11,9,0,101,34,56,26,12,3,0,126,29,56,24,8,3,0,130,74,125,44,10,9,3,267,31,74,20,6,6,0,134,32,74,24,3,4,0,139,65,148,48,6,3,0,271,62,150,56,3,4,3,282,19,58,18,4,3,0,104,10,34,11,0,0,0,56,21,37,20,4,0,0,82,552,957,428,97,77,14,2119
POA4165,56,27,23,7,9,0,120,20,9,7,6,0,0,43,37,11,26,3,8,0,82,22,5,21,4,3,0,61,32,25,15,5,15,0,99,42,42,26,16,18,0,140,62,51,54,13,21,0,199,67,84,46,22,30,0,244,87,108,51,29,16,0,293,104,188,78,25,19,0,409,95,195,51,17,11,0,382,176,371,118,32,15,3,715,107,218,49,20,9,3,400,90,171,45,7,6,0,324,154,334,90,23,10,0,621,175,288,113,9,15,3,600,40,51,24,3,4,0,120,28,28,13,4,0,0,71,51,82,31,7,13,3,186,1449,2300,876,241,219,27,5108
POA4169,23,11,4,0,4,0,39,6,0,0,0,0,0,8,4,0,3,0,0,0,10,3,3,0,0,0,0,10,3,3,0,0,0,0,10,16,3,4,0,0,0,27,19,3,0,0,0,0,25,22,10,3,0,0,0,46,26,15,6,3,4,0,44,32,13,0,0,6,0,47,21,10,3,0,0,0,40,41,26,7,3,11,3,85,14,8,4,0,0,0,31,26,9,3,0,0,0,38,23,21,3,3,3,0,52,54,48,17,3,4,3,134,37,29,12,0,0,0,75,17,26,12,0,0,0,59,15,12,3,0,0,0,41,397,256,90,23,42,13,818
POA4170,26,35,9,4,3,0,72,5,7,4,0,0,0,15,9,13,3,0,0,0,36,9,12,9,0,0,0,33,12,22,12,0,0,0,48,19,19,13,0,6,3,63,21,37,22,8,5,0,86,29,43,13,7,8,0,92,37,59,15,6,10,0,126,49,75,14,7,8,0,153,40,64,8,11,3,4,124,89,114,28,8,11,4,257,39,75,13,7,6,0,131,53,68,11,7,3,3,143,103,174,26,12,0,4,324,142,309,44,12,14,5,517,50,156,22,5,3,0,229,26,82,20,4,0,0,129,18,43,18,3,3,3,89,785,1398,292,96,90,33,2690
POA4171,23,27,9,4,3,0,68,5,0,3,0,3,0,9,8,9,0,0,3,0,19,9,7,3,0,0,0,17,6,5,7,0,6,0,22,17,14,3,0,3,0,34,19,19,9,3,6,0,58,9,18,9,4,0,0,48,16,23,13,3,0,0,59,15,28,5,3,6,0,55,11,10,4,4,4,0,42,51,66,17,5,5,0,146,16,24,5,4,3,0,53,22,40,4,3,4,0,80,40,57,13,9,3,3,124,97,187,34,6,5,0,332,46,106,30,0,8,0,185,42,139,31,16,6,3,231,25,33,11,3,3,0,72,470,815,226,65,64,10,1652
POA4172,7,4,3,0,0,0,19,3,4,0,0,0,0,9,3,3,0,0,0,0,8,0,3,0,0,0,0,5,4,3,0,0,3,0,15,3,0,0,0,3,0,8,4,11,3,3,4,0,21,7,11,9,0,6,0,32,11,15,3,0,0,0,32,10,20,5,0,0,0,42,14,14,0,3,3,0,33,26,24,5,3,5,0,59,18,19,3,0,0,0,40,5,10,3,0,0,0,22,15,31,6,0,3,0,56,24,57,9,4,4,0,102,3,10,3,0,0,0,17,3,6,0,0,0,0,14,7,5,3,5,3,0,12,162,249,55,18,41,6,533
POA4173,9,3,3,0,7,3,29,8,0,3,0,4,0,11,4,3,5,0,0,0,14,11,3,3,0,0,0,18,5,7,6,0,3,0,23,15,16,3,0,7,0,37,15,18,7,0,3,0,49,15,27,12,7,9,0,67,18,35,13,5,4,0,83,34,39,17,4,11,3,104,20,43,16,9,6,0,87,34,83,19,12,7,0,153,30,34,6,0,0,0,81,23,27,8,3,3,0,58,22,43,14,4,7,0,89,22,31,12,0,3,0,69,11,10,4,0,0,0,23,3,3,0,0,0,0,6,12,14,8,3,0,0,39,302,436,159,58,68,9,1043
POA4174,0,0,3,0,3,0,9,0,0,0,0,0,0,0,0,3,0,0,0,0,7,6,0,0,0,0,0,5,3,0,3,3,0,0,7,3,5,3,0,4,0,13,4,6,4,0,0,0,17,15,6,0,6,0,0,21,4,13,9,4,3,0,34,8,11,3,3,0,0,21,12,16,3,0,3,0,33,10,29,9,3,3,0,53,7,10,3,0,0,0,26,11,8,0,0,0,0,19,11,16,0,0,0,0,30,11,13,3,0,0,0,32,3,0,3,0,0,0,9,0,0,0,0,0,0,3,5,7,0,3,0,0,14,109,146,43,31,24,3,350
POA4178,20,19,22,3,3,4,65,7,6,3,0,3,0,27,22,15,12,0,3,0,44,5,8,10,0,5,0,39,19,11,13,4,3,0,53,34,28,14,8,5,0,96,38,52,26,4,13,0,132,32,50,22,11,22,5,142,48,71,34,11,14,7,182,61,77,32,17,16,3,206,66,104,16,10,16,4,216,121,191,52,17,17,0,409,56,101,14,8,8,0,191,40,86,22,4,4,0,153,72,188,36,11,5,3,315,58,164,40,7,12,0,285,28,53,17,0,0,0,98,15,29,5,0,0,0,58,23,41,19,9,3,4,93,779,1290,409,128,158,35,2789
POA4179,34,20,11,8,4,4,74,10,8,3,0,0,0,20,9,12,16,3,6,0,46,12,12,9,0,3,0,35,17,18,21,6,5,0,70,23,11,15,3,11,0,62,36,36,24,9,3,0,103,36,48,23,7,6,0,117,30,60,18,4,13,0,125,45,90,26,17,8,0,184,35,75,23,7,13,3,160,81,136,55,11,11,0,300,39,85,13,3,3,0,150,33,84,12,6,3,0,140,53,143,38,7,3,0,255,94,175,44,12,0,4,330,19,41,20,4,0,0,85,8,35,12,0,3,0,57,22,36,16,3,4,3,87,640,1117,393,111,100,21,2388
POA4183,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,4,3,0,0,0,8,7,4,0,0,0,0,13,0,3,3,0,3,0,10,3,0,3,0,3,0,9,7,4,0,0,0,0,15,9,0,3,0,3,0,15,0,7,3,0,0,0,11,0,0,0,0,0,0,4,3,3,0,0,0,0,5,4,9,0,0,0,0,7,3,8,5,0,0,0,14,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,0,4,0,0,9,52,39,19,13,4,0,128
POA4184,16,3,0,0,0,0,27,16,0,0,6,0,0,27,22,3,3,0,7,0,34,24,3,3,0,0,0,33,35,4,7,3,6,3,57,30,5,6,3,4,0,46,27,5,7,10,6,0,70,29,18,13,6,6,0,69,21,16,4,0,0,0,38,20,12,3,0,3,0,36,4,6,3,0,0,0,18,12,0,0,0,0,0,19,3,4,0,0,0,0,5,0,0,0,0,0,0,3,3,0,0,0,0,0,10,7,0,0,0,0,0,11,0,3,0,0,0,0,4,0,0,0,0,0,0,3,15,0,5,4,0,0,33,289,81,57,46,44,11,529
POA4205,7,6,5,0,0,0,18,3,0,4,0,0,0,11,0,0,3,3,0,0,4,3,0,0,0,3,0,13,6,0,0,4,3,0,18,10,6,9,0,3,0,30,15,13,8,4,4,0,38,15,23,13,6,5,0,59,20,30,11,7,4,0,70,26,33,9,9,4,0,73,13,21,11,9,3,0,50,19,13,9,3,4,0,44,0,8,3,0,0,0,20,0,3,3,0,0,0,6,3,3,3,0,0,0,8,4,7,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,9,0,0,0,19,141,175,84,41,41,4,497
POA4207,65,37,33,16,4,0,156,26,10,14,3,7,0,52,41,13,15,6,13,3,96,38,16,22,3,11,3,92,70,39,34,16,27,3,186,97,64,52,17,21,0,256,117,99,80,27,43,8,370,159,213,100,39,43,8,556,174,221,91,48,47,6,585,197,317,101,45,42,7,708,143,258,61,30,20,6,518,208,293,119,46,21,3,687,73,141,49,10,6,3,280,47,90,17,3,7,0,165,123,182,82,27,13,3,423,94,161,55,8,9,3,327,36,35,16,5,0,0,100,11,34,3,3,8,0,52,74,83,54,21,15,3,257,1784,2309,988,382,351,65,5880
POA4208,10,11,12,3,3,0,43,3,4,3,0,0,0,14,14,4,3,0,0,0,21,5,9,4,0,0,0,24,16,12,7,3,3,0,46,34,29,21,0,3,0,93,39,31,22,7,7,0,104,51,58,34,17,6,0,159,36,83,21,7,9,0,159,70,100,25,18,5,3,220,64,135,21,13,10,0,239,111,219,50,23,18,3,415,66,146,23,6,9,0,243,26,75,25,6,4,0,145,65,157,45,10,9,3,288,48,138,41,9,8,0,245,25,31,10,3,3,0,71,10,11,8,0,0,0,29,25,43,29,6,4,0,101,723,1304,393,129,94,22,2660
POA4209,29,23,22,4,3,0,88,15,5,7,0,4,0,26,17,13,7,0,3,0,39,16,21,5,3,5,0,48,23,27,14,4,3,3,68,41,34,17,5,14,0,120,39,60,37,15,14,3,158,75,120,35,13,27,0,266,75,143,37,24,15,4,300,106,245,67,30,11,0,458,115,234,56,25,16,3,456,177,379,92,25,18,4,698,109,233,44,12,12,0,405,70,140,32,4,3,0,251,108,304,86,15,6,0,521,115,276,89,19,9,0,503,33,56,25,0,4,0,119,17,45,14,0,0,3,72,42,73,34,8,16,3,181,1224,2423,719,211,171,25,4779
POA4210,24,26,11,4,6,3,72,13,6,5,0,3,0,25,20,7,8,0,5,0,39,9,3,6,3,9,0,27,29,19,13,4,9,0,68,32,21,17,15,8,0,92,39,36,26,11,13,0,120,59,67,27,13,20,0,178,69,64,30,22,21,3,215,60,130,41,17,14,0,257,81,116,26,8,10,3,246,104,213,66,21,13,4,419,66,111,35,14,8,0,236,32,85,27,0,0,0,152,86,172,37,14,10,0,315,80,164,48,16,13,0,323,26,42,10,0,3,0,82,13,25,4,0,0,0,37,34,53,27,11,6,0,132,864,1366,480,166,156,21,3054
POA4211,99,30,47,8,14,4,203,33,11,21,10,8,0,70,41,20,23,9,10,0,107,47,24,23,6,13,0,114,74,35,48,18,23,4,192,88,82,63,23,42,3,302,133,99,83,28,33,3,374,157,178,117,46,50,3,543,131,225,105,53,39,8,557,217,370,124,70,60,12,848,196,322,101,63,36,3,722,307,498,179,59,48,4,1096,145,283,76,22,25,0,557,71,205,59,8,10,0,364,210,368,118,29,21,4,752,158,292,99,14,14,3,579,44,84,38,7,3,0,179,26,40,17,0,3,0,88,105,103,71,21,22,8,318,2291,3277,1392,483,477,59,7977
POA4212,49,25,23,7,10,0,106,23,3,6,0,0,0,30,26,12,17,0,6,0,58,16,7,5,0,7,0,33,27,10,16,0,4,3,69,62,28,25,9,16,0,139,64,41,34,8,16,0,161,59,50,35,15,16,0,175,64,78,40,7,7,3,203,92,88,61,10,19,3,272,58,91,31,10,5,3,198,118,191,85,19,11,0,418,29,105,40,11,4,0,189,57,82,26,5,5,0,178,90,140,59,8,5,0,303,116,177,92,16,12,3,411,69,96,50,3,6,0,217,48,46,38,11,5,3,153,52,45,42,5,8,3,155,1130,1306,712,142,164,18,3478
POA4213,48,34,27,9,7,0,132,23,14,12,3,3,0,48,22,9,22,8,12,0,68,15,10,12,5,3,0,47,40,18,25,11,13,0,104,46,46,24,15,16,0,143,59,63,51,15,15,0,207,79,108,46,17,21,0,280,68,113,45,18,14,0,268,97,152,60,35,20,4,363,66,145,53,13,18,0,295,131,272,83,31,25,4,543,57,145,33,11,3,0,256,34,117,30,7,3,0,192,110,230,75,27,17,0,461,125,244,96,27,15,4,506,28,71,27,7,6,0,142,10,39,21,0,0,0,73,54,74,42,19,21,4,212,1119,1904,775,267,240,25,4336
POA4214,47,25,28,11,16,3,130,14,6,9,0,4,0,34,28,25,23,5,4,3,85,24,22,21,0,5,0,69,45,19,22,17,10,0,113,54,40,38,6,27,3,165,51,68,48,6,20,0,197,112,97,80,24,35,3,355,77,107,61,30,22,0,298,106,151,80,21,30,0,392,77,153,49,18,29,0,323,139,264,107,33,35,5,581,61,146,35,5,15,0,259,43,77,26,6,9,0,164,88,176,68,15,13,0,356,83,159,76,8,8,4,332,22,37,19,3,3,0,80,15,41,18,0,4,0,75,56,60,39,9,16,0,183,1152,1661,843,222,291,30,4202
POA4215,37,16,12,0,24,3,98,16,3,3,7,3,0,30,30,12,7,3,13,0,65,24,3,7,4,4,3,42,37,22,18,9,19,3,111,45,24,20,4,31,0,135,93,54,33,24,16,3,221,106,80,30,27,25,3,275,109,94,20,22,25,4,276,116,120,26,24,22,3,308,74,90,22,12,13,3,214,115,133,38,16,10,3,315,56,56,12,12,8,0,135,28,32,12,8,0,3,86,65,70,23,15,15,0,186,64,53,24,9,9,0,160,17,22,7,4,7,0,58,8,17,9,5,0,3,43,47,33,26,7,16,3,124,1099,939,346,219,261,39,2894
POA4216,73,23,23,3,7,3,130,17,9,3,3,8,0,33,29,8,6,7,7,3,56,23,3,3,4,3,0,37,53,17,15,9,18,0,109,52,20,20,11,8,0,103,72,40,12,16,20,0,157,86,67,32,25,22,4,229,89,63,34,16,18,0,220,103,88,47,31,28,0,297,72,61,25,22,8,4,187,150,149,52,14,21,6,384,47,79,12,3,4,0,146,46,48,16,8,6,0,122,89,103,36,8,4,0,242,133,138,59,7,13,5,351,58,59,26,4,9,0,155,52,61,27,10,3,3,159,60,56,25,12,14,3,163,1281,1082,486,209,218,33,3304
POA4217,75,26,20,7,8,0,144,14,4,5,0,3,0,33,18,9,16,3,8,0,52,15,9,0,7,5,0,36,32,11,12,0,9,0,73,46,29,17,16,11,0,109,58,37,24,6,9,0,134,83,50,22,13,21,0,180,77,45,18,12,15,0,161,74,40,25,10,11,0,166,53,32,22,14,6,3,124,114,99,48,10,4,4,280,42,27,14,3,0,0,85,29,34,13,3,0,0,81,83,88,26,6,10,3,212,103,156,54,12,11,3,344,63,78,31,7,3,3,184,52,111,40,13,3,3,217,49,53,22,5,10,0,136,1096,920,414,141,154,30,2762
POA4218,54,26,23,5,8,0,119,17,8,3,0,4,0,23,13,9,14,0,4,0,39,15,9,9,0,3,0,30,26,15,10,4,4,4,64,43,26,14,9,10,3,100,61,37,19,9,14,0,141,68,58,26,10,11,0,178,61,50,19,12,9,3,154,78,54,25,16,23,0,187,49,41,16,9,14,0,123,113,123,43,18,12,7,314,44,63,17,8,3,0,132,37,54,18,5,0,0,115,70,105,30,8,8,0,233,103,163,59,9,14,0,354,49,78,25,6,0,3,162,46,69,19,4,0,0,135,45,46,26,6,8,0,139,979,1044,403,141,161,24,2748
POA4220,57,25,12,8,9,0,116,10,5,3,0,4,0,25,27,7,16,4,8,3,62,27,13,4,0,4,3,50,25,19,12,3,11,0,74,35,47,16,14,8,0,127,55,53,36,20,24,0,178,76,68,21,14,20,7,206,59,77,35,12,21,0,210,90,117,46,17,19,4,286,76,121,24,11,11,4,234,113,179,49,22,27,0,379,53,101,17,10,5,3,180,48,71,12,3,4,3,139,90,175,36,12,6,0,324,96,187,63,19,5,0,375,36,40,18,5,0,0,100,18,32,10,3,0,0,65,52,59,25,8,9,0,148,1029,1386,458,180,197,27,3282
POA4221,34,25,21,4,7,0,97,11,3,5,0,3,0,31,24,12,15,3,4,0,55,16,13,9,0,4,0,45,37,20,19,4,7,0,86,26,28,23,8,16,0,97,37,40,28,20,11,0,137,65,69,36,21,18,0,209,55,86,20,15,18,0,199,68,110,37,20,25,0,264,42,89,14,12,13,0,171,85,178,68,19,17,0,371,33,125,18,5,3,0,195,39,81,6,4,3,0,133,87,193,39,11,11,0,343,83,169,39,5,6,0,305,23,37,15,0,4,0,82,19,26,11,0,0,0,47,34,47,27,16,20,0,136,821,1334,457,175,194,14,2986
POA4222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4223,25,9,11,3,3,0,55,0,0,5,0,0,0,12,14,3,13,0,4,0,35,8,4,3,0,3,0,20,13,8,10,3,3,0,29,17,15,17,3,5,0,63,28,22,14,9,5,3,76,39,44,23,12,10,0,122,34,49,16,7,16,0,116,38,51,21,3,12,0,125,29,49,11,5,0,0,97,51,106,39,19,7,0,226,24,46,12,0,8,0,92,18,37,4,3,7,0,69,37,97,19,10,5,0,162,48,93,33,0,3,0,177,19,39,9,5,3,0,73,6,19,4,0,0,0,30,23,26,13,3,7,0,70,463,718,270,94,102,16,1651
POA4224,11,0,7,0,3,0,21,0,0,4,0,0,0,6,5,6,4,0,0,0,14,5,4,3,0,5,0,18,7,6,4,0,0,0,25,7,4,0,0,3,0,23,18,8,6,5,3,0,40,25,17,5,12,0,0,53,14,17,9,3,6,0,49,18,27,5,9,3,0,63,14,20,3,7,4,0,48,27,43,13,4,6,0,87,14,26,0,0,0,0,44,0,10,3,0,0,0,18,25,28,8,5,3,0,67,15,22,3,0,0,0,43,3,3,0,0,0,0,12,3,5,0,0,0,0,10,6,8,6,4,4,0,32,223,262,87,52,40,3,663
POA4225,11,3,0,0,0,0,18,3,3,0,0,0,0,6,3,0,0,0,0,0,6,5,0,0,0,0,0,9,4,3,0,0,0,0,14,7,7,4,0,0,0,20,5,4,4,0,0,0,13,16,7,4,5,3,0,32,15,4,0,0,3,0,25,17,7,3,3,0,3,33,7,12,0,0,0,0,21,24,16,9,3,4,0,54,5,6,0,0,0,0,14,5,4,0,0,0,0,10,3,8,3,0,0,0,23,12,10,0,0,0,0,24,4,6,3,0,0,0,12,6,10,0,0,0,0,21,12,3,0,0,3,0,24,175,105,34,19,21,3,357
POA4226,53,21,27,8,11,0,111,12,6,4,3,3,0,31,17,11,25,3,10,0,66,23,7,6,4,6,0,48,31,11,24,6,11,0,89,51,32,33,5,10,4,132,52,40,25,12,19,0,154,78,70,46,17,19,3,225,89,69,39,19,18,3,238,85,108,47,24,19,0,283,61,95,24,14,9,4,209,114,178,73,20,26,3,413,44,85,37,11,6,0,185,41,78,15,3,5,0,144,78,154,57,10,8,0,314,94,152,64,9,15,0,337,32,31,18,3,3,0,82,22,34,13,0,4,0,73,37,46,34,4,16,3,132,1008,1230,609,187,217,32,3280
POA4227,25,15,10,6,5,0,59,4,3,7,0,0,0,12,14,5,4,0,8,0,38,9,7,7,0,3,0,26,26,13,4,3,7,0,48,22,27,16,8,9,0,83,24,33,21,13,14,3,109,43,56,31,16,14,3,170,44,68,32,21,10,3,180,55,102,20,23,13,4,215,55,80,32,11,16,4,191,82,147,36,15,22,3,302,35,75,12,10,6,0,135,33,48,22,3,8,0,110,75,145,48,12,9,0,291,75,181,41,5,5,0,307,13,52,16,3,0,0,85,11,22,3,0,0,0,34,22,28,17,8,5,0,79,659,1101,379,161,149,24,2482
POA4228,12,3,4,3,0,0,24,3,3,0,0,0,0,4,10,0,9,3,0,0,21,7,3,3,0,0,0,12,9,0,4,0,0,0,10,6,8,14,3,3,0,32,13,17,15,0,3,0,48,14,7,6,0,5,0,37,4,14,6,0,3,0,34,11,19,11,3,3,0,45,14,15,6,0,0,0,35,19,45,15,5,3,3,89,7,7,13,0,0,0,29,4,16,0,0,0,0,22,20,46,12,0,0,0,76,19,81,9,4,4,0,121,13,28,6,0,0,0,50,9,17,0,0,0,0,30,11,15,9,6,3,0,43,210,349,147,39,27,3,776
POA4229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
