POA_CODE_2016,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
POA4222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4223,16,3,11,0,29,6,0,7,0,20,11,3,12,3,33,3,0,24,0,28,55,9,32,0,101,40,18,53,0,109,198,31,85,5,314,116,63,86,8,270,168,86,67,6,331,152,103,59,6,326,86,123,42,3,261,105,140,27,3,277,155,258,39,3,459,107,191,9,0,308,66,119,4,0,187,30,84,3,0,117,53,165,4,3,224,105,210,71,0,392,36,15,11,3,63,1504,1627,662,55,3846
POA4224,9,0,0,0,15,4,0,4,0,7,3,0,0,0,4,8,3,10,0,15,17,4,19,0,45,17,7,38,4,68,75,6,55,5,142,39,25,53,4,112,62,38,50,3,154,66,48,31,3,143,38,53,21,0,114,47,50,23,3,125,88,100,16,3,206,48,82,6,3,135,31,37,0,0,69,18,28,3,0,50,28,33,0,0,67,35,89,22,0,152,6,7,5,0,18,647,612,367,30,1656
POA4225,7,0,3,0,10,0,0,0,0,6,8,0,5,0,15,4,3,3,0,9,42,0,16,0,56,29,7,29,0,65,116,9,37,4,163,74,13,43,4,135,104,41,33,3,189,93,35,22,5,162,70,27,14,0,119,72,39,9,0,123,123,44,9,0,179,58,30,5,3,95,24,23,0,0,48,14,11,12,0,37,49,39,4,0,91,69,45,32,3,146,25,3,6,0,36,973,381,282,35,1681
POA4226,52,16,46,3,125,17,4,13,5,45,26,13,23,5,62,20,14,33,0,67,120,16,74,13,227,81,41,132,0,257,439,76,159,15,685,252,121,187,18,569,318,234,200,17,775,329,264,158,15,769,189,271,112,8,580,229,330,88,4,655,429,582,110,16,1136,246,470,35,5,755,117,277,14,0,406,89,188,11,0,297,140,372,18,3,534,204,446,120,0,770,58,38,25,0,113,3365,3787,1562,123,8838
POA4227,31,12,32,9,80,9,8,8,0,31,18,4,29,3,58,3,3,30,0,38,61,19,61,0,138,49,22,94,4,175,212,48,120,7,391,126,104,126,7,370,170,176,157,9,517,154,218,125,13,513,112,200,87,11,408,117,187,61,6,372,235,443,73,7,758,140,300,26,3,472,94,196,14,3,303,39,137,18,0,190,74,253,3,0,334,124,299,99,0,521,24,15,19,0,57,1811,2653,1180,94,5741
POA4228,8,0,3,0,14,7,0,0,0,7,6,0,3,0,12,3,0,3,0,12,23,6,6,0,33,13,9,15,0,32,55,14,20,3,87,32,21,15,0,71,50,41,14,0,108,58,50,9,0,117,21,44,9,0,78,36,42,4,0,78,69,117,7,0,195,31,90,0,0,125,14,76,0,0,90,16,41,0,0,65,25,97,4,0,126,31,100,18,0,149,10,10,3,0,21,512,761,138,7,1422
POA4229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4230,6,0,6,0,11,5,0,3,0,6,3,0,0,0,3,0,0,0,0,4,6,0,3,0,9,3,0,11,0,13,33,3,10,0,54,19,13,16,0,44,27,15,12,4,51,35,16,12,0,58,9,4,7,0,22,20,10,9,0,38,45,18,9,0,73,23,9,3,0,27,9,6,0,0,18,0,0,3,0,8,9,12,0,0,13,14,18,7,0,35,3,0,0,0,7,272,127,107,4,504
POA4270,9,3,3,0,17,0,0,0,0,0,3,0,0,0,4,0,0,0,0,4,11,7,6,0,21,9,7,13,0,25,52,3,20,3,78,23,19,11,0,52,29,23,12,0,65,37,35,6,0,78,31,41,12,0,81,43,35,7,0,91,68,92,3,0,166,37,65,0,0,94,26,37,0,0,60,8,31,4,0,46,16,36,0,0,55,37,68,14,0,122,6,5,3,0,11,443,511,115,3,1081
POA4271,3,0,0,0,3,0,0,3,0,3,3,0,0,0,4,0,0,0,0,4,25,0,10,0,30,8,3,20,0,38,56,9,10,0,71,27,6,11,0,44,40,23,19,3,84,40,34,13,0,85,25,27,5,0,51,22,16,0,0,45,41,54,9,0,105,16,31,0,0,52,15,17,0,0,34,11,13,0,0,22,18,17,3,0,43,23,29,8,0,65,5,5,4,0,15,382,290,130,5,801
POA4272,20,0,3,0,22,5,3,0,0,10,3,4,0,0,10,5,0,3,0,13,29,3,13,0,40,10,4,16,0,30,106,4,17,0,129,59,15,16,0,90,78,27,15,0,120,75,36,10,3,124,30,35,10,0,71,45,35,4,0,86,57,70,8,0,137,30,57,3,0,95,28,39,0,0,70,13,21,0,0,36,28,39,4,0,69,41,62,22,0,120,11,7,4,0,18,687,466,142,9,1302
POA4275,0,3,0,0,10,3,0,0,0,8,3,0,3,0,4,0,0,0,0,0,18,3,8,0,32,8,3,15,0,26,52,11,15,0,72,27,14,6,0,51,34,29,18,0,76,37,29,15,0,78,22,24,10,0,57,27,33,3,0,63,43,69,3,0,116,29,45,3,0,87,14,36,0,0,54,9,21,0,0,31,10,28,0,0,39,25,66,15,0,105,8,6,3,0,16,378,422,131,3,931
POA4280,28,10,14,0,53,11,3,6,0,21,11,3,13,0,30,9,0,21,0,32,53,10,38,0,108,34,15,59,0,104,187,33,67,0,287,112,75,77,3,268,128,123,70,3,317,129,182,49,7,363,103,216,47,4,374,115,228,26,3,368,217,426,37,9,693,110,311,21,3,442,55,179,3,0,239,35,104,3,0,145,39,139,3,0,182,90,310,43,3,448,28,45,14,0,84,1510,2407,613,38,4567
POA4285,25,3,16,0,46,14,3,11,0,28,4,9,24,0,35,10,4,30,0,46,75,20,81,5,185,58,28,125,0,223,338,50,108,10,512,171,99,89,11,374,184,185,108,11,495,209,206,76,6,505,126,171,51,3,350,148,219,19,3,392,222,415,37,3,682,117,242,11,3,374,62,169,6,0,235,34,97,8,3,139,43,115,10,0,168,154,279,79,3,516,46,27,13,3,87,2051,2354,904,66,5376
POA4287,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,11,3,3,0,11,0,4,0,0,3,12,0,5,0,22,3,9,6,0,21,8,6,3,0,19,9,3,6,0,17,3,7,0,0,11,6,4,3,0,14,7,7,0,0,16,3,5,0,0,8,3,3,0,0,3,0,4,0,0,6,0,3,0,0,3,10,13,4,0,22,3,0,0,0,3,87,71,32,3,189
POA4300,43,19,54,8,129,22,6,19,0,48,20,13,58,4,104,16,16,88,0,115,131,40,155,10,334,65,82,291,7,451,382,148,288,26,839,218,243,296,25,785,307,471,325,16,1124,374,613,242,31,1263,280,621,171,17,1080,302,615,108,16,1041,722,1372,188,34,2308,437,941,60,15,1461,227,636,23,4,893,109,358,16,3,490,130,537,12,7,687,294,793,191,5,1280,61,61,59,4,187,4148,7588,2657,230,14623
POA4301,20,22,42,0,81,12,3,12,0,25,14,10,46,0,67,6,9,64,0,78,53,44,115,0,215,50,58,214,3,325,216,91,249,7,568,129,201,208,12,548,189,351,216,18,771,192,394,129,19,734,169,327,102,11,607,143,320,55,14,531,281,535,80,20,918,117,296,38,5,458,61,157,6,4,220,23,54,11,0,83,28,71,7,0,111,117,333,105,8,565,38,34,38,4,113,1857,3311,1725,128,7015
POA4303,0,0,4,0,11,3,0,5,0,6,0,3,8,0,11,5,0,23,0,29,17,6,23,0,50,12,7,43,3,64,58,24,43,3,124,25,23,34,4,86,24,34,30,0,92,30,28,20,9,82,11,20,14,0,50,14,17,6,3,43,21,44,13,0,72,7,18,3,0,32,6,4,0,3,15,0,5,0,0,7,3,3,4,0,14,15,39,28,0,77,7,3,10,0,14,261,286,316,31,890
POA4304,11,7,10,0,28,10,0,4,0,12,14,7,31,3,51,4,7,48,0,55,49,17,73,8,147,54,24,160,3,239,251,46,133,10,434,148,85,156,9,399,146,163,128,15,442,154,180,100,10,445,128,160,51,9,355,107,171,44,5,327,166,271,38,9,478,91,146,17,4,260,46,93,8,0,146,28,49,4,0,74,18,36,8,0,66,84,164,73,3,326,24,14,12,0,59,1537,1637,1096,100,4358
POA4305,52,13,34,5,111,30,3,24,4,61,30,17,83,3,128,26,9,146,4,183,189,44,243,12,486,140,73,487,9,708,776,141,464,30,1411,486,291,430,39,1240,558,517,447,43,1574,521,681,322,30,1551,336,578,231,20,1162,389,601,162,25,1172,686,1133,180,38,2034,365,763,74,16,1207,203,429,21,4,656,79,248,24,0,352,111,348,19,5,484,392,755,271,8,1426,84,65,65,8,224,5469,6694,3717,298,16181
POA4306,50,7,12,0,75,24,8,14,0,49,36,10,32,3,76,17,9,53,0,80,136,22,65,4,230,100,29,109,3,236,478,72,114,9,672,274,114,153,10,543,328,262,146,11,740,298,298,105,6,706,207,345,89,3,638,234,357,65,3,665,447,759,75,6,1291,305,628,33,9,970,188,462,10,0,666,95,272,11,0,381,156,469,7,3,640,251,600,130,4,978,57,51,19,3,124,3677,4762,1241,76,9757
POA4307,3,0,0,0,3,0,0,0,0,0,3,3,0,0,5,0,0,0,0,0,8,3,4,0,14,7,3,3,0,9,23,0,4,3,32,19,7,10,0,39,20,14,4,0,39,8,13,4,0,28,10,16,4,0,32,15,16,3,0,37,20,21,6,0,54,13,23,0,0,33,6,17,0,0,27,3,5,0,0,8,10,8,0,0,18,7,35,0,0,44,4,0,0,0,4,183,190,58,5,445
POA4309,4,0,0,0,6,9,0,3,0,7,4,0,4,0,6,0,0,3,0,8,27,4,8,0,36,14,9,8,0,28,73,6,13,0,89,48,14,15,0,74,49,17,10,0,77,31,30,5,0,68,15,36,9,0,57,16,31,6,0,55,33,52,4,0,88,23,29,0,0,53,12,26,0,0,30,3,10,0,0,12,4,10,0,0,20,29,44,5,0,82,15,4,0,0,22,396,324,97,3,824
POA4310,6,3,0,0,10,8,0,0,0,8,13,0,0,0,18,0,0,5,0,10,32,3,12,0,46,28,9,28,0,57,157,8,30,0,194,83,30,33,3,150,95,48,21,0,162,82,73,11,0,168,44,60,9,0,109,42,54,12,0,111,69,80,7,0,153,32,47,0,0,85,19,43,0,0,59,12,24,0,0,31,19,33,0,0,59,52,70,22,0,140,13,10,3,0,28,800,603,189,9,1603
POA4311,13,3,9,0,21,11,3,3,0,22,7,7,10,0,27,3,0,20,0,31,60,10,35,3,113,51,20,80,3,149,216,44,68,3,334,104,78,64,10,250,108,91,55,6,260,108,106,45,0,260,60,111,23,0,192,52,101,13,0,166,123,157,17,0,296,55,80,3,0,141,23,46,0,3,71,8,23,10,0,40,13,21,4,0,41,78,141,35,0,265,31,23,7,0,60,1121,1056,502,40,2725
POA4312,6,3,0,0,10,3,3,3,0,8,0,0,0,0,0,0,0,4,0,4,38,0,11,0,53,16,3,15,0,34,104,10,16,3,134,43,17,16,0,79,42,32,6,0,84,33,22,3,0,65,21,12,0,0,31,17,25,0,0,44,25,22,0,0,53,9,11,0,0,20,5,11,0,0,10,5,3,0,0,4,8,6,0,0,15,34,32,15,0,77,0,0,3,0,13,434,208,90,10,746
POA4313,9,3,3,0,9,3,0,0,0,4,3,4,3,0,10,3,0,3,0,7,28,3,14,0,36,9,3,14,0,27,80,9,15,0,103,30,14,15,0,53,44,23,6,0,69,28,21,5,0,57,8,15,7,0,34,16,14,4,0,27,27,28,3,0,55,9,8,0,0,19,8,5,0,0,14,0,4,0,0,4,5,5,0,0,10,22,26,10,0,59,4,3,0,0,9,331,194,96,8,630
POA4340,8,0,0,0,9,7,0,5,0,9,4,0,5,0,12,4,5,16,0,19,29,6,24,0,62,33,11,33,0,72,81,9,38,3,135,54,26,24,3,104,55,37,27,3,126,52,56,20,3,128,30,54,13,3,98,39,43,10,3,96,81,91,7,0,181,45,52,7,0,102,17,40,0,0,58,7,20,3,0,30,6,16,4,3,30,47,70,22,0,139,6,6,9,0,22,602,541,270,26,1440
POA4341,22,3,11,0,36,13,5,3,0,18,20,9,21,0,45,6,0,24,0,36,76,14,48,3,138,46,21,105,0,171,289,48,99,6,438,159,97,81,12,345,157,147,67,10,380,138,150,57,5,359,91,146,29,0,266,76,131,28,0,239,151,231,30,5,416,121,149,8,0,272,37,82,3,3,124,25,40,3,0,67,31,52,0,0,89,122,190,48,3,366,37,27,24,0,87,1616,1535,702,49,3902
POA4342,0,3,0,0,3,5,0,0,0,5,3,0,3,0,6,0,0,3,0,6,20,3,13,0,33,8,4,16,0,26,56,3,17,3,72,39,15,10,3,63,36,16,9,0,61,35,21,13,0,61,14,30,3,0,46,18,25,4,0,42,28,39,5,0,72,14,22,6,0,36,6,14,0,0,21,3,10,0,0,8,3,9,0,0,15,14,30,8,3,60,7,10,3,0,14,304,244,103,12,659
POA4343,14,4,0,0,20,9,0,3,0,15,11,0,11,0,25,0,0,19,0,24,49,25,45,0,120,23,19,49,0,92,213,32,53,5,300,102,41,60,12,209,137,94,55,3,293,120,90,35,11,256,77,108,23,4,210,70,89,12,3,173,94,155,16,0,268,54,115,3,5,177,15,52,3,0,71,8,27,4,0,41,25,45,4,0,71,78,136,34,3,258,25,14,15,0,55,1132,1051,434,54,2667
POA4344,3,0,0,0,3,5,0,0,0,7,0,0,3,0,4,0,0,6,0,4,20,0,13,0,32,8,0,11,0,26,38,8,16,0,64,25,16,13,3,53,28,22,12,0,65,36,31,13,3,76,11,22,3,0,38,21,27,0,3,50,32,44,0,3,75,26,26,3,0,58,10,14,0,0,20,4,8,0,0,15,4,22,0,0,23,22,49,3,0,78,8,3,7,0,23,310,286,106,9,714
POA4345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5
POA4346,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,3,0,9,0,16,10,0,0,0,11,10,0,3,0,14,14,4,4,0,27,7,16,3,0,30,7,18,3,0,22,5,7,3,0,12,8,14,5,0,29,6,13,0,0,18,6,10,0,0,12,0,3,0,0,3,0,5,0,0,11,8,15,5,0,29,0,0,0,0,0,97,101,37,3,241
POA4347,3,0,0,0,4,3,0,0,0,3,3,0,0,0,4,0,0,0,0,0,17,0,3,0,21,3,3,4,0,9,24,4,5,0,33,9,6,4,0,19,19,8,6,0,36,14,11,3,0,29,7,12,0,0,18,9,8,4,0,26,9,24,3,0,33,6,9,0,0,13,3,12,0,0,11,0,5,0,0,4,3,3,0,0,5,7,16,3,0,29,7,0,0,0,7,156,115,42,7,314
POA4350,106,31,69,3,208,66,14,38,4,127,55,23,122,9,212,34,19,160,6,218,377,90,291,16,771,253,112,584,14,971,1574,245,607,41,2465,917,431,619,59,2021,1093,741,603,71,2506,1042,878,469,66,2453,646,875,332,28,1876,707,884,195,33,1826,1392,1708,206,57,3364,800,1223,86,22,2130,454,719,31,3,1207,237,456,31,0,732,469,887,25,5,1384,737,1112,361,19,2229,198,65,87,12,357,11151,10517,4916,463,27044
POA4352,35,8,9,0,55,33,7,8,0,43,21,0,23,3,47,11,3,28,0,43,112,17,37,0,165,66,27,74,0,170,418,57,88,0,557,251,95,77,9,441,309,159,101,9,572,285,245,70,7,609,170,293,58,4,520,208,345,37,6,590,430,667,50,3,1151,243,560,25,3,829,156,350,4,0,513,79,198,6,0,286,118,312,5,0,438,242,524,61,0,836,51,30,13,0,95,3242,3906,770,48,7971
POA4353,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,3,3,0,3,0,14,3,0,0,0,6,0,0,0,0,0,4,4,0,0,10,3,4,0,0,6,0,3,0,0,3,3,0,0,0,3,4,3,0,0,6,0,4,0,0,4,0,3,0,0,4,0,3,0,0,3,3,10,0,0,13,0,0,0,0,0,32,36,11,0,80
POA4354,3,3,0,0,4,4,0,0,0,6,0,0,0,0,0,3,0,4,0,6,5,0,11,0,16,10,3,6,0,14,30,0,5,0,39,8,6,8,0,20,8,14,9,0,30,22,7,3,0,34,4,7,0,0,14,7,9,3,0,20,12,19,0,0,32,7,8,3,0,18,4,8,0,0,10,0,7,0,0,4,0,3,0,0,3,12,22,8,0,43,0,0,0,0,3,145,122,60,4,327
POA4355,4,0,0,0,4,3,3,0,0,4,4,0,4,0,6,4,0,8,0,11,24,3,10,0,40,23,6,22,0,52,81,10,11,0,101,40,13,17,0,72,41,22,11,3,74,30,39,5,3,79,16,22,4,0,46,17,19,0,0,38,26,27,3,0,58,8,16,0,0,27,7,3,0,0,13,0,9,0,0,9,3,3,0,0,9,25,37,9,0,69,5,0,3,0,9,378,226,109,7,723
POA4356,5,0,0,0,10,11,3,3,0,15,0,3,9,0,10,4,0,9,0,16,27,3,10,0,41,11,11,14,0,35,102,9,24,0,137,61,22,16,3,101,55,37,18,0,111,62,66,11,0,137,26,49,4,4,83,43,48,9,0,101,51,87,7,3,152,29,61,4,0,93,15,32,0,0,48,6,22,0,0,31,18,40,3,0,63,41,79,9,0,132,13,10,4,0,28,588,578,156,17,1338
POA4357,4,3,0,0,9,8,0,0,0,8,0,0,4,0,4,0,0,4,0,5,28,5,10,0,41,13,7,16,0,27,55,12,3,0,65,34,13,9,3,55,24,20,6,3,56,35,32,3,0,62,15,25,0,0,42,21,22,4,0,47,15,27,4,0,47,18,20,3,0,45,9,5,0,0,11,4,3,0,0,8,6,9,0,0,19,27,37,7,0,67,8,0,0,0,9,314,240,66,5,626
POA4358,10,0,0,0,13,0,0,4,0,3,3,0,0,0,7,0,0,3,0,3,10,0,11,0,15,10,0,5,0,19,29,4,20,0,57,21,21,3,0,45,27,21,7,0,52,27,26,8,0,57,14,21,0,0,34,12,35,0,0,48,39,43,0,0,82,34,34,0,0,63,11,16,0,0,25,3,10,0,0,9,8,17,0,0,21,12,36,11,0,58,10,5,0,0,13,267,283,77,3,630
POA4359,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,12,0,4,0,18,0,0,6,0,7,23,4,4,0,32,15,4,7,0,17,12,17,9,0,38,19,14,0,0,33,13,15,0,0,21,6,12,3,0,22,14,23,3,0,41,15,16,0,0,27,0,4,0,0,9,5,5,0,0,6,8,11,0,0,20,12,21,4,0,34,3,0,4,0,10,152,144,40,0,344
POA4360,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,3,11,0,4,0,12,5,3,0,0,12,11,5,3,0,17,9,9,4,0,16,3,11,0,0,10,6,6,0,0,10,11,7,0,0,16,3,6,0,0,9,3,0,0,0,5,0,0,0,0,0,3,7,0,0,10,9,13,0,0,26,3,0,0,0,6,73,75,19,0,165
POA4361,4,0,7,0,13,3,0,0,0,9,6,4,3,0,8,0,0,3,0,5,31,3,3,0,43,6,8,11,0,23,70,13,7,0,89,29,16,17,0,57,29,30,8,0,70,40,36,4,0,78,17,17,0,0,39,25,32,0,0,53,32,30,0,0,62,13,20,0,0,30,3,13,0,0,16,3,3,0,0,12,18,8,0,0,22,23,41,4,0,72,8,6,0,0,18,357,280,75,10,727
POA4362,6,0,0,0,8,5,0,0,0,4,5,3,3,0,7,3,0,3,0,4,22,3,12,0,33,10,5,14,0,29,61,15,8,0,80,41,11,10,0,61,37,27,12,0,79,24,23,7,0,54,12,26,3,0,42,15,15,0,0,38,30,33,3,0,69,13,24,0,0,37,3,8,3,0,14,3,3,0,0,9,7,11,0,0,14,29,36,5,0,67,9,4,0,0,13,335,240,82,7,667
POA4363,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,11,0,3,0,12,3,5,0,0,12,5,9,0,0,16,8,6,0,0,16,3,3,0,0,9,8,6,0,0,14,10,13,3,0,25,3,5,0,0,10,3,0,0,0,5,3,3,0,0,5,3,3,0,0,4,4,20,0,0,29,0,0,0,0,0,64,74,20,0,162
POA4364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,0,0,0,0,3,0,3,3,0,5,3,0,0,0,3,0,4,0,0,5,0,3,0,0,3,4,0,0,0,4,3,3,0,0,4,0,0,0,0,0,0,0,0,0,3,0,5,0,0,5,4,3,0,0,7,0,0,0,0,0,23,25,9,3,58
POA4365,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,8,3,0,0,10,3,0,0,0,0,20,8,3,0,28,3,3,5,0,15,6,3,5,0,14,6,8,0,0,11,0,8,0,0,8,0,0,0,0,3,4,3,0,0,5,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,17,0,0,0,0,0,66,48,17,0,126
POA4370,30,3,21,0,49,22,0,10,0,32,19,7,23,0,44,8,3,43,0,54,116,20,53,8,196,56,24,137,3,221,443,69,133,11,653,191,98,98,15,394,240,171,101,15,525,235,214,60,8,510,109,166,50,3,328,116,182,34,9,339,206,279,21,9,513,91,143,10,0,244,45,89,3,0,136,14,38,7,0,62,37,52,3,0,94,127,246,71,3,449,53,20,26,3,106,2133,1827,903,80,4943
POA4371,3,0,0,0,3,3,0,0,0,3,0,0,0,0,7,0,0,4,0,3,6,0,0,0,9,4,0,0,0,4,15,0,3,0,23,11,4,3,3,21,9,8,0,0,15,10,11,0,0,21,5,11,0,0,15,3,4,0,0,7,9,4,0,0,15,5,8,0,0,13,0,3,0,0,3,0,3,0,0,3,0,0,0,0,0,8,14,3,0,29,0,0,0,0,3,104,78,15,3,200
POA4372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,6,0,4,0,8,8,3,0,0,10,0,0,0,0,3,0,3,0,0,3,0,4,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,0,0,3,0,0,0,0,0,16,24,7,4,47
POA4373,3,0,0,0,0,3,0,0,0,3,3,0,3,0,3,0,0,0,0,0,9,0,0,0,12,6,0,10,0,13,29,4,9,0,41,17,5,4,0,29,12,14,5,0,29,10,8,3,0,23,6,8,0,0,19,3,9,0,3,16,5,14,0,0,26,3,4,0,0,3,3,5,0,0,9,0,0,0,0,0,0,3,0,0,3,10,11,5,0,34,3,0,0,0,4,132,89,44,4,268
POA4374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,6,3,0,0,0,7,10,0,0,0,8,3,0,3,0,11,6,3,0,0,17,4,0,0,0,8,0,4,0,0,7,3,0,0,0,5,4,4,0,0,9,4,0,0,0,4,0,3,0,0,3,0,0,0,0,0,3,0,0,0,3,7,5,0,0,11,3,0,0,0,4,53,33,7,3,102
POA4375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,4,4,0,0,4,7,0,0,0,8,0,6,3,0,7,6,3,0,0,10,0,0,0,0,5,3,0,0,0,0,4,3,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,8,3,0,0,0,3,30,16,8,0,56
POA4376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,4,11,0,0,0,12,3,3,0,0,7,6,4,0,0,12,3,0,0,0,7,5,5,0,0,7,3,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,11,0,0,0,0,3,36,24,11,0,75
POA4377,0,0,0,0,0,3,0,0,0,3,3,0,0,0,3,0,0,0,0,0,9,0,0,0,9,7,0,3,0,12,10,0,3,0,15,8,3,0,0,14,9,5,3,0,18,8,5,0,0,18,3,9,0,0,7,3,11,0,0,21,3,6,0,0,9,0,3,0,0,3,0,0,0,0,3,0,0,3,0,4,3,0,0,0,3,4,3,3,0,15,0,0,0,0,3,83,58,16,0,156
