POA_CODE_2016,South_Africa_Before_1946,South_Africa_1946_1955,South_Africa_1956_1965,South_Africa_1966_1975,South_Africa_1976_1985,South_Africa_1986_1995,South_Africa_1996_2005,South_Africa_2006_2010,South_Africa_2011,South_Africa_2012,South_Africa_2013,South_Africa_2014,South_Africa_2015,South_Africa_2016,South_Africa_Yr_arrival_ns,South_Africa_Tot,Sri_Lanka_Before_1946,Sri_Lanka_1946_1955,Sri_Lanka_1956_1965,Sri_Lanka_1966_1975,Sri_Lanka_1976_1985,Sri_Lanka_1986_1995,Sri_Lanka_1996_2005,Sri_Lanka_2006_2010,Sri_Lanka_2011,Sri_Lanka_2012,Sri_Lanka_2013,Sri_Lanka_2014,Sri_Lanka_2015,Sri_Lanka_2016,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Thailand_Before_1946,Thailand_1946_1955,Thailand_1956_1965,Thailand_1966_1975,Thailand_1976_1985,Thailand_1986_1995,Thailand_1996_2005,Thailand_2006_2010,Thailand_2011,Thailand_2012,Thailand_2013,Thailand_2014,Thailand_2015,Thailand_2016,Thailand_Yr_arrival_ns,Thailand_Tot,FYROM_Before_1946,FYROM_1946_1955,FYROM_1956_1965,FYROM_1966_1975,FYROM_1976_1985,FYROM_1986_1995,FYROM_1996_2005,FYROM_2006_2010,FYROM_2011,FYROM_2012,FYROM_2013,FYROM_2014,FYROM_2015,FYROM_2016,FYROM_arrival_ns,FYROM_Tot,Turkey_Before_1946,Turkey_1946_1955,Turkey_1956_1965,Turkey_1966_1975,Turkey_1976_1985,Turkey_1986_1995,Turkey_1996_2005,Turkey_2006_2010,Turkey_2011,Turkey_2012,Turkey_2013,Turkey_2014,Turkey_2015,Turkey_2016,Turkey_Yr_arrival_ns,Turkey_Tot,United_Kingdom_Before_1946,United_Kingdom_1946_1955,United_Kingdom_1956_1965,United_Kingdom_1966_1975,United_Kingdom_1976_1985,United_Kingdom_1986_1995,United_Kingdom_1996_2005,United_Kingdom_2006_2010,United_Kingdom_2011,United_Kingdom_2012,United_Kingdom_2013,United_Kingdom_2014,United_Kingdom_2015,United_Kingdom_2016,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1946,USA_1946_1955,USA_1956_1965,USA_1966_1975,USA_1976_1985,USA_1986_1995,USA_1996_2005,USA_2006_2010,United_States_America_2011,United_States_America_2012,United_States_America_2013,United_States_America_2014,United_States_America_2015,United_States_America_2016,USA_year_of_arrival_ns,USA_Total,Vietnam_Before_1946,Vietnam_1946_1955,Vietnam_1956_1965,Vietnam_1966_1975,Vietnam_1976_1985,Vietnam_1986_1995,Vietnam_1996_2005,Vietnam_2006_2010,Vietnam_2011,Vietnam_2012,Vietnam_2013,Vietnam_2014,Vietnam_2015,Vietnam_2016,Vietnam_Yr_arrival_NS,Vietnam_Tot,Zimbabwe_Before_1946,Zimbabwe_1946_1955,Zimbabwe_1956_1965,Zimbabwe_1966_1975,Zimbabwe_1976_1985,Zimbabwe_1986_1995,Zimbabwe_1996_2005,Zimbabwe_2006_2010,Zimbabwe_2011,Zimbabwe_2012,Zimbabwe_2013,Zimbabwe_2014,Zimbabwe_2015,Zimbabwe_2016,Zimbabwe_Yr_arrival_NS,Zimbabwe_Tot,Born_elsewhere_Before_1946,Born_elsewhere_1946_1955,Born_elsewhere_1956_1965,Born_elsewhere_1966_1975,Born_elsewhere_1976_1985,Born_elsewhere_1986_1995,Born_elsewhere_1996_2005,Born_elsewhere_2006_2010,Born_elsewhere_2011,Born_elsewhere_2012,Born_elsewhere_2013,Born_elsewhere_2014,Born_elsewhere_2015,Born_elsewhere_2016,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1946,Tot_1946_1955,Tot_1956_1965,Tot_1966_1975,Tot_1976_1985,Tot_1986_1995,Tot_1996_2005,Tot_2006_2010,Tot_2011,Tot_2012,Tot_2013,Tot_2014,Tot_2015,Tot_2016,Tot_Yr_arrival_NS,Tot_Tot
POA4173,0,0,0,3,12,0,14,10,0,0,0,0,0,0,0,48,0,0,0,0,3,10,20,18,0,0,4,0,0,0,0,48,0,0,0,0,0,8,9,0,3,3,0,3,3,3,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,26,43,87,39,31,47,32,6,3,4,6,4,0,5,339,0,0,0,0,3,0,3,4,0,0,3,0,0,3,0,26,0,0,0,0,18,15,11,7,4,0,0,4,0,0,3,55,0,0,0,3,0,3,3,3,0,0,0,0,7,0,0,23,0,10,11,38,14,54,30,69,10,3,0,0,0,8,10,265,0,53,85,193,207,317,411,363,77,45,85,32,40,23,55,1998
POA4174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,19,9,4,7,5,3,3,7,0,0,0,5,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,16,12,14,8,0,0,0,0,0,0,4,66,0,12,18,43,49,74,113,111,21,10,15,21,8,5,26,535
POA4178,0,0,0,7,15,19,53,65,10,18,6,7,13,0,7,216,0,0,0,3,4,9,18,9,0,0,0,7,3,0,0,55,0,0,0,0,0,3,17,15,0,0,5,3,3,0,3,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,82,196,275,141,115,210,219,34,32,34,28,24,3,45,1445,0,0,0,7,8,9,17,20,3,3,3,0,9,3,0,88,0,0,0,0,24,27,5,11,3,3,3,0,0,0,3,78,0,0,0,0,9,3,10,9,0,3,0,0,0,0,0,31,3,15,36,88,59,91,88,125,20,34,27,25,28,7,27,666,13,176,310,528,529,701,1087,1159,260,253,250,201,153,68,191,5884
POA4179,0,0,0,3,14,13,54,66,7,11,5,0,12,8,0,201,0,0,0,0,3,3,3,6,0,0,0,0,0,0,0,15,0,0,0,0,0,0,4,14,3,0,3,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,9,62,153,218,113,121,183,213,50,47,26,25,29,13,30,1289,0,0,3,11,12,10,24,12,0,0,0,3,0,0,3,75,0,0,0,0,5,4,11,3,0,0,0,0,3,0,0,21,0,0,0,3,9,0,8,7,0,0,0,0,0,0,0,22,0,3,25,64,45,50,81,55,30,30,12,15,9,14,9,447,7,125,229,428,413,450,776,720,166,173,109,62,102,51,103,3916
POA4183,0,0,4,0,0,3,7,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,9,8,8,8,3,0,0,0,0,0,0,6,72,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,7,5,3,0,0,0,0,0,0,0,3,34,4,25,27,26,37,27,26,10,3,0,5,6,3,3,13,216
POA4184,0,0,3,7,7,3,23,4,0,0,0,0,0,0,0,48,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,71,130,164,64,54,28,11,0,0,3,0,3,0,18,548,0,0,0,7,3,8,7,0,0,4,0,0,0,0,0,37,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,16,23,41,32,28,21,19,3,0,0,0,0,0,3,182,8,134,220,325,267,238,212,95,7,25,25,9,16,6,42,1631
POA4205,0,0,0,7,3,0,12,3,0,0,0,0,0,0,0,25,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,34,91,151,68,40,26,11,0,0,0,0,0,0,27,451,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,13,11,20,41,25,28,18,3,6,3,5,9,0,9,192,14,94,143,223,194,212,165,119,22,27,28,24,21,21,127,1419
POA4207,0,3,0,17,36,35,98,51,4,9,12,0,4,0,5,279,0,0,3,6,0,4,9,12,0,0,0,3,0,0,0,38,0,0,0,0,10,21,17,29,11,6,0,3,3,0,5,107,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,8,0,0,0,3,12,17,25,11,3,0,8,0,3,0,9,97,9,151,435,927,394,300,269,188,18,19,3,20,9,3,73,2822,0,0,4,14,3,10,21,25,10,0,3,0,8,0,3,100,0,0,0,3,10,9,6,65,3,4,3,3,3,0,4,118,0,0,0,0,14,4,23,18,0,4,0,0,0,0,0,77,0,39,96,251,211,289,303,416,55,51,51,52,35,24,63,1938,16,368,777,1577,1527,1788,2132,2040,371,407,314,294,226,120,407,12362
POA4208,0,0,0,0,17,24,107,116,9,27,0,13,11,0,4,331,0,0,3,0,3,3,0,3,4,0,0,0,0,0,0,17,0,0,0,0,3,3,3,15,0,3,0,0,4,0,3,30,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,10,3,46,106,203,141,139,166,203,30,44,26,22,22,11,23,1189,0,0,4,5,3,11,8,10,0,6,0,3,6,11,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,5,15,18,0,7,0,4,0,0,0,44,0,5,23,55,51,86,96,71,6,5,12,12,9,3,14,448,3,99,197,381,477,617,953,1053,151,209,106,117,102,45,114,4638
POA4209,0,0,0,11,14,21,223,355,35,60,46,45,31,15,8,854,0,0,0,0,4,7,13,19,0,0,0,0,0,0,0,41,0,0,0,0,0,9,19,21,8,0,3,3,6,0,6,76,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,13,0,0,0,10,4,4,12,10,0,0,0,0,0,0,0,36,0,71,160,370,198,274,486,788,91,115,96,73,48,22,68,2850,0,0,3,13,12,19,26,38,0,3,8,15,0,8,7,152,0,0,0,0,8,9,4,5,0,3,0,0,0,3,4,37,0,0,0,3,0,8,30,54,8,4,4,7,4,0,0,122,0,11,35,121,116,158,257,235,42,39,34,39,27,14,56,1184,3,149,299,739,867,1334,2918,3914,704,826,617,538,413,245,486,14049
POA4210,0,0,0,9,9,19,146,100,10,18,11,10,11,8,0,352,0,0,0,3,0,3,9,7,0,0,0,0,0,0,0,24,0,0,0,0,0,5,9,6,3,0,0,3,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,10,0,44,94,200,135,166,274,340,47,44,38,44,21,3,27,1474,0,0,0,8,4,14,21,6,3,0,3,0,0,3,0,71,0,0,0,0,3,0,0,0,0,0,0,6,0,3,0,14,0,0,0,0,3,9,14,13,0,0,0,0,3,0,0,47,0,10,41,74,60,112,117,58,8,4,15,5,0,3,21,529,3,99,218,425,470,831,1309,1079,204,140,136,153,84,33,143,5320
POA4211,0,0,9,11,47,51,209,126,9,9,21,22,20,4,9,547,0,3,3,6,4,15,15,16,0,0,0,7,3,3,0,72,0,0,0,3,4,9,39,50,7,3,3,6,3,6,4,132,0,0,0,8,5,4,3,6,0,0,0,0,0,0,0,25,0,0,0,9,3,9,3,3,0,0,0,0,0,0,0,26,13,190,465,690,347,364,534,570,69,65,42,37,29,11,94,3522,0,0,3,30,19,24,44,25,14,0,4,9,3,8,6,194,0,0,0,3,10,6,11,9,0,0,0,4,3,0,5,56,0,0,0,3,15,14,31,14,0,3,0,0,3,0,0,88,4,46,119,295,222,319,333,294,44,49,45,48,43,14,55,1936,23,463,929,1554,1671,2364,3521,2999,525,441,375,396,305,165,486,16222
POA4212,0,0,3,7,25,32,214,239,39,21,31,19,17,12,16,686,0,0,4,3,0,4,3,14,0,0,0,0,0,0,0,37,0,0,0,0,3,6,14,7,4,0,0,3,3,5,4,44,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,10,3,0,0,0,0,0,0,0,0,0,20,6,129,263,453,275,307,405,464,64,75,51,57,43,32,59,2677,0,3,3,14,12,26,21,27,3,3,0,5,10,0,3,130,0,0,0,0,24,10,4,5,0,0,0,3,0,0,3,53,0,0,0,0,6,4,26,11,3,7,0,3,0,0,0,61,0,23,57,121,113,100,172,132,29,25,27,24,12,26,27,892,17,304,501,856,878,1106,1917,1598,268,282,253,221,173,154,241,8768
POA4213,0,0,3,8,26,41,211,176,9,20,29,11,3,3,0,549,0,0,3,7,0,3,4,3,0,0,0,0,0,0,0,16,0,0,0,0,3,5,7,13,0,3,4,0,8,0,0,46,0,0,0,7,0,0,4,0,0,0,0,0,0,0,0,12,0,0,0,9,0,0,3,0,0,0,0,0,0,0,0,15,0,88,216,391,207,255,411,354,43,64,40,46,29,3,53,2193,0,0,4,14,21,23,49,21,4,8,0,3,9,0,5,163,0,0,0,0,6,4,4,3,4,0,0,0,0,0,0,20,0,0,0,0,6,9,22,8,0,4,0,0,0,0,0,53,3,24,58,143,113,120,183,90,17,19,16,3,4,9,27,812,8,210,414,801,865,1045,1693,1159,144,191,153,112,93,31,163,7083
POA4214,0,0,3,7,31,36,164,80,3,8,5,11,11,5,9,373,0,3,0,0,6,8,10,26,3,0,7,7,15,0,6,90,0,0,0,0,7,16,35,27,6,4,0,8,7,0,3,105,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,3,0,6,0,0,0,0,0,0,0,0,21,10,119,244,406,216,216,318,283,45,24,27,26,36,16,82,2067,0,3,4,7,11,28,21,22,3,15,8,3,4,0,10,148,0,0,0,5,16,12,3,13,8,7,15,11,11,10,7,108,0,0,0,3,7,8,19,22,0,0,0,0,0,5,0,65,3,27,83,170,145,211,418,198,34,44,44,37,44,34,42,1539,13,321,537,952,1114,1696,2782,2001,351,331,336,324,337,218,437,11750
POA4215,0,0,6,19,39,32,123,72,10,8,13,11,11,8,9,355,0,0,0,6,5,12,10,16,5,0,3,0,11,3,4,80,0,0,0,3,8,28,36,52,6,11,17,27,19,12,14,237,0,0,0,5,0,4,10,0,0,0,0,3,0,0,4,29,0,0,0,24,8,11,3,4,0,11,0,5,3,0,0,73,12,191,360,509,264,225,290,236,38,35,36,54,30,23,104,2408,0,3,8,19,24,37,34,27,12,6,19,11,19,7,3,226,0,0,0,5,17,18,13,27,15,5,11,16,11,7,0,164,0,0,0,0,6,5,20,39,0,0,7,0,3,7,0,95,3,61,106,269,220,364,571,457,98,165,202,241,199,157,100,3212,30,468,788,1349,1418,2078,3039,2963,667,766,917,1018,984,640,679,17806
POA4216,0,3,6,17,23,34,177,98,8,7,12,12,12,15,0,420,0,0,3,8,0,10,11,3,0,3,0,0,0,0,0,42,0,0,0,3,8,3,16,16,3,4,5,9,5,7,5,80,0,0,0,5,0,3,7,0,0,0,0,0,0,0,0,13,0,0,0,17,9,9,0,0,0,0,0,0,0,0,3,38,7,213,463,637,294,289,382,317,58,51,35,47,27,36,88,2932,0,3,4,17,12,17,27,29,11,6,6,4,13,3,0,153,0,0,0,0,12,9,6,9,0,4,8,3,0,0,3,60,0,0,0,3,12,6,25,15,0,0,3,0,0,0,0,64,6,31,95,225,160,221,243,179,29,56,30,54,45,19,43,1459,27,503,856,1318,1197,1534,2100,1581,324,374,339,394,294,187,360,11373
POA4217,0,0,6,17,34,47,118,86,13,23,9,3,12,8,0,378,0,0,3,8,5,5,8,7,4,0,0,0,0,0,0,46,0,0,0,3,9,16,42,75,6,16,12,14,30,11,15,254,0,0,3,7,0,5,6,0,0,0,0,0,0,0,0,26,0,0,6,15,7,0,0,0,0,0,6,0,0,0,0,41,8,125,246,335,218,229,250,178,36,51,50,63,76,55,58,1984,0,5,8,26,17,33,35,27,5,7,4,16,12,16,13,226,0,0,0,3,31,17,3,9,0,9,3,5,3,3,3,103,0,0,3,0,0,10,10,9,0,3,0,0,0,0,0,43,6,73,104,209,147,244,313,356,92,141,235,330,457,350,239,3297,22,430,693,1021,1184,1602,2100,2158,429,556,702,981,1050,854,808,14594
POA4218,0,0,10,11,25,25,96,60,13,5,10,6,10,0,0,266,0,3,4,3,0,3,0,0,0,0,0,0,3,0,0,17,0,0,0,0,5,13,26,46,6,3,7,6,11,3,6,129,0,0,0,5,3,8,3,0,0,0,0,0,0,0,0,23,0,0,0,3,3,4,7,0,0,0,0,0,0,0,0,26,5,101,209,300,172,193,238,198,42,41,37,23,56,24,57,1708,0,4,0,13,17,18,26,38,12,13,5,10,7,8,3,178,0,0,0,0,19,9,0,9,3,3,0,0,3,0,3,53,0,0,0,0,10,5,9,5,0,0,0,0,0,0,0,32,0,51,83,183,129,176,229,228,49,51,112,138,144,92,68,1732,17,365,595,835,893,1163,1512,1356,263,284,349,377,380,234,331,8955
POA4220,0,0,3,13,23,22,80,65,3,4,9,6,8,0,10,238,0,0,3,4,0,3,0,0,0,0,0,0,0,0,3,14,0,0,0,0,3,4,17,12,4,6,3,3,3,9,4,69,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,10,0,0,0,4,0,4,5,3,0,0,0,0,0,0,0,15,10,127,252,308,194,179,220,240,19,45,38,31,24,24,58,1780,0,3,0,16,16,23,20,17,3,5,8,14,3,5,9,141,0,0,0,3,7,0,3,3,0,3,0,0,0,0,0,27,0,0,0,0,10,0,17,0,0,0,0,0,0,0,0,34,3,46,59,143,114,111,156,134,32,37,63,63,74,27,45,1112,20,340,493,738,826,893,1313,962,198,203,206,190,191,108,241,6929
POA4221,0,0,0,9,29,24,71,55,5,9,8,3,6,4,0,220,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,4,19,0,3,6,5,0,0,0,48,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,117,196,299,131,142,191,184,23,18,16,27,6,4,38,1397,0,0,0,23,10,15,29,23,4,7,8,4,3,11,0,138,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,7,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,15,6,16,43,87,68,50,90,86,11,15,15,24,33,19,20,566,15,240,371,620,543,583,857,677,109,114,107,116,97,75,148,4666
POA4222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4223,0,0,3,10,19,12,14,17,7,4,0,3,0,0,4,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,3,0,3,0,0,5,0,0,19,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,4,57,111,174,72,101,130,112,18,13,13,3,4,14,33,850,0,0,0,10,5,19,24,19,5,3,8,7,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,10,0,12,14,51,25,18,47,23,10,3,8,3,6,3,9,244,9,155,205,356,298,335,423,343,55,51,40,30,30,29,84,2450
POA4224,0,0,0,0,0,3,11,5,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,48,59,30,28,31,39,7,3,3,0,10,0,15,297,0,0,0,0,4,6,5,3,0,0,0,0,9,3,4,38,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,7,4,6,7,25,6,16,17,30,9,7,8,0,5,3,7,156,4,45,79,126,114,137,162,166,39,28,27,20,38,23,55,1073
POA4225,0,0,0,4,4,7,0,8,3,0,0,0,3,0,3,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,10,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,30,74,84,44,24,29,16,0,8,8,9,12,7,32,373,0,0,0,4,3,7,10,3,0,0,0,3,3,0,4,51,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,9,18,14,23,29,41,7,23,13,14,27,14,13,265,4,78,117,158,151,152,200,203,32,48,56,53,85,44,95,1481
POA4226,0,0,3,11,16,42,262,126,11,19,16,16,26,21,13,594,0,0,4,11,3,15,8,8,0,3,0,0,3,3,7,64,0,0,0,0,6,17,18,31,4,7,3,9,7,8,3,108,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,17,0,0,0,6,4,5,3,0,0,0,0,0,0,0,0,22,4,134,209,330,201,227,386,345,60,56,29,59,42,13,91,2190,0,3,6,16,23,14,40,15,3,0,7,7,16,15,7,166,0,0,0,0,12,5,8,4,0,3,0,0,0,0,0,43,0,0,0,3,10,6,15,17,3,0,0,3,3,0,0,57,3,46,83,180,92,205,308,183,38,25,39,65,73,15,47,1413,21,357,547,876,899,1613,2480,1746,361,318,279,391,406,205,448,10957
POA4227,0,0,3,3,17,22,128,141,12,25,21,8,14,8,5,391,0,0,0,0,3,5,12,10,0,11,0,0,0,0,3,45,0,0,0,0,5,10,30,18,0,0,4,3,7,0,3,83,0,0,0,5,3,6,0,0,0,0,0,0,0,0,0,13,0,0,0,6,0,3,3,4,0,0,0,0,0,3,0,20,0,51,88,206,91,105,223,235,37,41,43,37,29,12,27,1226,0,0,0,0,6,8,23,21,4,13,0,3,8,13,3,109,0,0,0,0,16,13,3,0,0,0,0,0,0,0,3,42,0,0,0,0,3,0,23,6,0,0,0,0,0,0,3,43,0,12,38,86,75,113,192,168,50,38,47,43,58,20,29,956,3,131,216,454,511,841,1565,1335,254,251,276,282,303,148,175,6749
POA4228,0,0,0,3,3,4,31,7,0,3,0,3,0,0,0,51,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,46,95,24,50,46,63,4,6,0,4,0,0,17,389,0,0,0,0,3,3,13,7,0,0,3,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,20,16,17,19,3,0,3,0,0,0,0,4,105,9,53,81,171,122,162,163,109,14,21,12,11,9,0,33,973
POA4229,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,12,0,0,0,0,0,0,24,12,0,3,3,15,27,30,4,117
POA4230,0,0,0,0,3,4,13,4,0,0,0,0,0,0,0,25,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,17,24,18,21,16,20,3,0,6,3,3,0,4,134,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,7,3,5,17,16,6,6,0,0,0,3,0,79,0,24,33,54,58,85,161,158,21,27,25,22,16,11,17,705
POA4270,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,29,64,34,31,48,44,4,9,10,4,0,0,8,291,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,3,23,16,11,7,3,0,0,0,5,0,0,6,74,0,19,52,117,114,113,116,91,12,9,12,9,3,3,32,697
POA4271,0,0,3,0,3,0,12,4,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,33,66,35,37,48,28,3,0,0,5,3,0,12,288,0,0,4,0,3,4,9,3,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,5,0,0,6,15,15,7,9,6,0,0,3,3,0,0,0,68,3,30,67,140,122,105,131,71,10,0,11,9,10,6,24,746
POA4272,0,0,0,4,11,0,12,20,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,29,73,94,60,52,80,44,8,5,11,8,3,0,16,481,0,0,3,5,6,12,8,10,0,0,0,0,3,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,18,37,18,13,18,15,0,0,0,0,3,0,7,141,5,82,118,188,181,149,214,138,17,12,18,12,14,7,35,1188
