POA_CODE_2016,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_Resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_Resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_Resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_Resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_Resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_Resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_Resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_Resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_Resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_Resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_Resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_Resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_Resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_Resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_Resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_Resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_Resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_Resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_Resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_Resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_Resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_Resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_Resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_Resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_Resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_Resp,Sri_Lankan_BP_B_OS,Sri_Lankan_FO_B_OS,Sri_Lankan_MO_B_OS,Sri_Lankan_BP_B_Aus,Sri_Lankan_BP_NS,Sri_Lankan_Tot_Resp,Turkish_BP_B_OS,Turkish_FO_B_OS,Turkish_MO_B_OS,Turkish_BP_B_Aus,Turkish_BP_NS,Turkish_Tot_Resp,Vietnamese_BP_B_OS,Vietnamese_FO_B_OS,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_Resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_Resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_Resp,Ancestry_NS_BP_B_OS,Ancestry_NS_FO_B_OS,Ancestry_NS_MO_B_OS,Ancestry_NS_BP_B_Aus,Ancestry_NS_BP_NS,Ancestry_NS_Tot_Resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_BP_NS,Tot_P_Tot_Resp
POA4053,240,1899,1444,11985,162,15723,0,8,6,121,8,142,898,43,71,140,3,1150,59,18,12,23,0,109,286,116,66,236,4,714,3110,1658,1177,11389,214,17544,384,22,85,20,3,511,141,24,22,115,5,307,435,209,142,1931,22,2742,95,46,14,138,0,285,68,11,6,37,0,119,705,23,30,24,0,788,843,535,347,5447,72,7236,914,289,134,881,14,2243,104,3,0,0,0,105,24,8,6,40,0,72,26,4,12,3,0,43,36,21,10,73,0,140,189,35,34,16,5,278,316,131,128,47,7,623,185,40,24,116,4,367,70,10,14,36,0,131,875,494,330,3619,65,5391,22,0,0,8,0,34,190,27,24,3,0,248,163,29,21,49,0,258,121,12,3,3,0,138,11,9,0,0,0,21,98,8,4,7,0,116,89,30,29,177,0,325,2334,394,303,657,31,3722,85,17,17,233,1567,1918,10452,3551,2577,25388,2016,43986
POA4054,58,631,480,4115,52,5344,0,0,5,37,0,42,157,7,22,45,3,238,5,3,3,3,0,15,113,40,26,74,3,257,1025,596,374,3724,69,5782,96,7,17,0,0,120,48,9,7,43,0,106,139,52,55,688,7,941,16,3,0,36,0,58,23,3,4,9,0,49,122,8,4,6,0,144,228,161,127,1686,23,2227,112,48,25,195,8,377,9,0,0,4,0,13,6,0,3,3,0,17,11,3,3,0,0,25,9,5,6,23,3,43,64,12,3,9,0,85,109,43,40,18,3,209,50,18,6,42,0,115,20,0,8,8,0,40,273,141,136,1176,12,1738,7,0,0,0,0,5,71,10,11,3,0,91,40,7,0,23,0,75,21,0,0,6,0,30,7,0,0,0,0,7,21,0,4,0,0,22,38,16,9,57,3,127,599,133,105,187,18,1035,23,7,11,87,367,494,2750,1121,865,8365,517,13620
POA4055,105,981,690,6308,60,8137,0,3,0,50,0,56,218,6,22,47,6,297,13,4,0,14,0,40,162,53,49,107,3,373,1753,900,631,5627,74,8981,83,14,26,7,0,128,80,15,9,36,3,139,197,111,65,999,8,1372,24,9,4,46,0,84,43,4,6,15,0,71,215,24,8,13,0,258,326,241,165,2419,19,3165,169,68,28,301,3,579,20,0,13,3,0,40,0,0,0,12,0,14,5,0,0,3,0,7,17,13,8,30,0,66,76,14,6,10,0,111,150,64,41,32,0,288,83,24,16,60,0,184,42,5,4,20,0,71,452,258,203,1818,20,2752,9,0,3,4,0,17,155,24,10,4,0,193,36,6,11,17,0,63,42,3,5,0,0,55,7,5,0,0,0,9,15,4,0,9,0,27,58,21,11,75,0,169,764,137,160,268,8,1334,34,14,3,100,568,722,4179,1763,1233,12653,731,20561
POA4059,79,439,375,2350,27,3272,0,0,3,18,0,20,1484,18,24,32,4,1560,15,8,3,7,0,38,92,24,16,53,3,187,893,426,361,2584,41,4303,78,0,23,0,0,106,57,11,7,44,0,120,157,49,44,476,5,739,26,15,6,42,0,87,32,10,0,14,0,49,255,5,7,4,0,279,261,147,121,1470,18,2016,210,61,27,202,0,513,162,0,3,3,0,169,8,5,0,17,0,25,3,0,0,0,0,3,3,3,3,13,0,28,20,7,5,0,0,34,77,20,16,9,0,119,59,7,7,27,0,100,54,7,9,20,0,99,259,129,102,901,13,1398,14,0,6,0,0,16,45,7,4,7,0,68,55,3,3,13,0,76,59,0,3,0,0,62,12,3,0,0,0,14,114,0,3,3,0,118,34,7,8,41,0,95,1514,120,105,181,8,1930,23,6,7,32,1041,1113,5216,862,730,5553,1125,13495
POA4060,72,634,499,3342,27,4576,3,3,0,21,0,24,170,10,19,32,0,236,13,8,0,7,0,35,89,43,24,61,0,216,926,552,396,3332,41,5246,29,0,7,0,0,34,56,4,11,38,0,115,115,51,61,519,3,747,20,16,3,44,0,92,25,5,4,15,0,48,147,7,16,10,0,176,349,229,163,2219,21,2974,149,62,26,266,3,507,28,0,0,0,0,31,6,0,7,8,0,17,3,0,0,0,0,3,14,7,6,25,0,57,22,3,6,0,0,31,94,35,35,10,0,176,55,14,11,31,0,123,19,4,0,8,0,40,281,143,111,1191,8,1736,9,4,0,7,0,20,58,11,12,6,0,84,40,0,3,13,0,55,26,3,3,3,0,42,3,4,0,0,0,4,17,0,0,0,0,21,37,14,11,58,0,121,511,136,137,194,4,982,11,3,6,63,562,644,2618,1159,904,7713,642,13039
POA4061,133,852,611,4063,44,5697,0,3,3,17,0,21,248,14,36,54,3,360,25,10,8,4,0,40,152,38,19,53,0,269,1859,828,560,3984,61,7288,95,10,10,4,0,117,88,22,10,44,0,164,211,63,67,702,12,1057,35,16,6,58,0,111,52,9,3,12,0,74,166,5,8,9,0,186,481,233,152,2121,15,2995,178,74,26,220,6,505,43,0,4,0,0,51,8,0,3,12,0,19,53,0,10,9,0,71,11,8,3,17,0,38,34,14,3,3,0,57,169,52,28,12,0,262,84,9,19,31,0,144,54,9,5,16,0,75,548,210,146,1425,17,2345,16,0,3,3,0,25,197,21,8,0,3,225,50,10,4,13,0,76,34,0,0,3,0,37,5,3,5,0,0,12,15,0,0,0,0,20,60,18,3,48,0,135,795,150,149,233,7,1335,28,5,4,51,552,642,4561,1541,1108,8812,675,16692
POA4064,67,476,363,2431,28,3363,0,0,0,13,0,19,293,19,15,34,0,363,28,3,4,13,0,51,82,31,20,44,0,183,869,451,339,2485,44,4188,41,3,24,0,3,69,75,11,4,33,0,122,136,44,40,402,5,629,37,7,9,55,0,108,20,8,0,7,0,40,143,18,6,9,3,174,290,152,108,1476,7,2037,199,71,32,229,9,527,36,0,0,4,0,41,12,5,11,5,0,26,22,3,0,0,0,29,10,6,0,20,0,40,25,5,0,4,0,30,90,20,28,5,4,144,51,10,11,24,0,94,36,6,4,12,0,59,257,105,95,1000,12,1467,21,0,0,3,0,29,37,14,9,7,0,66,34,0,5,6,0,52,17,3,4,7,0,29,8,0,0,0,0,8,26,0,8,0,0,32,40,8,0,44,0,98,620,109,108,152,11,1000,24,3,3,37,664,728,2825,921,702,5642,751,10837
POA4065,45,504,373,2386,39,3351,0,0,0,12,0,11,95,12,30,28,3,166,8,4,0,5,0,27,83,11,24,38,0,157,746,499,323,2493,42,4102,15,0,6,0,0,17,51,12,10,20,0,97,100,51,39,341,11,549,23,10,3,40,3,73,10,0,5,3,0,15,61,10,4,5,0,79,247,169,119,1447,16,1992,106,55,31,180,3,367,20,0,4,0,0,19,4,3,0,14,0,25,8,7,3,3,0,17,5,12,4,8,0,28,26,4,8,3,0,38,79,24,28,9,0,133,49,5,7,26,0,95,12,3,3,9,0,30,240,111,88,928,15,1372,5,0,3,0,0,9,55,0,15,0,0,71,35,3,3,14,0,55,15,3,0,4,0,27,4,0,0,0,0,4,14,0,0,3,0,16,34,18,9,59,0,118,333,109,76,173,7,700,13,3,0,40,389,453,1923,940,681,5492,469,9500
POA4066,92,642,479,3281,28,4520,0,0,0,14,0,16,1391,20,43,53,11,1520,22,11,4,11,0,43,123,39,24,84,0,272,1214,563,448,3518,57,5800,115,3,29,0,0,149,73,14,15,43,0,145,232,81,58,654,12,1033,30,14,3,60,0,112,31,6,3,16,0,49,393,13,6,0,0,421,360,198,158,1873,13,2597,202,56,23,234,3,516,108,0,6,3,0,117,14,7,3,20,0,42,0,0,0,6,0,4,6,11,3,29,0,53,43,8,0,4,0,58,120,31,25,13,0,184,53,10,7,35,3,108,56,12,6,18,0,90,317,167,150,1386,12,2041,27,4,0,3,0,33,81,11,3,6,0,96,91,3,12,9,0,114,50,14,4,0,0,65,9,0,0,0,0,9,68,4,4,0,0,79,50,20,8,73,0,146,1421,160,141,200,14,1927,23,7,0,39,1200,1268,5606,1210,939,7626,1314,16698
POA4067,44,211,265,1164,10,1690,0,0,3,3,0,6,2236,20,32,21,11,2323,9,3,0,0,0,9,71,12,17,37,0,135,548,224,186,1501,22,2478,47,0,13,0,0,58,52,7,0,26,0,80,133,32,31,252,5,450,22,7,4,19,0,53,15,3,0,0,0,13,356,4,3,0,0,363,150,77,64,750,10,1046,93,14,19,104,3,228,100,0,0,0,0,104,3,3,9,15,0,27,0,0,0,0,0,0,3,4,0,10,0,16,9,3,3,0,0,18,41,14,17,8,0,74,40,8,0,16,0,62,38,0,0,6,0,44,155,73,63,545,3,841,6,0,0,0,0,5,54,0,3,0,0,63,55,0,0,3,0,64,92,4,0,0,0,94,16,0,0,0,0,16,266,0,8,0,0,277,16,3,3,38,0,60,1886,43,102,86,3,2124,24,0,4,15,710,755,5775,440,473,2972,764,10424
POA4068,149,777,724,4288,48,5992,0,0,5,21,0,26,2348,56,82,47,11,2540,34,4,8,9,0,50,206,66,35,85,0,397,1819,793,631,4692,72,8005,171,3,27,0,3,202,145,15,8,48,0,211,296,99,71,885,8,1356,64,17,15,48,0,152,40,5,10,15,0,73,882,14,8,13,3,918,460,236,182,2439,27,3336,220,74,41,294,0,635,286,3,6,3,0,304,31,17,14,25,0,85,4,3,0,0,0,4,3,3,0,19,0,30,48,5,6,3,0,62,135,57,32,10,3,244,86,16,14,40,0,156,75,9,14,16,0,120,515,240,173,1921,12,2853,29,6,0,3,0,32,165,6,8,3,0,184,178,10,6,23,0,224,104,4,3,3,0,112,10,0,0,0,0,6,189,6,7,0,0,207,69,16,10,85,3,177,2399,165,233,303,25,3128,52,10,3,61,1114,1241,9389,1552,1335,10059,1274,23617
POA4069,225,1500,1225,6967,72,9987,0,0,0,16,0,21,1491,63,94,97,9,1757,35,15,7,17,0,74,421,105,63,132,5,724,4143,1378,1024,7045,101,13691,153,4,33,0,0,196,208,29,13,83,0,340,685,175,121,1280,12,2270,95,34,21,87,3,243,70,21,5,23,3,118,776,28,15,12,7,842,959,369,285,3218,39,4869,292,87,52,353,4,794,285,6,14,3,0,306,21,4,3,38,0,73,11,0,0,0,0,10,20,11,4,26,0,60,43,8,0,3,0,50,215,75,65,11,3,363,199,28,23,55,0,301,110,13,10,19,3,154,1131,402,253,2534,27,4350,35,12,8,3,0,62,613,47,36,0,0,701,118,12,11,16,0,158,230,10,8,3,3,263,26,0,0,4,0,30,138,3,12,7,0,156,181,44,32,118,3,378,2151,300,360,431,21,3258,60,13,8,108,1250,1444,11917,2747,2156,15320,1487,33627
POA4070,112,510,378,2539,22,3567,0,0,0,12,0,12,238,8,10,24,0,280,5,0,0,4,0,14,176,41,18,33,0,270,1815,512,337,2373,46,5080,65,3,12,4,0,76,94,3,3,25,0,127,208,46,38,412,9,709,25,3,0,10,0,39,19,3,3,0,0,28,312,3,3,4,3,326,384,127,92,999,21,1624,82,35,20,130,3,275,78,0,4,0,0,78,13,0,0,7,0,19,0,0,0,0,0,0,11,3,0,9,0,26,61,9,3,0,0,71,80,55,23,9,3,168,43,12,7,12,0,87,42,3,3,0,0,55,449,134,93,810,5,1498,14,3,0,7,0,19,350,18,7,3,0,379,46,11,3,27,0,84,63,0,0,0,0,69,3,3,0,0,0,10,32,3,0,0,0,41,69,12,8,44,0,132,710,80,96,114,10,1013,32,6,0,40,336,417,4398,925,665,5189,427,11613
POA4072,14,80,99,590,5,788,0,0,0,0,0,0,238,6,6,8,0,263,0,0,0,0,0,3,14,3,3,10,0,32,133,62,75,452,6,725,0,0,4,0,0,8,14,0,3,3,0,19,23,7,8,113,0,154,3,0,0,8,0,19,3,0,0,3,0,4,52,0,0,0,0,52,37,24,26,266,0,354,10,11,5,85,0,112,20,0,0,0,0,20,0,0,4,3,0,6,0,0,0,0,0,0,0,0,0,19,0,27,0,0,0,0,0,5,14,3,5,3,0,25,5,5,0,5,0,11,0,0,0,0,0,3,35,21,22,181,0,255,0,0,0,0,0,0,23,0,0,0,0,23,3,0,0,4,0,11,8,0,0,0,0,8,3,0,0,0,0,3,13,0,0,0,0,13,5,0,0,7,0,19,131,17,33,33,0,211,5,3,0,10,36,51,645,135,164,1157,40,2152
POA4073,83,322,276,1850,46,2579,0,3,0,12,0,18,553,16,34,13,6,618,17,4,3,0,0,28,84,20,17,39,0,160,857,296,225,1653,45,3076,52,4,11,3,0,66,49,9,6,17,0,79,135,34,26,334,0,528,15,8,3,21,0,47,18,3,0,11,0,38,379,7,10,7,4,411,202,84,45,713,11,1059,98,28,15,97,3,243,102,0,0,0,0,108,27,12,0,5,0,49,9,4,0,0,0,10,7,3,0,12,0,21,22,3,5,0,0,41,64,21,10,7,0,114,74,6,4,25,3,121,10,8,3,5,0,21,257,75,56,559,3,946,12,0,0,0,0,16,121,12,13,0,0,151,56,5,3,5,0,72,96,4,0,4,0,103,0,0,0,0,0,0,271,3,9,7,6,302,33,5,11,26,0,80,810,59,78,97,11,1052,25,3,0,47,292,366,3788,619,498,3826,413,9138
POA4074,206,940,736,4953,53,6900,0,4,0,24,0,33,1548,34,39,61,13,1697,48,5,0,16,0,70,243,63,42,115,4,467,2447,799,634,4496,93,8469,231,10,33,7,0,273,117,18,9,60,0,207,358,99,75,923,13,1460,55,10,16,62,0,140,54,4,9,11,0,74,643,15,18,9,0,681,552,233,155,1917,33,2886,228,67,30,250,3,583,147,0,7,4,0,158,100,25,21,10,0,150,35,5,0,3,0,48,34,7,3,18,0,62,120,29,8,4,0,165,248,69,62,24,4,406,125,22,17,50,3,215,81,3,12,33,0,129,688,215,174,1480,24,2582,88,10,5,3,0,99,233,23,11,6,0,281,87,14,12,8,3,119,256,3,3,3,0,262,28,0,3,0,0,31,726,6,18,7,3,760,61,20,7,59,3,148,1938,199,230,235,15,2618,64,8,8,57,612,746,9694,1684,1373,10165,813,23735
POA4075,181,967,771,5316,62,7295,0,0,4,39,0,47,645,29,29,54,4,763,28,9,0,20,0,58,171,58,44,100,0,374,1885,906,694,5112,101,8697,188,11,32,0,0,231,103,23,13,42,0,188,295,124,87,939,19,1472,36,16,10,49,0,108,37,15,0,16,0,71,542,32,25,17,0,619,452,309,199,2612,31,3612,174,80,35,287,4,583,145,0,8,5,0,160,17,4,8,23,0,46,9,0,0,4,0,10,13,3,3,24,0,37,73,8,3,8,0,86,173,49,55,25,3,296,151,25,21,58,0,257,88,0,3,25,0,121,575,240,201,1929,39,2986,30,3,0,7,0,43,99,29,11,4,0,141,99,11,14,7,0,137,96,3,3,13,0,116,9,3,0,0,0,13,627,6,14,5,0,653,77,25,15,87,0,205,1681,201,214,326,25,2444,94,5,8,76,1272,1452,7086,1818,1434,11530,1487,23352
POA4076,88,104,101,759,26,1075,0,0,0,22,0,23,177,6,3,10,5,200,7,0,0,0,0,9,31,11,3,15,0,57,337,102,90,594,23,1151,102,0,11,0,0,116,12,0,0,3,0,21,52,17,13,100,6,195,3,3,8,3,0,14,6,3,0,0,0,16,196,3,3,7,0,204,62,43,31,222,4,361,42,11,3,31,0,84,3,0,0,0,0,4,38,3,0,3,0,50,4,0,3,0,0,12,36,10,9,6,0,58,57,0,0,0,0,60,34,3,8,4,0,49,59,5,3,13,3,91,12,0,0,3,0,13,59,32,29,172,5,297,25,0,4,3,0,33,18,0,0,0,0,18,30,3,3,12,0,39,29,0,0,0,0,30,3,0,0,0,0,3,825,8,11,15,13,868,9,4,0,14,0,24,722,42,37,40,9,841,41,4,0,10,3437,3496,2668,240,226,1440,3525,8107
POA4077,556,620,501,3756,154,5588,0,15,4,182,3,206,1130,16,38,46,11,1242,50,7,10,11,0,77,123,43,20,31,3,216,1788,474,366,2998,161,5780,570,14,55,3,0,638,79,14,3,29,0,129,304,86,45,559,21,1016,24,12,3,23,0,62,25,8,4,5,0,44,961,21,5,9,12,1008,286,118,68,1029,38,1535,162,52,26,130,6,376,87,0,0,0,0,91,17,0,0,4,0,21,10,0,0,0,0,11,12,9,3,11,0,35,264,26,23,8,4,317,165,39,33,11,0,248,97,17,13,24,0,146,55,0,5,21,0,81,401,102,84,771,17,1379,85,13,0,0,0,99,19,8,4,0,0,28,176,7,7,10,5,203,177,3,0,0,0,181,16,0,0,0,0,16,6715,42,130,49,62,6996,43,14,10,41,3,110,5920,168,185,217,118,6602,430,8,19,101,2588,3150,18329,1142,1017,7163,3108,30758
POA4078,346,839,727,4732,72,6719,0,4,3,76,0,81,951,20,43,50,8,1070,47,11,0,6,0,68,248,44,34,116,0,444,2659,787,561,4084,92,8176,429,9,49,11,4,503,121,7,10,42,0,179,357,106,81,776,16,1339,23,11,0,29,0,75,55,6,3,17,0,80,1077,18,13,6,4,1120,503,190,120,1387,25,2225,186,71,32,180,0,466,179,0,5,6,3,185,32,8,7,9,0,54,42,5,0,0,0,50,22,10,5,17,0,63,456,42,26,10,17,548,323,53,67,25,12,489,120,20,15,47,3,199,77,4,0,17,0,98,623,178,125,1163,25,2122,115,4,3,3,0,125,170,10,8,7,0,201,166,9,4,24,0,203,341,7,4,3,3,359,15,3,0,0,0,15,1652,38,48,20,18,1773,92,18,11,49,0,167,3313,203,179,227,25,3949,138,17,10,90,1194,1453,12204,1612,1280,9258,1453,25806
POA4101,110,685,586,3019,39,4438,4,6,0,47,0,58,1967,33,93,50,12,2161,39,14,8,25,0,79,163,67,33,54,3,325,1721,640,549,3436,55,6399,160,4,31,0,6,202,225,20,11,47,0,299,361,84,72,572,11,1102,730,96,56,254,58,1188,51,7,10,11,0,77,664,21,11,7,3,713,590,234,188,2017,18,3051,397,94,50,282,6,831,384,3,5,0,4,396,39,17,3,39,0,95,10,0,0,0,0,12,12,9,3,19,0,45,84,13,7,5,0,110,147,25,25,8,0,213,114,15,14,46,0,185,95,14,3,24,0,137,490,173,169,1281,21,2123,57,8,0,3,0,78,70,7,9,7,0,93,205,7,12,26,0,255,132,8,7,0,0,156,52,3,4,4,0,59,477,3,20,3,3,505,69,18,6,63,0,156,2533,222,219,276,27,3273,55,11,3,47,2063,2182,10272,1479,1235,7578,2288,22861
POA4102,62,257,167,1149,24,1659,0,0,0,9,0,12,612,14,8,30,7,674,23,8,3,10,0,45,46,17,11,30,0,105,489,219,144,1184,21,2062,69,3,17,0,0,86,47,3,7,15,0,73,99,36,20,217,3,378,133,21,9,57,0,219,14,3,0,0,0,20,215,5,0,0,5,218,137,83,53,670,3,949,119,36,12,93,0,268,169,0,0,0,0,168,14,0,3,11,0,27,3,0,0,0,0,4,11,0,0,10,0,20,40,7,0,0,0,46,55,0,9,0,0,71,49,5,6,21,0,81,60,9,3,6,0,75,126,72,48,439,7,691,48,11,0,3,0,64,13,0,3,3,0,23,63,0,0,9,0,70,31,0,0,0,3,34,12,0,0,0,0,12,222,3,0,0,3,229,15,5,3,12,0,39,937,66,69,101,8,1183,23,0,5,26,694,750,3339,513,355,2683,768,7660
POA4103,116,558,428,2708,52,3867,0,4,0,21,0,29,731,22,34,54,3,839,28,5,3,8,0,41,83,43,30,77,0,232,949,492,370,2836,57,4695,147,3,36,0,0,198,87,8,4,37,0,139,183,61,49,457,9,760,189,45,16,105,4,366,26,3,6,5,0,42,410,11,3,12,7,441,291,200,127,1518,20,2154,158,66,19,203,5,447,86,0,0,6,3,90,15,10,8,20,0,52,3,0,3,0,0,8,10,3,3,16,0,34,67,13,4,6,0,89,74,36,19,11,0,142,62,9,12,25,0,107,61,5,4,20,0,91,249,131,95,1032,18,1523,39,3,0,0,0,44,36,5,3,0,0,50,66,0,7,10,3,91,93,4,4,4,0,109,24,0,0,0,0,24,272,3,4,11,0,286,35,14,6,64,3,118,1643,147,123,192,26,2128,32,3,0,42,861,937,5193,1077,791,6230,1027,14316
POA4104,48,253,192,1410,34,1934,0,0,3,11,0,10,169,10,9,17,3,204,13,3,0,6,0,25,46,18,3,28,4,101,473,215,173,1410,59,2328,49,0,9,0,0,63,20,3,9,22,0,52,73,32,19,282,3,407,43,24,3,64,0,137,13,0,0,3,0,20,105,4,0,0,0,117,124,76,71,830,8,1101,58,23,12,108,0,201,41,0,3,0,0,41,7,3,0,14,0,23,4,0,3,0,0,8,4,0,0,0,0,7,23,9,0,3,0,37,33,17,10,0,0,59,30,5,9,11,0,58,15,3,0,9,0,28,134,71,48,513,9,776,14,0,0,10,0,19,8,5,0,3,0,14,32,3,0,3,0,37,27,0,3,4,0,30,9,0,0,0,0,9,43,0,0,0,0,46,15,0,0,22,0,46,579,67,37,101,9,797,7,0,3,20,498,530,1828,487,355,3255,612,6535
POA4105,135,540,394,2946,42,4065,0,3,0,16,0,24,324,17,28,37,0,402,53,6,6,5,0,69,80,26,14,56,0,184,890,472,324,2898,43,4622,120,3,34,0,3,159,61,10,10,43,0,130,173,76,50,565,0,865,80,31,10,61,0,194,23,3,0,4,0,31,360,8,8,3,3,376,272,167,109,1451,18,2018,125,54,33,185,6,399,57,0,3,0,0,62,14,3,0,23,0,32,8,0,3,0,0,15,4,3,0,10,0,20,66,7,4,4,0,85,84,31,19,7,0,148,55,16,13,40,0,121,51,8,0,20,3,79,283,151,124,1022,17,1594,63,0,0,6,0,69,37,3,3,0,0,44,65,0,8,6,0,78,91,7,0,3,0,98,12,0,3,0,0,18,190,10,3,4,13,222,25,6,3,57,0,100,1393,128,119,199,22,1849,57,0,6,34,690,782,4271,1027,744,6465,814,13321
POA4106,10,45,46,278,15,391,0,0,0,3,0,3,50,0,3,7,0,60,6,0,0,0,0,6,8,7,3,3,0,26,113,48,39,264,8,470,23,0,0,0,0,27,4,0,0,3,0,6,20,5,6,50,0,83,9,5,3,3,0,21,0,0,0,0,0,4,47,0,0,0,0,46,21,14,12,127,0,178,11,4,0,15,0,34,4,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,3,17,0,0,0,0,20,26,10,0,4,0,40,8,0,0,3,0,15,41,0,0,0,0,44,21,9,13,84,0,128,6,0,0,0,0,5,4,0,0,0,0,4,10,0,0,3,0,9,11,0,0,0,0,11,0,0,0,0,0,0,39,0,0,0,0,38,3,0,3,3,0,11,248,10,12,8,3,279,4,3,3,3,119,141,668,95,91,600,144,1595
POA4107,47,270,186,1452,19,1977,0,0,0,20,0,25,262,12,12,24,0,312,21,6,0,0,0,29,43,21,12,26,0,101,400,212,177,1372,19,2177,53,0,21,0,3,70,19,6,0,10,0,36,47,17,29,219,5,315,25,10,3,26,0,69,4,4,0,3,0,14,272,5,3,3,0,282,100,70,66,535,7,778,49,30,11,68,0,157,51,0,0,0,0,48,11,0,0,6,0,17,3,0,0,0,0,3,3,7,0,8,0,21,30,0,4,0,0,31,42,14,3,0,0,65,39,6,0,9,3,61,14,3,0,12,0,40,131,73,37,436,10,683,16,5,0,3,0,28,21,3,0,3,0,25,32,7,3,0,0,41,15,3,0,0,0,14,3,7,0,0,0,9,81,0,3,0,0,82,9,3,3,15,0,31,554,70,41,88,13,765,25,9,7,33,339,412,1996,505,356,3025,406,6290
