POA_CODE_2016,P_Greece_0_4,P_Greece_5_14,P_Greece_15_24,P_Greece_25_44,P_Greece_45_54,P_Greece_55_64,P_Greece_65_74,P_Greece_75_84,P_Greece_85ov,P_Greece_Tot,P_Hong_Kong_0_4,P_Hong_Kong_5_14,P_Hong_Kong_15_24,P_Hong_Kong_25_44,P_Hong_Kong_45_54,P_Hong_Kong_55_64,P_Hong_Kong_65_74,P_Hong_Kong_75_84,P_Hong_Kong_85ov,P_Hong_Kong_Tot,P_India_0_4,P_India_5_14,P_India_15_24,P_India_25_44,P_India_45_54,P_India_55_64,P_India_65_74,P_India_75_84,P_India_85ov,P_India_Tot,P_Indonesia_0_4,P_Indonesia_5_14,P_Indonesia_15_24,P_Indonesia_25_44,P_Indonesia_45_54,P_Indonesia_55_64,P_Indonesia_65_74,P_Indonesia_75_84,P_Indonesia_85ov,P_Indonesia_Tot,P_Iran_0_4,P_Iran_5_14,P_Iran_15_24,P_Iran_25_44,P_Iran_45_54,P_Iran_55_64,P_Iran_65_74,P_Iran_75_84,P_Iran_85ov,P_Iran_Tot,P_Iraq_0_4,P_Iraq_5_14,P_Iraq_15_24,P_Iraq_25_44,P_Iraq_45_54,P_Iraq_55_64,P_Iraq_65_74,P_Iraq_75_84,P_Iraq_85ov,P_Iraq_Tot,P_Ireland_0_4,P_Ireland_5_14,P_Ireland_15_24,P_Ireland_25_44,P_Ireland_45_54,P_Ireland_55_64,P_Ireland_65_74,P_Ireland_75_84,P_Ireland_85ov,P_Ireland_Tot,P_Italy_0_4,P_Italy_5_14,P_Italy_15_24,P_Italy_25_44,P_Italy_45_54,P_Italy_55_64,P_Italy_65_74,P_Italy_75_84,P_Italy_85ov,P_Italy_Tot,P_Japan_0_4,P_Japan_5_14,P_Japan_15_24,P_Japan_25_44,P_Japan_45_54,P_Japan_55_64,P_Japan_65_74,P_Japan_75_84,P_Japan_85ov,P_Japan_Tot,P_Korea_South_0_4,P_Korea_South_5_14,P_Korea_South_15_24,P_Korea_South_25_44,P_Korea_South_45_54,P_Korea_South_55_64,P_Korea_South_65_74,P_Korea_South_75_84,P_Korea_South_85ov,P_Korea_South_Tot,P_Lebanon_0_4,P_Lebanon_5_14,P_Lebanon_15_24,P_Lebanon_25_44,P_Lebanon_45_54,P_Lebanon_55_64,P_Lebanon_65_74,P_Lebanon_75_84,P_Lebanon_85ov,P_Lebanon_Tot,P_Malaysia_0_4,P_Malaysia_5_14,P_Malaysia_15_24,P_Malaysia_25_44,P_Malaysia_45_54,P_Malaysia_55_64,P_Malaysia_65_74,P_Malaysia_75_84,P_Malaysia_85ov,P_Malaysia_Tot,P_Malta_0_4,P_Malta_5_14,P_Malta_15_24,P_Malta_25_44,P_Malta_45_54,P_Malta_55_64,P_Malta_65_74,P_Malta_75_84,P_Malta_85ov,P_Malta_Tot,P_Mauritius_0_4,P_Mauritius_5_14,P_Mauritius_15_24,P_Mauritius_25_44,P_Mauritius_45_54,P_Mauritius_55_64,P_Mauritius_65_74,P_Mauritius_75_84,P_Mauritius_85ov,P_Mauritius_Tot,P_Myanmar_0_4,P_Myanmar_5_14,P_Myanmar_15_24,P_Myanmar_25_44,P_Myanmar_45_54,P_Myanmar_55_64,P_Myanmar_65_74,P_Myanmar_75_84,P_Myanmar_85ov,P_Myanmar_Tot,P_Nepal_0_4,P_Nepal_5_14,P_Nepal_15_24,P_Nepal_25_44,P_Nepal_45_54,P_Nepal_55_64,P_Nepal_65_74,P_Nepal_75_84,P_Nepal_85ov,P_Nepal_Tot,P_Netherlands_0_4,P_Netherlands_5_14,P_Netherlands_15_24,P_Netherlands_25_44,P_Netherlands_45_54,P_Netherlands_55_64,P_Netherlands_65_74,P_Netherlands_75_84,P_Netherlands_85ov,P_Netherlands_Tot,P_New_Zealand_0_4,P_New_Zealand_5_14,P_New_Zealand_15_24,P_New_Zealand_25_44,P_New_Zealand_45_54,P_New_Zealand_55_64,P_New_Zealand_65_74,P_New_Zealand_75_84,P_New_Zealand_85ov,P_New_Zealand_Tot,P_Nthern_Ireland_0_4,P_Nthern_Ireland_5_14,P_Nthern_Ireland_15_24,P_Nthern_Ireland_25_44,P_Nthern_Ireland_45_54,P_Nthern_Ireland_55_64,P_Nthern_Ireland_65_74,P_Nthern_Ireland_75_84,P_Nthern_Ireland_85ov,P_Nthern_Ireland_Tot,P_Pakistan_0_4,P_Pakistan_5_14,P_Pakistan_15_24,P_Pakistan_25_44,P_Pakistan_45_54,P_Pakistan_55_64,P_Pakistan_65_74,P_Pakistan_75_84,P_Pakistan_85ov,P_Pakistan_Tot
POA4000,0,0,0,0,3,3,0,0,0,6,0,6,128,84,19,23,5,0,0,268,31,29,71,437,23,10,8,3,0,604,0,4,27,32,10,5,5,0,0,77,0,0,4,68,3,3,3,0,0,87,0,0,0,5,0,5,0,0,0,7,0,0,14,55,10,7,5,3,0,90,0,3,23,57,6,3,12,10,7,117,10,12,106,198,21,19,0,0,0,361,4,5,334,616,29,18,3,0,0,1006,0,0,0,5,0,0,0,0,0,12,0,0,74,68,14,15,4,0,0,185,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,6,4,0,4,0,0,0,16,0,0,19,17,0,0,0,0,0,34,0,0,6,12,0,4,7,0,0,32,4,4,46,187,64,64,23,7,0,406,0,0,0,8,5,0,0,0,0,15,3,7,7,32,3,0,0,0,0,56
POA4005,0,0,0,0,0,0,0,0,0,5,0,3,10,24,10,10,3,3,0,54,3,9,10,100,9,8,7,8,0,145,0,3,0,13,0,5,0,0,3,30,0,0,3,42,0,0,0,0,0,45,0,0,0,4,0,0,0,0,0,6,0,0,4,78,11,9,4,3,3,116,0,0,4,36,7,13,51,66,36,221,5,0,6,39,11,0,0,4,0,68,0,0,3,30,7,0,0,0,0,41,0,0,0,3,0,0,0,0,0,3,0,0,3,52,15,9,9,5,0,89,0,0,0,4,0,3,3,0,0,10,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5,0,0,0,0,9,0,3,52,101,0,0,0,0,0,152,0,0,4,27,10,7,8,0,0,52,0,13,37,292,94,98,50,14,7,602,0,0,0,22,0,5,3,0,0,31,0,0,0,5,0,0,0,0,0,8
POA4006,0,0,0,3,0,0,0,0,0,4,0,5,56,42,3,7,3,3,0,121,34,24,36,334,12,7,3,0,0,451,0,3,4,30,4,3,0,0,0,51,0,0,5,70,0,0,0,0,0,82,0,4,0,12,0,0,0,0,0,20,0,0,3,59,3,3,3,0,0,83,0,0,11,64,3,4,9,9,7,108,0,0,18,84,10,7,0,0,0,126,0,3,59,167,6,3,0,0,0,246,0,0,0,7,3,0,0,0,0,12,3,0,41,70,4,10,0,5,0,132,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,6,0,0,3,4,0,0,0,3,0,7,0,0,19,24,0,0,0,0,0,49,0,0,0,12,0,5,3,4,0,23,3,4,91,310,75,47,20,12,3,559,0,0,3,15,3,3,0,0,0,18,0,0,0,8,0,0,5,0,0,17
POA4007,0,0,0,3,3,0,7,4,0,18,0,7,13,30,5,6,3,4,0,66,7,5,40,162,10,3,11,0,0,248,0,0,0,12,8,3,3,3,0,23,0,6,0,47,0,5,0,0,0,60,0,0,0,4,0,0,0,0,0,3,0,0,4,37,12,11,5,0,0,68,0,0,3,14,4,14,17,10,7,72,3,4,6,29,10,0,0,0,0,59,0,0,6,48,4,0,0,0,0,61,0,0,0,0,4,0,0,0,0,5,0,0,15,21,7,6,0,0,0,49,0,0,0,0,0,0,4,0,0,5,0,0,0,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,3,8,3,0,0,0,0,13,0,0,0,12,0,3,9,0,0,27,3,23,56,170,103,92,30,21,6,504,0,0,0,6,4,6,3,0,0,19,0,0,0,10,0,0,0,0,0,11
POA4008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,3,14,3,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,9,5,3,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4010,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,0,3,6,31,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,5,0,3,6,3,3,18,0,0,4,13,4,0,0,0,0,19,0,0,0,12,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,4,0,7,7,29,15,17,7,0,0,79,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3
POA4011,0,0,0,0,0,0,0,0,3,3,0,18,5,16,5,4,0,0,0,59,11,35,33,335,11,17,11,3,0,457,0,3,3,11,3,0,0,0,0,26,0,9,3,38,4,3,0,0,0,56,0,0,0,3,0,0,0,0,0,3,0,3,8,33,7,7,8,3,0,70,0,0,0,21,6,11,15,18,8,79,0,4,6,27,9,3,4,0,0,53,0,6,21,46,8,3,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,4,3,18,9,3,4,3,0,40,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,3,0,3,0,0,0,0,11,0,0,15,59,3,0,3,0,0,84,0,0,0,7,6,6,3,0,3,20,0,26,48,181,84,86,51,10,0,499,0,0,0,3,3,0,4,3,0,13,0,0,0,11,0,3,0,0,0,13
POA4012,0,0,0,0,0,3,3,0,0,7,0,0,5,24,8,7,0,0,0,48,29,69,68,555,39,38,18,7,3,830,0,3,4,22,4,0,5,0,0,35,0,3,10,35,3,0,0,0,0,57,0,0,0,0,0,0,0,0,0,3,0,3,3,56,10,4,4,9,3,95,0,0,3,28,10,20,24,22,8,125,4,7,9,44,13,3,0,0,0,78,0,7,20,82,3,3,0,0,0,114,0,0,0,3,3,0,0,0,0,4,3,3,5,49,6,7,0,3,0,87,0,0,0,0,0,0,0,6,0,5,0,0,0,4,0,0,0,0,0,12,0,0,3,15,4,3,0,0,0,30,0,4,62,105,0,0,0,0,0,176,0,0,3,13,5,6,8,4,3,33,7,45,97,393,143,114,51,14,8,868,0,0,0,10,0,0,3,0,0,19,0,0,7,14,0,0,0,0,0,24
POA4013,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,6,3,11,17,116,10,10,3,3,0,173,0,3,3,4,0,0,0,0,0,15,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,3,0,0,22,0,0,0,3,0,0,0,0,0,9,0,0,4,15,6,0,0,0,0,17,0,0,3,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,19,3,0,0,0,0,28,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,6,0,9,24,85,33,25,10,3,0,191,0,0,0,0,0,0,0,0,0,7,0,0,6,7,0,0,0,0,0,15
POA4014,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,9,3,15,37,161,29,24,16,6,4,301,0,0,0,12,3,4,3,0,0,21,0,0,0,4,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,4,0,4,13,52,0,0,0,6,0,4,10,3,0,18,0,0,0,20,8,0,0,0,0,28,0,0,4,19,3,3,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,7,14,10,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,10,0,0,0,0,0,17,0,7,5,19,0,0,0,0,0,27,0,0,0,10,3,4,6,4,0,26,5,35,57,220,99,55,25,12,3,506,0,0,0,7,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0
POA4017,0,0,0,6,0,3,7,9,0,27,3,0,3,12,13,9,8,6,0,50,3,44,56,325,61,23,27,9,4,551,0,3,4,18,4,7,8,3,3,49,0,3,0,17,5,0,0,0,0,22,8,20,10,22,9,0,0,3,0,84,0,17,9,51,34,9,16,8,4,150,0,0,0,12,6,16,25,20,7,90,0,3,5,24,11,3,4,3,0,48,0,9,3,24,6,3,0,0,0,44,0,0,0,0,5,0,0,0,0,14,0,4,7,15,21,16,5,7,0,68,0,3,0,3,0,4,0,3,0,10,0,3,3,4,0,0,6,0,0,13,0,0,0,10,0,0,0,0,0,14,0,3,4,38,3,0,0,0,0,54,0,7,0,16,11,17,24,13,12,98,11,125,162,526,318,254,109,41,18,1564,0,8,0,7,9,6,10,3,3,50,0,0,3,3,4,0,0,0,0,16
POA4018,0,0,0,0,0,0,4,3,0,9,0,0,9,30,9,19,13,8,0,87,14,59,99,674,80,46,16,14,3,1002,0,0,6,21,3,4,0,0,0,42,0,4,3,41,5,3,0,0,0,56,0,5,4,8,9,3,0,0,0,28,3,3,0,18,0,0,0,3,0,26,0,0,0,4,0,3,10,19,5,48,0,0,0,17,10,0,0,0,0,33,3,0,3,25,3,0,0,0,0,42,0,4,0,3,0,3,0,0,0,8,0,0,4,25,4,0,4,0,0,38,0,0,0,0,0,0,5,3,0,11,0,3,0,3,4,0,0,0,0,9,0,0,0,5,0,0,0,0,0,10,0,8,11,80,5,3,0,0,0,104,0,0,0,3,0,7,8,3,0,23,6,59,63,238,86,71,41,21,7,593,0,0,0,3,3,0,0,0,3,14,0,3,0,10,0,0,0,0,0,12
POA4019,0,0,0,0,0,0,3,3,0,7,0,0,0,10,3,5,0,0,0,19,0,3,5,28,0,3,5,6,0,52,0,4,0,4,0,0,6,0,0,19,0,0,0,0,3,4,0,0,0,7,0,0,0,0,3,0,0,0,0,3,0,3,0,20,11,3,9,3,3,54,0,0,0,3,6,8,11,8,3,36,0,4,0,5,4,4,0,0,0,20,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,6,0,0,3,4,8,11,3,0,0,27,0,0,0,0,0,0,8,3,0,12,0,0,0,0,0,0,5,0,0,12,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,7,0,6,0,11,9,8,30,13,13,82,7,88,98,383,248,187,127,48,18,1195,0,3,0,4,9,0,6,0,0,24,0,0,0,3,0,0,0,0,0,6
POA4020,0,0,0,0,0,0,7,8,0,18,5,0,0,3,4,6,0,0,0,25,0,0,3,25,10,3,8,3,0,57,0,3,0,3,0,0,0,0,0,14,0,0,0,0,5,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,3,8,6,23,14,12,16,12,7,97,0,0,0,3,4,13,13,20,0,52,0,0,0,9,7,0,0,0,0,22,0,0,0,9,3,3,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,10,10,8,12,3,0,48,0,0,0,0,4,3,6,6,0,14,0,0,0,3,0,3,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,5,7,12,15,46,27,12,129,8,80,121,308,238,247,186,61,15,1263,0,3,3,7,8,3,7,5,0,40,0,0,0,4,0,0,0,0,0,7
POA4021,0,0,0,0,0,0,0,0,0,8,0,0,3,3,0,0,0,0,0,3,0,3,7,20,3,8,7,3,0,50,0,0,0,0,0,0,0,3,0,7,0,3,0,3,6,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,3,3,0,16,0,0,0,0,0,4,3,3,3,9,0,0,0,0,3,0,0,0,0,4,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,3,0,3,0,12,0,0,0,0,0,3,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,3,0,8,18,10,7,37,6,68,88,247,123,97,50,16,7,701,0,0,0,0,0,3,3,9,0,14,0,0,0,3,0,0,0,0,0,3
POA4022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,10,5,25,5,4,0,0,0,57,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,8,0,0,0,0,0,0,3,3,0,9,0,0,0,3,0,0,0,0,0,3,0,0,0,4,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,3,3,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,4,4,8,4,30,3,42,66,113,69,50,38,18,11,414,0,0,0,0,0,4,0,3,0,15,0,0,0,0,0,0,0,0,0,0
POA4025,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,5,4,3,4,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4030,0,0,0,0,0,0,3,0,0,8,4,6,13,20,8,5,0,0,0,55,9,22,53,339,18,8,17,8,3,478,0,0,6,12,5,3,0,0,0,30,0,3,3,42,7,3,4,3,0,65,3,11,0,6,0,3,0,0,0,26,3,0,3,40,11,5,0,3,0,75,0,0,0,18,4,13,50,45,38,170,3,10,3,37,7,0,0,0,0,61,0,5,14,39,6,3,0,0,0,74,0,0,0,0,0,0,0,0,0,4,0,4,14,35,10,10,4,0,0,74,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,4,0,0,20,4,3,52,197,0,0,0,0,0,259,0,3,0,6,0,3,3,0,0,22,3,20,70,250,105,42,39,8,0,539,0,0,0,3,0,0,3,0,0,6,0,6,0,16,0,0,0,0,0,21
POA4031,0,0,0,5,0,0,0,3,0,9,0,0,4,12,0,3,0,0,0,29,9,16,18,227,9,7,5,4,0,294,0,3,3,15,3,3,0,0,0,27,0,6,7,22,7,0,0,0,0,37,0,3,0,3,3,0,0,0,0,11,3,3,3,22,3,0,0,0,8,45,0,0,0,3,13,14,30,40,23,129,0,0,7,15,8,3,0,0,0,29,0,0,8,43,0,4,0,0,0,55,0,0,0,0,0,0,0,0,0,3,0,3,3,16,8,0,3,0,0,40,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,14,0,0,11,37,0,0,0,0,0,53,0,0,3,10,7,4,0,0,0,23,7,18,48,185,87,49,22,7,0,422,0,0,0,9,0,0,0,0,0,8,0,0,3,3,0,0,0,0,0,10
POA4032,0,0,0,0,0,0,0,3,0,9,0,0,8,30,8,5,0,0,0,46,20,57,66,456,59,27,12,10,3,709,0,3,9,22,3,5,3,0,0,42,0,11,4,62,11,6,0,0,0,100,0,0,0,3,0,0,0,0,0,8,3,13,4,35,0,3,3,3,0,60,0,0,0,4,6,17,42,67,32,168,0,3,3,20,6,0,0,0,0,38,3,10,24,115,17,6,0,0,0,173,0,0,0,0,0,0,4,0,0,3,0,7,6,40,10,15,4,10,0,83,0,0,0,0,0,0,3,3,0,9,0,0,0,3,3,0,0,0,0,9,0,3,7,15,11,3,0,0,0,39,0,0,5,53,7,0,0,0,0,61,0,0,0,3,9,3,17,6,0,33,7,36,76,197,78,87,45,22,9,576,0,0,0,0,0,0,6,0,0,9,0,8,4,35,0,0,0,0,0,41
POA4034,0,0,3,4,0,8,16,19,9,55,0,7,11,49,23,46,24,12,0,179,28,95,230,1032,169,88,53,21,11,1725,4,5,5,35,12,4,3,3,3,80,0,11,12,68,21,0,0,4,0,121,0,0,0,3,4,3,0,0,0,18,0,12,6,34,12,13,22,15,4,116,0,0,3,11,22,23,106,119,51,338,7,12,11,42,20,7,7,0,0,97,0,16,11,82,12,11,3,0,0,138,0,0,0,5,0,3,0,0,0,11,0,8,24,49,26,30,31,7,0,168,0,0,0,3,3,3,9,4,0,23,0,0,0,0,0,3,3,0,0,12,0,0,24,69,16,13,7,0,0,125,3,13,38,73,10,3,0,0,0,144,0,0,0,7,10,15,28,21,6,84,23,189,278,757,341,273,137,55,16,2076,0,0,0,6,3,3,5,8,4,31,3,3,15,43,3,3,0,0,0,70
POA4035,0,0,0,0,3,4,3,10,0,18,0,4,5,14,7,17,13,3,0,60,3,15,27,140,77,36,22,13,0,344,0,3,3,5,3,0,3,0,0,23,0,9,3,27,10,3,0,0,0,53,0,0,0,3,3,5,0,0,0,10,0,14,9,29,19,10,8,5,0,92,0,3,0,10,9,32,52,35,10,154,0,0,3,12,8,6,0,0,4,35,3,0,0,8,3,0,0,0,0,19,0,0,0,0,3,3,0,0,0,7,0,3,15,18,17,19,23,6,0,99,0,0,0,0,0,0,3,0,0,6,0,0,0,3,0,0,0,0,0,5,0,0,0,3,3,9,0,0,0,14,0,0,0,4,3,3,0,0,0,12,0,0,0,10,9,17,21,13,7,76,8,46,58,217,150,120,62,21,10,687,0,0,3,3,11,4,6,6,0,36,0,0,3,4,0,0,0,0,0,11
POA4036,0,0,0,0,0,0,3,0,0,4,0,0,0,4,0,0,0,0,0,3,5,0,10,64,11,13,0,0,0,107,0,0,0,3,0,0,0,0,0,7,0,4,0,10,4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,7,0,0,0,17,0,3,0,0,0,0,4,3,0,14,3,3,0,3,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,3,3,8,3,0,0,0,0,20,0,0,0,3,0,3,3,0,0,14,0,11,31,107,58,24,19,7,0,259,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,4
POA4037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,22,8,4,0,3,0,39,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,0,0,18,0,0,0,0,6,4,9,0,0,20,0,0,0,3,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,22,0,31,30,80,80,37,9,0,0,277,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0
POA4051,0,0,0,0,0,0,0,3,0,3,0,5,28,29,13,13,0,0,0,88,3,13,37,221,28,11,10,5,3,325,0,3,6,11,8,7,0,3,0,36,0,7,3,42,10,3,0,3,0,62,0,0,0,3,0,0,0,0,0,5,0,3,0,48,16,8,5,8,6,98,0,0,0,14,12,14,32,35,25,136,0,8,7,47,12,3,0,0,0,74,4,0,15,34,10,3,0,0,0,62,0,0,0,0,0,0,0,0,0,3,3,0,15,53,22,13,4,3,0,110,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,4,0,3,50,91,3,3,0,0,0,151,0,4,3,14,12,5,10,9,3,65,5,36,75,335,145,82,40,15,3,737,0,0,0,6,9,3,3,0,0,22,0,0,0,13,0,0,0,0,0,13
POA4053,0,0,0,4,0,3,0,3,3,19,3,0,13,34,10,23,22,3,0,114,11,33,50,288,66,23,15,12,5,497,0,3,7,24,10,7,3,3,0,53,0,14,3,67,11,7,9,0,0,104,0,0,0,6,0,0,0,0,0,4,4,7,9,116,20,21,12,7,0,198,3,3,3,32,29,60,98,100,37,359,0,4,9,44,12,6,0,3,0,84,0,9,11,43,7,0,0,0,0,82,0,0,0,3,0,0,3,0,0,10,0,5,8,45,30,33,15,3,3,130,0,0,0,0,0,0,6,9,0,18,0,0,0,0,0,3,0,0,0,3,0,7,10,22,12,8,3,0,0,59,0,0,9,28,3,3,0,0,0,44,0,4,4,15,5,13,21,9,3,85,6,62,112,559,215,155,90,25,7,1236,0,0,0,17,7,0,0,3,0,31,0,0,0,5,4,3,0,0,0,8
