POA_CODE_2016,Ireland_2011,Ireland_2012,Ireland_2013,Ireland_2014,Ireland_2015,Ireland_2016,Ireland_Yr_arrival_NS,Ireland_Tot,Italy_Before_1946,Italy_1946_1955,Italy_1956_1965,Italy_1966_1975,Italy_1976_1985,Italy_1986_1995,Italy_1996_2005,Italy_2006_2010,Italy_2011,Italy_2012,Italy_2013,Italy_2014,Italy_2015,Italy_2016,Italy_Yr_arrival_NS,Italy_Tot,Japan_Before_1946,Japan_1946_1955,Japan_1956_1965,Japan_1966_1975,Japan_1976_1985,Japan_1986_1995,Japan_1996_2005,Japan_2006_2010,Japan_2011,Japan_2012,Japan_2013,Japan_2014,Japan_2015,Japan_2016,Japan_Yr_arrival_NS,Japan_Tot,Korea_Rep_Sth_Before_1946,Korea_Rep_Sth_1946_1955,Korea_Rep_Sth_1956_1965,Korea_Rep_Sth_1966_1975,Korea_Rep_Sth_1976_1985,Korea_Rep_Sth_1986_1995,Korea_Rep_Sth_1996_2005,Korea_Rep_Sth_2006_2010,Korea_Republic_South_2011,Korea_Republic_South_2012,Korea_Republic_South_2013,Korea_Republic_South_2014,Korea_Republic_South_2015,Korea_Republic_South_2016,Korea_Repub_Sth_arrival_ns,Korea_Republic_South_Tot,Lebanon_Before_1946,Lebanon_1946_1955,Lebanon_1956_1965,Lebanon_1966_1975,Lebanon_1976_1985,Lebanon_1986_1995,Lebanon_1996_2005,Lebanon_2006_2010,Lebanon_2011,Lebanon_2012,Lebanon_2013,Lebanon_2014,Lebanon_2015,Lebanon_2016,Lebanon_Yr_arrival_NS,Lebanon_Tot,Malaysia_Before_1946,Malaysia_1946_1955,Malaysia_1956_1965,Malaysia_1966_1975,Malaysia_1976_1985,Malaysia_1986_1995,Malaysia_1996_2005,Malaysia_2006_2010,Malaysia_2011,Malaysia_2012,Malaysia_2013,Malaysia_2014,Malaysia_2015,Malaysia_2016,Malaysia_Yr_arrival_ns,Malaysia_Tot,Malta_Before_1946,Malta_1946_1955,Malta_1956_1965,Malta_1966_1975,Malta_1976_1985,Malta_1986_1995,Malta_1996_2005,Malta_2006_2010,Malta_2011,Malta_2012,Malta_2013,Malta_2014,Malta_2015,Malta_2016,Malta_Yr_arrival_NS,Malta_Tot,Netherlands_Before_1946,Netherlands_1946_1955,Netherlands_1956_1965,Netherlands_1966_1975,Netherlands_1976_1985,Netherlands_1986_1995,Netherlands_1996_2005,Netherlands_2006_2010,Netherlands_2011,Netherlands_2012,Netherlands_2013,Netherlands_2014,Netherlands_2015,Netherlands_2016,Netherlands_Yr_arrival_ns,Netherlands_Tot,New_Zealand_Before_1946,New_Zealand_1946_1955,New_Zealand_1956_1965,New_Zealand_1966_1975,New_Zealand_1976_1985,New_Zealand_1986_1995,New_Zealand_1996_2005,New_Zealand_2006_2010,New_Zealand_2011,New_Zealand_2012,New_Zealand_2013,New_Zealand_2014,New_Zealand_2015,New_Zealand_2016,New_Zealand_Yr_arrival_ns,New_Zealand_Tot,Pakistan_Before_1946,Pakistan_1946_1955,Pakistan_1956_1965,Pakistan_1966_1975,Pakistan_1976_1985,Pakistan_1986_1995,Pakistan_1996_2005,Pakistan_2006_2010,Pakistan_2011,Pakistan_2012,Pakistan_2013,Pakistan_2014,Pakistan_2015,Pakistan_2016,Pakistan_Yr_arrival_NS,Pakistan_Tot,Philippines_Before_1946,Philippines_1946_1955,Philippines_1956_1965,Philippines_1966_1975,Philippines_1976_1985,Philippines_1986_1995,Philippines_1996_2005,Philippines_2006_2010,Philippines_2011,Philippines_2012,Philippines_2013,Philippines_2014,Philippines_2015,Philippines_2016,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1946,Poland_1946_1955,Poland_1956_1965,Poland_1966_1975,Poland_1976_1985,Poland_1986_1995,Poland_1996_2005,Poland_2006_2010,Poland_2011,Poland_2012,Poland_2013,Poland_2014,Poland_2015,Poland_2016,Poland_Yr_arrival_NS,Poland_Tot,Singapore_Before_1946,Singapore_1946_1955,Singapore_1956_1965,Singapore_1966_1975,Singapore_1976_1985,Singapore_1986_1995,Singapore_1996_2005,Singapore_2006_2010,Singapore_2011,Singapore_2012,Singapore_2013,Singapore_2014,Singapore_2015,Singapore_2016,Singapore_Yr_arrival_ns,Singapore_Tot
POA4171,16,8,10,4,4,5,0,113,0,3,10,9,0,4,3,0,0,0,4,3,3,0,8,55,0,0,0,0,0,0,12,5,0,0,0,0,0,3,0,37,0,0,0,0,0,5,3,4,0,0,6,0,0,4,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,5,11,0,0,0,8,3,0,0,0,59,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,5,0,0,0,4,4,0,7,8,9,4,6,0,65,0,0,7,33,84,110,131,92,17,17,15,24,13,6,18,562,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,9,0,0,0,0,14,14,7,12,0,0,0,0,0,0,0,56,0,0,0,0,4,3,0,0,0,5,0,3,0,0,0,17,0,0,0,0,0,0,4,7,0,5,6,0,3,0,0,27
POA4172,7,7,7,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,10,10,0,7,0,4,9,4,10,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,3,0,0,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,25,32,53,67,19,8,6,11,13,3,9,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,6,0,0,0,0,0,0,0,0,30,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,10
POA4173,7,4,0,0,0,0,0,62,0,3,3,8,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,0,3,6,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,6,0,3,0,0,0,0,0,0,0,0,0,18,0,0,3,23,67,88,144,86,23,19,34,4,7,3,13,521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,18,55,20,11,3,3,4,3,3,3,4,122,0,0,0,0,0,8,7,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5
POA4174,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,23,28,44,44,14,5,0,13,5,0,10,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,14,19,3,0,3,0,3,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4178,8,3,19,5,0,3,0,119,0,10,7,3,0,3,3,6,0,8,0,0,0,0,0,36,0,0,0,0,0,11,10,8,3,3,5,0,0,0,3,39,0,0,0,0,0,0,3,8,0,3,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,3,5,0,0,0,0,0,0,0,30,0,3,3,4,0,0,3,0,0,0,0,0,0,0,0,11,0,19,17,9,7,3,5,6,0,4,0,0,0,0,3,73,0,0,13,60,194,255,453,324,128,104,94,72,55,23,70,1851,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,4,21,69,66,82,21,10,14,13,4,4,3,314,0,3,0,4,5,0,0,0,0,0,0,0,0,0,0,14,0,0,0,5,3,4,0,3,0,0,0,0,0,0,0,19
POA4179,6,5,12,0,0,0,0,105,0,6,9,4,0,0,3,0,0,0,0,0,0,0,3,20,0,0,0,0,0,5,4,11,0,5,0,0,3,0,3,36,0,0,0,0,0,0,7,5,0,0,3,0,0,0,0,19,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,5,7,3,0,0,3,0,3,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,16,5,10,0,0,4,4,0,3,0,0,0,0,3,50,0,5,7,57,137,155,272,198,51,45,30,10,19,8,37,1039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,10,22,26,37,3,3,0,0,0,0,3,109,0,3,0,0,7,6,3,0,0,0,0,0,3,0,0,22,0,0,0,8,3,4,7,4,0,5,0,0,0,0,0,25
POA4183,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,15,3,4,3,0,0,0,0,0,0,4,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4184,0,0,0,0,0,0,0,13,0,7,12,5,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,12,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,21,5,7,3,6,0,0,0,0,0,0,0,0,58,0,3,11,61,115,119,92,30,3,15,7,0,0,3,15,465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,12,5,11,0,9,10,4,3,0,0,69,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
POA4205,0,0,0,0,0,0,0,11,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,3,3,0,0,0,0,0,0,4,24,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,14,14,8,3,0,0,0,0,0,0,0,0,0,8,41,0,0,5,4,41,89,53,56,18,14,12,10,9,10,24,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,19,13,15,0,3,3,0,0,3,8,68,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6
POA4207,10,0,0,0,0,3,0,101,0,16,17,10,3,0,3,0,0,0,0,0,0,0,5,64,0,3,0,0,0,11,19,12,4,6,0,3,0,0,3,55,0,0,0,0,3,0,21,9,3,0,0,0,4,0,0,38,0,0,0,3,3,0,4,0,0,0,0,0,0,0,0,14,0,0,8,15,16,15,4,3,3,0,0,5,0,0,3,71,0,11,6,12,9,0,0,0,0,0,0,0,0,0,0,32,0,57,65,19,28,12,8,7,0,0,0,0,0,0,3,199,3,4,25,168,576,794,1018,843,199,244,132,123,97,44,189,4459,0,0,0,0,0,0,4,10,3,3,7,7,3,0,0,41,0,0,0,5,46,103,76,116,14,32,41,27,20,12,13,506,0,6,3,3,37,21,5,10,3,0,0,0,3,0,0,86,0,0,3,0,7,13,16,0,0,0,0,0,0,0,0,41
POA4208,0,3,0,0,0,0,0,41,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,7,13,4,0,0,3,0,0,0,0,21,0,0,0,0,3,4,8,12,0,0,8,0,0,0,0,34,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,3,3,10,9,5,0,0,0,0,0,0,3,36,0,12,5,3,0,0,0,0,0,0,0,0,0,0,0,20,0,20,17,7,9,0,8,0,0,0,0,0,0,0,0,60,0,0,9,55,187,261,434,491,88,110,48,50,30,16,50,1832,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,10,9,5,12,0,0,3,0,3,0,0,43,0,0,3,0,5,4,0,3,0,0,0,0,0,0,0,18,0,0,0,0,3,3,4,8,0,0,0,0,0,0,0,18
POA4209,10,10,8,0,0,0,0,84,0,11,20,17,0,0,3,0,0,0,0,0,0,0,7,56,0,0,0,0,0,13,55,32,4,3,3,3,3,0,3,126,0,0,0,0,0,17,69,102,8,5,9,4,12,0,7,234,0,0,3,3,3,3,0,0,0,0,0,0,0,3,0,17,0,0,0,8,21,9,21,28,4,10,9,3,7,0,3,134,0,4,8,6,0,0,0,0,0,3,0,0,0,0,0,21,0,24,20,11,12,4,15,12,0,0,0,0,0,0,3,90,0,0,11,78,345,592,1336,1795,426,482,345,270,209,123,250,6259,0,0,0,0,0,0,4,5,6,7,0,0,0,0,0,29,0,0,0,9,40,65,67,82,13,30,13,10,24,16,8,364,0,0,0,3,3,10,6,15,0,4,0,0,0,0,0,50,0,0,0,7,0,8,24,23,0,3,0,0,6,0,3,69
POA4210,3,8,0,0,0,0,0,27,0,6,8,10,3,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,29,16,11,4,0,0,0,4,0,3,68,0,0,0,0,0,11,18,18,0,0,0,4,3,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,6,10,9,0,3,0,0,0,4,0,0,0,32,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,9,0,12,13,11,4,5,11,3,0,0,0,0,0,0,0,58,0,0,13,54,189,357,525,389,103,52,42,49,31,8,63,1872,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,12,0,0,0,0,11,26,21,15,0,0,6,8,7,0,5,95,0,0,0,7,3,12,6,0,0,0,3,4,0,0,0,39,0,0,0,3,0,3,12,5,3,0,7,0,0,0,0,31
POA4211,6,6,0,8,3,0,4,108,0,29,39,22,9,9,9,3,0,0,0,0,0,0,5,129,0,0,0,3,20,102,131,48,6,9,11,12,3,0,18,362,0,0,0,0,15,36,89,67,4,10,14,3,3,4,5,251,0,0,3,13,9,3,0,0,0,0,0,0,0,0,0,38,0,0,4,27,29,25,24,32,3,5,5,3,3,0,3,158,0,7,23,8,0,0,0,0,0,0,0,0,0,0,0,41,0,55,59,23,31,14,20,6,0,3,0,0,3,0,7,218,6,12,43,195,673,953,1535,1212,285,216,139,154,102,72,197,5788,0,0,0,0,3,4,15,10,4,0,3,0,4,7,0,57,0,3,0,6,48,123,135,80,14,10,14,10,16,9,9,476,0,3,6,4,18,36,5,10,0,0,0,7,0,0,0,101,0,0,3,9,3,7,28,7,0,0,0,4,7,0,0,81
POA4212,10,10,0,5,0,0,3,92,0,21,18,6,0,3,0,5,0,0,0,0,0,0,0,58,0,0,0,0,8,31,52,19,3,4,3,3,4,9,3,143,0,0,0,0,3,12,30,18,0,4,3,4,3,3,3,93,0,0,3,7,0,3,0,0,0,0,0,0,0,0,0,20,0,0,4,7,14,11,13,14,3,3,0,3,6,0,4,82,0,14,5,3,0,6,0,0,0,0,0,0,0,0,0,28,0,37,27,8,14,4,9,14,0,0,3,0,3,0,0,118,0,4,29,107,276,375,684,412,72,77,64,40,37,40,72,2295,0,0,0,0,0,0,9,10,0,9,4,0,0,0,0,26,0,0,0,3,12,36,25,20,4,8,5,5,3,3,0,114,0,5,3,3,16,8,3,3,0,0,0,0,0,0,0,41,0,0,0,3,0,7,24,10,0,3,3,3,0,0,4,56
POA4213,0,0,11,0,0,0,0,74,0,15,13,10,3,5,3,0,0,0,0,0,0,0,0,51,0,0,0,3,0,35,59,17,3,0,3,3,0,3,3,136,0,0,0,0,9,0,17,0,0,0,0,3,0,0,0,33,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,13,5,11,10,5,3,0,0,0,0,0,3,53,0,9,8,0,3,0,0,0,0,0,0,0,0,0,3,23,0,23,20,10,18,6,16,6,0,0,3,0,0,0,0,101,0,7,13,81,354,382,484,308,46,56,32,17,18,8,51,1864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,17,27,25,19,3,3,3,0,7,0,3,119,0,6,5,3,16,14,3,4,0,0,0,0,0,0,0,53,0,0,0,0,0,10,9,0,0,0,0,0,0,0,0,29
POA4214,7,3,0,8,3,0,11,108,0,22,24,18,0,3,8,0,0,0,0,3,0,0,5,94,0,0,3,5,12,113,110,65,6,7,3,10,5,6,10,357,0,0,0,3,15,57,130,123,10,10,10,17,14,5,11,401,0,0,0,4,5,6,0,0,0,0,0,0,3,0,0,21,0,0,3,10,29,23,70,30,0,0,5,5,3,4,4,186,0,15,10,6,0,0,0,0,0,0,0,0,0,0,0,33,0,40,24,14,4,9,15,0,5,0,0,0,0,0,10,109,0,7,20,128,429,613,877,585,138,91,102,63,37,31,126,3247,0,0,0,0,0,9,18,8,0,3,0,0,0,3,4,51,0,0,0,8,54,100,108,61,17,13,7,7,3,10,8,384,0,0,9,0,22,18,3,4,0,0,0,0,0,0,3,62,0,0,4,3,12,16,29,22,3,6,4,4,3,3,3,106
POA4215,7,3,10,8,5,4,0,124,0,33,50,42,11,6,6,7,3,6,3,3,3,4,14,197,0,0,3,5,15,112,208,136,34,28,28,23,34,28,49,714,0,0,0,0,8,67,184,269,54,78,63,71,102,97,58,1051,0,0,0,3,5,4,3,0,0,0,0,0,3,0,0,33,4,3,3,7,15,28,33,34,6,15,8,14,19,8,8,197,0,11,15,3,6,0,0,0,0,0,0,0,0,0,0,38,0,42,27,14,17,14,9,4,0,3,0,0,0,0,8,149,8,5,42,192,491,667,864,622,184,136,122,109,88,60,150,3733,0,0,0,4,0,0,4,12,0,8,3,0,3,3,4,49,0,0,0,6,70,170,102,117,35,29,25,46,47,25,27,696,0,5,9,8,29,23,19,3,0,3,0,0,0,0,0,109,0,0,0,5,11,14,27,18,0,0,6,3,9,13,0,105
POA4216,0,5,6,3,3,0,3,107,3,29,24,21,5,3,3,11,0,3,0,3,0,0,3,118,0,0,3,3,0,38,68,32,4,10,11,6,13,10,5,204,0,0,0,0,0,18,27,27,3,7,3,8,9,0,5,112,0,0,3,6,3,0,0,0,0,0,0,0,0,0,0,17,0,3,4,9,16,16,13,7,0,4,0,0,0,0,3,72,0,26,15,5,0,0,0,0,0,0,0,0,0,0,0,49,0,51,46,21,11,4,19,7,0,0,0,0,0,0,6,172,5,12,51,152,467,605,742,471,129,109,97,80,62,38,107,3133,0,0,0,0,0,0,21,15,13,0,5,12,4,9,3,91,0,0,3,12,42,73,64,52,8,15,16,19,10,4,11,331,0,8,3,3,16,5,11,13,0,0,0,0,4,0,3,66,0,0,0,6,10,10,12,6,0,0,3,3,0,0,0,59
POA4217,14,14,4,11,5,8,7,135,3,55,74,39,4,14,16,18,9,8,11,32,14,7,13,317,0,0,0,6,19,110,167,91,20,29,30,45,43,71,79,714,0,0,0,0,9,34,71,69,14,24,19,24,35,36,25,362,0,0,3,11,9,0,0,0,0,0,0,0,0,0,0,32,0,0,10,7,16,24,20,21,3,5,13,9,12,10,12,151,0,7,15,3,0,0,3,0,0,0,0,0,0,0,0,32,0,39,21,12,16,10,12,7,0,0,0,3,3,0,3,133,0,12,45,152,394,477,621,419,112,95,78,81,86,57,92,2730,0,0,0,0,0,0,6,3,0,0,6,4,3,6,0,36,0,0,4,4,31,66,47,39,4,27,14,11,28,22,12,304,0,14,3,7,31,17,12,9,0,0,4,3,9,0,3,110,0,0,0,7,3,15,10,5,0,0,0,11,0,0,12,75
POA4218,6,0,6,4,3,3,0,97,3,50,65,33,8,9,8,11,0,7,3,4,7,4,6,212,0,3,3,3,8,50,86,64,6,16,10,11,17,11,16,308,0,0,0,3,9,9,17,11,0,6,4,6,4,0,0,68,0,4,3,11,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,16,16,13,11,12,0,7,3,3,0,0,3,92,0,12,9,4,0,0,0,0,0,0,0,0,0,0,0,36,0,27,29,8,7,5,10,7,0,0,0,0,3,0,3,102,3,5,31,88,308,393,520,384,84,86,90,67,48,29,97,2228,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,12,32,48,45,41,6,8,8,6,3,10,11,237,0,9,8,11,12,17,11,9,0,0,0,0,3,0,0,79,0,0,3,6,11,9,10,3,0,0,0,0,0,0,0,51
POA4220,3,0,3,0,3,0,0,94,0,21,22,19,3,0,5,3,0,0,0,0,3,0,4,78,0,3,0,4,3,32,54,28,9,5,7,3,3,0,8,168,0,0,0,0,3,5,11,6,4,0,4,0,3,0,4,38,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,4,6,12,3,0,0,0,0,0,0,0,3,36,0,17,15,3,4,0,0,0,0,0,0,0,0,0,3,41,0,36,17,6,3,3,9,3,0,0,0,4,0,0,5,88,3,5,17,108,297,349,581,292,95,54,34,19,34,25,66,1978,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,6,25,38,25,18,3,14,3,3,0,9,3,154,0,10,3,4,21,3,7,6,0,3,0,0,0,0,0,51,0,0,3,7,8,5,5,0,0,0,0,0,0,0,0,33
POA4221,0,3,0,0,0,0,3,55,0,13,19,10,0,3,3,3,0,0,0,0,0,0,9,61,0,0,0,0,3,11,36,24,14,8,3,9,0,3,4,113,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,8,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,9,0,3,5,0,0,0,0,0,0,0,0,28,0,10,13,4,0,0,0,0,0,0,0,0,0,0,0,24,0,26,22,10,3,3,10,5,0,0,0,0,0,0,3,81,0,8,14,79,228,249,308,190,51,34,25,24,16,22,45,1303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,21,19,19,0,7,3,3,9,3,0,95,0,3,4,0,11,5,11,3,7,0,0,0,5,0,0,42,0,0,0,4,3,0,3,0,0,0,0,0,0,0,0,12
POA4222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4223,0,0,0,0,0,0,0,32,0,7,3,3,0,0,0,9,0,0,0,0,0,0,0,22,0,0,0,0,3,8,22,16,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,9,7,3,0,0,0,0,0,0,0,0,0,21,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,31,16,4,3,5,4,3,0,5,0,0,0,0,4,74,0,3,13,50,118,127,131,83,14,18,10,0,3,3,17,594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,10,8,10,7,0,0,0,4,0,0,0,51,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,16,0,0,0,7,3,0,3,6,0,0,0,0,0,0,0,16
POA4224,0,0,0,0,0,0,0,19,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,9,8,3,4,0,0,0,0,0,30,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,3,13,51,54,67,36,8,5,5,4,3,10,17,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,8,5,0,6,0,3,0,0,36,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8
POA4225,0,0,0,0,0,0,3,16,0,5,9,3,0,0,0,0,0,0,0,0,0,3,0,22,0,0,0,0,0,3,14,9,0,8,4,0,0,3,3,35,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,3,0,7,0,0,0,0,0,0,4,0,0,11,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,10,0,7,3,0,0,0,3,0,0,0,0,0,0,0,0,18,0,0,8,25,64,57,81,60,11,10,7,7,5,0,17,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,9,14,0,3,0,3,6,0,6,61,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8
POA4226,6,3,3,0,4,0,5,106,4,23,32,25,12,3,10,8,3,0,0,3,0,0,18,135,0,0,0,10,16,96,131,61,24,23,21,11,7,13,21,424,0,0,0,3,4,32,69,44,6,0,13,11,9,15,3,204,0,0,3,6,0,4,3,0,0,0,0,0,0,0,0,23,0,0,8,17,22,37,36,26,3,0,3,10,11,5,3,172,0,20,11,13,0,0,0,0,0,0,0,0,0,0,0,41,0,36,26,13,15,4,15,8,0,0,0,3,0,0,11,131,4,4,34,102,298,481,674,483,116,102,59,42,44,31,94,2569,0,0,0,0,0,0,0,6,0,0,0,4,3,3,0,27,0,0,0,3,30,77,61,41,13,3,11,8,15,7,9,286,0,9,6,0,22,3,8,4,0,0,0,3,0,0,5,68,0,0,0,14,5,13,26,3,0,0,6,0,0,0,0,72
POA4227,3,0,0,0,0,0,0,53,0,15,12,11,0,4,0,4,0,0,0,0,0,0,0,48,0,0,0,0,0,22,72,42,12,6,14,0,0,10,5,190,0,0,0,0,0,19,35,63,8,0,19,4,10,6,13,173,0,3,0,0,9,3,0,0,0,0,0,0,0,0,0,16,0,0,0,7,17,17,28,21,16,12,7,10,10,3,0,150,0,7,10,5,0,0,0,0,3,0,0,0,0,0,0,25,0,17,14,3,4,3,9,5,3,0,0,0,0,0,0,55,0,4,14,52,158,233,456,320,63,52,50,49,36,12,31,1533,0,0,0,0,0,0,3,4,0,0,3,7,0,0,0,19,0,0,0,7,24,60,43,22,4,12,3,5,7,3,6,195,0,0,3,0,8,13,6,3,0,0,3,0,0,0,0,52,0,0,0,0,0,0,10,9,0,0,0,4,0,0,0,32
