POA_CODE_2016,P_PNG_0_4,P_PNG_5_14,P_PNG_15_24,P_PNG_25_44,P_PNG_45_54,P_PNG_55_64,P_PNG_65_74,P_PNG_75_84,P_PNG_85ov,P_PNG_Tot,P_Philippines_0_4,P_Philippines_5_14,P_Philippines_15_24,P_Philippines_25_44,P_Philippines_45_54,P_Philippines_55_64,P_Philippines_65_74,P_Philippines_75_84,P_Philippines_85ov,P_Philippines_Tot,P_Poland_0_4,P_Poland_5_14,P_Poland_15_24,P_Poland_25_44,P_Poland_45_54,P_Poland_55_64,P_Poland_65_74,P_Poland_75_84,P_Poland_85ov,P_Poland_Tot,P_Scotland_0_4,P_Scotland_5_14,P_Scotland_15_24,P_Scotland_25_44,P_Scotland_45_54,P_Scotland_55_64,P_Scotland_65_74,P_Scotland_75_84,P_Scotland_85ov,P_Scotland_Tot,P_Singapore_0_4,P_Singapore_5_14,P_Singapore_15_24,P_Singapore_25_44,P_Singapore_45_54,P_Singapore_55_64,P_Singapore_65_74,P_Singapore_75_84,P_Singapore_85ov,P_Singapore_Tot,P_South_Africa_0_4,P_South_Africa_5_14,P_South_Africa_15_24,P_South_Africa_25_44,P_South_Africa_45_54,P_South_Africa_55_64,P_South_Africa_65_74,P_South_Africa_75_84,P_South_Africa_85ov,P_South_Africa_Tot,P_SE_Europe_nfd_0_4,P_SE_Europe_nfd_5_14,P_SE_Europe_nfd_15_24,P_SE_Europe_nfd_25_44,P_SE_Europe_nfd_45_54,P_SE_Europe_nfd_55_64,P_SE_Europe_nfd_65_74,P_SE_Europe_nfd_75_84,P_SE_Europe_nfd_85ov,P_SE_Europe_nfd_Tot,P_Sri_Lanka_0_4,P_Sri_Lanka_5_14,P_Sri_Lanka_15_24,P_Sri_Lanka_25_44,P_Sri_Lanka_45_54,P_Sri_Lanka_55_64,P_Sri_Lanka_65_74,P_Sri_Lanka_75_84,P_Sri_Lanka_85ov,P_Sri_Lanka_Tot,P_Taiwan_0_4,P_Taiwan_5_14,P_Taiwan_15_24,P_Taiwan_25_44,P_Taiwan_45_54,P_Taiwan_55_64,P_Taiwan_65_74,P_Taiwan_75_84,P_Taiwan_85ov,P_Taiwan_Tot,P_Thailand_0_4,P_Thailand_5_14,P_Thailand_15_24,P_Thailand_25_44,P_Thailand_45_54,P_Thailand_55_64,P_Thailand_65_74,P_Thailand_75_84,P_Thailand_85ov,P_Thailand_Tot,P_FYROM_0_4,P_FYROM_5_14,P_FYROM_15_24,P_FYROM_25_44,P_FYROM_45_54,P_FYROM_55_64,P_FYROM_65_74,P_FYROM_75_84,P_FYROM_85ov,P_FYROM_Tot,P_Turkey_0_4,P_Turkey_5_14,P_Turkey_15_24,P_Turkey_25_44,P_Turkey_45_54,P_Turkey_55_64,P_Turkey_65_74,P_Turkey_75_84,P_Turkey_85ov,P_Turkey_Tot,P_USA_0_4,P_USA_5_14,P_USA_15_24,P_USA_25_44,P_USA_45_54,P_USA_55_64,P_USA_65_74,P_USA_75_84,P_USA_85ov,P_USA_Tot,P_Vietnam_0_4,P_Vietnam_5_14,P_Vietnam_15_24,P_Vietnam_25_44,P_Vietnam_45_54,P_Vietnam_55_64,P_Vietnam_65_74,P_Vietnam_75_84,P_Vietnam_85ov,P_Vietnam_Tot,P_Wales_0_4,P_Wales_5_14,P_Wales_15_24,P_Wales_25_44,P_Wales_45_54,P_Wales_55_64,P_Wales_65_74,P_Wales_75_84,P_Wales_85ov,P_Wales_Tot,P_Zimbabwe_0_4,P_Zimbabwe_5_14,P_Zimbabwe_15_24,P_Zimbabwe_25_44,P_Zimbabwe_45_54,P_Zimbabwe_55_64,P_Zimbabwe_65_74,P_Zimbabwe_75_84,P_Zimbabwe_85ov,P_Zimbabwe_Tot,P_Elsewhere_0_4,P_Elsewhere_5_14,P_Elsewhere_15_24,P_Elsewhere_25_44,P_Elsewhere_45_54,P_Elsewhere_55_64,P_Elsewhere_65_74,P_Elsewhere_75_84,P_Elsewhere_85ov,P_Elsewhere_Tot,P_COB_NS_0_4,P_COB_NS_5_14,P_COB_NS_15_24,P_COB_NS_25_44,P_COB_NS_45_54,P_COB_NS_55_64,P_COB_NS_65_74,P_COB_NS_75_84,P_COB_NS_85ov,P_COB_NS_Tot,P_Tot_0_4,P_Tot_5_14,P_Tot_15_24,P_Tot_25_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
POA4223,0,0,0,7,3,9,3,0,0,21,0,4,9,13,9,10,0,0,0,51,0,0,4,3,3,0,0,3,3,16,0,4,0,16,4,7,18,12,9,70,0,0,0,3,7,3,0,3,0,16,3,8,7,27,13,23,9,3,0,90,0,0,0,0,3,3,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,10,4,0,0,0,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,3,7,0,0,0,0,8,0,14,13,28,21,20,6,3,0,101,0,0,0,0,0,0,0,0,0,3,0,0,0,7,10,3,7,0,0,28,0,0,0,3,3,0,0,0,0,10,0,13,8,74,33,14,29,12,8,187,20,86,65,170,102,138,105,70,20,775,744,1874,1518,3115,2010,1959,1502,796,365,13892
POA4224,0,0,0,3,4,4,0,0,0,11,0,3,8,14,7,3,0,0,0,36,0,0,0,0,0,7,0,0,0,5,0,0,0,5,7,9,13,9,0,49,0,3,0,0,0,0,0,0,0,8,0,0,0,10,4,7,3,0,0,24,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,12,4,3,3,0,0,38,0,0,3,3,0,0,0,0,0,7,0,0,0,3,4,3,0,3,0,9,0,0,0,3,0,3,0,0,0,7,0,6,3,67,15,23,3,8,3,124,26,49,70,150,93,104,70,48,37,647,385,688,719,1799,882,924,602,354,225,6588
POA4225,0,0,3,3,0,4,0,0,0,14,0,0,3,26,14,5,3,0,0,61,0,0,0,0,0,0,3,3,0,9,0,0,0,3,0,7,11,5,5,40,0,0,0,0,0,0,0,0,0,8,0,3,3,13,3,8,3,0,0,31,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,8,0,0,0,0,0,10,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,6,5,19,4,9,8,0,0,51,0,0,6,4,0,0,0,0,0,10,0,0,0,11,0,4,0,0,0,19,0,0,0,3,0,0,0,0,0,3,3,8,24,130,23,14,9,12,7,222,26,52,79,282,126,215,155,92,62,1090,261,406,774,2039,968,1312,1063,612,323,7754
POA4226,0,0,7,20,4,6,3,0,0,46,3,12,35,93,63,52,17,4,0,286,0,3,0,8,3,11,15,9,7,68,0,17,11,33,29,46,52,28,11,219,0,3,12,20,8,12,8,0,0,72,9,38,95,184,88,107,50,21,3,594,0,0,3,6,4,7,8,11,0,41,0,5,8,17,6,9,9,3,0,64,0,5,27,91,32,28,14,3,0,207,6,16,12,47,13,12,3,0,0,108,0,0,0,0,9,0,3,0,0,17,0,0,3,5,6,3,0,0,0,22,8,15,20,46,21,27,22,3,6,166,0,0,3,19,6,6,7,3,0,43,0,4,7,15,9,6,11,5,4,67,0,0,5,26,9,9,8,4,0,57,8,29,89,271,146,119,117,90,40,911,110,169,226,492,238,239,180,153,168,1974,1797,3791,4298,8143,4341,3853,3225,1807,982,32243
POA4227,0,7,7,15,17,7,3,0,0,52,4,7,27,65,39,34,12,4,0,195,0,0,0,12,4,6,12,3,0,52,0,10,4,22,16,22,18,8,9,96,3,4,7,15,4,7,3,0,0,32,0,35,72,138,89,30,13,13,0,391,0,0,0,3,7,0,0,5,0,19,0,3,9,16,5,3,3,0,0,45,0,7,7,34,11,5,3,0,0,68,3,7,15,42,18,7,0,0,0,83,0,0,0,3,3,5,0,0,0,13,0,0,0,5,10,0,3,0,0,20,5,8,21,53,8,11,5,0,0,109,0,0,3,18,12,9,4,0,0,42,0,6,0,16,9,3,6,4,0,44,0,3,3,22,8,3,3,0,0,43,5,60,64,286,86,66,74,46,15,700,72,177,181,398,140,133,118,112,167,1493,1341,3212,3330,6427,2869,1990,1502,706,311,21687
POA4228,0,0,0,6,0,0,0,0,0,13,0,0,0,3,3,0,0,0,0,11,0,0,0,4,0,0,0,0,0,7,0,0,0,0,13,9,9,0,3,34,0,3,0,0,0,0,0,0,0,3,0,3,9,17,9,8,10,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,3,3,3,3,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,17,0,0,0,0,0,0,0,0,0,0,0,5,4,22,14,15,13,8,4,82,17,35,30,63,58,42,28,28,13,318,295,750,637,1081,873,799,514,213,140,5297
POA4229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,54,3,0,0,0,0,0,56,0,0,359,20,0,0,3,0,0,384
POA4230,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,4,0,17,0,0,0,0,0,0,4,0,0,10,0,0,4,13,3,5,0,0,0,25,0,0,0,0,3,0,0,0,0,9,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,3,5,25,4,5,4,11,0,57,3,4,12,36,12,9,15,14,6,110,62,126,177,509,187,203,209,153,49,1674
POA4270,0,0,0,3,3,4,0,0,0,7,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,0,0,23,0,0,0,0,0,0,0,0,0,7,0,0,3,4,6,3,0,0,0,13,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,6,0,0,0,3,3,0,0,0,0,8,0,3,0,21,6,12,7,3,0,53,22,61,51,108,77,73,39,11,5,440,198,580,477,977,728,541,330,100,23,3950
POA4271,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,13,0,3,0,0,7,8,4,4,0,30,0,0,0,0,0,0,0,0,0,3,0,0,3,3,11,10,3,3,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,9,6,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,5,0,0,3,18,10,9,8,3,3,58,7,27,21,49,32,49,34,25,7,248,126,400,238,571,432,478,418,184,54,2888
POA4272,0,0,0,3,8,9,0,0,0,21,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,5,0,0,0,0,8,3,9,5,0,33,0,0,0,0,0,3,3,0,0,7,0,8,0,11,10,13,7,4,0,46,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,13,10,5,8,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,14,0,0,0,0,3,0,0,0,0,3,0,3,4,19,19,26,23,10,4,106,9,47,32,67,57,102,84,38,11,448,163,611,359,704,737,788,760,372,123,4612
POA4275,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,3,0,0,0,13,0,0,3,0,0,0,0,0,0,5,0,0,0,3,5,7,3,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,3,0,0,6,0,0,0,0,5,0,0,0,0,9,0,0,0,10,4,8,12,0,0,32,12,28,55,93,67,40,26,15,4,342,188,467,408,830,570,487,347,117,26,3434
POA4280,0,4,6,14,12,5,4,0,0,50,0,3,3,23,11,17,3,3,0,58,0,0,0,3,0,0,0,0,0,6,0,0,8,18,21,14,20,12,0,86,0,0,3,3,0,0,0,0,0,15,0,3,10,34,29,3,3,3,0,87,0,0,0,0,4,3,5,3,0,13,0,0,0,0,4,0,0,0,0,6,0,0,5,0,0,0,7,0,0,14,0,5,0,17,0,3,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,13,11,5,4,3,0,44,0,0,4,11,8,5,3,0,0,39,0,0,0,4,3,3,0,0,0,8,0,0,0,5,11,7,0,0,0,14,0,5,14,69,50,46,27,10,5,227,60,114,115,258,191,113,93,26,9,976,1130,2848,2351,4486,2584,1801,1205,375,91,16862
POA4285,0,4,0,15,11,7,4,0,0,37,0,4,4,19,14,16,3,0,0,62,0,0,0,0,3,3,0,0,0,10,0,0,0,15,24,27,14,9,0,93,0,0,0,3,0,3,0,0,0,7,0,8,4,17,22,14,3,3,0,76,0,0,0,0,0,4,0,0,0,8,0,0,0,0,4,0,7,0,3,11,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,5,13,4,0,0,35,0,3,0,3,0,0,0,0,0,5,0,0,0,0,4,7,4,0,0,25,0,3,3,8,3,4,3,0,0,23,0,0,0,39,39,39,36,16,16,192,67,191,180,435,286,269,210,88,38,1765,1205,3152,2422,4710,2999,2519,2006,879,355,20247
POA4287,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,3,10,14,15,12,0,0,52,39,86,58,204,132,152,92,50,10,824
POA4300,0,7,18,71,26,12,11,0,0,152,10,77,107,396,166,95,26,3,0,887,0,0,3,35,19,20,16,7,10,103,0,9,8,62,68,72,28,17,4,278,0,18,17,24,18,14,3,0,0,89,0,50,87,207,116,33,20,8,0,523,0,0,0,7,7,6,6,0,0,31,0,19,15,81,21,27,14,7,0,188,0,0,5,39,5,3,0,0,0,57,0,8,5,53,16,3,0,0,0,85,0,0,0,3,0,5,3,0,0,10,0,0,0,3,3,3,0,0,0,12,4,24,29,65,17,15,5,0,0,161,3,7,32,344,180,154,44,16,4,788,0,11,5,26,14,9,8,4,0,77,0,11,12,82,20,15,0,3,0,144,27,272,372,1096,549,383,204,88,11,2995,294,482,505,1145,478,336,229,97,36,3595,5222,9171,7880,18333,6837,4464,2581,935,240,55669
POA4301,0,13,8,28,10,7,0,0,0,70,5,40,39,107,47,24,10,3,0,273,0,0,0,11,4,7,3,0,0,28,0,0,3,12,20,21,22,11,0,95,0,0,0,6,3,3,3,0,0,22,0,8,24,42,20,9,10,0,0,112,0,0,0,0,3,3,0,0,0,10,0,3,0,12,3,3,0,0,0,33,0,0,0,7,0,0,5,0,0,18,0,3,3,38,4,5,5,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,11,13,22,16,10,4,3,0,80,0,3,10,97,39,47,11,6,5,224,0,0,3,0,6,4,4,3,0,21,0,6,13,26,13,0,3,0,0,53,37,290,473,967,372,226,109,34,12,2514,188,274,313,556,236,187,79,44,20,1895,2984,4992,4480,8600,3059,2349,1165,469,143,28240
POA4303,0,0,0,3,0,0,0,0,0,6,0,6,3,10,9,0,4,4,0,37,0,0,0,0,0,3,0,3,0,12,0,0,0,0,0,3,3,6,4,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,5,11,12,3,0,5,0,35,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,22,31,70,43,25,22,11,3,225,35,56,49,116,61,59,51,46,28,504,300,559,512,926,487,426,350,247,141,3946
POA4304,0,0,10,11,8,6,3,3,0,41,5,10,22,57,26,20,5,3,0,142,0,0,0,6,0,3,7,0,0,11,0,0,0,4,7,13,15,17,0,64,0,0,0,9,0,3,3,0,0,11,0,0,3,15,11,0,0,0,0,34,0,0,0,0,0,0,0,3,0,4,0,0,0,8,0,0,0,0,0,14,0,0,0,3,0,0,0,0,0,4,0,8,7,10,3,3,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,14,4,7,3,0,0,34,0,3,6,16,4,6,3,0,0,32,0,0,0,0,0,3,6,3,3,19,0,0,4,12,3,0,0,0,0,23,0,18,40,135,66,44,31,15,3,356,112,131,214,428,175,165,102,78,34,1438,1272,2151,2383,4823,2189,1990,1382,841,291,17316
POA4305,0,15,13,31,26,26,4,0,0,113,4,22,45,142,73,48,12,7,0,354,0,3,0,5,3,8,3,4,3,25,0,3,0,28,42,38,50,39,14,215,3,3,4,12,6,4,0,0,0,35,0,8,13,59,16,21,9,5,0,134,0,0,0,0,0,5,4,3,0,8,0,7,3,47,14,6,0,0,0,84,0,0,4,15,3,4,0,0,0,31,0,3,11,31,10,13,3,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,3,18,7,46,26,16,13,3,0,138,0,0,9,16,8,7,4,0,0,49,0,0,3,8,12,12,8,6,3,52,0,3,5,20,9,3,0,0,0,37,6,52,59,272,123,85,85,31,7,727,295,454,571,1200,550,479,382,301,84,4298,4830,9015,8561,16923,7752,6554,4810,2933,1176,62549
POA4306,0,0,3,14,20,17,0,3,0,61,0,10,8,45,21,22,10,0,0,108,0,0,0,3,0,3,5,6,0,19,0,5,5,26,18,37,39,12,0,155,0,3,0,12,3,3,3,0,0,24,0,27,51,120,86,33,25,7,0,360,0,0,0,0,0,3,3,0,0,9,0,0,3,0,3,0,0,0,0,14,0,0,5,12,3,4,0,0,0,23,3,3,0,14,8,3,0,0,0,32,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,13,12,26,18,18,10,5,0,104,0,0,0,15,7,0,0,0,0,18,0,3,3,12,14,9,6,3,0,52,0,4,3,20,13,14,0,0,0,55,4,15,34,123,85,62,42,30,5,397,115,255,229,592,379,385,228,108,26,2313,2232,5454,4527,8979,5551,4654,3070,1081,244,35798
POA4307,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,11,30,13,20,19,9,4,116,66,231,189,362,228,228,164,73,10,1555
POA4309,0,0,0,3,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,3,5,0,21,22,29,22,82,32,42,37,18,3,285,177,444,274,631,438,419,367,211,33,3006
POA4310,0,0,0,0,3,0,0,0,0,5,0,5,0,12,5,3,0,0,0,22,0,0,0,0,0,3,3,0,0,7,0,0,0,0,6,3,10,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,4,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,5,0,0,5,0,4,3,0,0,0,9,0,4,7,8,7,10,3,4,0,41,10,31,23,76,49,56,64,40,10,368,261,712,583,1104,736,900,788,466,202,5752
POA4311,0,0,0,4,6,3,3,0,0,20,0,0,0,17,9,7,3,0,0,30,0,0,0,0,0,3,0,0,0,5,0,0,0,3,7,10,4,10,0,37,0,0,0,3,0,0,0,0,0,4,0,0,3,6,4,4,6,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,4,0,0,18,0,3,0,25,12,22,0,0,0,63,0,0,0,0,3,0,0,0,0,5,0,0,0,4,0,0,0,0,0,3,3,3,3,18,9,17,25,3,3,89,67,125,140,226,178,179,146,49,13,1118,703,1561,1264,2295,1518,1521,1184,440,110,10599
POA4312,0,0,0,0,0,3,0,0,0,6,0,0,0,3,3,4,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,3,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,3,3,0,0,0,7,0,0,0,5,3,8,3,0,0,25,15,17,18,43,36,66,41,12,7,248,129,280,201,421,379,536,511,175,36,2672
POA4313,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,0,0,0,4,0,0,3,0,0,8,3,3,3,18,6,19,6,35,31,26,31,19,7,181,119,284,192,404,292,391,359,212,73,2323
POA4340,0,0,0,3,0,0,0,0,0,9,0,0,0,0,3,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,3,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,3,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,3,0,0,0,4,0,0,0,7,0,3,9,4,0,22,32,75,70,129,95,79,55,24,8,568,312,760,665,1191,777,761,604,251,131,5451
POA4341,0,0,0,10,11,7,0,0,0,29,0,0,3,25,12,13,5,0,0,63,0,0,0,0,0,0,0,0,3,9,0,0,3,7,11,16,18,7,3,68,0,0,0,3,0,0,0,0,0,0,0,0,6,10,14,3,8,3,0,41,0,0,0,0,0,3,3,5,0,13,0,0,0,3,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,11,0,0,0,9,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,4,0,15,9,7,8,0,0,38,0,0,0,5,0,4,0,0,0,6,0,3,5,4,0,4,4,0,3,26,0,0,0,4,3,3,3,0,0,12,0,0,3,21,10,29,31,9,3,108,61,109,165,284,181,181,142,74,25,1229,946,2127,1764,3315,2073,1863,1579,681,241,14592
POA4342,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,3,0,3,5,3,3,0,21,11,29,42,54,58,48,49,22,9,325,139,337,427,542,396,350,293,111,22,2618
