POA_CODE_2016,SH_FHs_CF_no_C,SH_FHs_CF_C,SH_FHs_OnePF,SH_FHs_Oth_fam,SH_FHs_Tot,SH_Lone_P_H,SH_Group_H,SH_Tot,SDRTHT_1_S_FHs_CF_no_C,SDRTHT_1_S_FHs_CF_C,SDRTHT_1_S_FHs_OnePF,SDRTHT_1_S_FHs_Oth_fam,SDRTHT_1_S_FHs_Tot,SDRTHT_1_S_Lone_P_H,SDRTHT_1_S_Group_H,SDRTHT_1_S_Tot,SDRTHT_2more_S_FHs_CF_no_C,SDRTHT_2more_S_FHs_CF_C,SDRTHT_2more_S_FHs_OnePF,SDRTHT_2more_S_FHs_Oth_fam,SDRTHT_2more_S_FHs_Tot,SDRTHT_2more_S_Lone_P_H,SDRTHT_2more_S_Group_H,SDRTHT_2more_S_Tot,SDRTHT_Tot_FHs_CF_no_C,SDRTHT_Tot_FHs_CF_C,SDRTHT_Tot_FHs_OnePF,SDRTHT_Tot_FHs_Oth_fam,SDRTHT_Tot_FHs_Tot,SDRTHT_Tot_Lone_P_H,SDRTHT_Tot_Group_H,SDRTHT_Tot_Tot,FoA_1_or_2_SB_FHs_CF_no_C,FoA_1_or_2_SB_FHs_CF_C,FoA_1_or_2_SB_FHs_OnePF,FoA_1_or_2_SB_FHs_Oth_fam,FoA_1_or_2_SB_FHs_Tot,FoA_1_or_2_SB_Lone_P_H,FoA_1_or_2_SB_Group_H,FoA_1_or_2_SB_Tot,FoA_3SB_FHs_CF_no_C,FoA_3SB_FHs_CF_C,FoA_3SB_FHs_OnePF,FoA_3SB_FHs_Oth_fam,FoA_3SB_FHs_Tot,FoA_3SB_Lone_P_H,FoA_3SB_Group_H,FoA_3SB_Tot,FoA_4moSB_FHs_CF_no_C,FoA_4moSB_FHs_CF_C,FoA_4moSB_FHs_OnePF,FoA_4moSB_FHs_Oth_fam,FoA_4moSB_FHs_Tot,FoA_4moSB_Lone_P_H,FoA_4moSB_Group_H,FoA_4moSB_Tot,FoA_Att_to_hous_FHs_CF_no_C,FoA_Att_to_hous_FHs_CF_C,FoA_Att_to_hous_FHs_OnePF,FoA_Att_to_hous_FHs_Oth_fam,FoA_Att_to_hous_FHs_Tot,FoA_Att_to_hous_Lone_P_H,FoA_Att_to_hous_Group_H,FoA_Att_to_hous_Tot,FoA_Tot_FHs_CF_no_C,FoA_Tot_FHs_CF_C,FoA_Tot_FHs_OnePF,FoA_Tot_FHs_Oth_fam,FoA_Tot_FHs_Tot,FoA_Tot_Lone_P_H,FoA_Tot_Group_H,FoA_Tot_Tot,OD_C_FHs_CF_no_C,OD_C_FHs_CF_C,OD_C_FHs_OnePF,OD_C_FHs_Oth_fam,OD_C_FHs_Tot,OD_C_Lone_P_H,OD_C_Group_H,OD_C_Tot,OD_CH_FHs_CF_no_C,OD_CH_FHs_CF_C,OD_CH_FHs_OnePF,OD_CH_FHs_Oth_fam,OD_CH_FHs_Tot,OD_CH_Lone_P_H,OD_CH_Group_H,OD_CH_Tot,OD_Imp_home_T_SO_FHs_CF_no_C,OD_Imp_home_T_SO_FHs_CF_C,OD_Imp_home_T_SO_FHs_OnePF,OD_Imp_home_T_SO_FHs_Oth_fam,OD_Imp_home_T_SO_FHs_Tot,OD_Imp_home_T_SO_Lone_P_H,OD_Imp_home_T_SO_Group_H,OD_Imp_home_T_SO_Tot,OD_HorF_at_to_S_O_FHs_CF_no_C,OD_HorF_at_to_S_O_FHs_CF_C,OD_HorF_at_to_S_O_FHs_OnePF,OD_HorF_at_to_S_O_FHs_Oth_fam,OD_HorF_at_to_S_O_FHs_Tot,OD_HorF_at_to_S_O_Lone_P_H,OD_HorF_at_to_S_O_Group_H,OD_HorF_at_to_S_O_Tot,OD_Tot_FHs_CF_no_C,OD_Tot_FHs_CF_C,OD_Tot_FHs_OnePF,OD_Tot_FHs_Oth_fam,OD_Tot_FHs_Tot,OD_Tot_Lone_P_H,OD_Tot_Group_H,OD_Tot_Tot,DS_NS_FHs_CF_no_C,DS_NS_FHs_CF_C,DS_NS_FHs_OnePF,DS_NS_FHs_Oth_fam,DS_NS_FHs_Tot,DS_NS_Lone_P_H,DS_NS_Group_H,DS_NS_Tot,Tot_FHs_CF_no_C,Tot_FHs_CF_C,Tot_FHs_OnePF,Tot_FHs_Oth_fam,Tot_FHs_Tot,Tot_Lone_P_H,Tot_Group_H,Tot_Tot
POA4550,434,457,182,14,1082,226,55,1360,11,0,0,4,19,15,3,38,4,3,3,0,10,5,0,16,17,3,4,3,29,15,3,50,0,0,0,0,3,10,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,6,0,13,6,0,3,0,8,18,0,29,7,0,0,0,8,25,0,33,16,0,3,0,14,23,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,3,0,18,44,3,66,3,0,0,0,3,0,0,7,481,461,190,21,1148,305,56,1511
POA4551,4972,5355,1749,127,12198,2343,436,14976,609,119,210,11,957,935,76,1971,254,155,176,16,599,319,46,960,870,277,386,26,1555,1248,119,2929,105,45,74,0,222,369,27,619,118,52,74,4,250,265,32,551,739,155,139,14,1046,731,75,1852,0,0,0,0,6,0,0,3,961,247,294,23,1530,1368,137,3034,66,4,5,0,74,127,6,204,47,0,3,0,54,130,3,186,0,0,0,0,0,0,0,0,8,3,0,0,12,5,3,19,126,11,9,0,142,260,15,417,36,11,5,0,47,90,0,136,6957,5899,2437,179,15471,5311,707,21487
POA4552,1330,682,293,19,2326,801,86,3216,12,4,5,0,25,34,0,57,8,3,9,0,19,15,0,34,17,4,15,0,36,55,0,94,4,0,4,0,3,9,0,20,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,4,9,0,7,0,12,17,0,27,0,3,0,0,10,7,0,14,7,0,3,0,5,16,0,20,0,4,0,0,3,7,0,12,4,4,0,0,4,3,0,8,9,7,7,0,23,29,4,51,10,3,0,0,14,14,0,27,1372,701,325,23,2419,907,92,3414
POA4553,542,812,193,8,1561,231,45,1836,19,0,5,0,21,5,3,28,0,0,0,0,0,0,0,0,19,0,5,0,21,5,3,28,3,0,0,0,4,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,7,0,6,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,7,0,0,6,5,4,0,0,6,0,0,11,4,3,0,0,6,3,0,14,568,817,197,8,1597,249,49,1895
POA4554,200,236,58,0,497,89,14,604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,205,236,58,0,498,96,14,604
POA4555,682,832,250,14,1785,309,62,2153,28,5,4,0,36,36,0,79,4,0,0,0,4,7,0,14,34,3,5,0,45,49,0,91,7,0,3,0,6,9,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,6,9,0,16,0,0,0,0,0,3,0,10,10,0,0,0,10,31,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,16,34,0,53,3,3,0,0,13,7,0,19,737,848,264,14,1860,411,62,2329
POA4556,3638,4714,1166,84,9597,1619,421,11639,747,40,81,5,874,1108,42,2023,170,102,143,15,431,205,62,695,911,143,227,23,1302,1314,101,2723,136,41,68,3,245,318,25,591,69,11,3,0,86,45,5,132,74,51,65,5,193,58,48,291,0,0,0,0,0,3,0,3,274,102,135,10,526,426,78,1020,8,0,0,0,14,6,0,19,15,3,12,0,27,38,3,66,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,22,3,10,0,39,43,4,83,14,16,7,0,37,25,3,60,4864,4978,1540,123,11500,3425,604,15533
POA4557,1288,1757,471,44,3559,534,208,4303,34,18,34,0,83,87,16,187,80,53,71,0,206,96,33,341,115,69,105,3,296,185,45,522,210,151,217,23,600,502,136,1236,98,34,45,3,178,173,50,405,131,35,25,5,194,133,24,351,0,0,0,0,0,0,0,0,435,217,288,30,979,801,210,1988,4,0,0,0,6,3,0,5,12,3,0,0,16,27,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,19,29,0,51,8,0,0,0,13,22,0,31,1865,2049,870,76,4859,1568,467,6901
POA4558,1045,915,382,39,2375,674,206,3255,146,37,54,10,249,339,21,613,361,155,195,20,728,505,131,1370,506,194,250,26,978,844,155,1982,155,72,101,10,339,381,63,780,170,44,48,7,266,227,51,545,523,104,82,14,715,518,91,1329,0,0,0,0,0,0,0,0,847,220,229,24,1320,1134,204,2659,72,0,7,0,86,98,6,187,8,3,0,0,14,14,0,25,0,0,0,0,0,0,0,3,3,4,0,0,7,0,0,12,94,9,5,0,105,115,6,226,21,6,3,0,22,32,4,63,2511,1337,870,91,4806,2797,573,8177
POA4559,568,783,197,12,1556,266,54,1875,3,0,3,0,10,12,0,27,6,4,10,0,20,8,0,29,12,8,12,0,29,24,0,52,0,0,3,0,4,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,6,0,12,4,0,0,0,4,18,0,20,26,3,8,0,40,92,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,3,8,0,49,110,3,158,0,5,0,0,5,3,0,8,616,795,215,15,1645,413,58,2107
POA4560,3191,3103,1119,81,7488,1857,330,9678,284,43,37,3,370,288,13,669,88,53,112,4,251,222,26,502,378,92,147,6,625,509,44,1173,48,16,71,4,142,399,25,569,6,0,17,0,22,20,6,44,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,3,61,19,85,4,160,428,34,620,17,3,4,0,29,105,9,140,6,0,4,0,7,36,3,46,3,0,0,0,3,4,0,9,5,5,0,0,9,0,0,9,29,6,11,0,47,141,12,207,23,14,9,0,44,26,3,71,3678,3236,1366,86,8371,2965,420,11750
POA4561,742,866,201,20,1830,309,63,2199,22,9,3,0,31,20,0,52,0,0,0,0,7,3,0,9,22,4,3,0,31,27,0,60,3,0,12,0,15,44,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,0,15,44,0,63,11,0,4,0,17,28,5,57,3,0,0,0,4,3,0,6,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,9,3,11,0,24,33,10,65,13,11,3,0,23,3,0,29,791,886,224,20,1928,424,75,2421
POA4562,959,1015,221,13,2204,364,76,2645,7,6,0,0,10,0,0,10,0,0,0,0,0,0,0,0,8,6,0,0,15,0,0,15,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,3,0,11,10,4,3,0,15,9,0,27,977,1031,227,16,2244,375,75,2698
POA4563,1079,873,309,16,2273,556,103,2937,3,4,3,0,12,10,0,21,0,0,0,0,8,4,0,15,8,4,7,0,15,18,0,35,12,3,18,0,35,49,4,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,18,0,35,49,4,97,0,0,0,0,0,10,0,17,0,0,0,0,0,4,0,4,5,3,0,0,4,8,0,12,0,0,0,0,0,0,0,0,5,3,0,0,13,25,0,36,3,3,0,0,8,3,0,13,1102,885,341,16,2348,652,112,3116
POA4564,880,841,276,26,2024,391,99,2518,128,23,35,4,186,172,21,375,136,114,91,6,350,143,28,524,261,136,126,10,534,312,50,893,59,39,41,4,145,133,24,298,67,24,18,0,105,41,11,155,102,21,28,5,156,74,13,243,0,0,0,0,0,0,0,0,222,88,91,11,411,242,50,703,8,0,0,0,12,12,0,23,4,0,0,0,4,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,16,10,0,27,0,0,0,0,0,5,0,7,1375,1065,496,51,2986,966,201,4150
POA4565,1624,1297,611,32,3563,914,173,4653,145,17,23,0,186,286,7,483,38,12,9,0,60,59,6,127,186,25,30,3,242,346,12,608,43,10,22,0,77,145,8,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,13,22,0,73,151,8,230,6,3,0,0,8,13,0,23,7,0,0,0,7,7,0,12,4,7,0,0,8,0,0,8,0,0,0,0,0,3,0,3,15,8,0,0,29,22,0,49,10,6,3,0,16,24,4,43,1877,1347,673,30,3923,1462,202,5587
POA4566,894,612,188,15,1703,333,37,2071,119,4,22,3,144,207,11,365,195,40,58,3,297,215,26,545,313,48,76,3,444,427,38,907,49,15,19,4,89,136,12,238,68,4,9,0,78,58,3,139,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,115,18,33,4,168,202,14,385,5,0,0,0,5,5,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,12,0,13,10,9,0,0,15,11,3,32,1338,678,302,26,2336,978,95,3408
POA4567,1127,899,290,19,2328,527,129,2987,9,3,4,0,16,21,5,48,156,68,91,3,320,213,40,575,161,76,94,10,339,238,49,620,78,31,59,3,168,131,20,317,65,17,27,0,111,100,20,237,36,7,7,0,50,28,4,81,0,0,0,0,0,0,0,0,178,58,87,3,329,261,52,635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,13,4,0,27,11,0,37,1482,1041,475,24,3017,1034,223,4281
POA4568,453,373,139,12,972,236,34,1241,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,4,7,0,9,0,0,0,0,4,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,6,4,0,0,0,3,12,0,17,0,0,0,0,0,3,0,3,3,0,0,0,6,8,0,11,0,0,0,0,0,0,0,0,5,0,0,0,11,23,0,29,3,0,0,0,8,3,0,14,461,380,144,9,995,275,34,1302
POA4569,189,173,78,3,438,136,19,598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,185,173,78,3,438,139,19,600
POA4570,4757,3919,1862,111,10648,3360,494,14503,48,11,62,7,129,218,16,359,29,12,36,0,72,130,8,207,77,21,100,7,203,343,20,567,28,10,27,3,61,235,3,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,28,10,27,3,61,241,3,302,28,8,4,0,40,82,3,120,11,0,0,0,17,33,3,54,11,19,5,0,36,26,6,58,8,9,5,0,22,8,3,32,57,34,18,0,114,143,13,268,14,21,10,0,46,40,0,90,4938,4003,2009,121,11067,4125,533,15729
POA4571,107,66,30,0,207,71,16,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,108,66,33,0,209,72,16,296
POA4572,198,218,50,13,466,79,32,581,5,0,5,0,13,7,0,25,37,17,11,0,61,32,6,105,43,21,11,0,76,44,12,126,51,18,37,3,111,110,26,249,57,15,27,0,102,124,32,264,104,16,19,0,142,139,30,311,0,0,0,0,0,0,0,0,213,50,76,9,356,377,86,823,11,0,0,0,9,10,0,24,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,0,12,14,0,29,5,0,3,0,4,4,0,13,468,290,143,24,918,514,134,1566
POA4573,2138,2803,764,45,5753,1044,251,7048,128,38,52,3,229,208,22,455,278,146,139,4,573,354,43,973,408,184,196,10,799,566,65,1427,67,24,40,0,133,135,22,294,59,21,30,3,110,103,20,236,72,20,16,4,110,70,18,206,3,0,0,0,9,13,0,24,195,69,87,13,368,330,58,757,4,0,0,0,10,17,0,22,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,3,0,4,0,0,4,3,0,6,5,4,0,0,10,22,0,36,12,18,9,0,37,24,0,58,2764,3086,1061,63,6963,1985,382,9333
POA4574,173,107,49,3,327,136,20,487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,10,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,10,0,12,0,0,0,0,3,9,0,10,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,8,9,0,10,0,3,0,0,5,0,0,5,179,111,48,3,342,154,20,512
POA4575,2012,2350,765,49,5178,1002,275,6456,360,49,102,14,515,652,28,1203,44,23,20,0,82,45,12,146,398,67,119,17,598,703,44,1343,73,19,19,3,109,79,9,200,76,23,17,0,106,41,12,165,301,75,95,4,471,288,57,820,0,0,0,0,0,0,0,0,446,111,128,6,695,413,79,1191,0,0,0,0,0,0,0,0,5,0,0,0,9,24,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,9,0,0,0,6,32,0,38,6,0,3,0,11,0,0,14,2871,2537,1015,68,6491,2149,401,9040
POA4580,852,238,176,8,1275,465,67,1809,31,5,8,0,41,71,3,113,5,0,0,0,8,24,3,36,39,4,8,0,49,95,9,150,3,0,6,0,12,10,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,12,10,3,24,21,0,4,0,22,55,0,81,8,0,0,0,9,47,3,55,0,0,0,0,0,4,0,4,0,0,0,0,3,0,0,3,29,4,4,0,40,100,3,144,0,0,0,0,0,4,0,3,921,252,191,7,1379,680,74,2133
POA4581,150,62,33,3,248,98,18,360,6,8,0,0,18,21,0,39,5,4,6,0,13,15,0,30,13,14,8,0,32,36,0,72,8,0,3,0,12,19,3,35,7,3,0,0,14,17,3,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,21,8,3,0,28,31,4,67,9,5,0,0,11,10,0,17,4,0,0,0,4,0,0,4,8,0,0,0,10,10,0,18,3,4,0,0,3,0,0,8,18,7,0,0,26,21,0,47,0,0,0,0,0,0,0,3,200,87,44,8,335,188,23,551
POA4600,133,74,23,5,234,108,11,349,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,3,0,0,3,13,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,13,0,12,0,0,3,0,3,3,0,3,0,0,0,0,0,6,0,6,0,0,0,0,0,4,0,4,0,0,0,0,0,4,0,0,0,0,3,0,4,11,0,17,0,0,0,0,0,0,0,0,129,79,31,5,246,129,11,383
POA4601,159,100,30,3,289,108,16,415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,20,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,5,0,0,0,4,3,0,12,0,0,0,0,0,0,0,0,164,100,30,3,294,127,16,440
POA4605,434,383,241,26,1084,370,43,1503,3,3,3,0,4,8,0,16,0,0,0,0,0,0,0,0,3,3,4,0,10,8,0,16,14,0,7,3,18,36,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,7,3,18,36,0,55,3,0,0,0,4,7,0,12,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,4,0,0,0,0,0,0,0,0,4,0,0,0,6,9,0,20,0,3,0,0,3,3,0,3,455,389,247,33,1124,427,50,1597
POA4606,285,211,107,7,609,232,19,865,6,3,0,0,13,35,0,42,0,0,0,0,0,0,0,3,6,3,0,0,9,35,0,45,4,0,3,0,7,10,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,7,10,0,19,0,3,0,0,3,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,4,0,0,3,9,3,0,0,7,6,0,16,3,0,0,0,0,0,0,4,304,217,112,6,641,288,23,951
POA4608,121,72,28,0,224,87,9,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,7,0,6,0,0,0,0,0,0,0,0,3,0,0,0,5,5,0,15,3,0,0,0,3,0,0,3,132,72,31,0,234,92,9,339
POA4610,1641,1396,623,57,3717,1106,172,4997,22,18,26,0,63,134,7,206,0,0,4,0,4,4,0,5,22,18,32,0,67,136,7,211,32,19,20,3,75,186,20,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,35,19,20,3,76,185,20,281,8,0,0,0,13,34,3,43,0,0,0,0,0,3,0,3,3,3,0,0,5,8,0,11,4,0,0,0,9,5,0,8,15,5,0,0,25,45,3,71,10,8,3,0,18,0,0,16,1715,1437,678,64,3891,1477,209,5577
POA4611,10,9,6,0,25,11,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,6,0,25,11,0,37
POA4612,36,19,9,0,64,36,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,36,18,9,0,64,36,0,102
POA4613,122,65,26,4,216,104,12,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,3,3,0,4,3,4,0,0,6,11,0,13,3,0,0,0,3,0,0,3,127,69,26,4,222,116,12,349
POA4614,158,78,44,4,289,135,25,446,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,10,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,12,3,0,0,0,3,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,0,3,6,0,16,0,0,0,0,0,0,0,0,165,78,44,4,295,161,20,476
POA4615,923,565,279,21,1792,656,101,2545,3,3,0,0,6,40,0,49,0,0,0,0,0,3,0,3,3,3,0,0,6,46,0,53,5,3,3,0,12,44,3,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,12,44,3,53,9,5,6,0,16,27,0,43,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,4,0,0,4,0,4,0,0,4,5,7,8,0,24,33,0,53,0,3,0,0,3,3,0,12,938,572,295,22,1833,781,109,2722
POA4620,59,37,8,0,98,45,3,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,37,8,0,98,45,3,151
POA4621,243,139,60,13,454,210,20,686,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,3,11,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,11,0,23,0,0,0,0,0,3,0,3,243,140,67,13,460,236,17,717
POA4625,310,242,92,8,648,245,24,918,0,0,0,0,4,9,0,17,0,0,0,0,0,3,0,3,0,0,0,0,4,11,0,15,5,0,0,0,5,12,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,13,0,20,3,6,0,0,6,14,0,19,0,0,0,0,3,3,0,9,0,0,0,0,0,3,0,7,4,0,0,0,6,3,0,6,9,9,0,0,15,25,0,46,4,0,0,0,6,0,0,10,326,250,97,8,681,304,31,1012
POA4626,232,204,59,3,498,173,23,697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,4,22,8,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,4,22,8,36,14,0,0,0,14,23,7,37,3,0,0,0,4,8,9,22,3,0,0,0,6,11,3,16,0,0,0,0,0,0,0,0,17,0,0,0,17,37,22,77,0,3,0,0,8,0,0,4,256,204,62,9,525,234,50,819
POA4627,81,71,18,8,177,57,12,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,11,11,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,11,11,0,22,0,0,0,0,0,16,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,10,0,0,4,0,7,20,0,25,3,0,0,0,3,0,0,3,88,71,24,13,201,86,11,303
